区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4.2,5.1,-0.9,-,4.7,6.6,-1.9,-,3.6,3.2,0.4,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3.6,4,-0.4,-,3.4,3.8,-0.4,-,3.9,4.2,-0.3,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.4,4.1,-1.7,-,2.2,4,-1.8,-,2.8,4.1,-1.3,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.8,4.5,-0.7,-,4.2,4.7,-0.5,-,3,4.1,-1.1,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.8,3.5,-0.7,-,2.8,4.1,-1.3,-,2.7,2.6,0.1,-
〔労働力人口比率(%)〕／総数,63.7,63.2,0.5,-,74.6,74.8,-0.2,-,53.2,52,1.2,-
,,,,,,,,,,,,
東京の労働力統計データ（平成26年1～3月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成26年1～3月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
