年・期,西暦(年),四半期,建設業（千人）,製造業（千人）,情報通信業（千人）,運輸業，郵便業（千人）,卸売業，小売業（千人）,金融業，保険業（千人）,不動産業，物品賃貸業（千人）,学術研究，専門･技術ｻｰﾋﾞｽ業（千人）,宿泊業，飲食ｻｰﾋﾞｽ業（千人）,生活関連ｻｰﾋﾞｽ業，娯楽業（千人）,教育，学習支援業（千人）,医療，福祉（千人）,ｻｰﾋﾞｽ業（他に分類されないもの）（千人）
実数／男／平成24年10～12月平均,2012,10～12,296,544,410,242,492,158,126,182,208,98,150,168,340
実数／男／平成25年１～３月平均,2013,01～03,308,493,381,271,544,157,115,167,198,96,158,186,314
実数／男／平成25年４～６月平均,2013,04～06,326,535,428,321,498,130,131,241,177,101,153,161,286
実数／男／平成25年７～９月平均,2013,07～09,249,497,456,269,590,123,103,202,201,86,171,173,281
実数／男／平成25年10～12月平均,2013,10～12,271,523,432,282,563,131,108,171,182,83,147,201,322
実数／男／平成26年１～３月平均,2014,01～03,315,533,421,281,586,150,126,193,158,103,169,177,267
実数／男／平成26年４～６月平均,2014,04～06,346,515,497,318,547,119,129,192,159,98,151,153,284
実数／女／平成23年平均,2011,,67,221,167,68,539,136,66,105,220,119,161,422,271
実数／女／平成24年平均,2012,,67,198,159,65,536,128,65,119,237,117,159,438,280
実数／女／平成25年平均,2013,,60,182,177,67,565,144,72,124,239,116,173,482,209
実数／女／平成24年１～３月平均,2012,01～03,71,186,150,67,558,126,65,129,255,99,166,460,286
実数／女／平成24年４～６月平均,2012,04～06,62,205,156,64,529,126,63,108,224,111,172,419,301
実数／女／平成24年７～９月平均,2012,07～09,69,183,177,64,536,120,65,121,242,135,136,438,279
実数／女／平成24年10～12月平均,2012,10～12,68,218,152,65,520,142,65,118,228,123,165,436,256
実数／女／平成25年１～３月平均,2013,01～03,65,170,172,74,538,156,74,119,225,95,183,500,205
実数／女／平成25年４～６月平均,2013,04～06,61,151,174,52,565,146,75,117,233,128,200,462,214
実数／女／平成25年７～９月平均,2013,07～09,54,193,182,72,571,132,74,124,234,116,150,486,203
実数／女／平成25年10～12月平均,2013,10～12,59,214,180,72,587,142,66,136,263,124,159,478,215
実数／女／平成26年１～３月平均,2014,01～03,64,204,169,67,568,130,82,127,226,123,187,512,190
実数／女／平成26年４～６月平均,2014,04～06,76,191,202,71,562,116,81,104,248,143,203,509,194
対前年・対前年同期増減数／男女計／平成23年平均,2011,,19,15,1,-13,79,20,30,12,-7,19,13,45,44
対前年・対前年同期増減数／男女計／平成24年平均,2012,,4,-17,-12,-21,-11,-7,-3,5,25,-2,-3,28,22
対前年・対前年同期増減数／男女計／平成25年平均,2013,,-24,-19,37,34,32,5,-10,15,0,-14,32,58,-101
対前年・対前年同期増減数／男女計／平成24年１～３月平均,2012,01～03,-14,-34,19,-50,-5,15,1,2,19,-16,-3,41,58
対前年・対前年同期増減数／男女計／平成24年４～６月平均,2012,04～06,33,-23,0,1,-21,-28,-11,-11,30,10,30,23,-9
対前年・対前年同期増減数／男女計／平成24年７～９月平均,2012,07～09,6,-48,-6,-16,21,-48,11,45,38,17,-6,22,41
対前年・対前年同期増減数／男女計／平成24年10～12月平均,2012,10～12,-9,37,-59,-19,-39,34,-11,-13,15,-20,-34,28,1
対前年・対前年同期増減数／男女計／平成25年１～３月平均,2013,01～03,10,-17,-13,27,-37,41,-1,-8,-12,-20,42,53,-108
対前年・対前年同期増減数／男女計／平成25年４～６月平均,2013,04～06,-8,-49,66,40,-17,2,-7,58,11,16,35,39,-107
対前年・対前年同期増減数／男女計／平成25年７～９月平均,2013,07～09,-63,14,43,25,44,3,-16,4,-10,-37,58,64,-133
対前年・対前年同期増減数／男女計／平成25年10～12月平均,2013,10～12,-34,-25,51,47,138,-27,-18,6,10,-14,-8,76,-59
対前年・対前年同期増減数／男女計／平成26年１～３月平均,2014,01～03,6,74,36,3,72,-32,19,33,-39,34,16,3,-62
対前年・対前年同期増減数／男女計／平成26年４～６月平均,2014,04～06,35,22,97,16,46,-41,4,-62,-3,12,1,40,-21
対前年・対前年同期増減数／男／平成23年平均,2011,,3,-4,-18,0,23,16,26,15,-11,14,3,16,36
対前年・対前年同期増減数／男／平成24年平均,2012,,4,6,-4,-18,-8,0,-1,-9,7,0,-1,13,14
対前年・対前年同期増減数／男／平成25年平均,2013,,-17,-3,18,32,3,-10,-18,10,-2,-12,18,14,-31
対前年・対前年同期増減数／男／平成24年１～３月平均,2012,01～03,-17,-19,20,-26,7,16,-2,-14,24,13,-3,-1,27
対前年・対前年同期増減数／男／平成24年４～６月平均,2012,04～06,36,8,8,3,-11,-14,-1,-16,0,0,20,22,-12
対前年・対前年同期増減数／男／平成24年７～９月平均,2012,07～09,5,-20,-4,-27,16,-26,9,18,9,-1,-8,21,13
対前年・対前年同期増減数／男／平成24年10～12月平均,2012,10～12,-11,54,-38,-20,-43,25,-10,-23,-2,-13,-15,8,25
対前年・対前年同期増減数／男／平成25年１～３月平均,2013,01～03,16,-1,-36,20,-17,12,-9,1,19,-16,26,13,-27
対前年・対前年同期増減数／男／平成25年４～６月平均,2013,04～06,-8,6,48,52,-53,-18,-19,49,2,-1,7,-4,-19
対前年・対前年同期増減数／男／平成25年７～９月平均,2013,07～09,-48,3,38,16,9,-8,-26,2,-2,-18,44,16,-56
対前年・対前年同期増減数／男／平成25年10～12月平均,2013,10～12,-25,-21,22,40,71,-27,-18,-11,-26,-15,-3,33,-18
対前年・対前年同期増減数／男／平成26年１～３月平均,2014,01～03,7,40,40,10,42,-7,11,26,-40,7,11,-9,-47
対前年・対前年同期増減数／男／平成26年４～６月平均,2014,04～06,20,-20,69,-3,49,-11,-2,-49,-18,-3,-2,-8,-2
対前年・対前年同期増減数／女／平成23年平均,2011,,16,19,19,-13,56,4,3,-3,4,4,10,28,7
対前年・対前年同期増減数／女／平成24年平均,2012,,0,-23,-8,-3,-3,-8,-1,14,17,-2,-2,16,9
対前年・対前年同期増減数／女／平成25年平均,2013,,-7,-16,18,2,29,16,7,5,2,-1,14,44,-71
対前年・対前年同期増減数／女／平成24年１～３月平均,2012,01～03,2,-15,-1,-24,-12,-1,2,16,-6,-29,0,42,31
対前年・対前年同期増減数／女／平成24年４～６月平均,2012,04～06,-2,-31,-7,-1,-10,-14,-10,4,29,9,10,1,3
対前年・対前年同期増減数／女／平成24年７～９月平均,2012,07～09,1,-28,-2,12,5,-22,3,27,29,18,3,1,28
対前年・対前年同期増減数／女／平成24年10～12月平均,2012,10～12,2,-17,-21,1,5,8,-2,9,17,-7,-18,20,-24
対前年・対前年同期増減数／女／平成25年１～３月平均,2013,01～03,-6,-16,22,7,-20,30,9,-10,-30,-4,17,40,-81
対前年・対前年同期増減数／女／平成25年４～６月平均,2013,04～06,-1,-54,18,-12,36,20,12,9,9,17,28,43,-87
対前年・対前年同期増減数／女／平成25年７～９月平均,2013,07～09,-15,10,5,8,35,12,9,3,-8,-19,14,48,-76
対前年・対前年同期増減数／女／平成25年10～12月平均,2013,10～12,-9,-4,28,7,67,0,1,18,35,1,-6,42,-41
対前年・対前年同期増減数／女／平成26年１～３月平均,2014,01～03,-1,34,-3,-7,30,-26,8,8,1,28,4,12,-15
対前年・対前年同期増減数／女／平成26年４～６月平均,2014,04～06,15,40,28,19,-3,-30,6,-13,15,15,3,47,-20
,,,,,,,,,,,,,,,
東京の労働力統計データ（平成26年４～６月平均）,,,,,,,,,,,,,,,
第５表　主な産業別雇用者数 ,,,,,,,,,,,,,,,
