区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,332,307,25,8.1,195,171,24,14,137,136,1,0.7
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,432,445,-13,-2.9,189,182,7,3.8,244,263,-19,-7.2
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,194,207,-13,-6.3,84,83,1,1.2,109,124,-15,-12.1
〔雇用者の主な産業別内訳〕／教育，学習支援業,304,306,-2,-0.7,146,147,-1,-0.7,158,159,-1,-0.6
〔雇用者の主な産業別内訳〕／医療，福祉,719,680,39,5.7,192,201,-9,-4.5,527,478,49,10.3
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,531,537,-6,-1.1,309,322,-13,-4,221,215,6,2.8
〔非農林業雇用者の従業者規模別内訳〕／総数,6621,6502,119,1.8,3731,3674,57,1.6,2890,2829,61,2.2
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1720,1749,-29,-1.7,917,977,-60,-6.1,803,772,31,4
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2045,2093,-48,-2.3,1153,1161,-8,-0.7,892,931,-39,-4.2
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2316,2140,176,8.2,1374,1254,120,9.6,942,886,56,6.3
〔完全失業率（年齢階級別）(%)〕／総数,3.7,3.8,-0.1,-,4.2,3.8,0.4,-,3.2,3.9,-0.7,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,3.5,5,-1.5,-,4,6.3,-2.3,-,3.1,3.8,-0.7,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,5.1,4.7,0.4,-,5.5,4.7,0.8,-,4.6,4.7,-0.1,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,4,3.8,0.2,-,4.6,3.8,0.8,-,3.2,3.8,-0.6,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.9,3.3,-0.4,-,2.7,2.5,0.2,-,3,4.4,-1.4,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.3,3.4,-0.1,-,4,3.7,0.3,-,2.1,2.9,-0.8,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.8,2.9,-0.1,-,3.6,3.3,0.3,-,1.6,2.6,-1,-
〔労働力人口比率(%)〕／総数,64.3,63.6,0.7,-,74.8,73.8,1,-,54.1,53.7,0.4,-
,,,,,,,,,,,,
東京の労働力統計データ（平成26年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成26年10～12月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
