"市区町村コード","番号","都道府県名","市区町村名","種類","学校名","学級名","内容","住所","電話番号","最終確認日","区分","経度","緯度","分類"
"131148","20","東京都","中野区","特別支援教室","武蔵台小学校","","情緒障害等","中野区上鷺宮5-1-1","(03)3999-1655","2023/06/28 0:00:00","区立","139.62951716535","35.7274406150234","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","22","東京都","中野区","特別支援教室","上鷺宮小学校","","情緒障害等","中野区上鷺宮1-24-36","(03)3926-6381","2023/06/28 0:00:00","区立","139.635130520409","35.7314435950351","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","23","東京都","中野区","特別支援教室","桃花小学校","","情緒障害等","中野区中央5-43-1","(03)3381-7251","2023/06/28 0:00:00","区立","139.66616413993","35.7004695009542","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","24","東京都","中野区","特別支援教室","白桜小学校","","情緒障害等","中野区上高田1-2-28","(03)3389-0561","2023/06/28 0:00:00","区立","139.678967959022","35.7098064970522","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","25","東京都","中野区","特別支援教室","平和の森小学校","","情緒障害等","中野区新井3-29-1","(03)3389-1451","2023/06/28 0:00:00","区立","139.65978563979","35.7148932760754","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","26","東京都","中野区","特別支援教室","緑野小学校","","情緒障害等","中野区丸山1-17-1","(03)3389-2351","2023/06/28 0:00:00","区立","139.657358275999","35.725599467621","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","27","東京都","中野区","特別支援教室","南台小学校","","情緒障害等","中野区南台4-4-1","(03)3381-7257","2023/06/28 0:00:00","区立","139.668317372487","35.6818569393973","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","28","東京都","中野区","特別支援教室","みなみの小学校","","情緒障害等","中野区弥生町4-27-11","(03)3381-7250","2023/06/28 0:00:00","区立","139.669942251999","35.6874225543689","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","29","東京都","中野区","特別支援教室","美鳩小学校","","情緒障害等","中野区大和町4-26-5","(03)3330-1425","2023/06/28 0:00:00","区立","139.645041100088","35.7144758684607","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","30","東京都","中野区","特別支援教室","中野第一小学校","","情緒障害等","中野区本町3-16-1","(03)3372-2326","2023/06/28 0:00:00","区立","139.677385077537","35.6959898098946","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","31","東京都","中野区","特別支援教室","令和小学校","","情緒障害等","中野区新井4-19-26","(03)3389-1461","2023/06/28 0:00:00","区立","139.66839058403","35.7175254855848","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","32","東京都","中野区","特別支援教室","第二中学校","","情緒障害等","中野区本町5-25-1","(03)3382-7151","2023/06/28 0:00:00","区立","139.671354406024","35.692561222401","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","33","東京都","中野区","特別支援教室","第五中学校","","情緒障害等","中野区上高田4-28-1","(03)3389-2341","2023/06/28 0:00:00","区立","139.67841520321","35.715341544942","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","34","東京都","中野区","特別支援教室","第七中学校","","情緒障害等","中野区江古田2-9-11","(03)3389-4171","2023/06/28 0:00:00","区立","139.668060231201","35.7247158520865","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","35","東京都","中野区","特別支援教室","北中野中学校","","情緒障害等","中野区上鷺宮5-7-1","(03)3999-3415","2023/06/28 0:00:00","区立","139.628531037127","35.7283430913153","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","36","東京都","中野区","特別支援教室","緑野中学校","","情緒障害等","中野区丸山1-1-19","(03)3386-5423","2023/06/28 0:00:00","区立","139.657294168838","35.7238336710175","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","37","東京都","中野区","特別支援教室","南中野中学校","","情緒障害等","中野区南台5-22-17","(03)3381-7277","2023/06/28 0:00:00","区立","139.662432365158","35.6825689768881","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","38","東京都","中野区","特別支援教室","中野中学校","","情緒障害等","中野区中野4-12-3","(03)3389-1471","2023/06/28 0:00:00","区立","139.661247187591","35.7095397108047","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","39","東京都","中野区","特別支援教室","中野東中学校","","情緒障害等","中野区中央1-41-4","(03)3362-5236","2023/06/28 0:00:00","区立","139.683590107085","35.6986346654687","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","40","東京都","中野区","特別支援教室","明和中学校","","情緒障害等","中野区若宮1-1-18","(03)3330-5325","2023/06/28 0:00:00","区立","139.649712874633","35.7161821841538","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","41","東京都","中野区","特別支援学校","中野特別支援学校","","知的障害","中野区南台3-46-20","(03)3384-7741","2023/06/28 0:00:00","都立","139.662830083939","35.6843968163","特別支援学級・特別支援教室・特別支援学校一覧"
