 4-(3)コンテナ取扱個数航路別表,,,,,,,,,,,,(単位：ＴＥＵ）
航路名,合計,,,,出貨,,,,入貨,,,
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
オセアニア,"1,967","1,118","7,953","2,626",262,"1,018","1,094","2,526","1,705",100,"6,859",100
,30.5%,56.7%,40.2%,35.3%,21.1%,51.6%,26.4%,33.9%,32.7%,-,43.9%,10000.0%
印パ･ペルシャ･ベンガル,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
東南アジア,"108,558","19,405","575,511","112,327","27,146","19,279","154,488","111,479","81,412",126,"421,023",848
,96.8%,106.1%,108.2%,131.1%,83.9%,107.6%,106.2%,131.9%,102.1%,32.9%,109.0%,73.9%
台湾,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
韓国,"10,347","4,972","54,662","25,440","2,559","4,890","15,461","25,122","7,788",82,"39,201",318
,97.6%,109.3%,94.1%,116.7%,83.3%,111.2%,91.4%,119.1%,103.5%,55.4%,95.2%,44.6%
中国(香港含む),"65,284","36,520","348,607","229,386","10,645","36,447","58,791","228,872","54,639",73,"289,816",514
,80.2%,66.7%,88.6%,92.3%,70.2%,66.7%,82.4%,92.5%,82.5%,58.4%,89.9%,44.5%
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
外航不定期,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
内航計,"22,165","13,707","109,778","91,725","10,154","11,204","51,454","81,212","12,011","2,503","58,324","10,513"
,103.9%,69.7%,90.5%,84.3%,86.6%,62.0%,75.3%,81.3%,125.2%,156.6%,110.1%,117.0%
内航定期計,"18,160","5,033","90,035","25,218","8,002","2,530","42,282","14,731","10,158","2,503","47,753","10,487"
,109.3%,144.0%,104.5%,118.0%,95.3%,125.9%,94.8%,110.1%,123.6%,168.4%,115.0%,131.2%
北海道,"6,606",594,"29,277","1,248","3,333",486,"15,201","1,140","3,273",108,"14,076",108
,118.5%,1485.0%,100.8%,97.1%,118.0%,-,99.6%,281.5%,119.1%,270.0%,102.1%,12.3%
東北,"2,917",757,"16,342","3,732","1,368",753,"8,032","3,446","1,549",4,"8,310",286
,76.0%,142.6%,85.0%,67.7%,68.5%,186.4%,82.4%,72.3%,84.2%,3.1%,87.7%,38.0%
関東,-,-,44,140,-,-,-,140,-,-,44,-
,-,-,7.9%,70.0%,-,-,-,148.9%,-,-,54.3%,-
伊豆諸島,-,-,307,-,-,-,222,-,-,-,85,-
,-,-,-,-,-,-,-,-,-,-,-,-
中部,"2,878","1,017","11,166","6,906",394,"1,017","2,133","6,884","2,484",-,"9,033",22
,176.9%,96.9%,133.4%,117.8%,93.6%,97.8%,85.1%,132.2%,206.0%,-,154.1%,3.4%
近畿,582,286,"6,361","3,136",16,272,495,"3,026",566,14,"5,866",110
,56.9%,47.0%,197.8%,107.5%,12.4%,52.5%,151.8%,111.0%,63.4%,15.4%,203.0%,57.9%
中国,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
四国,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
九州,"2,500",79,"12,132",206,910,2,"5,097",56,"1,590",77,"7,035",150
,141.1%,63.7%,105.0%,47.1%,104.5%,5.0%,93.6%,29.9%,176.5%,91.7%,115.3%,60.0%
沖縄,"2,677","2,300","14,406","9,850","1,981",-,"11,102",39,696,"2,300","3,304","9,811"
,100.3%,202.6%,101.7%,191.0%,96.4%,-,102.4%,-,113.7%,202.6%,99.4%,190.2%
内航不定期,"4,005","8,674","19,743","66,507","2,152","8,674","9,172","66,481","1,853",-,"10,571",26
,85.1%,53.7%,56.2%,76.0%,64.5%,54.1%,38.7%,76.9%,135.0%,-,92.4%,2.6%
,,,,,,,,,,,,
各下段： 対前年比％,,,,,,,,,,,,
