"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","選択肢A","選択肢B","選択肢C","選択肢D","選択肢E","選択肢F","選択肢G","選択肢H","選択肢I","選択肢J","選択肢K","選択肢L","選択肢M","選択肢N","選択肢O"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","職業別","アルバイト・パートタイマー","35","3","11","13","20","10","1","11","1","2","1","0","0","1","1","1"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","職業別","家事専業","55","10","12","31","28","22","4","12","3","7","9","1","0","1","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","職業別","学生","13","3","2","10","10","2","0","1","0","0","3","0","0","0","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","職業別","無職","81","21","34","34","26","36","6","37","8","8","10","2","0","1","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","職業別","その他","31","5","7","23","14","13","2","4","0","1","2","0","0","0","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","職業別","無回答","14","4","4","7","8","9","3","2","0","0","3","0","0","0","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","居住地区別","芝地区","86","36","14","42","45","26","3","18","3","6","9","1","0","1","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","居住地区別","麻布地区","87","12","28","56","44","29","1","15","2","2","3","1","0","0","1","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","居住地区別","赤坂地区","81","17","24","41","40","23","2","19","3","6","6","0","0","3","0","1"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","居住地区別","高輪地区","146","21","41","82","75","42","7","37","7","13","15","2","0","1","2","1"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","居住地区別","芝浦港南地区","139","20","43","93","72","40","11","35","5","4","8","2","0","2","0","2"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","居住地区別","無回答","19","5","4","10","10","14","3","4","0","0","4","0","0","0","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","住居形態別","持家（一戸建）","64","18","21","35","20","24","2","19","2","4","8","2","0","0","1","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","住居形態別","持家（マンション）","267","43","72","163","148","89","18","70","12","15","19","2","0","2","1","2"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","住居形態別","借家（一戸建）","9","2","2","8","2","5","0","0","0","0","1","0","0","0","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","住居形態別","民間の賃貸マンション・アパート","151","35","39","84","85","34","5","21","4","8","8","1","0","2","0","2"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","住居形態別","都営住宅・区営住宅・区立住宅","26","5","8","9","7","5","0","9","1","1","2","0","0","2","1","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","1","4","8","7","5","0","5","0","1","1","1","0","0","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","住居形態別","社宅・公務員宿舎","10","1","3","6","7","0","0","3","1","0","0","0","0","1","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","住居形態別","寮・寄宿舎・住み込み・間借り","4","1","1","1","3","1","0","0","0","0","0","0","0","0","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","住居形態別","その他","5","1","2","4","0","4","0","0","0","2","3","0","0","0","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","住居形態別","無回答","11","4","2","6","7","7","2","1","0","0","3","0","0","0","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","定住意向別","ずっと住み続けていたい","279","64","88","150","128","92","12","71","12","21","28","3","0","3","3","2"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","定住意向別","当分は住んでいたい","203","31","54","135","116","63","8","44","6","7","9","2","0","4","0","1"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","7","6","22","26","6","6","9","1","2","3","0","0","0","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","1","0","3","3","1","0","1","0","0","0","0","0","0","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","定住意向別","近いうちに区外に転居する予定である","13","5","3","6","7","7","1","1","0","0","0","0","0","0","0","0"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","定住意向別","わからない","10","2","2","7","5","3","0","2","0","0","3","1","0","0","0","1"
"202203","区政全般","Q5. あなたは区の行政サービスや手続きの方法を知りたいとき、どのように情報を入手しますか。（複数選択可）","定住意向別","無回答","3","1","1","1","1","2","0","0","1","1","2","0","0","0","0","0"

"第33回港区民世論調査クロス集計表・区政全般Q5","Ver202203",,,,,,,,,,,,,,,,,,,
