"年月[西暦]","調査項目","設問","考え","調査回答者の属性種別","調査回答者の属性","調査数[人]","そう思う[人]","ややそう思う[人]","どちらともいえない[人]","あまり思わない[人]","思わない[人]","無回答[人]"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","性・年代別","女性 18～29歳","26","13","7","2","2","1","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","性・年代別","女性 30～39歳","49","22","20","3","3","0","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","性・年代別","女性 40～49歳","78","29","27","11","5","5","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","性・年代別","女性 50～59歳","62","21","16","9","11","4","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","性・年代別","女性 60～69歳","56","17","11","10","9","6","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","性・年代別","女性 70歳以上","42","10","7","6","8","8","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","性・年代別","無回答","14","1","0","0","1","0","12"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","職業別","自営業主・家族従業","86","26","15","13","16","13","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","職業別","会社員・団体職員・公務員","243","79","77","31","27","23","6"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","職業別","アルバイト・パートタイマー","35","8","12","5","8","1","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","職業別","家事専業","55","17","14","11","8","5","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","職業別","学生","13","5","3","0","2","2","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","職業別","無職","81","16","15","13","18","14","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","職業別","その他","31","10","7","1","3","9","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","職業別","無回答","14","2","0","0","0","1","11"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","居住地区別","芝地区","86","20","15","14","21","13","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","居住地区別","麻布地区","87","21","25","11","15","13","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","居住地区別","赤坂地区","81","24","22","11","8","12","4"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","居住地区別","高輪地区","146","53","39","14","19","16","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","居住地区別","芝浦港南地区","139","43","39","22","18","13","4"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","居住地区別","無回答","19","2","3","2","1","1","10"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","住居形態別","持家（一戸建）","64","16","12","9","18","6","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","住居形態別","持家（マンション）","267","77","70","38","42","33","7"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","住居形態別","借家（一戸建）","9","3","2","2","0","2","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","住居形態別","民間の賃貸マンション・アパート","151","55","40","17","16","18","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","住居形態別","都営住宅・区営住宅・区立住宅","26","6","6","2","5","7","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","3","3","3","1","0","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","住居形態別","社宅・公務員宿舎","10","2","6","1","0","1","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","2","0","0","1","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","住居形態別","その他","5","1","2","2","0","0","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","住居形態別","無回答","11","0","0","0","0","0","11"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","定住意向別","ずっと住み続けていたい","279","74","65","34","52","40","14"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","定住意向別","当分は住んでいたい","203","67","58","24","26","19","9"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","13","16","7","3","4","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","1","0","3","0","1","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","定住意向別","近いうちに区外に転居する予定である","13","5","2","3","0","1","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","定住意向別","わからない","10","2","2","3","1","2","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","１　誰かに助けを求めたり、相談したいと思う","定住意向別","無回答","3","1","0","0","0","1","1"

"第33回港区民世論調査クロス集計表・自殺対策Q30-1","Ver202203",,,,,,,,,,,
