区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,510,474,36,7.6,231,205,26,12.7,279,268,11,4.1
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,301,328,-27,-8.2,140,131,9,6.9,161,198,-37,-18.7
〔就業者の主な産業別内訳〕／教育，学習支援業,411,373,38,10.2,171,161,10,6.2,241,212,29,13.7
〔就業者の主な産業別内訳〕／医療，福祉,906,883,23,2.6,216,227,-11,-4.8,690,656,34,5.2
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,671,603,68,11.3,366,343,23,6.7,306,260,46,17.7
〔雇用者の主な産業別内訳〕／建設業,413,416,-3,-0.7,322,330,-8,-2.4,91,86,5,5.8
〔雇用者の主な産業別内訳〕／製造業,677,688,-11,-1.6,452,485,-33,-6.8,225,203,22,10.8
〔雇用者の主な産業別内訳〕／情報通信業,910,872,38,4.4,615,601,14,2.3,295,272,23,8.5
〔雇用者の主な産業別内訳〕／運輸業，郵便業,370,378,-8,-2.1,250,283,-33,-11.7,120,95,25,26.3
〔雇用者の主な産業別内訳〕／卸売業，小売業,1176,1280,-104,-8.1,611,605,6,1,565,675,-110,-16.3
〔雇用者の主な産業別内訳〕／金融業，保険業,320,289,31,10.7,137,143,-6,-4.2,183,146,37,25.3
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,274,258,16,6.2,159,164,-5,-3,115,94,21,22.3
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,443,484,-41,-8.5,266,264,2,0.8,177,220,-43,-19.5
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,455,413,42,10.2,197,171,26,15.2,258,242,16,6.6
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,233,242,-9,-3.7,111,85,26,30.6,121,157,-36,-22.9
〔雇用者の主な産業別内訳〕／教育，学習支援業,379,341,38,11.1,162,155,7,4.5,217,186,31,16.7
〔雇用者の主な産業別内訳〕／医療，福祉,881,842,39,4.6,196,198,-2,-1,685,644,41,6.4
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,620,564,56,9.9,338,317,21,6.6,282,248,34,13.7
〔非農林業雇用者の従業者規模別内訳〕／総数,7567,7465,102,1.4,4053,4044,9,0.2,3514,3421,93,2.7
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1755,1888,-133,-7,928,1003,-75,-7.5,827,885,-58,-6.6
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2328,2161,167,7.7,1257,1166,91,7.8,1070,995,75,7.5
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2914,2873,41,1.4,1607,1569,38,2.4,1307,1303,4,0.3
〔完全失業率（年齢階級別）(%)〕／総数,2.6,2.8,-0.2,…,2.9,3,-0.1,…,2.2,2.6,-0.4,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,4.3,4.5,-0.2,…,4.1,6.5,-2.4,…,4.1,3,1.1,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.3,4,-0.7,…,3.7,3.7,0,…,2.8,4.3,-1.5,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2,2.4,-0.4,…,2,2.4,-0.4,…,2.1,2.3,-0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.1,2.3,-0.2,…,2.7,2.3,0.4,…,1.3,2.2,-0.9,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2.3,2.5,-0.2,…,2.7,3.2,-0.5,…,1.6,1.5,0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,3.1,2.1,1,…,3.4,2.2,1.2,…,2.7,1.6,1.1,…
〔就業率（%）〕／総数,66.3,65.9,0.4,…,73.7,73.9,-0.2,…,59.1,58.3,0.8,…
〔労働力人口比率(%)〕／総数,68,67.8,0.2,…,76,76.2,-0.2,…,60.5,59.9,0.6,…
,,,,,,,,,,,,
東京の労働力統計データ（令和５年(2023年)１～３月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数　　,,,,,,,,,,,,
令和５年(2023年)１～３月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
