区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔雇用者の主な産業別内訳〕／情報通信業,961,894,67,7.5,655,620,35,5.6,306,274,32,11.7
〔雇用者の主な産業別内訳〕／運輸業，郵便業,313,372,-59,-15.9,244,287,-43,-15,69,85,-16,-18.8
〔雇用者の主な産業別内訳〕／卸売業，小売業,1249,1207,42,3.5,580,603,-23,-3.8,669,604,65,10.8
〔雇用者の主な産業別内訳〕／金融業，保険業,346,393,-47,-12,172,217,-45,-20.7,174,177,-3,-1.7
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,243,225,18,8,132,121,11,9.1,111,105,6,5.7
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,493,430,63,14.7,297,255,42,16.5,196,175,21,12
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,482,472,10,2.1,194,202,-8,-4,288,270,18,6.7
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,236,239,-3,-1.3,92,93,-1,-1.1,144,146,-2,-1.4
〔雇用者の主な産業別内訳〕／教育，学習支援業,398,391,7,1.8,180,174,6,3.4,218,218,0,0
〔雇用者の主な産業別内訳〕／医療，福祉,832,900,-68,-7.6,201,207,-6,-2.9,631,694,-63,-9.1
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,648,671,-23,-3.4,380,349,31,8.9,269,322,-53,-16.5
〔非農林業雇用者の従業者規模別内訳〕／総数,7692,7683,9,0.1,4152,4144,8,0.2,3541,3539,2,0.1
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1694,1689,5,0.3,879,855,24,2.8,815,835,-20,-2.4
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2285,2272,13,0.6,1217,1217,0,0,1068,1055,13,1.2
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,3131,3151,-20,-0.6,1744,1796,-52,-2.9,1386,1355,31,2.3
〔完全失業率（年齢階級別）(%)〕／総数,2.1,2.4,-0.3,…,2.2,2.5,-0.3,…,2.2,2.2,0,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,3.1,3.3,-0.2,…,3.3,4.1,-0.8,…,2.7,2.6,0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3,2.3,0.7,…,2.2,2.6,-0.4,…,3.8,2.1,1.7,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,1.7,2.8,-1.1,…,1.8,3,-1.2,…,1.5,2.8,-1.3,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,1.7,1.6,0.1,…,2.3,1.8,0.5,…,0.9,1.3,-0.4,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2.2,3.4,-1.2,…,1.7,3.2,-1.5,…,2.8,3.8,-1,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,1.7,0.9,0.8,…,2.3,1.1,1.2,…,0.8,0.7,0.1,…
〔就業率（%）〕／総数,67,67.5,-0.5,…,75,75.5,-0.5,…,59.3,59.9,-0.6,…
〔労働力人口比率(%)〕／総数,68.4,69.2,-0.8,…,76.7,77.5,-0.8,…,60.6,61.3,-0.7,…
,,,,,,,,,,,,
東京の労働力統計データ（令和５年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数　　,,,,,,,,,,,,
令和５年(2023年)10～12月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
