区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／製造業,709,663,46,6.9,477,478,-1,-0.2,232,185,47,25.4
〔就業者の主な産業別内訳〕／情報通信業,922,999,-77,-7.7,643,665,-22,-3.3,280,334,-54,-16.2
〔就業者の主な産業別内訳〕／運輸業，郵便業,359,338,21,6.2,272,252,20,7.9,87,86,1,1.2
〔就業者の主な産業別内訳〕／卸売業，小売業,1258,1274,-16,-1.3,627,672,-45,-6.7,631,602,29,4.8
〔就業者の主な産業別内訳〕／金融業，保険業,334,379,-45,-11.9,152,179,-27,-15.1,182,201,-19,-9.5
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,283,309,-26,-8.4,151,165,-14,-8.5,132,143,-11,-7.7
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,604,569,35,6.2,366,344,22,6.4,238,226,12,5.3
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,583,526,57,10.8,273,221,52,23.5,310,305,5,1.6
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,292,277,15,5.4,109,120,-11,-9.2,183,158,25,15.8
〔就業者の主な産業別内訳〕／教育，学習支援業,432,460,-28,-6.1,179,199,-20,-10.1,253,261,-8,-3.1
〔就業者の主な産業別内訳〕／医療，福祉,922,886,36,4.1,249,218,31,14.2,673,669,4,0.6
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,743,686,57,8.3,426,402,24,6,317,284,33,11.6
〔雇用者の主な産業別内訳〕／建設業,378,360,18,5,299,286,13,4.5,80,75,5,6.7
〔雇用者の主な産業別内訳〕／製造業,680,637,43,6.8,458,458,0,0,222,179,43,24
〔雇用者の主な産業別内訳〕／情報通信業,862,954,-92,-9.6,601,630,-29,-4.6,261,324,-63,-19.4
〔雇用者の主な産業別内訳〕／運輸業，郵便業,327,315,12,3.8,242,232,10,4.3,84,83,1,1.2
〔雇用者の主な産業別内訳〕／卸売業，小売業,1188,1217,-29,-2.4,589,641,-52,-8.1,598,576,22,3.8
〔雇用者の主な産業別内訳〕／金融業，保険業,329,374,-45,-12,150,176,-26,-14.8,179,198,-19,-9.6
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,249,259,-10,-3.9,130,141,-11,-7.8,118,118,0,0
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,467,441,26,5.9,283,266,17,6.4,184,175,9,5.1
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,516,469,47,10,234,190,44,23.2,282,279,3,1.1
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,220,211,9,4.3,82,91,-9,-9.9,138,121,17,14
〔雇用者の主な産業別内訳〕／教育，学習支援業,394,426,-32,-7.5,171,191,-20,-10.5,223,235,-12,-5.1
〔雇用者の主な産業別内訳〕／医療，福祉,875,852,23,2.7,221,193,28,14.5,654,659,-5,-0.8
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,670,618,52,8.4,371,350,21,6,299,267,32,12
〔非農林業雇用者の従業者規模別内訳〕／総数,7598,7571,27,0.4,4099,4093,6,0.1,3499,3478,21,0.6
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1700,1624,76,4.7,881,861,20,2.3,819,764,55,7.2
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2303,2258,45,2,1228,1205,23,1.9,1075,1053,22,2.1
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2992,3063,-71,-2.3,1665,1697,-32,-1.9,1326,1366,-40,-2.9
〔完全失業率（年齢階級別）(%)〕／総数,2.6,2.5,0.1,…,2.7,2.7,0,…,2.4,2.3,0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,1.8,3.6,-1.8,…,1.6,4.7,-3.1,…,2,2.6,-0.6,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4,3.5,0.5,…,4.4,3.8,0.6,…,3.6,3.3,0.3,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.8,2.5,0.3,…,3.1,2.9,0.2,…,2.4,2,0.4,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,1.4,1.7,-0.3,…,1.3,1.5,-0.2,…,1.7,2.1,-0.4,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.1,2.5,0.6,…,3.4,2.7,0.7,…,2.7,2,0.7,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,1.5,1.9,-0.4,…,1.4,1.9,-0.5,…,1.4,1.7,-0.3,…
〔就業率（%）〕／総数,66.7,66.8,-0.1,…,74.6,75.1,-0.5,…,59.1,58.9,0.2,…
〔労働力人口比率(%)〕／総数,68.4,68.5,-0.1,…,76.7,77.2,-0.5,…,60.6,60.3,0.3,…
,,,,,,,,,,,,
東京の労働力統計データ（令和５年７～９月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数　　,,,,,,,,,,,,
令和５年(2023年)７～９月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
