事業所規模,産業,和暦年,西暦年,年平均・月,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
30人以上,E 製造業,平成27,2015,年平均,494790,364674,130115,6745,4490,2255,7031,4957,2074,494504,364207,130296,5.9,1.8,17.7
30人以上,E 製造業,平成28,2016,年平均,502308,365101,137207,6526,4526,2001,5995,4246,1749,502839,365381,137459,6.3,1.9,18
30人以上,E 製造業,平成29,2017,年平均,497246,361559,135687,6169,4096,2073,6004,4388,1616,497411,361267,136144,5.3,1.5,15.5
30人以上,E 製造業,平成30,2018,年平均,420178,293307,126871,5525,3755,1770,5521,3662,1859,420182,293400,126782,7.3,2.3,18.9
30人以上,E 製造業,平成31・令和元,2019,年平均,432100,311826,120274,5941,3981,1960,5819,4078,1741,432222,311729,120493,5,1.9,13.2
30人以上,E 製造業,令和２,2020,年平均,426734,303774,122961,6308,4050,2258,5661,3801,1861,427381,304023,123358,8.9,3.9,21.5
30人以上,E 製造業,令和２,2020,1月,418562,298303,120259,7262,3655,3607,4092,2676,1416,421732,299282,122450,8.4,3.5,20.2
30人以上,E 製造業,令和２,2020,2月,416433,295499,120934,2168,1450,718,6475,3083,3392,412126,293866,118260,8.7,3.6,21.4
30人以上,E 製造業,令和２,2020,3月,419925,298984,120941,4805,3412,1393,3902,2678,1224,420828,299718,121110,10,4.7,23.4
30人以上,E 製造業,令和２,2020,4月,422978,304816,118162,29171,20907,8264,11858,9768,2090,440291,315955,124336,8.4,3.9,19.7
30人以上,E 製造業,令和２,2020,5月,440661,316223,124438,2666,1733,933,7873,5383,2490,435454,312573,122881,8.1,3.6,19.5
30人以上,E 製造業,令和２,2020,6月,430514,308652,121862,4279,1983,2296,6664,5049,1615,428129,305586,122543,9.1,3.6,22.9
30人以上,E 製造業,令和２,2020,7月,428130,310221,117909,4769,2981,1788,5309,3518,1791,427590,309684,117906,7.7,3,20
30人以上,E 製造業,令和２,2020,8月,427115,301398,125717,3368,1707,1661,3301,2108,1193,427182,300997,126185,8.5,3.5,20.3
30人以上,E 製造業,令和２,2020,9月,426978,302280,124698,2800,1708,1092,3795,2561,1234,425983,301427,124556,8.5,3.5,20.7
30人以上,E 製造業,令和２,2020,10月,431659,305496,126163,7708,4948,2760,6685,4738,1947,432682,305706,126976,10.5,4.9,23.8
30人以上,E 製造業,令和２,2020,11月,430418,303586,126832,2550,1577,973,3816,2140,1676,429152,303023,126129,9.6,4.5,21.8
30人以上,E 製造業,令和２,2020,12月,427438,299825,127613,4150,2535,1615,4166,1908,2258,427422,300452,126970,9.8,3.9,23.7
30人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,17000,13650,3350,234,172,61,252,198,54,16982,13624,3357,1.3,1.5,0.9
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,13729,10991,2738,166,135,31,151,119,32,13744,11007,2737,1.8,2.1,0.9
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,15478,12536,2942,231,195,36,110,78,31,15599,12653,2947,2.4,2.8,1.1
30人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,29282,24501,4781,369,268,102,466,348,118,29185,24421,4765,2.1,1.3,6.6
30人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,25775,21704,4071,461,363,98,780,683,97,25456,21384,4072,2.6,1.8,6.4
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,年平均,24925,20839,4086,369,318,51,324,288,36,24970,20869,4101,2.1,1.9,3
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,1月,24519,20621,3898,101,77,24,172,162,10,24448,20536,3912,2.2,2,3.5
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,2月,24448,20536,3912,61,61,0,50,28,22,24459,20569,3890,2.2,2,3.5
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,3月,24459,20479,3980,50,48,2,116,85,31,24393,20442,3951,2.4,2.1,3.5
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,4月,24393,20450,3943,2708,2270,438,1749,1586,163,25352,21134,4218,2.4,2.2,3.5
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,5月,25352,21135,4217,48,38,10,125,107,18,25275,21066,4209,2.4,2.2,3.6
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,6月,25275,21110,4165,731,677,54,782,675,107,25224,21112,4112,1.8,1.7,2.6
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,7月,25224,21111,4113,291,250,41,480,449,31,25035,20912,4123,2,1.9,2.5
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,8月,25035,20912,4123,143,124,19,101,97,4,25077,20939,4138,2,2,2.5
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,9月,25077,20939,4138,48,44,4,41,39,2,25084,20944,4140,2,1.9,2.6
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,10月,25084,20944,4140,208,191,17,134,109,25,25158,21026,4132,2,1.9,2.6
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,11月,25158,21026,4132,25,25,0,108,91,17,25075,20960,4115,2.1,2,2.6
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,12月,25075,20809,4266,17,15,2,34,30,4,25058,20794,4264,1.6,1.3,2.7
30人以上,G 情報通信業,平成27,2015,年平均,646928,487747,159180,9895,6545,3351,10136,6769,3367,646687,487523,159164,3.7,1.3,10.8
30人以上,G 情報通信業,平成28,2016,年平均,652135,497881,154254,10296,6950,3346,9690,6772,2918,652741,498059,154682,2.6,0.9,8
30人以上,G 情報通信業,平成29,2017,年平均,670196,506109,164087,11327,7807,3520,9420,6856,2563,672103,507060,165044,2.8,1.1,8.3
30人以上,G 情報通信業,平成30,2018,年平均,706266,518228,188037,11171,7225,3946,10875,7663,3212,706562,517790,188771,3.2,1.3,8.5
30人以上,G 情報通信業,平成31・令和元,2019,年平均,721787,538961,182826,11334,7578,3756,8718,6256,2462,724403,540283,184120,2.3,0.9,6.4
30人以上,G 情報通信業,令和２,2020,年平均,744821,539888,204932,11666,7057,4609,9816,6341,3475,746671,540604,206066,3.2,1.4,8.1
30人以上,G 情報通信業,令和２,2020,1月,733352,534769,198583,6202,4239,1963,7221,4872,2349,732333,534136,198197,3.6,1.4,9.6
30人以上,G 情報通信業,令和２,2020,2月,732333,533973,198360,5994,3723,2271,7268,4436,2832,731059,533260,197799,3.5,1.6,8.6
30人以上,G 情報通信業,令和２,2020,3月,731059,536975,194084,5735,3186,2549,7357,5033,2324,729437,535128,194309,3.1,1.5,7.3
30人以上,G 情報通信業,令和２,2020,4月,729437,538077,191360,47701,31852,15849,22576,15806,6770,754562,554123,200439,3.1,1.3,8.1
30人以上,G 情報通信業,令和２,2020,5月,754562,546775,207787,9065,5441,3624,10261,6549,3712,753366,545667,207699,3,1.2,7.6
30人以上,G 情報通信業,令和２,2020,6月,753366,541252,212114,7000,3736,3264,8047,5175,2872,752319,539813,212506,3,1.1,7.9
30人以上,G 情報通信業,令和２,2020,7月,752319,542213,210106,11242,7045,4197,13913,8815,5098,749648,540443,209205,3.2,1.4,7.8
30人以上,G 情報通信業,令和２,2020,8月,749648,538468,211180,6814,3413,3401,6752,3859,2893,749710,538022,211688,3.3,1.4,8.1
30人以上,G 情報通信業,令和２,2020,9月,749710,539421,210289,5047,2721,2326,6965,4707,2258,747792,537435,210357,3.1,1.2,8
30人以上,G 情報通信業,令和２,2020,10月,747792,539367,208425,10671,6849,3822,12508,8030,4478,745955,538186,207769,3.4,1.5,8.2
30人以上,G 情報通信業,令和２,2020,11月,745955,540863,205092,20731,10161,10570,8372,4917,3455,758314,546107,212207,3,1.3,7.6
30人以上,G 情報通信業,令和２,2020,12月,758314,546508,211806,3793,2320,1473,6551,3889,2662,755556,544939,210617,3.2,1.3,8.1
30人以上,"H 運輸業,郵便業",平成27,2015,年平均,371995,295008,76986,7311,5038,2273,6880,5099,1782,372426,294947,77477,10.4,8.6,17.3
30人以上,"H 運輸業,郵便業",平成28,2016,年平均,372950,294944,78007,7153,5113,2041,7553,5691,1862,372550,294366,78186,10.2,8.5,16.4
30人以上,"H 運輸業,郵便業",平成29,2017,年平均,372578,293934,78644,6953,5079,1874,6609,4937,1672,372922,294076,78846,10.2,8.9,15.1
30人以上,"H 運輸業,郵便業",平成30,2018,年平均,390564,309123,81441,7412,5176,2236,7272,5411,1861,390704,308888,81816,14.7,12.1,24.2
30人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,394398,298416,95983,10147,7252,2895,9632,7110,2522,394913,298558,96356,13.4,12.4,16.6
30人以上,"H 運輸業,郵便業",令和２,2020,年平均,401465,296873,104591,9004,5968,3035,8145,5932,2212,402324,296909,105414,15.4,12.9,22.4
30人以上,"H 運輸業,郵便業",令和２,2020,1月,394137,294619,99518,7654,5572,2082,8032,5416,2616,393759,294775,98984,18.4,14.7,29.3
30人以上,"H 運輸業,郵便業",令和２,2020,2月,393759,301492,92267,13451,9429,4022,6612,4714,1898,400598,306207,94391,13.4,12.7,15.7
30人以上,"H 運輸業,郵便業",令和２,2020,3月,400599,304117,96482,9391,6404,2987,9259,7109,2150,400731,303412,97319,17.9,15,27.1
30人以上,"H 運輸業,郵便業",令和２,2020,4月,400731,311432,89299,26210,16361,9849,14420,10915,3505,412521,316878,95643,17.7,14.7,27.8
30人以上,"H 運輸業,郵便業",令和２,2020,5月,412521,311675,100846,6417,4102,2315,13821,11295,2526,405117,304482,100635,12.1,11.8,13
30人以上,"H 運輸業,郵便業",令和２,2020,6月,405117,289892,115225,7181,4765,2416,7929,5545,2384,404369,289112,115257,16.2,12.4,26
30人以上,"H 運輸業,郵便業",令和２,2020,7月,404369,297498,106871,10629,7287,3342,12108,9680,2428,402890,295105,107785,15.3,12.6,22.7
30人以上,"H 運輸業,郵便業",令和２,2020,8月,402890,297482,105408,5243,3248,1995,7078,4168,2910,401055,296562,104493,17.2,14.3,25.6
30人以上,"H 運輸業,郵便業",令和２,2020,9月,401055,288166,112889,4784,3143,1641,5178,3551,1627,400661,287758,112903,13.2,10.5,20.2
30人以上,"H 運輸業,郵便業",令和２,2020,10月,400661,286907,113754,5122,3577,1545,4758,2896,1862,401025,287588,113437,13,10.3,19.6
30人以上,"H 運輸業,郵便業",令和２,2020,11月,401025,290255,110770,4596,2913,1683,4909,3304,1605,400712,289864,110848,15.2,13.1,20.7
30人以上,"H 運輸業,郵便業",令和２,2020,12月,400712,288945,111767,7368,4820,2548,3633,2595,1038,404447,291170,113277,14.7,12.3,20.9
30人以上,"I 卸売業,小売業",平成27,2015,年平均,859283,498729,360554,15067,8563,6504,15181,8364,6817,859169,498928,360241,25.3,12.4,43.1
30人以上,"I 卸売業,小売業",平成28,2016,年平均,857846,498520,359326,15075,8616,6459,15018,8437,6581,857903,498699,359204,25.4,12.3,43.7
30人以上,"I 卸売業,小売業",平成29,2017,年平均,868262,507797,360465,15059,8395,6664,13880,8087,5793,869441,508105,361336,23.5,11.2,40.7
30人以上,"I 卸売業,小売業",平成30,2018,年平均,1031374,612185,419189,15674,9028,6646,15851,9574,6277,1031197,611639,419558,20.8,8.6,38.6
30人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,1042470,609461,433009,18776,9847,8929,16808,9108,7700,1044438,610200,434238,22,9.9,38.9
30人以上,"I 卸売業,小売業",令和２,2020,年平均,1049438,618560,430879,15608,8876,6732,16575,9486,7089,1048471,617950,430522,21,9.9,37.1
30人以上,"I 卸売業,小売業",令和２,2020,1月,1050109,615645,434464,8728,4884,3844,12477,6750,5727,1046360,613779,432581,22.4,10.5,39.2
30人以上,"I 卸売業,小売業",令和２,2020,2月,1046360,621697,424663,10904,5821,5083,9562,5050,4512,1047702,622468,425234,22,10.4,38.9
30人以上,"I 卸売業,小売業",令和２,2020,3月,1047702,621239,426463,21886,10700,11186,17504,9219,8285,1052084,622720,429364,22.2,10.9,38.8
30人以上,"I 卸売業,小売業",令和２,2020,4月,1052084,616121,435963,58838,38262,20576,49531,31256,18275,1061391,623127,438264,19.7,8.5,35.6
30人以上,"I 卸売業,小売業",令和２,2020,5月,1061391,626061,435330,9296,4744,4552,18606,9171,9435,1052081,621634,430447,20.5,9.6,36.3
30人以上,"I 卸売業,小売業",令和２,2020,6月,1052081,621216,430865,11640,5335,6305,14556,8970,5586,1049165,617581,431584,21.1,9.8,37.4
30人以上,"I 卸売業,小売業",令和２,2020,7月,1049165,617699,431466,13021,6920,6101,12379,6791,5588,1049807,617828,431979,21,9.8,36.9
30人以上,"I 卸売業,小売業",令和２,2020,8月,1049807,613483,436324,10481,5972,4509,10522,5558,4964,1049766,613897,435869,20,8.9,35.7
30人以上,"I 卸売業,小売業",令和２,2020,9月,1049766,619678,430088,11900,6958,4942,12527,7499,5028,1049139,619137,430002,20.9,9.9,36.7
30人以上,"I 卸売業,小売業",令和２,2020,10月,1049139,619691,429448,13462,8617,4845,17390,10110,7280,1045211,618198,427013,21,10,36.9
30人以上,"I 卸売業,小売業",令和２,2020,11月,1045211,616190,429021,9079,4532,4547,13845,8431,5414,1040445,612291,428154,20.6,9.9,35.9
30人以上,"I 卸売業,小売業",令和２,2020,12月,1040445,613998,426447,8062,3771,4291,9995,5023,4972,1038512,612746,425766,20.8,10.1,36.3
30人以上,"J 金融業,保険業",平成27,2015,年平均,321211,175402,145809,5431,2967,2464,5087,3073,2014,321555,175296,146259,8.3,1.9,16.1
30人以上,"J 金融業,保険業",平成28,2016,年平均,328182,176648,151534,5823,3080,2743,5122,2905,2217,328883,176823,152060,8.3,1.8,15.7
30人以上,"J 金融業,保険業",平成29,2017,年平均,335187,182158,153029,5505,2939,2566,5362,3010,2352,335330,182087,153243,8.4,1.7,16.4
30人以上,"J 金融業,保険業",平成30,2018,年平均,325000,170841,154160,5229,2963,2266,4884,2898,1987,325345,170906,154439,7.5,2.1,13.5
30人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,329440,174299,155141,5690,3204,2486,5442,3104,2337,329688,174399,155290,4.2,0.9,7.9
30人以上,"J 金融業,保険業",令和２,2020,年平均,326614,168677,157937,5679,3205,2474,5803,3504,2299,326490,168378,158112,5,1.1,9.1
30人以上,"J 金融業,保険業",令和２,2020,1月,328001,174362,153639,4390,2582,1808,8294,5580,2714,324097,171364,152733,4.8,1,9
30人以上,"J 金融業,保険業",令和２,2020,2月,324097,169087,155010,2417,1304,1113,3247,1700,1547,323267,168691,154576,5.5,1.1,10.2
30人以上,"J 金融業,保険業",令和２,2020,3月,323267,168792,154475,2175,1173,1002,5105,3163,1942,320337,166802,153535,5.3,1.2,9.7
30人以上,"J 金融業,保険業",令和２,2020,4月,320337,165623,154714,26240,15054,11186,16929,11593,5336,329648,169084,160564,5.2,1.1,9.5
30人以上,"J 金融業,保険業",令和２,2020,5月,329648,168961,160687,4380,2194,2186,4709,2273,2436,329319,168882,160437,5.2,1.1,9.4
30人以上,"J 金融業,保険業",令和２,2020,6月,329319,172515,156804,3020,2031,989,5142,2529,2613,327197,172017,155180,4.8,1,9
30人以上,"J 金融業,保険業",令和２,2020,7月,327197,167663,159534,5911,2918,2993,5403,3651,1752,327705,166930,160775,4.8,1,8.8
30人以上,"J 金融業,保険業",令和２,2020,8月,327705,168021,159684,4298,2241,2057,4077,2459,1618,327926,167803,160123,4.8,1.1,8.7
30人以上,"J 金融業,保険業",令和２,2020,9月,327926,166060,161866,2772,1554,1218,3710,2258,1452,326988,165356,161632,4.7,1.1,8.4
30人以上,"J 金融業,保険業",令和２,2020,10月,326988,166726,160262,8094,5018,3076,7342,4343,2999,327740,167401,160339,5.2,1.2,9.3
30人以上,"J 金融業,保険業",令和２,2020,11月,327740,168202,159538,2366,1408,958,2965,1462,1503,327141,168148,158993,4.9,1.2,8.9
30人以上,"J 金融業,保険業",令和２,2020,12月,327141,168111,159030,2079,978,1101,2708,1037,1671,326512,168052,158460,4.8,1.1,8.8
30人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,130238,84587,45652,2235,1316,919,2293,1394,899,130180,84509,45672,16,7.8,31.1
30人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,131378,85340,46038,2409,1384,1025,2159,1315,844,131628,85409,46219,15.7,8.2,29.7
30人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,132617,85597,47020,2034,1184,850,2086,1250,836,132565,85531,47034,12.7,5.9,24.9
30人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,139149,89058,50091,2343,1325,1018,2002,1211,791,139490,89172,50318,11.7,7.2,19.8
30人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,143098,91966,51132,2256,1322,934,1979,1197,781,143375,92091,51285,13.8,11.5,18
30人以上,"K 不動産業,物品賃貸業",令和２,2020,年平均,145768,93342,52427,2598,1507,1091,2234,1381,853,146132,93468,52665,16.4,14,20.6
30人以上,"K 不動産業,物品賃貸業",令和２,2020,1月,143537,91976,51561,1817,975,842,1460,793,667,143894,92158,51736,16.9,14.2,21.7
30人以上,"K 不動産業,物品賃貸業",令和２,2020,2月,143894,92520,51374,1203,664,539,1643,907,736,143454,92277,51177,17.4,14.7,22.2
30人以上,"K 不動産業,物品賃貸業",令和２,2020,3月,143454,93370,50084,2113,1202,911,2036,1207,829,143531,93365,50166,17.4,15.1,21.6
30人以上,"K 不動産業,物品賃貸業",令和２,2020,4月,143531,92496,51035,8685,5523,3162,5644,3847,1797,146572,94172,52400,16.5,14.4,20.4
30人以上,"K 不動産業,物品賃貸業",令和２,2020,5月,146572,94334,52238,2331,1370,961,1941,1199,742,146962,94505,52457,15.4,13.6,18.5
30人以上,"K 不動産業,物品賃貸業",令和２,2020,6月,146962,94375,52587,1970,1215,755,2050,1242,808,146882,94348,52534,15.7,13.4,19.8
30人以上,"K 不動産業,物品賃貸業",令和２,2020,7月,146882,93661,53221,2051,1083,968,3149,2129,1020,145784,92615,53169,16.2,13.8,20.4
30人以上,"K 不動産業,物品賃貸業",令和２,2020,8月,145784,92874,52910,2002,1170,832,1726,1013,713,146060,93031,53029,16.6,14,21
30人以上,"K 不動産業,物品賃貸業",令和２,2020,9月,146060,93987,52073,1768,968,800,1545,931,614,146283,94024,52259,16.3,14.1,20.2
30人以上,"K 不動産業,物品賃貸業",令和２,2020,10月,146283,93000,53283,4124,2142,1982,2214,1389,825,148193,93753,54440,16.3,13.8,20.5
30人以上,"K 不動産業,物品賃貸業",令和２,2020,11月,148193,94535,53658,1713,1006,707,1838,1018,820,148068,94523,53545,15.5,12.9,20
30人以上,"K 不動産業,物品賃貸業",令和２,2020,12月,148068,92973,55095,1397,761,636,1567,897,670,147898,92837,55061,16.6,13.9,21
30人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,275920,196885,79035,4688,3304,1385,3412,2226,1186,277196,197963,79234,4,1.9,9.1
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,288588,208410,80179,4696,2850,1847,3855,2703,1152,289429,208557,80874,4.1,2.5,8.3
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,年平均,293056,209768,83288,4268,2692,1576,4306,2849,1457,293018,209611,83407,7,3.7,15.2
