市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考
131067,131067025,東京都,台東区,浅草文化観光センター, アサクサブンカカンコウセンター,,雷門2-18-9,,35.710679,139.796538,台東区,03-5246-1031,,Taito_Free_Wi-Fi,地下1階、1階から8階までの各階,https://www.city.taito.lg.jp/bunka_kanko/kankoinfo/info/oyakudachi/kankocenter/a-tic-gaiyo.html,光ステーション
131067,131067026,東京都,台東区,隅田公園（山谷堀広場）, スミダコウエン（サンヤボリヒロバ）,,浅草7-1,,35.716716,139.803719,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067027,東京都,台東区,観光案内板（JR上野駅入谷口先）, カンコウアンナイバン（ジェイアールウエノエキイリヤグチサキ）,,上野7-1先,,35.714691,139.778702,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067028,東京都,台東区,観光案内板（上野広小路かねの鳴るまち入口）, カンコウアンナイバン（ウエノヒロコウジカネノナルマチイリグチ）,,上野6-12先,,35.711145,139.775114,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067029,東京都,台東区,観光案内板（おかちまちパンダ広場）, カンコウアンナイバン（オカチマチパンダヒロバ）,,上野7-1先,,35.706862,139.774389,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067030,東京都,台東区,観光案内板（JR上野駅公園西側道路下）, カンコウアンナイバン（ジェイアールウエノエキコウエンニシガワドウロシタ）,,上野公園1-52,,35.712394,139.774902,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067031,東京都,台東区,観光案内板（生涯学習センター前）, カンコウアンナイバン（ショウガイガクシュウセンターマエ）,,西浅草3-25,,35.717472,139.78934,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067032,東京都,台東区,観光案内板（吾妻橋詰隅田公園入り口）, カンコウアンナイバン（アズマバシヅメスミダコウエンイリグチ）,,花川戸1-1,,35.71061,139.798218,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067033,東京都,台東区,観光案内板（雷門2丁目）, カンコウアンナイバン（カミナリモンニチョウメ）,,雷門2-19-10,,35.710724,139.796882,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067034,東京都,台東区,観光案内板（駒形交差点）, カンコウアンナイバン（コマガタコウサテン）,,駒形1-12-14先,,35.708528,139.795763,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067035,東京都,台東区,観光案内板（TX浅草駅A1出口前）, カンコウアンナイバン（ティーエックスアサクサエキエーイチデグチ）,,浅草1-43-8先,,35.713437,139.792515,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067036,東京都,台東区,観光案内板（TX浅草駅A2出口前）, カンコウアンナイバン（ティーエックスアサクサエキエーニデグチ）,,西浅草3-1-11先,,35.714022,139.792319,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067037,東京都,台東区,観光案内板（言問橋西詰）, カンコウアンナイバン（コトトイバシニシヅメ）,,花川戸2-16-1先,,35.714926,139.80145,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067038,東京都,台東区,観光案内板（浅草高校前交差点）, カンコウアンナイバン（アサクサコウコウマエコウサテン）,,浅草6-45先,,35.719233,139.801801,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067039,東京都,台東区,観光案内板（千束五差路）, カンコウアンナイバン（センゾクゴサロ）,,浅草3-42-6先,,35.71852,139.792833,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067040,東京都,台東区,観光案内板（西浅草3交差点）, カンコウアンナイバン（ニシアサクササンコウサテン）,,西浅草3-28-21先,,35.717288,139.792366,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067041,東京都,台東区,観光案内板（雷門1丁目交差点（北側））, カンコウアンナイバン（カミナリモンイッチョウメコウサテン（キタガワ））,,浅草1-10-2先,,35.71151,139.792325,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067042,東京都,台東区,観光案内板（雷門1丁目交差点（南側））, カンコウアンナイバン（カミナリモンイッチョウメコウサテン（ミナミガワ））,,雷門1-16-7先,,35.711299,139.792347,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067043,東京都,台東区,観光案内板（観音通り入口）, カンコウアンナイバン（カンノンドオリイリグチ）,,浅草1-2-1先,,35.710928,139.796896,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067044,東京都,台東区,観光案内板（花川戸公園乗降場）, カンコウアンナイバン（ハナカワドコウエンジョウコウバ）,,花川戸1-15,,35.714112,139.798735,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067045,東京都,台東区,観光案内板（三ノ輪国際通り入り口）, カンコウアンナイバン（ミノワコクサイドオリイリグチ）,,三ノ輪1-21-5,,35.728749,139.790875,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067046,東京都,台東区,観光案内板（竜泉1丁目）, カンコウアンナイバン（リュウセンイッチョウメ）,,竜泉1-34-13,,35.724561,139.790877,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067047,東京都,台東区,観光案内板（JR浅草橋駅東口前）, カンコウアンナイバン（ジェイアールアサクサバシエキヒガシグチマエ）,,浅草橋1-18先,,35.697454,139.786231,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067048,東京都,台東区,観光案内板（都営浅草線蔵前駅A4出口前）, カンコウアンナイバン（トエイアサクサセンクラマエエキエーヨンデグチマエ）,,蔵前3-5先,,35.703819,139.791498,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067049,東京都,台東区,観光案内板（谷中あかじ坂）, カンコウアンナイバン（ヤナカアカジザカ）,,谷中2-6-7先,,35.7212412,139.7650466,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067050,東京都,台東区,観光案内板（駒形1丁目）, カンコウアンナイバン（コマガタイッチョウメ）,,駒形1-1-12,,35.705467,139.7934589,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067051,東京都,台東区,観光案内板（駒形2丁目）, カンコウアンナイバン（コマガタニチョウメ）,,駒形2-4-5,,35.7057131,139.7939926,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067052,東京都,台東区,観光案内板（大関横丁交差点）, カンコウアンナイバン（オオゼキヨコウチョウコウサテン）,,三ノ輪1-28-15先,,35.7297597,139.7919602,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067053,東京都,台東区,観光案内板（よみせ通りめぐりんバス停付近）, カンコウアンナイバン（ヨミセドオリメグリンバステイフキン）,,谷中3-7付近,,35.7264517,139.764544,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067054,東京都,台東区,観光案内板（谷中霊園付近）, カンコウアンナイバン（ヤナカレイエンフキン）,,谷中7-3付近,,35.7228156,139.7702477,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067055,東京都,台東区,ウェルカムボード（東武浅草駅前）, ウェルカムボード（トウブアサクサエキマエ）,,花川戸1-1地先,,35.711134,139.7978979,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067056,東京都,台東区,東武浅草駅観光バス待合所, トウブアサクサエキカンコウバスマチアイジョ,,花川戸1-4-1,,35.712126,139.798694,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067057,東京都,台東区,花川戸一丁目施設休憩所（閉鎖中）, ハナカワドイッチョウメシセツキュウケイジョ（ヘイサチュウ）,,花川戸1-14-16,,35.713871,139.799428,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,NTTBP
131067,131067058,東京都,台東区,旧東京音楽学校奏楽堂, キュウトウキョウオンガクガッコウソウガクドウ,,上野公園8-43,,35.718251,139.77315,台東区,03-5246-1031,,00Taito_Free_Wi-Fi,1階受付付近,https://www.taitocity.net/zaidan/sougakudou/,ギガらくWi-Fi
131067,131067059,東京都,台東区,老人福祉センター, ロウジンフクシセンター,,東上野2-25-14,,35.7095308,139.781636,台東区,03-5246-1031,,00Taito_Free_Wi-Fi,4階事務室付近,https://www.city.taito.lg.jp/kusei/shisetsu/hukusi/rojinfukushikan/rojinfukushicenter.html,ギガらくWi-Fi
