規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成21,2009,7月,103.7,-1,101,112.6,107.5,116.6,106.3,97.5,106.5,113.4,－,－,－,－,89.4,110,95,－
30人以上,平成21,2009,8月,96,-0.5,88.6,99.9,98.5,102.3,99,96,99.7,104.9,－,－,－,－,61.3,105.4,92.9,－
30人以上,平成21,2009,9月,95,-2.5,87,101.8,99.8,100.5,94.6,95.6,99.3,98.4,－,－,－,－,77.6,100.9,82.3,－
30人以上,平成21,2009,10月,98.4,-4,95.8,103.5,100.8,111.1,98.9,94.7,100.4,106.9,－,－,－,－,90.1,107.2,94.3,－
30人以上,平成21,2009,11月,97.3,0.2,88.4,104.8,104,100.9,95.6,95.6,99.6,101.9,－,－,－,－,85.5,103.1,92.7,－
30人以上,平成21,2009,12月,96.5,-0.6,85.6,102.1,100.8,98.4,95.7,95.9,101.2,104.9,－,－,－,－,79.6,103.2,90.2,－
30人以上,平成22,2010,1月,92.6,0,89.9,95.9,94.1,100.3,91.9,91.5,96.6,100.6,－,－,－,－,76,106.9,87.6,－
30人以上,平成22,2010,2月,94.4,-0.5,88.9,103,100.8,101.6,94.1,92.7,96.2,97.8,－,－,－,－,85.1,100.6,86.1,－
30人以上,平成22,2010,2月（対前年同月比（％））,－,－,-2.9,0.1,-0.7,-1.3,-0.5,-1,-1.8,-1.1,－,－,－,－,3.4,-0.2,1.1,－
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年２月分,,,,,,,,,,,,,,,,,,,,,
第17表　労働時間指数（総実労働時間）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から新しい日本標準産業分類（平成19年11月改定）による表章に変更しています。平成21年以前の指数（旧産業分類）と接続しない産業の指数、前年比等については算出できないため、「－」と表記しています。,,,,,,,,,,,,,,,,,,,,,
