規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成15,2003,年平均,101.3,－,402.7,89.7,97.8,69.1,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,115.3,13.8,147,74.9,102.3,108.2,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,-13.3,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
30人以上,平成18,2006,年平均,104.8,4.8,87,125.7,102.9,106.9,94.6,103.7,117.6,121.3,－,－,－,－,95.1,103.6,96.9,－
30人以上,平成19,2007,年平均,109.1,4.1,89.3,153.1,103,129.9,96.9,107.5,128,148.6,－,－,－,－,75.8,113,85.6,－
30人以上,平成20,2008,年平均,108.1,-0.9,72.5,168.8,101,160.8,98.3,98.5,132.2,165.2,－,－,－,－,58.3,117.2,50.7,－
30人以上,平成21,2009,年平均,99.2,-8.2,79.5,166.4,81.9,174.6,95.5,95.8,116.7,152.3,－,－,－,－,40.6,121.8,58.4,－
30人以上,平成21,2009,4月,104.7,-10.1,98.1,178.2,83.3,183.9,100,98.6,128.8,165.4,－,－,－,－,45,120.7,62.9,－
30人以上,平成21,2009,5月,96.1,-10.3,77.2,151.8,74.6,154.8,87.7,90.4,112.5,150.5,－,－,－,－,49,127.6,59.7,－
30人以上,平成21,2009,6月,94.6,-10.5,77.8,160,76.8,169.4,88.1,89,112.5,154.2,－,－,－,－,40,113.8,64.5,－
30人以上,平成21,2009,7月,100,-8.8,86.7,165.5,79,178.2,100,96.3,122.5,154.2,－,－,－,－,42,115.5,50.5,－
30人以上,平成21,2009,8月,93,-9.4,65.2,154.5,76.8,158.9,91.8,91.8,111.3,138.3,－,－,－,－,24,115.5,50.5,－
30人以上,平成21,2009,9月,94.6,-8,69,170,78.3,171,91.3,96.3,111.3,134.6,－,－,－,－,33,108.6,51.6,－
30人以上,平成21,2009,10月,100.8,-8.4,83.5,169.1,85.5,188.7,100,102.3,116.3,154.2,－,－,－,－,37,117.2,59.7,－
30人以上,平成21,2009,11月,100,-7.1,71.5,162.7,87.7,170.2,97.7,95.4,111.3,148.6,－,－,－,－,39,119,65.6,－
30人以上,平成21,2009,12月,100.8,-6.5,62.7,155.5,87,152.4,96.3,102.3,118.8,148.6,－,－,－,－,45,146.6,53.8,－
30人以上,平成22,2010,1月,99.2,-0.8,89.9,159.1,82.6,171,91.3,96.8,112.5,148.6,－,－,－,－,35,165.5,67.7,－
30人以上,平成22,2010,2月,99.2,-0.8,88,176.4,88.4,177.4,95,91.8,105,145.8,－,－,－,－,38,127.6,71.5,－
30人以上,平成22,2010,3月,108.5,2.9,103.2,176.4,92,202.4,103.7,98.2,120,165.4,－,－,－,－,48,143.1,85.5,－
30人以上,平成22,2010,4月,112.4,7.4,100.6,159.1,94.9,173.4,97.3,100.9,131.3,166.4,－,－,－,－,60,253.4,74.7,－
30人以上,平成22,2010,4月（対前年同月比（％））,－,－,2.5,-10.7,13.9,-5.7,-2.7,2.3,1.9,0.6,－,－,－,－,33.3,109.9,18.8,－
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年４月分,,,,,,,,,,,,,,,,,,,,,
第19表　労働時間指数（所定外労働時間）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から新しい日本標準産業分類（平成19年11月改定）による表章に変更しています。平成21年以前の指数（旧産業分類）と接続しない産業の指数、前年比等については算出できないため、「－」と表記しています。,,,,,,,,,,,,,,,,,,,,,
