規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成21,2009,5月,96.6,-1.6,109.2,94.6,95.6,103.4,102.7,102.3,99.7,96,－,－,－,－,91.6,107.3,109.4,－
５人以上,平成21,2009,6月,98.5,0.8,107.8,99,97.6,104.2,104.4,103.1,103.6,97.6,－,－,－,－,90.8,107.8,111.3,－
５人以上,平成21,2009,7月,99.2,1.4,109.2,100.5,98.1,106.6,106.3,103.4,101.7,100.4,－,－,－,－,90.2,111.5,109.6,－
５人以上,平成21,2009,8月,98.8,1.6,104.6,98.2,98.1,103.6,105.2,102.5,103.5,99.8,－,－,－,－,87.4,109.1,109.7,－
５人以上,平成21,2009,9月,98.2,1.2,105,101.2,98.1,106.1,104.8,104,101.5,98.5,－,－,－,－,88.4,110.2,108.9,－
５人以上,平成21,2009,10月,99.1,2.3,107.1,99.6,98.4,109.1,104.9,102.2,101.2,99,－,－,－,－,90.6,110.7,121.7,－
５人以上,平成21,2009,11月,99.3,2.4,103.7,99.6,99.2,106.5,106.1,103.1,103,100.1,－,－,－,－,88.2,110.4,108.5,－
５人以上,平成21,2009,12月,99.8,3,103.6,99.4,99.3,105.3,106.9,105.1,104.1,100.8,－,－,－,－,89.2,109.4,109.6,－
５人以上,平成22,2010,1月,99.5,2.6,108.2,97.6,99,107,107.7,101.4,106.6,100.9,－,－,－,－,91,113.9,112.1,－
５人以上,平成22,2010,1月（対前年同月比（％））,－,－,-4.2,-0.6,1.3,2.9,4.2,-0.3,7.5,3.5,－,－,－,－,1,7.8,2.4,－
30人以上,平成15,2003,年平均,96.9,－,102.2,96,108,86.8,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,99.9,3.1,107.1,95.3,107.8,106.7,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,0.1,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
30人以上,平成18,2006,年平均,99.2,-0.8,98.9,96.8,99.5,99.5,98.9,100.9,102.8,96.5,－,－,－,－,101,99.3,98.8,－
30人以上,平成19,2007,年平均,100.5,1.3,99.8,98,99.3,99.8,102,102.1,102.4,99.4,－,－,－,－,100.5,108.3,97.4,－
30人以上,平成20,2008,年平均,100.1,-0.4,101.8,97.7,99.5,103.6,104,104.1,104.6,99.3,－,－,－,－,95.7,104.3,112.4,－
30人以上,平成21,2009,年平均,99.8,-0.3,105.2,101.2,98.1,107.5,106.3,105.1,104.6,97.9,－,－,－,－,94,104.7,116,－
30人以上,平成21,2009,1月,98.2,-2.7,110.2,99.3,98.2,106.3,104.3,103.8,102.2,96.9,－,－,－,－,93.5,102.8,114.7,－
30人以上,平成21,2009,2月,99.8,-2.1,107.6,100.5,97.8,106.6,106.8,104.1,107.1,96.2,－,－,－,－,93.2,104.3,112.6,－
30人以上,平成21,2009,3月,100.6,-1.5,106.5,103,98.4,108.5,108.2,103.2,106.5,98.8,－,－,－,－,96.2,103.4,112.8,－
30人以上,平成21,2009,4月,100.6,-1.2,107.8,103.3,98.6,109.6,106.3,105.7,106.8,99.4,－,－,－,－,95,105.9,121.7,－
30人以上,平成21,2009,5月,97.4,-2.4,106.7,96,95.5,105.7,103.5,104.5,100.9,95.2,－,－,－,－,94.8,105.6,115.7,－
30人以上,平成21,2009,6月,99.8,0.5,105.2,101.6,97.6,106.6,105.3,105.1,106.4,97,－,－,－,－,94,105,117.6,－
30人以上,平成21,2009,7月,100,0.3,106.6,102.1,97.8,108.4,107.7,105.2,102.6,99.5,－,－,－,－,95,107.7,113.9,－
30人以上,平成21,2009,8月,99.9,0.5,102.1,100.4,98.2,105.1,106.3,104.7,105.9,98.6,－,－,－,－,91.6,104.1,114.4,－
30人以上,平成21,2009,9月,99.2,0.3,102.5,103.3,97.9,107.8,106,106.6,103.1,97.2,－,－,－,－,92.6,105.5,113.4,－
30人以上,平成21,2009,10月,100.2,1.5,104.5,101.7,98.4,111,105.9,104.7,102.4,97.6,－,－,－,－,95.3,105.7,127.7,－
30人以上,平成21,2009,11月,100.5,1.5,101.3,101.7,99,108.2,107.5,106.1,105.2,98.9,－,－,－,－,92.6,104.3,113,－
30人以上,平成21,2009,12月,101,2,101.2,101.2,99.3,106.9,108.1,107.9,106.6,99.6,－,－,－,－,93.6,102.7,115.1,－
30人以上,平成22,2010,1月,100.5,2.3,105.7,100.3,98.3,107.8,108.4,102.8,109.1,98.8,－,－,－,－,94.9,109.2,116.8,－
30人以上,平成22,2010,1月（対前年同月比（％））,－,－,-4.1,1,0.1,1.4,3.9,-1,6.8,2,－,－,－,－,1.5,6.2,1.8,－
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年１月分,,,,,,,,,,,,,,,,,,,,,
第16表　実質賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から新しい日本標準産業分類（平成19年11月改定）による表章に変更しています。平成21年以前の指数（旧産業分類）と接続しない産業の指数、前年比等については算出できないため、「－」と表記しています。,,,,,,,,,,,,,,,,,,,,,
