事業所規模,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
100～499人,平成22,2010,年平均,19.4,162.6,146.4,16.2,14.7,93.7,89.8,3.9
100～499人,平成22,2010,1月,18.3,154.5,138.6,15.9,14.4,91.2,87.7,3.5
100～499人,平成22,2010,2月,18.7,157.4,141.5,15.9,14.4,90.8,87.2,3.6
100～499人,平成22,2010,3月,19.9,168.1,150.9,17.2,14.8,94.8,90.7,4.1
100～499人,平成22,2010,4月,20.6,170.9,153.8,17.1,15,94.7,90.7,4
100～499人,平成22,2010,5月,18.4,154.6,139,15.6,14.7,92.1,88.4,3.7
100～499人,平成22,2010,6月,20.2,168.5,152.7,15.8,15.1,95.5,91.8,3.7
100～499人,平成22,2010,7月,20.2,169,152.7,16.3,14.9,95.7,91.9,3.8
100～499人,平成22,2010,8月,19.2,161.3,145.7,15.6,14.8,94.5,90.4,4.1
100～499人,平成22,2010,9月,19.2,160.9,145.5,15.4,14.6,93.2,89.4,3.8
100～499人,平成22,2010,10月,19.2,161.1,144.7,16.4,14.7,93.2,89.5,3.7
100～499人,平成22,2010,11月,19.5,164.1,147.2,16.9,14.8,94.1,89.8,4.3
100～499人,平成22,2010,12月,19.2,160.9,144.4,16.5,14.8,94.3,90.1,4.2
500人以上,平成17,2005,年平均,19.5,161.1,145.4,15.7,15.4,96.3,89.9,6.4
500人以上,平成18,2006,年平均,19.6,162.4,146.5,15.9,15,93.7,88,5.7
500人以上,平成19,2007,年平均,19.6,163.5,146.4,17.1,14.5,84.8,79.4,5.4
500人以上,平成20,2008,年平均,19.4,162.6,145.5,17.1,14.3,84,78.3,5.7
500人以上,平成21,2009,年平均,19.2,160.5,144.5,16,14,89.3,86.3,3
500人以上,平成22,2010,年平均,19.2,161.3,144.7,16.6,14.8,94.9,91,3.9
500人以上,平成22,2010,1月,18,151.4,135.5,15.9,13.9,88.2,84.3,3.9
500人以上,平成22,2010,2月,18.2,152.6,136.6,16,13.6,88.1,84.5,3.6
500人以上,平成22,2010,3月,20,167.7,149.9,17.8,14.9,96.1,92.1,4
500人以上,平成22,2010,4月,20.2,169.3,151.7,17.6,15.4,98.8,94.6,4.2
500人以上,平成22,2010,5月,18.2,153.2,136.5,16.7,14.4,92.8,88.8,4
500人以上,平成22,2010,6月,20.1,167.2,150.9,16.3,15.8,97.9,94.1,3.8
500人以上,平成22,2010,7月,20.3,169,152.5,16.5,15.1,96.4,92.8,3.6
500人以上,平成22,2010,8月,19.4,162.3,146.9,15.4,14.4,95.2,91.7,3.5
500人以上,平成22,2010,9月,19,159.4,143.5,15.9,14.8,95.9,92.2,3.7
500人以上,平成22,2010,10月,19.2,160.9,144.1,16.8,14.9,94.7,90.6,4.1
500人以上,平成22,2010,11月,19.4,163.1,145.8,17.3,15.1,97.6,93.4,4.2
500人以上,平成22,2010,12月,19,159.4,142.8,16.6,15,96.5,92.4,4.1
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成22年確報,,,,,,,,,,,
第９表　規模・就業形態別労働者の１人平均月間出勤日数及び実労働時間 （調査産業計）,,,,,,,,,,,
