事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,D 建設業,平成22,2010,9月,20.5,170.6,155.4,15.2,17,114.6,109.6,5
５人以上,D 建設業,平成22,2010,10月,20.1,168.7,153.4,15.3,16.9,109.2,105.6,3.6
５人以上,D 建設業,平成22,2010,11月,20.8,175.1,158.7,16.4,17.1,112.7,109.9,2.8
５人以上,D 建設業,平成22,2010,12月,20.3,170.4,155.2,15.2,17,111.6,109.6,2
５人以上,E 製造業,平成17,2005,年平均,19.7,165.5,151.7,13.8,17.8,130.4,124.4,6
５人以上,E 製造業,平成18,2006,年平均,19.8,166.9,152.8,14.1,18.1,132.2,125.8,6.4
５人以上,E 製造業,平成19,2007,年平均,19.7,164.4,150.9,13.5,17.4,111.7,108.1,3.6
５人以上,E 製造業,平成20,2008,年平均,19.5,161.8,149.3,12.5,16.9,107.4,104.6,2.8
５人以上,E 製造業,平成21,2009,年平均,19.2,159.3,148.8,10.5,16.9,116.8,110.3,6.5
５人以上,E 製造業,平成22,2010,年平均,19.5,162,150.5,11.5,17.4,126.9,118,8.9
５人以上,E 製造業,平成22,2010,1月,17.6,146.1,135.7,10.4,15.5,111.3,103.1,8.2
５人以上,E 製造業,平成22,2010,2月,19.2,160,148.5,11.5,17.8,128,118.9,9.1
５人以上,E 製造業,平成22,2010,3月,19.8,164.4,152.5,11.9,17,122.5,113.3,9.2
５人以上,E 製造業,平成22,2010,4月,20.7,170.6,158.5,12.1,18.1,134.1,124.2,9.9
５人以上,E 製造業,平成22,2010,5月,18.1,151.9,141.1,10.8,16.4,120,111.7,8.3
５人以上,E 製造業,平成22,2010,6月,20.4,168.9,157.9,11,18.1,131.4,123.5,7.9
５人以上,E 製造業,平成22,2010,7月,20.7,171.4,159.5,11.9,17.8,129.2,120.4,8.8
５人以上,E 製造業,平成22,2010,8月,19.2,160.1,149,11.1,16.9,125.5,117.1,8.4
５人以上,E 製造業,平成22,2010,9月,19.5,162.3,150.9,11.4,17.6,128.2,119.1,9.1
５人以上,E 製造業,平成22,2010,10月,19.4,161,149.1,11.9,17.6,129.2,119.4,9.8
５人以上,E 製造業,平成22,2010,11月,19.9,165.6,153.3,12.3,18,133.5,124.1,9.4
５人以上,E 製造業,平成22,2010,12月,19.5,162.6,150.6,12,17.6,128.5,120.4,8.1
５人以上,F 電気・ガス・熱供給・水道業,平成17,2005,年平均,18.9,159.6,144.3,15.3,15.3,94.9,93.8,1.1
５人以上,F 電気・ガス・熱供給・水道業,平成18,2006,年平均,19.2,162.6,146.4,16.2,16,105,103.3,1.7
５人以上,F 電気・ガス・熱供給・水道業,平成19,2007,年平均,19.2,160.7,145.7,15,15.9,118.9,115.4,3.5
５人以上,F 電気・ガス・熱供給・水道業,平成20,2008,年平均,19,159.6,145.1,14.5,16,121.4,118,3.4
５人以上,F 電気・ガス・熱供給・水道業,平成21,2009,年平均,18.9,164.4,143.8,20.6,15.8,108.8,108.6,0.2
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,年平均,19.1,164.8,144.2,20.6,16.9,120.5,120.3,0.2
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,1月,18,157,136.2,20.8,17.3,122.8,122.3,0.5
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,2月,18.3,159.4,138,21.4,16,114.3,114,0.3
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,3月,20.8,181.8,157.7,24.1,18.1,128.1,127.9,0.2
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,4月,19.8,170.8,150,20.8,16.6,117.6,117.5,0.1
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,5月,17.2,148.2,129.6,18.6,15.1,106.4,106.1,0.3
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,6月,20.9,176.4,157.5,18.9,17.6,126.8,126.3,0.5
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,7月,20,172,151.2,20.8,18.1,130.5,130.1,0.4
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,8月,19.3,164.5,146,18.5,18.3,131.6,131.5,0.1
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,9月,18.7,161.4,140.7,20.7,16.7,119.8,119.6,0.2
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,10月,19.1,165.6,143.5,22.1,16.9,120.1,120,0.1
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,11月,19.2,165.9,144.2,21.7,16.7,117.1,117.1,0
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,12月,18,154,135.7,18.3,15.4,108.8,108.7,0.1
５人以上,G 情報通信業,平成17,2005,年平均,19.3,166.9,145.5,21.4,16.6,122,106.7,15.3
５人以上,G 情報通信業,平成18,2006,年平均,19.3,166.4,146,20.4,16.1,117.5,101.6,15.9
５人以上,G 情報通信業,平成19,2007,年平均,19.5,168.3,147.9,20.4,15,104.9,97.5,7.4
５人以上,G 情報通信業,平成20,2008,年平均,19.4,168,147.9,20.1,16.5,120.2,106.3,13.9
５人以上,G 情報通信業,平成21,2009,年平均,19.3,166.7,145.8,20.9,15.1,96.1,92.1,4
５人以上,G 情報通信業,平成22,2010,年平均,19.3,166.6,145.4,21.2,15.8,102.2,98.3,3.9
５人以上,G 情報通信業,平成22,2010,1月,17.9,155.1,135,20.1,14.7,93.3,89.8,3.5
５人以上,G 情報通信業,平成22,2010,2月,18.5,161.2,140,21.2,15.5,100.6,94.7,5.9
５人以上,G 情報通信業,平成22,2010,3月,20.1,175.3,152.2,23.1,15.9,102.5,96.2,6.3
５人以上,G 情報通信業,平成22,2010,4月,20.1,169.2,147.4,21.8,16.1,105.2,101.9,3.3
５人以上,G 情報通信業,平成22,2010,5月,18,156.1,135.4,20.7,14.7,96.1,93.2,2.9
５人以上,G 情報通信業,平成22,2010,6月,20.3,174.5,153.3,21.2,16.3,107,103.3,3.7
５人以上,G 情報通信業,平成22,2010,7月,20.2,175.3,153.8,21.5,16.1,104.6,101.9,2.7
５人以上,G 情報通信業,平成22,2010,8月,19.5,168.3,148,20.3,16.2,100.2,97,3.2
５人以上,G 情報通信業,平成22,2010,9月,19.1,165.2,145,20.2,15.3,104.6,101.2,3.4
５人以上,G 情報通信業,平成22,2010,10月,19.2,165.8,144.4,21.4,16,102.9,100,2.9
５人以上,G 情報通信業,平成22,2010,11月,19.3,168,146.2,21.8,16.1,107,102.1,4.9
５人以上,G 情報通信業,平成22,2010,12月,19,165.3,143.9,21.4,15.6,101.2,97.4,3.8
５人以上,"H 運輸業,郵便業",平成17,2005,年平均,20.3,181,157.5,23.5,13.8,90.6,81.2,9.4
５人以上,"H 運輸業,郵便業",平成18,2006,年平均,20.3,182.5,155.4,27.1,12.7,76.3,70.7,5.6
５人以上,"H 運輸業,郵便業",平成19,2007,年平均,20.5,181,155.3,25.7,16,107.7,98.1,9.6
５人以上,"H 運輸業,郵便業",平成20,2008,年平均,20.5,183.2,158.4,24.8,15.5,106.8,97.9,8.9
５人以上,"H 運輸業,郵便業",平成21,2009,年平均,20.3,176.6,154,22.6,16.2,108.4,97.9,10.5
５人以上,"H 運輸業,郵便業",平成22,2010,年平均,20.3,177.2,154.4,22.8,16.3,109.7,100.5,9.2
５人以上,"H 運輸業,郵便業",平成22,2010,1月,19.3,169.3,147.5,21.8,14.4,99.6,90.6,9
５人以上,"H 運輸業,郵便業",平成22,2010,2月,19.7,171.5,150.8,20.7,16.4,114.5,102.6,11.9
５人以上,"H 運輸業,郵便業",平成22,2010,3月,20.2,177.2,155.2,22,16.1,113.1,102.5,10.6
５人以上,"H 運輸業,郵便業",平成22,2010,4月,21.1,183,159.9,23.1,16.6,114.6,104.3,10.3
５人以上,"H 運輸業,郵便業",平成22,2010,5月,19.4,169.6,148.6,21,15.4,104.7,96.5,8.2
５人以上,"H 運輸業,郵便業",平成22,2010,6月,20.8,178.7,158.3,20.4,16.6,110.1,102.1,8
５人以上,"H 運輸業,郵便業",平成22,2010,7月,20.6,181.1,157.1,24,16.4,107.1,98.5,8.6
５人以上,"H 運輸業,郵便業",平成22,2010,8月,20.5,178.9,156.5,22.4,15.9,105.1,96.6,8.5
５人以上,"H 運輸業,郵便業",平成22,2010,9月,20.5,179.5,156.2,23.3,17.4,112.5,105.2,7.3
５人以上,"H 運輸業,郵便業",平成22,2010,10月,20,175.5,151.6,23.9,16.8,111,103.5,7.5
５人以上,"H 運輸業,郵便業",平成22,2010,11月,20.5,181.2,156.2,25,16.6,109.1,100.1,9
５人以上,"H 運輸業,郵便業",平成22,2010,12月,20.5,181.6,155.3,26.3,17.2,114.8,103.6,11.2
５人以上,"I 卸売業,小売業",平成17,2005,年平均,20,161.2,152.7,8.5,16,93.9,91.2,2.7
５人以上,"I 卸売業,小売業",平成18,2006,年平均,20.3,164.6,155,9.6,15.9,94.8,92.4,2.4
５人以上,"I 卸売業,小売業",平成19,2007,年平均,20.3,165.7,155.9,9.8,15.7,96.4,93.3,3.1
５人以上,"I 卸売業,小売業",平成20,2008,年平均,20.2,163.7,154.5,9.2,15.6,95.6,92.4,3.2
５人以上,"I 卸売業,小売業",平成21,2009,年平均,20,161.3,151.8,9.5,14.9,89.7,87.1,2.6
５人以上,"I 卸売業,小売業",平成22,2010,年平均,20,162,152.6,9.4,15.1,92.4,90.2,2.2
５人以上,"I 卸売業,小売業",平成22,2010,1月,18.7,151.7,142.3,9.4,14.9,91.1,88.8,2.3
５人以上,"I 卸売業,小売業",平成22,2010,2月,19.4,156.8,147.7,9.1,14.6,89.1,87.1,2
５人以上,"I 卸売業,小売業",平成22,2010,3月,20.4,165.3,154.8,10.5,14.7,90.9,88.8,2.1
５人以上,"I 卸売業,小売業",平成22,2010,4月,21.1,171.9,160.6,11.3,15.3,94.1,91.9,2.2
５人以上,"I 卸売業,小売業",平成22,2010,5月,19,153.7,144.1,9.6,14.9,92.3,89.9,2.4
５人以上,"I 卸売業,小売業",平成22,2010,6月,20.8,167.6,158.3,9.3,15.3,93.7,91.4,2.3
５人以上,"I 卸売業,小売業",平成22,2010,7月,20.9,168.6,160,8.6,15.5,93.8,91.7,2.1
５人以上,"I 卸売業,小売業",平成22,2010,8月,19.8,159.9,151.3,8.6,15,91.6,89.9,1.7
５人以上,"I 卸売業,小売業",平成22,2010,9月,20,162.4,154.4,8,15.4,92.5,90.8,1.7
５人以上,"I 卸売業,小売業",平成22,2010,10月,19.7,160.2,151.1,9.1,14.9,91.4,89.3,2.1
５人以上,"I 卸売業,小売業",平成22,2010,11月,20.1,163.5,153.9,9.6,15,91.6,89.5,2.1
５人以上,"I 卸売業,小売業",平成22,2010,12月,20,162.8,153.1,9.7,15.5,95.5,92.7,2.8
５人以上,"J 金融業,保険業",平成17,2005,年平均,19.3,154.2,141.8,12.4,16.3,112.5,108.4,4.1
５人以上,"J 金融業,保険業",平成18,2006,年平均,19.4,158.2,143.2,15,16.7,114.3,110.3,4
５人以上,"J 金融業,保険業",平成19,2007,年平均,19.3,157.8,142.5,15.3,15.7,106.2,101.7,4.5
５人以上,"J 金融業,保険業",平成20,2008,年平均,19.1,156.8,141.8,15,15.5,103.7,99.7,4
５人以上,"J 金融業,保険業",平成21,2009,年平均,19.2,159.7,143.5,16.2,15.8,104.9,101.3,3.6
５人以上,"J 金融業,保険業",平成22,2010,年平均,19.2,159.9,143.8,16.1,16.1,109.4,105.8,3.6
５人以上,"J 金融業,保険業",平成22,2010,1月,18.4,152.8,137.4,15.4,15,101.7,98.2,3.5
５人以上,"J 金融業,保険業",平成22,2010,2月,17.9,149,133.6,15.4,15.2,102.2,98.9,3.3
５人以上,"J 金融業,保険業",平成22,2010,3月,20.1,167.4,149.9,17.5,16.4,111,107.6,3.4
５人以上,"J 金融業,保険業",平成22,2010,4月,20.6,171.4,153.8,17.6,16.7,114.1,110.2,3.9
５人以上,"J 金融業,保険業",平成22,2010,5月,18.1,151.6,135.1,16.5,15,102.3,98.6,3.7
５人以上,"J 金融業,保険業",平成22,2010,6月,20,165.6,149.3,16.3,17.2,118.3,113.8,4.5
５人以上,"J 金融業,保険業",平成22,2010,7月,20.2,167.4,151,16.4,17.1,115.1,111.6,3.5
５人以上,"J 金融業,保険業",平成22,2010,8月,19.5,161.6,146.3,15.3,16.2,109.9,106.8,3.1
５人以上,"J 金融業,保険業",平成22,2010,9月,18.8,156.5,141,15.5,16,109.3,105.9,3.4
５人以上,"J 金融業,保険業",平成22,2010,10月,18.8,156.8,140.5,16.3,16.1,109.1,105.6,3.5
５人以上,"J 金融業,保険業",平成22,2010,11月,19.2,159.9,143.7,16.2,15.8,108.2,104.8,3.4
５人以上,"J 金融業,保険業",平成22,2010,12月,19.2,159.3,144,15.3,16.1,109.9,106.5,3.4
５人以上,"K 不動産業,物品賃貸業",平成17,2005,年平均,－,－,－,－,－,－,－,－
５人以上,"K 不動産業,物品賃貸業",平成18,2006,年平均,－,－,－,－,－,－,－,－
５人以上,"K 不動産業,物品賃貸業",平成19,2007,年平均,－,－,－,－,－,－,－,－
５人以上,"K 不動産業,物品賃貸業",平成20,2008,年平均,－,－,－,－,－,－,－,－
５人以上,"K 不動産業,物品賃貸業",平成21,2009,年平均,－,－,－,－,－,－,－,－
５人以上,"K 不動産業,物品賃貸業",平成22,2010,年平均,20,165.2,151.4,13.8,16.6,103.1,99.9,3.2
５人以上,"K 不動産業,物品賃貸業",平成22,2010,1月,18.7,154.3,141.6,12.7,16,99.6,96.5,3.1
５人以上,"K 不動産業,物品賃貸業",平成22,2010,2月,19.6,162.7,148.9,13.8,15.5,94.6,91.8,2.8
５人以上,"K 不動産業,物品賃貸業",平成22,2010,3月,20.9,171.5,157.4,14.1,15.9,97.2,94.4,2.8
５人以上,"K 不動産業,物品賃貸業",平成22,2010,4月,21,173.9,159.3,14.6,17.3,107.5,104.5,3
５人以上,"K 不動産業,物品賃貸業",平成22,2010,5月,18.8,156.7,143.1,13.6,16.7,102.8,99.8,3
５人以上,"K 不動産業,物品賃貸業",平成22,2010,6月,20.7,170.5,156.8,13.7,17.2,103.6,100.5,3.1
５人以上,"K 不動産業,物品賃貸業",平成22,2010,7月,21,172.5,158,14.5,16.9,107.3,104,3.3
５人以上,"K 不動産業,物品賃貸業",平成22,2010,8月,19.9,162.8,149.6,13.2,16.9,106.8,103.4,3.4
５人以上,"K 不動産業,物品賃貸業",平成22,2010,9月,19.7,162.1,149.5,12.6,17.4,111,106.9,4.1
５人以上,"K 不動産業,物品賃貸業",平成22,2010,10月,20.1,165.2,151.1,14.1,16.2,100.7,97.4,3.3
５人以上,"K 不動産業,物品賃貸業",平成22,2010,11月,20.3,167.2,153.3,13.9,16.8,102.4,98.9,3.5
５人以上,"K 不動産業,物品賃貸業",平成22,2010,12月,19.8,163.2,148.6,14.6,16.7,103.3,99.8,3.5
５人以上,"L 学術研究,専門・技術サービス業",平成17,2005,年平均,－,－,－,－,－,－,－,－
５人以上,"L 学術研究,専門・技術サービス業",平成18,2006,年平均,－,－,－,－,－,－,－,－
５人以上,"L 学術研究,専門・技術サービス業",平成19,2007,年平均,－,－,－,－,－,－,－,－
５人以上,"L 学術研究,専門・技術サービス業",平成20,2008,年平均,－,－,－,－,－,－,－,－
５人以上,"L 学術研究,専門・技術サービス業",平成21,2009,年平均,－,－,－,－,－,－,－,－
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,年平均,19.7,164.2,146.6,17.6,14.2,94.3,92.1,2.2
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,1月,17.8,149.7,133.7,16,13.1,87.6,84.5,3.1
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,2月,19.1,160.5,142.4,18.1,14.2,93.1,91,2.1
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,3月,20.5,173.3,153.4,19.9,15.1,100.7,98.2,2.5
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,4月,20.6,173.2,155.2,18,14.9,100.3,98.2,2.1
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,5月,18.2,154.7,136.4,18.3,13.8,93.4,91.6,1.8
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,6月,20.9,174.7,156.2,18.5,15.7,106.9,104.5,2.4
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,7月,20.7,170.9,152.7,18.2,14.9,97.7,95.6,2.1
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,8月,19.9,164.4,147.7,16.7,13.5,85.9,84.2,1.7
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,9月,19.8,163.7,147.2,16.5,14.1,92.1,89.9,2.2
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,10月,19.6,162,145.4,16.6,13.8,92.2,90.1,2.1
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,11月,19.8,164.4,146.6,17.8,13.9,92.1,89.6,2.5
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,12月,19.2,159.2,142.2,17,13.7,90.1,88.3,1.8
５人以上,"M 宿泊業,飲食サービス業",平成17,2005,年平均,－,－,－,－,－,－,－,－
５人以上,"M 宿泊業,飲食サービス業",平成18,2006,年平均,－,－,－,－,－,－,－,－
５人以上,"M 宿泊業,飲食サービス業",平成19,2007,年平均,－,－,－,－,－,－,－,－
５人以上,"M 宿泊業,飲食サービス業",平成20,2008,年平均,－,－,－,－,－,－,－,－
５人以上,"M 宿泊業,飲食サービス業",平成21,2009,年平均,－,－,－,－,－,－,－,－
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,年平均,21.7,177.2,163.6,13.6,13.7,82.7,80,2.7
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,1月,20.9,166.2,154.1,12.1,13,80,77,3
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,2月,21.5,168,156.6,11.4,12.8,77.8,75,2.8
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,3月,22.1,172.6,160.1,12.5,13.6,82.6,79.7,2.9
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,4月,22.6,179.9,167.7,12.2,13.9,84.1,81,3.1
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,5月,21.3,167.3,155.7,11.6,13.9,84.1,81,3.1
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,6月,21.9,173.3,162,11.3,13.9,81.7,79.1,2.6
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,7月,21.7,185.6,169.5,16.1,14.3,85.6,82.9,2.7
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,8月,21.8,186.2,171.1,15.1,13.8,83.8,81.3,2.5
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,9月,21.2,178.3,163.7,14.6,13.9,83.9,81.3,2.6
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,10月,21.4,177.9,162.7,15.2,14,83.7,81.1,2.6
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,11月,22,185.9,170.1,15.8,13.8,81.7,79.4,2.3
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,12月,22,188.1,172.1,16,14,84.3,81.7,2.6
５人以上,"N 生活関連サービス業,娯楽業",平成17,2005,年平均,－,－,－,－,－,－,－,－
５人以上,"N 生活関連サービス業,娯楽業",平成18,2006,年平均,－,－,－,－,－,－,－,－
５人以上,"N 生活関連サービス業,娯楽業",平成19,2007,年平均,－,－,－,－,－,－,－,－
５人以上,"N 生活関連サービス業,娯楽業",平成20,2008,年平均,－,－,－,－,－,－,－,－
５人以上,"N 生活関連サービス業,娯楽業",平成21,2009,年平均,－,－,－,－,－,－,－,－
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,年平均,20.8,172.1,160.6,11.5,14,91.2,89.5,1.7
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,1月,19.5,160.3,149.7,10.6,12.6,78.1,76.5,1.6
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,2月,20,166.5,155.8,10.7,13.1,77.8,76.7,1.1
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,3月,20.4,170.6,158.8,11.8,12.9,83,80.8,2.2
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,4月,21.2,177.3,165.4,11.9,14,90.4,88.6,1.8
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,5月,20.7,173,161,12,14.5,96,94.3,1.7
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,6月,21.7,177,165.7,11.3,13.6,90,88.8,1.2
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,7月,21.4,175.1,163.6,11.5,14.8,97.6,95.9,1.7
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,8月,21.2,176,163.1,12.9,14.1,93.8,91.9,1.9
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,9月,20.9,175.2,163.1,12.1,14.2,95.2,93.5,1.7
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,10月,20.7,171.3,159.8,11.5,14.5,97,95.3,1.7
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,11月,20.9,173,161.8,11.2,14.7,97.5,95.7,1.8
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,12月,20.6,169.5,158.6,10.9,15.3,101.9,99.7,2.2
５人以上,"O 教育,学習支援業",平成17,2005,年平均,18.5,139.5,134.4,5.1,8.8,45.7,44.6,1.1
５人以上,"O 教育,学習支援業",平成18,2006,年平均,18.8,143.3,138.5,4.8,9.1,49.8,48.8,1
５人以上,"O 教育,学習支援業",平成19,2007,年平均,19.5,148.6,140.7,7.9,8.9,52.3,51.4,0.9
