規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成22,2010,5月,98.7,1.5,109.5,94.9,100.4,104.6,106.1,102.4,103.5,99.7,－,－,－,－,92.6,110.1,109.6,－
５人以上,平成22,2010,6月,98.7,0.1,107.2,95.2,100.4,104.3,105.6,101.5,104,100.4,－,－,－,－,91.8,109.5,109.6,－
５人以上,平成22,2010,7月,98.3,-0.4,109.4,96.8,102,103.9,106.2,99.2,102.4,101.1,－,－,－,－,93.3,106.8,110,－
５人以上,平成22,2010,8月,98.7,0,106.9,96,102.2,103.1,106.8,100.2,103.7,100.5,－,－,－,－,94.7,106.8,109.5,－
５人以上,平成22,2010,8月（対前年同月比（％））,－,－,2.3,-2.1,4.3,-0.4,1.6,-2.1,0.3,0.8,－,－,－,－,8.5,-2,-0.1,－
30人以上,平成15,2003,年平均,97.5,－,102.8,96.6,108.6,87.3,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,100.5,3.1,107.7,95.9,108.4,107.3,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,-0.5,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
30人以上,平成18,2006,年平均,99.4,-0.6,99.1,97,99.7,99.7,99.1,101.1,103,96.7,－,－,－,－,101.2,99.5,99,－
30人以上,平成19,2007,年平均,100.6,1.2,99.9,98.1,99.4,99.9,102.1,102.2,102.5,99.5,－,－,－,－,100.6,108.4,97.5,－
30人以上,平成20,2008,年平均,101.3,0.7,103,98.9,100.7,104.8,105.2,105.3,105.9,100.5,－,－,－,－,96.8,105.6,113.7,－
30人以上,平成21,2009,年平均,99.8,-1.5,105.2,101.2,98.1,107.5,106.3,105.1,104.6,97.9,－,－,－,－,94,104.7,116,－
30人以上,平成21,2009,8月,99.8,-1.4,102,100.3,98.1,105,106.2,104.6,105.8,98.5,－,－,－,－,91.5,104,114.3,－
30人以上,平成21,2009,9月,99,-2,102.3,103.1,97.7,107.6,105.8,106.4,102.9,97,－,－,－,－,92.4,105.3,113.2,－
30人以上,平成21,2009,10月,99.4,-1.4,103.7,100.9,97.6,110.1,105.1,103.9,101.6,96.8,－,－,－,－,94.5,104.9,126.7,－
30人以上,平成21,2009,11月,99.5,-1,100.3,100.7,98,107.1,106.4,105,104.1,97.9,－,－,－,－,91.7,103.3,111.9,－
30人以上,平成21,2009,12月,99.9,-0.5,100.1,100.1,98.2,105.7,106.9,106.7,105.4,98.5,－,－,－,－,92.6,101.6,113.8,－
30人以上,平成22,2010,1月,98.8,-0.2,103.9,98.6,96.6,106,106.6,101.1,107.2,97.1,－,－,－,－,93.3,107.3,114.8,－
30人以上,平成22,2010,2月,99.2,-1.1,105.1,99,99.7,106,105.7,105.7,104.4,98.3,－,－,－,－,95.3,104.9,113.8,－
30人以上,平成22,2010,3月,101.1,-0.3,105.7,100.9,99.4,109.2,108.7,106.3,106.9,98.9,－,－,－,－,103.6,102.9,119.2,－
30人以上,平成22,2010,4月,101.8,0.4,109.4,99.4,101.3,108.4,107.5,106.9,107.4,100.3,－,－,－,－,102.6,105.9,119.7,－
30人以上,平成22,2010,5月,99.7,1.7,107,96,99.9,104.9,107.3,104.6,104.1,97.5,－,－,－,－,96.2,104.4,114.6,－
30人以上,平成22,2010,6月,99.5,-0.4,104.6,95.9,99.5,104.6,106.9,103.4,103.8,98.2,－,－,－,－,95.5,104.1,114,－
30人以上,平成22,2010,7月,99.2,-0.3,106.8,97.4,101,104.6,107.6,103.2,102,98.5,－,－,－,－,96.3,103.9,113.4,－
30人以上,平成22,2010,8月,99.9,0.1,104.4,97,101.3,103.7,108.5,104.1,104.5,98.2,－,－,－,－,97.7,103.1,113.3,－
30人以上,平成22,2010,8月（対前年同月比（％））,－,－,2.4,-3.3,3.3,-1.2,2.2,-0.5,-1.2,-0.3,－,－,－,－,6.8,-0.9,-0.9,－
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年８月分,,,,,,,,,,,,,,,,,,,,,
第13表　名目賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から新しい日本標準産業分類（平成19年11月改定）による表章に変更しています。平成21年以前の指数（旧産業分類）と接続しない産業の指数、前年比等については算出できないため、「－」と表記しています。,,,,,,,,,,,,,,,,,,,,,
