事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30～99人,平成22,2010,11月,336687,410939,233824,311684,380513,216333,293266,18418,25003,30426,17491
30～99人,平成22,2010,12月,669573,840939,422384,315290,386068,213196,296822,18468,354283,454871,209188
100～499人,平成17,2005,年平均,491137,571734,321385,382797,443139,255707,352041,30756,108340,128595,65678
100～499人,平成18,2006,年平均,497115,584004,322487,383329,446545,256279,352614,30715,113786,137459,66208
100～499人,平成19,2007,年平均,484486,566942,320819,374699,434161,256673,345211,29488,109787,132781,64146
100～499人,平成20,2008,年平均,491655,574847,326738,377087,436547,259215,347606,29481,114568,138300,67523
100～499人,平成21,2009,年平均,462520,541337,321957,366142,425511,260263,338881,27261,96378,115826,61694
100～499人,平成22,2010,年平均,463184,545540,327279,364934,427547,261609,337833,27101,98250,117993,65670
100～499人,平成22,2010,1月,381664,443300,273731,366438,424497,264771,340202,26236,15226,18803,8960
100～499人,平成22,2010,2月,370900,433120,263986,362853,423612,258451,336065,26788,8047,9508,5535
100～499人,平成22,2010,3月,423397,489077,306973,368113,427831,262257,339898,28215,55284,61246,44716
100～499人,平成22,2010,4月,393038,459302,283481,369285,429986,268926,340442,28843,23753,29316,14555
100～499人,平成22,2010,5月,377803,446455,268259,361282,424395,260577,334606,26676,16521,22060,7682
100～499人,平成22,2010,6月,748304,889535,520452,362088,424529,261350,335918,26170,386216,465006,259102
100～499人,平成22,2010,7月,469157,561395,318756,364256,427050,261865,337562,26694,104901,134345,56891
100～499人,平成22,2010,8月,373237,439675,264946,363847,427272,260466,337451,26396,9390,12403,4480
100～499人,平成22,2010,9月,385329,453119,276025,367406,432615,262263,341855,25551,17923,20504,13762
100～499人,平成22,2010,10月,373980,441656,264095,363675,428501,258418,336287,27388,10305,13155,5677
100～499人,平成22,2010,11月,409723,488344,282462,364572,428688,260789,336495,28077,45151,59656,21673
100～499人,平成22,2010,12月,847672,1006700,593060,365480,431724,259420,337293,28187,482192,574976,333640
500人以上,平成17,2005,年平均,591299,692678,360448,437268,506336,279991,400030,37238,154031,186342,80457
500人以上,平成18,2006,年平均,594616,699352,367378,430019,498832,280721,392586,37433,164597,200520,86657
500人以上,平成19,2007,年平均,583457,682734,378031,425435,490255,291308,387378,38057,158022,192479,86723
500人以上,平成20,2008,年平均,588935,684796,387900,428729,491632,296811,390793,37936,160206,193164,91089
500人以上,平成21,2009,年平均,580065,679706,377633,443702,512645,303637,407231,36471,136363,167061,73996
500人以上,平成22,2010,年平均,594802,697884,383630,449875,519581,307077,412075,37800,144927,178303,76553
500人以上,平成22,2010,1月,449253,518956,305998,432955,500167,294821,397413,35542,16298,18789,11177
500人以上,平成22,2010,2月,453757,526565,304156,444717,514839,300635,409104,35613,9040,11726,3521
500人以上,平成22,2010,3月,498005,578784,335087,452944,525182,307252,414424,38520,45061,53602,27835
500人以上,平成22,2010,4月,552433,645416,361900,459442,528471,317994,418345,41097,92991,116945,43906
500人以上,平成22,2010,5月,477840,551671,326465,451500,520237,310569,411635,39865,26340,31434,15896
500人以上,平成22,2010,6月,1017289,1220407,603666,446817,515720,306505,410608,36209,570472,704687,297161
500人以上,平成22,2010,7月,661702,784390,411834,447477,517277,305323,410258,37219,214225,267113,106511
500人以上,平成22,2010,8月,462143,534483,313750,451315,521376,307597,414801,36514,10828,13107,6153
500人以上,平成22,2010,9月,461686,533115,314637,451694,521559,307865,416254,35440,9992,11556,6772
500人以上,平成22,2010,10月,476967,549245,328285,453078,521595,312133,414675,38403,23889,27650,16152
500人以上,平成22,2010,11月,489492,568000,327191,454351,525393,307485,413775,40576,35141,42607,19706
500人以上,平成22,2010,12月,1136184,1364170,668734,452313,523311,306743,413685,38628,683871,840859,361991
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成22年確報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,,
