規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成22,2010,4月,101.8,0.3,105.6,95.9,103.3,103.6,109.1,111.2,106.3,100.4,－,－,－,－,103.1,104.5,117.1,－
30人以上,平成22,2010,5月,99.9,1.6,102.7,95.2,102.1,101.3,109.7,108.9,103.4,97.8,－,－,－,－,96.4,102.9,114.1,－
30人以上,平成22,2010,6月,100.2,-0.4,102,94.5,102.1,101.5,109.7,108.4,103.3,98.8,－,－,－,－,96.1,102.5,116,－
30人以上,平成22,2010,7月,99.7,-0.5,103.1,92.7,103.3,99.9,109.6,107.4,101.9,98.9,－,－,－,－,97.1,104.3,115.4,－
30人以上,平成22,2010,8月,100.6,-0.2,101.5,94.6,103.7,100.9,111.4,108.6,103.9,99.2,－,－,－,－,98.6,102.5,115.7,－
30人以上,平成22,2010,9月,100.8,0.8,100.4,96.4,103.5,101.4,111.2,111.7,101.8,99.6,－,－,－,－,98.1,104.1,114.4,－
30人以上,平成22,2010,9月（対前年同月比（％））,－,－,-0.4,-3.6,2.7,-2.1,2.6,-0.1,-1.1,1.4,－,－,－,－,4.9,-2.4,-3.9,－
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年９月分,,,,,,,,,,,,,,,,,,,,,
第14表　名目賃金指数（所定内給与）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から新しい日本標準産業分類（平成19年11月改定）による表章に変更しています。平成21年以前の指数（旧産業分類）と接続しない産業の指数、前年比等については算出できないため、「－」と表記しています。,,,,,,,,,,,,,,,,,,,,,
