"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","職業別","無職","83","6","26","37","3","11"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","職業別","その他","26","4","13","6","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","職業別","無回答","5","0","3","0","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","居住地区別","芝地区","107","16","42","34","10","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","居住地区別","麻布地区","140","16","51","49","17","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","居住地区別","赤坂地区","88","3","26","46","8","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","居住地区別","高輪地区","155","11","52","76","8","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","居住地区別","芝浦港南地区","164","20","82","50","8","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","居住地区別","無回答","4","0","2","0","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","住居形態別","持家（一戸建）","95","6","37","34","11","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","住居形態別","持家（マンション）","302","31","113","122","27","9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","住居形態別","借家（一戸建）","7","1","3","2","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","住居形態別","民間の賃貸マンション・アパート","171","21","61","73","8","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","住居形態別","都営住宅・区営住宅・区立住宅","28","4","13","6","1","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","1","8","8","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","住居形態別","社宅・公務員宿舎","20","1","10","7","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","住居形態別","寮・寄宿舎・住み込み・間借り","6","1","5","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","住居形態別","その他","5","0","2","2","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","住居形態別","無回答","6","0","3","1","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","定住意向別","ずっと住み続けていたい","366","41","140","136","27","22"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","定住意向別","当分は住んでいたい","224","17","95","89","18","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","4","12","18","5","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","定住意向別","近いうちに区外に転居する予定である","9","3","3","3","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","定住意向別","わからない","14","1","5","6","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(20)スポーツをできる環境が充実している","定住意向別","無回答","1","0","0","1","0","0"

"第32回港区民世論調査クロス集計表・区基本計画Q14-20","Ver202003",,,,,,,,,,
