No,回答方法,問1-ア,問1-イ,問1-ウ,問1-エ,問1-オ,問1カ,問1キ-回答1,問1キ-回答2,問1キ-回答3,問1キ-回答4,問1-ク,問1-ケ,問1-コ,問2,問3,問3-1_回答1,問3-1_回答2,問3-1_回答3,問3-2,問3-3_回答1,問3-3_回答2,問3-3_回答3,問4-愛着,問4-誇り,問4-1愛着_1,問4-1愛着_2,問4-1愛着_3,問4-1愛着_4,問4-1愛着_5,問4-1誇_り1,問4-1_誇り2,問4-1誇り_3,問4-1_誇り4,問4-1誇り_5,問5-回答1,問5-回答2,問5-回答3,問6,問7-回答1,問7-回答2,問7-回答3,問8,問9-回答1,問9-回答2,問9-回答3,問10,問11,問11-1_回答1,問11-1_回答2,問11-1_回答3,問11-1_回答4,問11-1_回答5,問11-1_回答6,問11-1_回答7,問12-回答1,問12-回答2,問12-回答3,問13,問13-1,問14-回答1,問14-回答2,問14-回答3,問14-回答4,問14-回答5,問14-回答6,問14-回答7,問14-回答8,問14-回答9,問14-回答10,問14-回答11,問15-回答1,問15-回答2,問15-回答3,問15-回答4,問15-回答5,問15-回答6,問15-回答7,問15-回答8,問16-回答1,問16-回答2,問16-回答3,問16-回答4,問16-回答5,問16-回答6,問17,問18,問19-花火大会,問19-区民まつり,問19-農業まつり,問20,問21-回答1,問21-回答2,問21-回答3,問21-回答4,問22-自然環境,問22-公園・緑地,問23-回答1,問23-回答2,問23-回答3,問23-回答4,問23-回答5,問23-回答6,問23-回答7,問23-回答8,問23-回答9,問23-回答10,問23-回答11,問23-回答12,問24-回答1,問24-回答2,問24-回答3,問24-回答4,問24-回答5,問24-回答6,問24-回答7,問24-回答8,問25-回答1,問25-回答2,問25-回答3,問25-回答4,問25-回答5,問25-回答6,問26-回答1,問26-回答2,問26-回答3,問26-回答4,問26-回答5,問26-回答6,問26-回答7,問26-回答8,問26-1,問27,問28,問28-1,問29,問30,問31-戦略Ⅰ,問31-戦略Ⅱ,問31-戦略Ⅲ,問32,問33-回答1,問33-回答2,問33-回答3,問33-回答4,問33-回答5,問33-回答6,問33-回答7,問33-回答8,問34,問35-回答1,問35-回答2,問35-回答3,問35-回答4,問36,問37-回答1,問37-回答2,問37-回答3,問37-回答4,問37-回答5,問38,問38-1_回答1,問38-1_回答2,問38-1_回答3,問39-回答1,問39-回答2,問39-回答3,問40,問40-1_回答1,問40-1_回答2,問40-1_回答3,問40-1_回答4,問40-1_回答5,問41-回答1,問41-回答2,問41-回答3,問41-回答4,問41-回答5,問41-回答6,問42,問43,問44-1位,問44-2位,問44-3位,問44-4位,問44-5位,問45,問45-1,問45-2（1）,問45-2（2）,問45-2（3）,問45-2（4）,問45-2（5）,問45-2（6）,問45-2（7）,問45-2（8）,問45-2（9）,問46-回答1,問46-回答2,問46-回答3,問47,問47-1
11,郵送,2,4,3,1,4,3,1,6,,,3,2,1,1,2,,,,1,2,16,19,3,4,,,,,,,,,,,1,5,6,3,1,4,9,4,1,6,11,4,1,1,2,3,5,,,,,,,2,2,1,4,5,6,7,8,9,,,,,1,,,,,,,,7,,,,,,6,1,2,6,6,6,6,,,,5,5,1,2,3,4,6,7,8,,,,,,1,2,4,6,7,,,,3,5,,,,,1,2,,,,,,,2,4,3,,3,4,1,3,3,3,2,,,,,,,,6,2,4,,,2,7,,,,,2,1,4,8,1,3,6,1,3,,,,,,,,,,,3,3,2,24,8,25,26,2,,,,,,,,,,,2,6,7,1,2
12,郵送,2,4,4,1,4,3,2,3,,,3,3,4,1,1,1,4,16,,,,,,,,,,,,,,,,,6,,,2,1,,,1,3,9,,1,3,,,,,,,,5,,,3,2,1,4,5,,,,,,,,,4,,,,,,,,7,,,,,,2,1,1,3,3,3,6,,,,3,3,1,2,3,6,7,9,,,,,,,1,4,,,,,,,2,,,,,,2,4,,,,,,,,1,4,,1,3,3,3,3,3,1,2,,,,,,,3,1,,,,,2,,,,,2,8,,,2,,,1,3,,,,,1,,,,,,2,1,1,2,7,21,24,1,1,3,2,2,2,2,2,2,2,2,2,,,3,
13,郵送,1,4,2,1,1,1,,,,,1,4,5,1,1,11,16,,,,,,2,2,11,16,,,,11,16,,,,4,6,7,9,4,5,9,1,4,5,6,6,1,1,5,,,,,,1,4,7,4,,1,2,5,6,8,,,,,,,11,,,,,,,,2,,,,,,3,2,6,6,6,6,6,,,,2,2,1,2,3,4,6,7,8,,,,,,1,2,4,6,7,,,,3,5,6,,,,1,2,4,,,,,,5,2,3,,2,4,2,2,2,3,2,,,,,,,,8,2,3,4,,1,7,,,,,4,5,10,,1,,,1,1,,,,,,,,,,,3,4,26,30,12,25,23,1,3,2,3,3,3,2,2,2,2,2,1,7,8,4,
14,郵送,2,6,1,1,4,3,6,,,,4,4,,1,1,6,16,19,,,,,3,3,,,,,,,,,,,4,6,8,3,5,8,11,1,1,3,6,6,1,1,,,,,,,2,8,,4,,3,,,,,,,,,,,11,,,,,,,,7,,,,,,1,1,1,,,2,5,,,,,,2,3,4,6,7,11,,,,,,,1,4,,,,,,,2,5,6,,,,1,2,4,5,7,,,,3-4,2,4,,2,2,3,2,2,2,2,9,10,,,,,,1,1,4,,,9,1,,,,,1,,,,1,2,6,2,,,,,,1,3,,,,,3,4,20,10,6,9,25,2,,,,,,,,,,,5,7,9,1,3
15,郵送,2,3,4,1,6,1,,,,,4,1,5,1,1,9,11,16,,,,,2,2,16,9,,,,16,,,,,5,7,8,5,3,6,,6,1,6,9,3,1,2,,,,,,,9,,,4,,4,6,,,,,,,,,,1,,,,,,,,3,,,,,,6,1,6,6,6,3,6,,,,6,6,1,3,7,,,,,,,,,,4,6,,,,,,,3,5,,,,,10,,,,,,,,,1,4,,1,1,1,3,2,5,1,,,,,,,,8,2,,,,7,7,,,,,4,7,12,,6,,,2,,,,,,7,,,,,,4,4,1,10,16,21,2,1,1,1,1,3,3,1,1,1,1,1,1,2,9,2,
16,郵送,2,4,3,1,1,3,1,6,,,3,2,1,1,1,1,7,11,,,,,1,2,7,1,14,18,19,1,7,14,18,4,1,4,6,1,2,9,10,1,2,3,6,4,2,1,2,6,,,,,1,2,8,3,4,4,5,6,7,8,9,,,,,,1,2,4,6,9,,,,1,2,3,,,,2,1,1,1,3,2,2,,,,1,1,1,2,3,4,5,6,7,8,9,11,,,1,2,4,5,6,7,,,1,5,,,,,4,7,,,,,,,,1,1,3,,2,1,1,2,2,1,2,5,8,,,,,8,2,,,,8,7,,,,,2,1,2,6,1,3,7,1,3,4,5,,,,,,,,,2,3,1,14,3,8,20,1,1,1,1,2,2,1,1,1,1,1,2,5,9,1,4
17,郵送,1,5,3,1,7,3,6,,,,3,5,5,1,1,8,19,22,,,,,1,3,8,11,16,19,22,,,,,,1,4,6,3,3,5,9,6,1,5,6,4,1,1,5,,,,,,,,,3,2,2,3,5,6,9,,,,,,,6,,,,,,,,7,,,,,,2,1,2,6,6,5,6,,,,6,6,1,2,3,6,7,11,,,,,,,1,7,,,,,,,2,5,,,,,10,,,,,,,,,2,4,,2,2,1,1,3,4,2,8,10,,,,,,8,6,,,,10,3,5,,,,3,4,5,10,2,6,7,1,1,,,,,6,,,,,,4,2,8,7,1,12,27,1,1,2,2,9,9,4,2,2,2,2,2,5,9,1,3
18,郵送,2,4,1,2,7,2,4,,,,4,2,1,3,,,,,,,,,4,4,,,,,,,,,,,4,6,7,6,1,8,9,6,1,3,5,2,1,1,4,,,,,,1,2,4,4,,2,3,4,,,,,,,,,3,4,5,6,,,,,5,,,,,,6,5,2,,,5,6,,,,4,4,1,2,3,4,6,7,8,12,,,,,2,,,,,,,,3,,,,,,10,,,,,,,,,5,2,4,5,5,1,3,1,4,6,10,,,,,,,8,2,4,,,,7,,,,,2,1,8,,1,2,7,1,1,2,,,,1,2,3,4,,,3,1,25,23,15,16,14,1,1,3,2,3,3,2,2,3,2,2,2,3,7,2,
19,郵送,1,5,5,1,1,4,5,,,,5,5,5,2,1,11,19,22,,,,,2,3,11,15,14,22,19,,,,,,1,2,5,9,1,6,10,6,5,6,7,6,3,,,,,,,,2,7,8,2,2,1,9,,,,,,,,,,11,,,,,,,,7,,,,,,6,1,5,3,3,5,6,,,,2,2,1,2,3,4,6,7,8,,,,,,2,4,5,6,7,,,,1,5,6,,,,10,,,,,,,,,3,3,,3,3,3,2,2,4,2,9,10,,,,,,8,6,,,,2,7,,,,,2,6,8,10,3,4,6,3,,,,,,7,,,,,,3,3,12,8,22,21,20,1,2,2,2,3,2,2,2,2,2,2,1,2,8,4,
20,郵送,1,5,1,1,8,4,5,,,,1,5,1,1,1,4,6,22,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2,1,3,,,,,,,5,,,2,,1,3,,,,,,,,,,2,,,,,,,,3,,,,,,1,,,,,3,1,,,,,,6,,,,,,,,,,,,6,,,,,,,,2,,,,,,2,,,,,,,,,3,3,,3,3,2,2,2,2,3,,,,,,,,3,2,,,,2,1,2,,,,3,6,,,4,,,1,6,,,,,2,,,,,,1,2,,,,,,1,1,2,3,2,3,2,3,3,3,3,3,,,3,
21,郵送,2,8,1,1,7,2,5,,,,4,5,2,2,1,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,4,5,,,,,4,5,6,4,,1,5,7,9,,,,,,,,11,,,,,,,,,,,,,,6,1,2,2,6,2,6,,,,6,6,1,2,3,7,12,,,,,,,,1,2,4,6,7,,,,5,,,,,,,,,,,,,,,3,4,,3,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,5,,10,6,20,3,25,1,1,2,2,2,2,2,2,2,2,2,2,5,7,3,
22,郵送,2,5,4,1,8,3,6,,,,1,6,,2,2,,,,1,16,19,20,3,3,,,,,,,,,,,1,3,,9,1,2,3,3,4,9,10,3,1,1,7,,,,,,2,4,9,4,,1,3,4,7,10,,,,,,,4,6,,,,,,,7,,,,,,2,2,3,6,2,4,1,,,,2,2,1,2,3,4,6,7,,,,,,,1,,,,,,,,3,5,,,,,1,2,6,,,,,,3,4,3,,4,3,3,3,3,4,2,,,,,,,,8,2,,,,9,7,,,,,2,1,10,11,1,4,6,2,,,,,,7,,,,,,4,2,3,12,25,21,15,1,2,3,3,4,3,3,3,2,2,2,6,7,9,4,
23,郵送,1,4,2,1,1,2,6,,,,1,2,1,2,1,5,14,16,,,,,3,4,,,,,,,,,,,4,5,8,6,4,5,6,3,3,4,7,4,1,1,2,5,,,,,2,3,8,4,,6,9,,,,,,,,,,1,4,,,,,,,6,,,,,,6,2,6,6,6,5,6,,,,2,1,1,2,3,4,6,7,8,,,,,,1,2,3,6,7,,,,3,5,6,,,,1,4,,,,,,,2,2,3,,1,3,1,2,2,5,1,9,,,,,,,8,1,2,,,8,7,,,,,2,1,5,10,2,3,7,1,1,,,,,2,4,5,,,,3,3,1,8,25,14,23,1,3,9,9,9,9,9,9,2,2,2,2,4,7,1,1
24,郵送,2,2,4,1,1,1,,,,,4,2,3,1,1,16,17,,,,,,1,3,19,9,5,,,,,,,,4,5,8,,1,2,6,1,1,3,6,6,2,2,,,,,,,4,,,4,,2,3,4,10,,,,,,,,1,2,3,4,,,,,1,3,,,,,2,1,6,6,6,3,6,,,,3,3,1,3,7,,,,,,,,,,1,4,6,,,,,,3,5,,,,,1,,,,,,,,2,2,3,,3,1,3,3,2,5,8,,,,,,,,7,2,,,,2,7,,,,,4,1,,,3,,,3,,,,,,5,,,,,,3,3,23,21,22,10,18,2,,,,,,,,,,,3,8,9,4,
25,郵送,2,9,3,1,4,2,4,,,,1,5,1,2,1,4,6,11,,,,,1,2,11,19,6,4,21,4,6,11,13,,1,7,8,3,2,9,11,3,1,5,6,1,1,1,2,3,5,,,,2,3,4,2,2,1,2,5,9,,,,,,,,1,3,5,,,,,,7,,,,,,2,1,1,1,2,2,6,,,,1,1,1,2,3,6,7,8,9,12,,,,,1,2,4,6,7,,,,3,5,,,,,1,4,5,6,7,,,,2,2,2,3,2,4,2,2,2,3,2,5,6,8,9,,,,8,2,,,,8,3,5,,,,3,5,,,1,2,7,1,2,,,,,1,2,3,,,,3,3,30,27,23,16,4,1,2,2,3,3,2,3,2,2,2,2,3,5,6,2,
26,郵送,2,2,4,1,4,3,1,6,,,4,2,2,2,2,,,,1,16,19,21,3,4,,,,,,,,,,,3,4,5,1,1,2,6,4,4,7,12,5,1,1,6,,,,,,1,4,6,4,,5,6,7,11,,,,,,,,3,4,,,,,,,1,3,,,,,6,1,1,6,6,5,6,,,,3,4,1,2,3,6,7,12,,,,,,,1,4,,,,,,,3,5,,,,,1,7,9,,,,,,2,3,3,,5,4,1,2,3,4,1,,,,,,,,8,5,,,,6,7,,,,,4,10,12,13,1,3,,2,,,,,,3,,,,,,3,3,23,24,1,2,15,1,2,4,3,3,2,4,3,2,2,3,2,7,9,2,
27,郵送,1,3,3,1,1,3,1,6,,,3,2,1,1,2,,,,5,1,21,,2,2,5,7,11,16,19,5,7,11,16,19,1,4,8,3,1,6,9,2,1,4,6,2,1,1,2,,,,,,,,,4,,1,2,4,5,7,,,,,,,9,,,,,,,,1,,,,,,3,1,2,6,6,6,6,,,,2,2,1,2,3,4,6,8,,,,,,,2,3,4,6,7,,,,3,5,,,,,2,4,5,,,,,,,1,2,2,1,2,2,2,2,2,1,2,,,,,,,8,6,,,,2,7,,,,,4,1,4,6,1,2,3,2,,,,,,7,,,,,,2,3,1,2,3,7,11,1,1,1,1,1,1,1,1,1,1,1,8,,,3,
28,郵送,2,6,4,1,4,3,6,,,,1,4,5,2,1,3,12,19,,,,,2,3,3,14,15,,,,,,,,1,4,,9,2,9,,3,1,5,8,1,3,,,,,,,,1,2,6,4,,1,2,5,6,7,,,,,,,11,,,,,,,,7,,,,,,2,2,3,6,6,6,6,,,,2,1,1,2,3,6,7,9,11,12,,,,,1,2,4,6,7,,,,5,,,,,,1,5,,,,,,,3,3,4,,2,3,2,2,2,2,2,5,,,,,,,3,6,,,,10,7,,,,,2,8,,,7,,,2,,,,,,7,,,,,,5,3,21,2,15,,,1,2,9,3,3,9,2,3,2,2,9,1,5,,2,
29,郵送,2,3,4,1,4,3,1,2,6,,3,2,3,2,1,1,21,,,,,,1,2,1,4,11,18,17,1,4,,,,5,6,8,,4,5,9,1,1,2,6,3,1,2,,,,,,,5,8,,4,,1,2,5,6,8,,,,,,,7,,,,,,,,7,,,,,,6,3,2,3,3,4,6,,,,,,1,2,3,4,5,6,7,8,11,12,,,1,4,6,,,,,,2,3,5,6,,,1,2,5,6,,,,,2,3,4,,2,3,3,3,3,3,1,,,,,,,,3,2,,,,6,2,,,,,4,2,,,2,3,6,1,1,,,,,2,,,,,,5,1,1,3,11,21,24,2,,,,,,,,,,,1,,,2,
30,郵送,1,4,1,1,1,3,3,6,,,3,3,5,3,2,,,,1,14,20,,2,4,7,9,16,17,19,,,,,,3,6,,6,1,,,2,2,4,5,6,3,,,,,,,,4,8,,4,,2,,,,,,,,,,,4,,,,,,,,3,,,,,,2,1,1,3,6,2,6,,,,5,5,1,2,3,4,6,7,8,10,11,12,,,4,6,7,,,,,,5,,,,,,5,,,,,,,,,3,2,3,1,5,1,1,1,3,2,,,,,,,,8,2,,,,8,5,,,,,2,10,,,6,,,1,4,,,,,7,,,,,,5,4,24,21,3,1,2,2,,,,,,,,,,,2,3,6,1,1
31,郵送,2,7,5,1,4,2,4,,,,5,5,1,1,1,6,7,16,,,,,2,,3,4,16,19,22,,,,,,6,10,,5,6,8,11,3,5,,,3,1,2,,,,,,,1,4,5,2,2,2,3,4,5,6,7,9,10,,,,4,6,9,,,,,,7,,,,,,1,1,1,3,6,2,6,,,,3,2,1,2,3,4,5,6,7,8,9,10,11,12,1,4,6,7,,,,,2,5,6,,,,1,2,3,4,5,6,7,8,10,3,4,,1,3,3,3,3,3,2,5,,,,,,,8,6,,,,1,1,4,,,,2,7,12,,1,,,4,,,,,,3,,,,,,1,,10,12,,,,2,,,,,,,,,,,1,5,7,1,1
32,郵送,,9,4,1,4,3,6,,,,1,5,5,2,1,6,14,21,,,,,2,2,,,,,,,,,,,5,6,7,3,3,4,10,3,1,5,6,1,2,1,2,5,,,,,1,4,8,3,2,1,2,3,4,5,6,7,8,9,,,4,,,,,,,,7,,,,,,4,2,,,,2,2,,,,,,1,2,3,4,5,6,7,8,9,11,12,,1,2,3,4,6,7,,,5,6,,,,,1,2,3,4,5,,,,2,3,4,,2,3,3,4,4,3,2,5,9,10,,,,,6,1,2,,,4,7,,,,,1,,,,1,2,3,2,,,,,,2,3,5,,,,2,2,2,12,15,8,22,1,2,2,2,3,3,2,2,2,2,2,2,4,8,1,3
33,郵送,2,2,3,1,1,1,,,,,4,3,5,1,1,9,11,22,,,,,1,2,,,,,,,,,,,,,,,4,5,6,3,,,,,3,,,,,,,,1,2,4,4,,2,3,8,9,10,,,,,,,1,4,,,,,,,1,,,,,,3,1,,,,2,6,,,,,,1,6,7,,,,,,,,,,1,4,6,,,,,,3,5,,,,,10,,,,,,,,,3,4,,4,3,3,3,3,3,,,,,,,,,,1,,,,10,2,3,,,,,,,,2,3,,2,,,,,,2,,,,,,3,1,,,,,,2,,,,,,,,,,,,,,1,
34,郵送,2,6,1,1,3,2,6,,,,3,5,1,1,1,14,16,21,,,,,2,3,22,,,,,,,,,,4,5,6,9,6,11,,2,1,3,6,2,4,,,,,,,,8,,,2,2,4,5,6,,,,,,,,,1,2,4,9,,,,,7,,,,,,6,1,6,6,6,1,6,,,,1,1,1,2,3,4,6,7,8,9,11,12,,,1,2,4,6,7,,,,5,6,,,,,1,3,4,5,,,,,2,3,3,,3,2,1,1,3,3,2,8,9,,,,,,8,6,,,,6,7,,,,,2,6,11,,6,,,2,,,,,,7,,,,,,5,4,1,8,23,21,30,1,3,2,2,9,2,2,3,4,2,3,7,8,9,1,1
35,郵送,1,5,4,1,1,3,6,,,,3,3,1,3,2,,,,1,4,6,19,4,4,,,,,,,,,,,1,6,7,9,4,7,9,3,4,6,7,1,2,2,6,,,,,,,,,4,,1,4,9,10,,,,,,,,1,3,9,,,,,,1,2,5,,,,6,1,1,6,5,1,6,,,,1,2,1,2,3,4,6,7,9,12,,,,,1,2,3,4,6,,,,8,,,,,,1,3,4,5,,,,,3,3,1,6,,3,1,3,1,4,2,,,,,,,,6,4,,,,1,1,,,,,2,1,6,10,1,2,3,1,1,,,,,,,,,,,3,3,15,18,23,,,1,2,2,2,2,2,2,2,4,2,9,2,7,9,2,
