"年月[西暦]","調査項目","設問","取組内容","選択肢","回答数[人]","構成比[%]"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","やや不十分","140","27.2"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","不十分","99","19.2"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","わからない","98","19.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","無回答","0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","十分","13","2.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","まあ十分","101","19.6"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","やや不十分","142","27.6"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","不十分","112","21.7"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","わからない","147","28.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","無回答","0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","十分","17","3.3"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","まあ十分","107","20.8"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","やや不十分","140","27.2"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","不十分","83","16.1"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","わからない","168","32.6"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","無回答","0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","十分","8","1.6"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","まあ十分","104","20.2"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","やや不十分","137","26.6"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","不十分","79","15.3"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","わからない","187","36.3"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","無回答","0","0.0"

"港区の環境に関する区民アンケート（Web）調査結果・単純集計表・区の取組Q6","Ver202003",,,,,
