年次,Year,項番 Item number,種類,Type,種類,Type,種類,Type,種類,Type,取扱総数 Total number of cases handled,旧受 Previously received,新受計 Newly received total,手続開始内訳  Breakdown of case proceedings commenced／申告 Stated／職員受 Received by officials,手続開始内訳  Breakdown of case proceedings commenced／申告 Stated／委員受 Received by commissioners,手続開始内訳  Breakdown of case proceedings commenced／委員通報 Notified by commissioners,手続開始内訳  Breakdown of case proceedings commenced／関係官公署の通報 Reported by relevant public authorities,手続開始内訳  Breakdown of case proceedings commenced／情報 Information,手続開始内訳  Breakdown of case proceedings commenced／移送 Transferred,処理件数 Total number of cases disposed,処理内訳 Breakdown of cases processed／措置 Measures／援助 Assisted,処理内訳 Breakdown of cases processed／措置 Measures／調整 Adjusted,処理内訳 Breakdown of cases processed／措置 Measures／要請 Requested,処理内訳 Breakdown of cases processed／措置 Measures／説示 Instructed,処理内訳 Breakdown of cases processed／措置 Measures／勧告 Advised,処理内訳 Breakdown of cases processed／措置 Measures／通告 Informed,処理内訳 Breakdown of cases processed／措置 Measures／告発 Indicted,処理内訳 Breakdown of cases processed／措置猶予 Suspension of sentence,処理内訳 Breakdown of cases processed／侵犯事実不存在 Non-existence of facts about infringement,処理内訳 Breakdown of cases processed／侵犯事実不明確 Uncertainty of facts about infringement,処理内訳 Breakdown of cases processed／打切り Closed,処理内訳 Breakdown of cases processed／中止 Discontinued,処理内訳 Breakdown of cases processed／移送 Transferred,処理内訳 Breakdown of cases processed／啓発 Admonished,未済 Pending
令和2,2020,8,公務員等の職務執行に伴う侵犯事件,Cases of infringement by public servants in the execution of their duties　　　　　　　　　　　　,その他の公務員による侵犯,Infringement by other public servants,地方公務員,Local government servants,,,6,2,4,4,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,3,-,-,-,-,3
令和2,2020,9,公務員等の職務執行に伴う侵犯事件,Cases of infringement by public servants in the execution of their duties　　　　　　　　　　　　,その他の公務員による侵犯,Infringement by other public servants,その他,Others,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,1,私人間の侵犯事件,Infringement cases among private citizens,,,,,,,571,163,408,359,13,-,7,-,29,474,183,10,132,50,-,-,-,-,-,96,52,-,-,5,97
令和2,2020,1,私人間の侵犯事件,Infringement cases among private citizens,人身売買,Human trafficking  ,,,,, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,2,私人間の侵犯事件,Infringement cases among private citizens,売春に伴う侵犯,Infringement relating to prostitution,,,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,3,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,家族間におけるもの,Among family members,夫の妻に対するもの,From husband to wife　　　　　　　　　　　　　　,11,-,11,9,2,-,-,-,-,11,11, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,4,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,家族間におけるもの,Among family members,妻の夫に対するもの,From wife to husband 　　　　　　　　　　　　　　,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,5,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,家族間におけるもの,Among family members,親の子に対するもの,From parent to child 　　　　　　　　　　　　　　,14,4,10,9,1,-,-,-,-,11,11, -, -, -, -, -, -, -, -, -, -, -, -, -,3
令和2,2020,6,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,家族間におけるもの,Among family members,子の親に対するもの,From child to parent 　　　　　　　　　　　　　　,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,7,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,家族間におけるもの,Among family members,その他,Others,1,-,1,1,-,-,-,-,-,1,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,8,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,その他,Others,,,2,-,2,2,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
令和2,2020,9,私人間の侵犯事件,Infringement cases among private citizens,私的制裁,Lynching,,,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,10,私人間の侵犯事件,Infringement cases among private citizens,医療に関する侵犯,Infringement related to medical care,,,,,7,-,7,7,-,-,-,-,-,7,4,-,-,-,-,-,-,-,-,3,-,-,-,-,-
令和2,2020,11,私人間の侵犯事件,Infringement cases among private citizens,人身の自由に対する侵犯,Infringement of personal liberty,精神保健法関係,Related to the Mental Health Act ,,,1,-,1,1,-,-,-,-,-,1,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,12,私人間の侵犯事件,Infringement cases among private citizens,人身の自由に対する侵犯,Infringement of personal liberty,その他,Others　　　　　　　　　　　　　　　　　　　　　　　,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,13,私人間の侵犯事件,Infringement cases among private citizens,社会福祉施設における侵犯,Infringement in social welfare facilities,施設職員によるもの,By staff of facilities,,,1,-,1,1,-,-,-,-,-,1,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,14,私人間の侵犯事件,Infringement cases among private citizens,社会福祉施設における侵犯,Infringement in social welfare facilities,その他,Others　　　　　　　　　　　　　　　　　　　　　　　,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,15,私人間の侵犯事件,Infringement cases among private citizens,村八分,Social ostracism,,,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,16,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,女性に関するもの,Against women,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,17,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,高齢者に関するもの,Against elderly people,,,-, -, -, -, -, -, -, -,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,18,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,障害者に関するもの,Against persons with disabilities,,,10,-,10,10,-,-,-,-,-,8,-,1,-,-,-,-,-,-,-,6,1,-,-,1,2
令和2,2020,19,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,同和問題に関するもの,Related to Dowa problem,,,88,51,37,1,-,-,7,-,29,55,-,1,53,49,-,-,-,-,-,1,-,-,-,-,33
令和2,2020,20,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,アイヌの人々に関するもの,Against Ainu people,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,21,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,外国人に関するもの,Against foreigners,,,10,1,9,9,-,-,-,-,-,8,1,2,-,-,-,-,-,-,-,5,-,-,-,-,2
令和2,2020,22,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,ＨＩＶ感染者等に関するもの,Against HIV-positive patients， etc.,,,2,-,2,2,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
令和2,2020,23,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,刑を終えた人に関するもの,Against ex-convicts  ,,,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
令和2,2020,24,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,その他,Others,,,15,5,10,9,1,-,-,-,-,13,2,1,-,-,-,-,-,-,-,9,1,-,-,3,2
令和2,2020,25,私人間の侵犯事件,Infringement cases among private citizens,参政権に対する侵犯,Infringement of suffrage ,,,,,-, -, -, -, -,-, -,-, -, -, -, -, -, -,-,-,-, -,-, -, -,-,-, -, -
令和2,2020,26,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,報道機関等,By media， etc. ,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,27,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,インターネット等によるもの,Via Internet， etc. ,,,319,96,223,220,3,-,-,-,-,269,88,-,79,-,-,-,-,-,-,55,47,-,-,-,50
令和2,2020,28,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,相隣間におけるもの,Among neighbors,,,1,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
令和2,2020,29,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,その他,Others,,,11,1,10,10,-,-,-,-,-,10,3,1,-,-,-,-,-,-,-,4,2,-,-,-,1
令和2,2020,30,私人間の侵犯事件,Infringement cases among private citizens,集会，結社及び表現の自由に対する侵犯,Infringement of the freedom of gathering， association and expression,,,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,31,私人間の侵犯事件,Infringement cases among private citizens,信教の自由に対する侵犯,Infringement of the freedom of religion,,,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,32,私人間の侵犯事件,Infringement cases among private citizens,教育を受ける権利への侵犯,Infringement of the right of receiving education ,,,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,33,私人間の侵犯事件,Infringement cases among private citizens,労働権に対する侵犯,Infringement of the right of labor,不当労働行為,Unfair labor practice,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,34,私人間の侵犯事件,Infringement cases among private citizens,労働権に対する侵犯,Infringement of the right of labor,労働基準法違反,Violation of the Labor Standards Act ,,,3,-,3,3,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
令和2,2020,35,私人間の侵犯事件,Infringement cases among private citizens,労働権に対する侵犯,Infringement of the right of labor,その他,Others　　,,,35,3,32,30,2,-,-,-,-,34,24,3,-,-,-,-,-,-,-,7,-,-,-,1,1
令和2,2020,36,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,自力執行,Execution by oneself,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和2,2020,37,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,相隣間におけるもの,Between neighbors,小公害,Small pollution,5,-,5,4,1,-,-,-,-,5,4,-,-,-,-,-,-,-,-,1,-,-,-,-,-
令和2,2020,38,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,相隣間におけるもの,Between neighbors,その他,Others,9,-,9,9,-,-,-,-,-,9,7,1,-,-,-,-,-,-,-,1,-,-,-,-,-
令和2,2020,39,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,公害,Pollution,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,40,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,不動産,Real estate,,,-, -, -, -, -,-, -,-, -, -, -, -, -, -,-,-,-, -,-, -, -,-,-, -, -
令和2,2020,41,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,その他,Others,,,1,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
令和2,2020,42,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,夫の妻に対するもの,From husband to wife　　　　　　　　　　　　　　,4,-,4,4,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
令和2,2020,43,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,妻の夫に対するもの,From wife to husband 　　　　　　　　　　　　　　,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,44,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,親の子に対するもの,From parent to child 　　　　　　　　　　　　　　,1,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
令和2,2020,45,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,子の親に対するもの,From child to parent 　　　　　　　　　　　　　　,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,46,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,その他,Others,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,47,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,セクシュアル・ハラスメント,Sexual harassment,,,13,1,12,10,2,-,-,-,-,11,8,-,-,1,-,-,-,-,-,1,1,-,-,-,2
令和2,2020,48,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,ストーカー,Stalking,,,4,-,4,3,1,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
令和2,2020,49,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,その他,Others,,,2,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
令和2,2020,50,私人間の侵犯事件,Infringement cases among private citizens,組織，多衆の圧力による侵犯,Infringement by organizations or pressure of the masses,,,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,51,私人間の侵犯事件,Infringement cases among private citizens,交通事故,Traffic accidents,,,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,52,私人間の侵犯事件,Infringement cases among private citizens,犯罪被害者,Victims of crimes,,,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
令和2,2020,53,私人間の侵犯事件,Infringement cases among private citizens,その他,Others,,,,,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-7  人権侵犯事件の種類別件数 （平成31･令和元， 令和2年） 20-7  CASES OF INFRINGEMENT ON HUMAN RIGHTS BY TYPE ( 2019 and 2020 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：東京法務局人権擁護部第二課 Source: Tokyo Legal Affairs Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
