年度,Fiscal year,地域階層,地域コード,地域,District,総数 Total,大気汚染 Air pollution,水質汚濁 Water pollution,土壌汚染 Soil pollution,騒音 Noises,振動 Vibration,地盤沈下 Ground subsidence,悪臭 Offensive odors,典型7公害以外計 Other pollution
令和2,2020,2,13202,立川市,Tachikawa-shi,84,32,-,-,34,3,-,10,5
令和2,2020,2,13203,武蔵野市,Musashino-shi,92,6,-,-,62,11,-,13,-
令和2,2020,2,13204,三鷹市,Mitaka-shi,154,33,-,-,56,25,-,32,8
令和2,2020,2,13205,青梅市,Ome-shi,112,65,-,-,32,1,-,14,-
令和2,2020,2,13206,府中市,Fuchu-shi,163,66,-,-,71,9,-,15,2
令和2,2020,2,13207,昭島市,Akishima-shi,35,2,-,-,-,-,-,2,31
令和2,2020,2,13208,調布市,Chofu-shi,89,18,-,-,60,6,-,5,-
令和2,2020,2,13209,町田市,Machida-shi,211,84,2,-,81,6,-,32,6
令和2,2020,2,13210,小金井市,Koganei-shi,14,5,-,-,6,1,-,2,-
令和2,2020,2,13211,小平市,Kodaira-shi,78,25,-,-,39,8,-,5,1
令和2,2020,2,13212,日野市,Hino-shi,163,30,1,-,92,5,-,34,1
令和2,2020,2,13213,東村山市,Higashimurayama-shi,28,1,1,-,10,1,-,15,-
令和2,2020,2,13214,国分寺市,Kokubunji-shi,132,33,-,-,75,5,-,17,2
令和2,2020,2,13215,国立市,Kunitachi-shi,60,5,-,-,38,3,-,14,-
令和2,2020,2,13218,福生市,Fussa-shi,97,-,1,-,27,1,-,11,57
令和2,2020,2,13219,狛江市,Komae-shi,60,1,-,-,19,2,1,5,32
令和2,2020,2,13220,東大和市,Higashiyamato-shi,46,15,2,-,21,-,-,4,4
令和2,2020,2,13221,清瀬市,Kiyose-shi,58,17,-,-,21,-,-,2,18
令和2,2020,2,13222,東久留米市,Higashikurume-shi,126,45,8,-,47,4,-,4,18
令和2,2020,2,13223,武蔵村山市,Musashimurayama-shi,36,5,4,-,19,-,-,5,3
令和2,2020,2,13224,多摩市,Tama-shi,50,10,4,-,30,-,-,6,-
令和2,2020,2,13225,稲城市,Inagi-shi,109,36,2,-,22,-,-,4,45
令和2,2020,2,13227,羽村市,Hamura-shi,33,13,-,-,13,-,-,7,-
令和2,2020,2,13228,あきる野市,Akiruno-shi,105,30,-,-,15,2,-,6,52
令和2,2020,2,13229,西東京市,Nishitokyo-shi,66,-,-,-,36,3,-,18,9
令和2,2020,1,13300,郡部,All gun,250,12,8,-,26,-,-,16,188
令和2,2020,2,13303,瑞穂町,Mizuho-machi,83,11,8,-,16,-,-,6,42
令和2,2020,2,13305,日の出町,Hinode-machi,165,1,-,-,10,-,-,8,146
令和2,2020,2,13307,檜原村,Hinohara-mura,2,-,-,-,-,-,-,2,-
令和2,2020,2,13308,奥多摩町,Okutama-machi,-,-,-,-,-,-,-,-,-
令和2,2020,1,13350,島部,All islands,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,
東京都統計年鑑（令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,
19-11 公害の種類別苦情件数（平成28～令和2年度） 19-11 COMPLAINTS ABOUT POLLUTIONS BY KIND  ( Fiscal Years 2016-2020 ),,,,,,,,,,,,,,
資料：都環境局総務部総務課 Source: Bureau of Environment， TMG,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,
