年度,Fiscal year,地域階層,地域コード,項番 Item number,地域,District,ごみ Refuse volume／排出量 Discharged／総計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／可燃ごみ Combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量Volume collected and carried-in／不燃ごみ Non-combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／粗大ごみ Large-sized refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／資源ごみ Recyclable refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Collected and carried-in refuse／有害ごみ Toxic refuse (t),ごみ Refuse volume／排出量 Discharged／集団回収量 Group-collection recyclables (t),ごみ Refuse volume／排出量 Discharged／ピックアップ回収量 Recyclables recovered from refuse (t),ごみ Refuse volume／中間処分量 Intermediate disposal／焼却 Incinerated (t),ごみ Refuse volume／中間処分量 Intermediate disposal／その他 Others (t),ごみ Refuse volume／最終処分量 Final disposal (t),ごみ Refuse volume／総資源化量 Total recycled amount (t),し尿 Human waste／排出量 Discharged (kl),し尿 Human waste／処分量 Disposed (kl)
令和元,2019,2,13204,4,三鷹市,Mitaka-shi,47760,45330,28435,1543,1791,13506,55,2430,-,32232,15992,-,18670,209,209
令和元,2019,2,13205,5,青梅市,Ome-shi,40313,36950,27265,2614,1526,5493,52,3363,-,29150,9685,-,13692,3629,3629
令和元,2019,2,13206,6,府中市,Fuchu-shi,63832,58355,37878,3414,2098,14879,86,5477,-,43290,20477,-,25139,311,311
令和元,2019,2,13207,7,昭島市,Akishima-shi,31342,30135,21114,1291,1225,6461,44,1207,-,22927,9062,-,11107,585,585
令和元,2019,2,13208,8,調布市,Chofu-shi,61394,57738,34560,3377,1846,17863,92,3655,-,39500,22155,-,26021,436,436
令和元,2019,2,13209,9,町田市,Machida-shi,120594,109902,83685,7258,3233,15593,133,10692,-,91754,26231,-,37689,7066,7066
令和元,2019,2,13210,10,小金井市,Koganei-shi,27269,25769,12327,3693,1011,8696,42,1500,-,12327,13442,-,14785,98,98
令和元,2019,2,13211,11,小平市,Kodaira-shi,46647,44467,30922,1467,1199,10819,60,2180,-,33069,13546,-,17727,384,384
令和元,2019,2,13212,12,日野市,Hino-shi,44066,42641,27020,5206,1396,8952,67,1425,-,32706,14668,-,15171,5693,5693
令和元,2019,2,13213,13,東村山市,Higashimurayama-shi,38095,35904,23612,1994,1591,8655,52,2191,-,24051,12292,-,16124,288,288
令和元,2019,2,13214,14,国分寺市,Kokubunji-shi,31809,28746,17269,1710,950,8773,44,3063,-,19792,11477,-,13916,143,143
令和元,2019,2,13215,15,国立市,Kunitachi-shi,20782,19654,13402,694,691,4840,27,1128,-,14922,6252,-,7560,164,164
令和元,2019,2,13218,16,福生市,Fussa-shi　,16365,15479,10770,527,620,3541,21,886,-,11770,4709,-,5617,108,108
令和元,2019,2,13219,17,狛江市,Komae-shi,20663,19443,13633,856,543,4366,45,1220,-,14753,5810,-,7541,57,57
令和元,2019,2,13220,18,東大和市,Higashiyamato-shi,21034,20008,14647,715,391,4225,30,1026,-,15545,5361,-,7439,249,249
令和元,2019,2,13221,19,清瀬市,Kiyose-shi,19058,18108,12468,1419,156,4039,26,950,-,13755,5640,-,6861,201,201
令和元,2019,2,13222,20,東久留米市,Higashikurume-shi,32093,29419,20365,1858,258,6900,38,2674,-,22091,9054,-,12576,210,210
令和元,2019,2,13223,21,武蔵村山市,Musashimurayama-shi,20765,20345,14592,1015,439,4274,25,420,-,16072,5754,-,6740,152,152
令和元,2019,2,13224,22,多摩市,Tama-shi,41747,38185,29413,892,1379,6447,54,3562,-,31309,8772,-,14156,344,344
令和元,2019,2,13225,23,稲城市,Inagi-shi,23834,22102,17107,1147,501,3293,54,1732,-,18533,4995,-,7367,1630,1630
令和元,2019,2,13227,24,羽村市,Hamura-shi,17015,16170,11150,393,659,3946,22,845,-,12018,5020,-,5941,655,655
令和元,2019,2,13228,25,あきる野市,Akiruno-shi,25112,23153,17922,377,916,3903,35,1959,-,19186,5231,1103,8323,5517,5517
令和元,2019,2,13229,26,西東京市,Nishitokyo-shi,50222,47343,30094,3469,428,13296,56,2879,-,33277,17249,-,20651,391,391
令和元,2019,1,13300,,郡部,All gun,19676,18917,14031,473,799,3589,25,759,-,15174,4812,365,5865,3365,3365
令和元,2019,2,13303,1,瑞穂町,Mizuho-machi,11575,11289,8052,342,468,2411,16,286,-,8743,3237,-,3591,1471,1471
令和元,2019,2,13305,2,日の出町,Hinode-machi,5425,4958,4085,85,181,602,5,467,-,4339,873,246,1530,365,365
令和元,2019,2,13307,3,檜原村,Hinohara-mura,823,817,573,12,62,170,-,6,-,647,170,37,161,452,452
令和元,2019,2,13308,4,奥多摩町,Okutama-machi,1853,1853,1321,34,88,406,4,-,-,1445,532,82,583,1077,1077
令和元,2019,1,13350,,島部,All islands,15190,15189,11273,943,1440,1501,32,1,-,11357,3521,3067,1751,25570,25570
令和元,2019,2,13361,1,大島町,Oshima-machi,4216,4216,3510,211,127,361,7,-,-,3549,706,867,301,9147,9147
令和元,2019,2,13362,2,利島村,Toshima-mura,104,104,90,3,-,11,-,-,-,90,11,3,8,448,448
令和元,2019,2,13363,3,新島村,Niijima-mura,1735,1735,1368,316,3,48,-,-,-,1368,51,393,48,1558,1558
令和元,2019,2,13364,4,神津島村,Kouzushima-mura,2219,2219,1483,33,647,56,-,-,-,1496,736,1076,146,649,649
令和元,2019,2,13381,5,三宅村,Miyake-mura,1315,1315,1085,175,55,-,-,-,-,1117,230,183,138,2226,2226
令和元,2019,2,13382,6,御蔵島村,Mikurajima-mura,278,278,249,7,12,9,1,-,-,249,22,29,9,70,70
令和元,2019,2,13401,7,八丈町,Hachijo-machi,4152,4152,2880,178,560,531,3,-,-,2880,1178,377,615,10755,10755
令和元,2019,2,13402,8,青ヶ島村,Aogashima-mura,98,98,51,20,6,20,1,-,-,52,48,9,20,245,245
令和元,2019,2,13421,9,小笠原村,Ogasawara-mura,1073,1072,557,-,30,465,20,1,-,556,539,130,466,472,472
,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,,,,,,,,
19-9  ごみ ・ し尿 (平成29～令和元年度) 19-9  REFUSE AND HUMAN WASTE ( Fiscal years 2017-2019 ),,,,,,,,,,,,,,,,,,,,,
資料：都環境局資源循環推進部一般廃棄物対策課「東京都区市町村清掃事業年報」 Source: Bureau of Environment， TMG        ,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,
