年度末,End of fiscal year,地域階層,地域コード,地域,District,合計 Total／計 Total,合計 Total／計 Total／全部支給 Full payment,合計 Total／計 Total／一部支給 Partial payment,合計 Total／停止 Discontinued,都道府県知事支給対象者 Covered by Prefecture／計 Total,都道府県知事支給対象者 Covered by Prefecture／計 Total／全部支給 Full payment,都道府県知事支給対象者 Covered by Prefecture／計 Total／一部支給 Partial payment,都道府県知事支給対象者 Covered by Prefecture／停止 Discontinued,国支給対象者 Covered by the State／計 Total,国支給対象者 Covered by the State／計 Total／全部支給 Full payment,国支給対象者 Covered by the State／計 Total／一部支給 Partial payment,国支給対象者 Covered by the State／停止 Discontinued
令和2,2020,2,13116,豊島区,Toshima-ku,1040,573,467,302,1040,573,467,302,-,-,-,-
令和2,2020,2,13117,北区,Kita-ku,1521,858,663,370,1521,858,663,370,-,-,-,-
令和2,2020,2,13118,荒川区,Arakawa-ku,1168,662,506,324,1168,662,506,324,-,-,-,-
令和2,2020,2,13119,板橋区,Itabashi-ku,3242,1935,1307,843,3242,1935,1307,843,-,-,-,-
令和2,2020,2,13120,練馬区,Nerima-ku,3497,2024,1473,1040,3497,2024,1473,1040,-,-,-,-
令和2,2020,2,13121,足立区,Adachi-ku,5145,3086,2059,1156,5145,3086,2059,1156,-,-,-,-
令和2,2020,2,13122,葛飾区,Katsushika-ku,3157,1953,1204,879,3157,1953,1204,879,-,-,-,-
令和2,2020,2,13123,江戸川区,Edogawa-ku,4773,2844,1929,1103,4773,2844,1929,1103,-,-,-,-
令和2,2020,1,13200,市部,All shi,23349,13474,9875,5777,23349,13474,9875,5777,-,-,-,-
令和2,2020,2,13201,八王子市,Hachioji-shi,3675,2093,1582,876,3675,2093,1582,876,-,-,-,-
令和2,2020,2,13202,立川市,Tachikawa-shi,1193,711,482,259,1193,711,482,259,-,-,-,-
令和2,2020,2,13203,武蔵野市,Musashino-shi,446,235,211,133,446,235,211,133,-,-,-,-
令和2,2020,2,13204,三鷹市,Mitaka-shi,675,373,302,183,675,373,302,183,-,-,-,-
令和2,2020,2,13205,青梅市,Ome-shi,1016,626,390,267,1016,626,390,267,-,-,-,-
令和2,2020,2,13206,府中市,Fuchu-shi,1409,801,608,314,1409,801,608,314,-,-,-,-
令和2,2020,2,13207,昭島市,Akishima-shi,824,500,324,189,824,500,324,189,-,-,-,-
令和2,2020,2,13208,調布市,Chofu-shi,998,511,487,330,998,511,487,330,-,-,-,-
令和2,2020,2,13209,町田市,Machida-shi,2722,1601,1121,635,2722,1601,1121,635,-,-,-,-
令和2,2020,2,13210,小金井市,Koganei-shi,356,174,182,96,356,174,182,96,-,-,-,-
令和2,2020,2,13211,小平市,Kodaira-shi,945,560,385,274,945,560,385,274,-,-,-,-
令和2,2020,2,13212,日野市,Hino-shi,867,537,330,227,867,537,330,227,-,-,-,-
令和2,2020,2,13213,東村山市,Higashimurayama-shi,945,526,419,250,945,526,419,250,-,-,-,-
令和2,2020,2,13214,国分寺市,Kokubunji-shi,399,227,172,116,399,227,172,116,-,-,-,-
令和2,2020,2,13215,国立市,Kunitachi-shi,350,198,152,81,350,198,152,81,-,-,-,-
令和2,2020,2,13218,福生市,Fussa-shi,487,289,198,107,487,289,198,107,-,-,-,-
令和2,2020,2,13219,狛江市,Komae-shi,296,157,139,87,296,157,139,87,-,-,-,-
令和2,2020,2,13220,東大和市,Higashiyamato-shi,623,365,258,124,623,365,258,124,-,-,-,-
令和2,2020,2,13221,清瀬市,Kiyose-shi,522,307,215,96,522,307,215,96,-,-,-,-
令和2,2020,2,13222,東久留米市,Higashikurume-shi,722,434,288,202,722,434,288,202,-,-,-,-
令和2,2020,2,13223,武蔵村山市,Musashimurayama-shi,704,433,271,123,704,433,271,123,-,-,-,-
令和2,2020,2,13224,多摩市,Tama-shi,830,446,384,223,830,446,384,223,-,-,-,-
令和2,2020,2,13225,稲城市,Inagi-shi,402,226,176,130,402,226,176,130,-,-,-,-
令和2,2020,2,13227,羽村市,Hamura-shi,430,244,186,105,430,244,186,105,-,-,-,-
令和2,2020,2,13228,あきる野市,Akiruno-shi,620,370,250,112,620,370,250,112,-,-,-,-
令和2,2020,2,13229,西東京市,Nishitokyo-shi,893,530,363,238,893,530,363,238,-,-,-,-
令和2,2020,1,13300,郡部,All gun,456,268,188,109,456,268,188,109,-,-,-,-
令和2,2020,1,13350,島部,All islands,163,89,74,44,163,89,74,44,-,-,-,-
,,,,,,,,,,,,,,,,,
東京都統計年鑑（令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,,,,,,,
18-5  児童扶養手当受給状況（平成28～令和2年度末） 18-5  RECIPIENTS OF CHILD CARE ALLOWANCES ( End of Fiscal Years 2016-2020 ),,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG    ,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,,,,
