品目,Item,区分,Classification,項番 Item number,区分,Classification,銘柄,Specification,単位,Unit,マーク Mark,令和2年平均 2020 Av.,1月 Jan.,2月 Feb.,3月 Mar.,4月 Apr.,5月 May,6月 June,7月 July,8月 Aug.,9月 Sept.,10月 Oct.,11月 Nov.,12月 Dec.
食料,Food,菓子類,Cakes & candies,2,チョコレート,Chocolate,板チョコレート，50～55g，「明治ミルクチョコレート」，「ロッテガーナミルクチョコレート」又は「森永ミルクチョコレート」,"Chocolate bar， 50 - 55g， ""Meiji milk chocolate""， ""LOTTE Ghana milk chocolate"" or ""Morinaga milk chocolate""",100g,100g,,208,203,199,204,207,208,206,212,212,210,211,211,208
食料,Food,飲料,Beverages,1,緑茶,Green tea,煎茶（抹茶入りを含む），袋入り（100～300g入り）,"""Sencha"" (including ""Maccha"" contained)， in bag (100 - 300g)",100g,100g,,567,565,569,568,567,564,569,569,568,569,568,569,557
食料,Food,酒類,Alcoholic beverages,1,ビール,Beer,淡色， 缶入り (350mL入り)， 6缶入り,Lager， canned (350mL)， 6 cans,1パック,1 pack,,1168,1186,1190,1187,1182,1184,1184,1179,1170,1179,1129,1127,1118
食料,Food,外食,Meals outside the home,1,中華そば（外食）,Chinese noodles (eating out),ラーメン，しょう油味（豚骨しょう油味を含む），持ち帰りは除く,"""Ramen""， soy sauce-based (including pork and soy sauce-based)， excluding takeout",1杯,1 bowl,,563,567,567,567,536,559,567,565,567,567,567,562,562
食料,Food,外食,Meals outside the home,2,すし（外食）,"""Sushi"" (eating out) ",にぎりずし，並，持ち帰りは除く,"""Nigiri-zushi""， hand-rolled ""Sushi""， ordinary quality， excluding takeout",1人前,1 serving,,1353,1338,1338,1338,1457,1397,1338,1338,1338,1338,1339,1339,1339
食料,Food,外食,Meals outside the home,3,カレーライス（外食）,Curry and rice (eating out),持ち帰りは除く,Excluding takeout,1皿,1 dish,,714,714,714,714,700,720,714,714,708,715,715,722,722
食料,Food,外食,Meals outside the home,4,ピザ（配達）,Delivered pizza,宅配ピザ，ミックスピザ（野菜類3種類，肉・魚介類合わせて1～3種類），〔サイズ〕M（約25cm）,Delivered pizza， mixed pizza (3 kinds of vegetable toppings and 1-3 kinds of meat or seafood toppings)， [size] M (about 25cm),1枚,1 sheet,※ 1月 Jan.,2089,2102,2102,2102,1994,1994,2102,2102,2102,2102,2124,2124,2124
住居,Housing,家賃,Rent,1,民営家賃,House rent， private,民営借家の家賃 (3.3m2当たりの料金を算出したものである),House rent managed by private sector  (Charges calculated by converting the surveyed price and area to the charge for 3.3m2),1か月,1 month,,8793,8796,8796,8822,8816,8779,8770,8767,8770,8771,8776,8822,8828
住居,Housing,設備修繕・維持,Repairs & maintenance,1,大工手間代,Carpentering,家屋修理手間代，常用1人分,For house repair，charge per regular carpenter,1日,1 day,,20781,20962,20962,20962,21217,21217,20592,20592,20575,20575,20575,20575,20575
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,1,電気代,Electricity,従量電灯，アンペア制（契約電流50アンペア）又は最低料金制，441kWh (1か月441kWh使用したときの料金を算出したものである),Meter rate system， ampere system (50 ampere) or minimum charges system， 441kWh (Charges calculated by converting the original price to the charge for 441kWh per month),1か月,1 month,,12850,13228,13175,13198,13215,13251,13220,13075,12894,12594,12307,12105,11941
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,2,都市ガス代,Gas， manufactured and piped,一般家庭用， 1465.12MJ (1か月1465.12MJ使用したときの料金を算出したものである),For domestic use， 1465.12MJ(Charges calculated by converting the surveyed price and calorie to the charge for 1465.12MJ per month),1か月,1 month,,5008,5119,5096,5107,5113,5113,5110,5102,5090,5022,4902,4734,4589
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,3,プロパンガス,Liquefied propane,一般家庭用，二部料金制，基本料金と従量料金の合計額（10m3使用時）,For domestic use， two-part fee system， basic charges and meter rate charges (10m3),1か月,1 month,※ 1月 Jan.,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803
光熱・水道,Fuel， light & water charges,他の光熱,Other fuel and light,1,灯油,Kerosene ,白灯油， 詰め替え売り， 店頭売り,White kerosene， refill， sold in stores,18L,18L,,1730,1857,1850,1823,1718,1687,1683,1684,1691,1713,1710,1667,1671
光熱・水道,Fuel， light & water charges,水道料,Water charges,1,水道料,Water charges,計量制， 専用給水装置（専用栓）， 一般用， 20m3 (1か月20m3使用したときの料金を算出したものである),Meter charges，private hydrant，for domestic use， 20m3 (Charges calculated by converting the surveyed price to the charge for 20m3 per month),1か月,1 month,,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,1,ラップ,Food wrap,ポリ塩化ビニリデン製，幅22cm×長さ50m，「サランラップ」又は「NEWクレラップ」,"Made of polyvinylidene chloride， 22cm width， 50m length， ""Saran Wrap"" or ""New Kurewrap""",1本,1 roll,,305,307,307,305,303,307,305,304,305,306,306,305,303
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,2,トイレットペーパー,Rolled toilet paper,パルプ100％，白，〔長さ〕50～60m又は2枚重ね25～30m，12ロール入り,100% pulp， white， [length] 50 - 60m， doubled sheets 25 - 30m， 12 rolls,1000m,1000m,※ 10月 Oct.,646,453,452,451,452,451,448,451,455,452,647,647,643
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,3,洗濯用洗剤,Detergent， laundry,合成洗剤，綿・麻・合成繊維用，液体，詰め替え用，袋入り（690～790g入り），「アタック 抗菌EXスーパークリアジェル」，「トップ クリアリキッド」又は「アリエール バイオサイエンス ジェル」,"Synthetic detergent， for cotton， hemp and synthetic fiber， liquid， refill， in bag (690 - 790g)，  ""Attack antibacterial EX super clear gel""， ""Top Clear liquid"" or ""ARIEL bio science gel""",1kg,1kg,※ 9月 Sept. ※ 10月 Oct.,322,312,313,309,308,306,300,306,307,317,313,327,325
被服及び履物,Clothes & footwear,洋服,Clothing,1,背広服,Men's suits ,春夏物，シングル上下，並型，半裏又は背抜き，〔表地〕「毛100％」又は「毛50％以上・ポリエステル混用」，〔サイズ〕A体型（A4～A6），百貨店を除く，普通品,"For spring and summer， single breasted 2 pieces， ordinary style， half lining or unlined back， [material] ""100 % wool"" or ""mixed 50% or more wool and polyester""， [size] A type (A4 - A6)， excluding those sold in department store， ordinary quality",1着,1 suit,,28221,...,...,32471,26345,27971,27710,27097,27730,...,...,...,...
被服及び履物,Clothes & footwear,洋服,Clothing,2,背広服,Men's suits ,秋冬物，シングル上下，並型，総裏，〔表地〕「毛100％」又は「毛50％以上・ポリエステル混用」，〔サイズ〕A体型（A4～A6），百貨店を除く，普通品,"For autumn and winter， single breasted 2 pieces， ordinary style， full lining， [material] ""100% wool"" or ""mixed 50% or more wool and p-olyester""， [size] A type (A4 - A6)， excluding those sold in department store， ordinary quality",1着,1 suit,,33038,30972,31401,...,...,...,...,...,...,33896,34226,34210,33524
被服及び履物,Clothes & footwear,洋服,Clothing,3,ワイシャツ,Men's business shirts,長袖，シングルカフス，〔素材〕ポリエステル・綿混用，白（白織柄を含む），〔サイズ〕えり回り39～41cm・ゆき80～84cm　又はM～L，普通品,Long sleeves， single cuffs， [material] mixed polyester and cotton， white (including white weave pattern)， [size] collar 39 - 41cm; sleeve length 80 - 84cm or M - L， ordinary quality,1枚,1 sheet,,2818,2942,2881,2899,2282,2844,2856,2856,2826,2826,2908,2856,2846
被服及び履物,Clothes & footwear,洋服,Clothing,4,婦人用セーター,Women's sweaters ,カーディガン，「長袖」又は「7分袖」，〔素材〕毛・化学繊維混用，〔サイズ〕M，普通品,"Cardigan， ""long sleeves"" or ""three-quarter sleeves""， [material] ""mixed wool and synthetic fiber""， [size] M， ordinary quality",1枚,1 sheet,,4063,4006,3277,2874,...,...,...,...,...,4705,4645,4591,4341
被服及び履物,Clothes & footwear,履物類,Footwear,1,男子靴,Men's shoes ,短靴，黒，〔甲〕牛革，〔底〕「合成ゴム」又は「ウレタン」，〔底の製法〕張り付け，〔サイズ〕25～26cm，中級品,"Low shoes， black， [instep] oxhide， [sole] ""synthetic rubber"" or ""urethane""， sticked soles， [size] 25 - 26cm， medium quality",1足,1 pair,,11043,11138,11138,11322,9242,10905,11288,11051,11342,11422,11422,11513,10738
被服及び履物,Clothes & footwear,履物類,Footwear,2,婦人靴,Women's shoes,パンプス，〔甲〕牛革，〔底〕合成ゴム，〔底の製法〕張り付け，〔サイズ〕23～24cm，中級品,Pumps， [instep] oxhide， [sole] synthetic rubber， sticked soles， [size] 23 - 24cm， medium quality,1足,1 pair,,8679,9453,9288,9416,6425,7662,9233,8811,8982,8982,8839,8656,8402
被服及び履物,Clothes & footwear,被服関連 サービス,Services related to clothing,1,クリーニング代,Laundry charges ,ワイシャツ，水洗い，機械仕上げ，立体仕上げ，持ち込み，料金前払い，配達なし,Business shirt， water washing， machine finishing， solid finishing， bringing in， payment in advance， not delivery,1枚,1 sheet,,245,244,245,245,232,240,250,250,250,250,250,241,244
保健医療,Medical care,医薬品・健康保持用摂取品,Medicines & health fortification,1,ビタミン剤,Vitamin preparations,第3類医薬品ビタミン含有保健剤，錠剤，プラスチックボトル入り（90錠入り），「キューピーコーワゴールドα-プラス」,"Third-class OTC drugs， multiple vitamins， tablets， plastic-bottled (90 tablets)， ""Q&P Kowa Gold α-plus""",1箱,1 package,,2410,2404,2404,2404,2414,2418,2416,2416,2416,2401,2416,2406,2406
保健医療,Medical care,医薬品・健康保持用摂取品,Medicines & health fortification,2,漢方薬,Chinese medicines,第2類医薬品，防風通聖散，錠剤，瓶入り（315錠入り），「ナイシトールZa」,"Second-class OTC drugs， ""Bofutsu-Shosan"" (Chinese herbal medicine) extracts， tablets， bottled (315 tablets)， ""Naicitol Za""",1箱,1 package,※ 4月 Apr.,6441,6396,6473,6447,6425,6454,6390,6432,6422,6478,6477,6445,6445
保健医療,Medical care,保健医療用品・器具,Medical supplies & appliances,1,眼鏡,Spectacles,〔レンズ〕プラスチックレンズ，非球面レンズ，近視用，屈折率1.60，UVカット，無色，「HOYAニュールックス」，「セイコースーパールーシャスUV」又は「ニコンライト3-AS」，〔フレーム〕男性用，樹脂フレーム，中級品，加工料を含む,"[lens] plastic lenses， non-spherical lenses， for myopia， refractive index 1.60， UV protection， untinted， ""HOYA NULUX""， ""SEIKO Super Luscious UV"" or ""Nikon Lite 3-AS""， [frame] for men， plastic frames， medium quality， including conversion costs",1式,1 set,,29827,30324,30324,30324,28381,28381,30324,30324,30324,30324,30324,29287,29287
保健医療,Medical care,保健医療サービス,Medical services,1,診療代（国民健康保険） 3),Medical treatment (National health insurance) 3),診療代（被保険者の一部負担金の割合を表章している）,Medical treatment (The figure is described as the rate of insured person's patient charge),1回／パーセント,once／In％,,30,30,30,30,30,30,30,30,30,30,30,30,30
交通・通信,Transportation & communication,交通,Public transportation,1,タクシー代,Taxi fares ,4km，昼,4km， diurnal,1回,once,,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460
交通・通信,Transportation & communication,自動車等関係費,Private transportation,1,ガソリン,Gasoline,レギュラーガソリン，セルフサービス式を除く,Regular， excluding self-service,1L,1L,,136,151,148,144,133,126,131,131,134,135,133,131,134
交通・通信,Transportation & communication,自動車等関係費,Private transportation,2,車庫借料,Garage rental charges,月極駐車料金， 屋根なし駐車場， アスファルト舗装， 小型自動車,Monthly contract， no roof garage， asphalted， small motor vehicle,1か月,1 month,,27058,27219,27219,27219,26577,26577,26577,27219,27219,27219,27219,27219,27219
交通・通信,Transportation & communication,通信,Communication,1,通信料,Telephone charges ,固定電話，加入電話，住宅用，回線使用料，ユニバーサルサービス料を含む,Fixed-line phone， subscribed phone， for domestic use， access charges， including the universal service charges,1か月,1 month,,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872
交通・通信,Transportation & communication,通信,Communication,2,携帯電話機,Mobile phones ,NTTドコモ，スマートフォン，〔CPU〕A14 Bionicチップ，〔記憶容量〕64GB，〔ディスプレイ〕Super Retina XDR（サイズ：6.1インチ），機種変更，一括払い，「ドコモ iPhone 12」,"""NTT Docomo""， smartphone， [CPU] A14 Bionic chip， [Capacity] 64GB， [Display] Super Retina XDR (size: 6.1 inches)， model change， lump-sum payment， ""Docomo iPhone 12""",1台,1 set,※ 11月 Nov.,101376,87120,87120,87120,83453,76120,78320,87120,87120,87120,87120,101376,101376
交通・通信,Transportation & communication,通信,Communication,3,携帯電話機,Mobile phones ,KDDI（au）又は沖縄セルラー，スマートフォン，〔CPU〕A14 Bionicチップ，〔記憶容量〕64GB，〔ディスプレイ〕Super Retina XDR（サイズ：6.1インチ），機種変更，一括払い，「au iPhone 12」,"""KDDI (au)"" or ""OKINAWA‐CELLULAR""， smartphone， [CPU] A14 Bionic chip， [Capacity] 64GB， [Display] Super Retina XDR (size: 6.1 inches)， model change， lump-sum payment， ""au iPhone 12""",1台,1 set,※ 11月 Nov.,103430,90720,90720,90720,90720,90720,90720,90720,90720,90720,90720,103430,103430
交通・通信,Transportation & communication,通信,Communication,4,携帯電話機,Mobile phones ,ソフトバンク，スマートフォン，〔CPU〕A14 Bionicチップ，〔記憶容量〕64GB，〔ディスプレイ〕Super Retina XDR（サイズ：6.1インチ），機種変更，一括払い，「ソフトバンク iPhone 12」,"""Softbank""， smartphone， [CPU] A14 Bionic chip， [Capacity] 64GB， [Display] Super Retina XDR (size: 6.1 inches)， model change， lump-sum payment， ""Softbank iPhone 12""",1台,1 set,※ 11月 Nov.,110880,89280,89280,89280,89280,89280,89280,89280,89280,89280,89280,110880,110880
教育,Education,授業料等,School fees,1,大学(私立) 1),College and university (Private) 1),昼間部，法文経系,Daytime， Law， literature and economic course,1か年,1 year,,824595,-,-,-,824595,-,-,-,-,-,-,-,-
教育,Education,授業料等,School fees,2,高等学校(私立),High school (Private),全日制，普通科,Daytime， General course,1か年,1 year,,452295,-,-,-,452295,-,-,-,-,-,-,-,-
教養娯楽,Culture & recreation,教養娯楽用耐久財,Recreational durable goods,1,テレビ,TV sets,液晶テレビ，32V型，地上デジタルチューナー2基内蔵，ハイビジョン対応パネル，LEDバックライト搭載，特殊機能付きは除く,LCD， 32V type， 2 built-in digital terrestrial television tuners， acceptable the high-definition television panel， LED back light loading， without special function,1台,1 set,,46504,48109,48447,47817,45687,46040,46212,46373,46852,45447,46303,45118,45645
教養娯楽,Culture & recreation,教養娯楽サービス,Recreational services,1,映画観覧料 3),Admission to movies 3),一般,For adults,1回,once,,1834,1833,1833,1833,1833,1850,1833,1833,1833,1833,1833,1833,1833
諸雑費,Miscellaneous,理美容サービス,Personal care services,1,理髪料,Men's haircut charges,総合調髪（カット，シェービング，シャンプー，セット），男性（高校生以下を除く）,General trim (cut， shaving， shampoo and set)， for men (excluding ones under high school students age),1回,once,,3982,3974,3974,3974,3959,3974,3974,3986,3986,3996,3996,3996,3996
諸雑費,Miscellaneous,理美容サービス,Personal care services,2,パーマネント代,Permanent wave charges,パーマネント(ｼｬﾝﾌﾟｰ， ｶｯﾄ， ﾌﾞﾛｰ又はｾｯﾄ込み)， ショート女性（高校生以下を除く）                                                                              ,Permanent wave (including shampoo， haircut and blow or set)， short， for women (excluding ones under high school students age),1回,once,,9268,9236,9236,9236,9126,9172,9236,9293,9293,9284,9284,9363,9463
,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 ) 13 　物価・地価 13   PRICES,,,,,,,,,,,,,,,,,,,,,,,,
13-3  東京都区部の主要品目小売価格 （令和2年） 13-3  RETAIL PRICES OF PRINCIPAL ITEMS IN KU-AREA OF TOKYO ( 2020 ),,,,,,,,,,,,,,,,,,,,,,,,
この表は小売物価統計調査の結果であり，調査日は毎月12日を含む週の水曜日，木曜日及び金曜日のいずれか1日を調査日とする。 ただし，生鮮食品は，上旬，中旬，下旬の3旬別に調査を行い（旬別調査），それぞれ，5日，12日及び22日を含む週の水曜日，木曜日又は金曜日のいずれか1日を調査日とする。短期間の特売価格や棚ざらい，在庫一掃セール等の特売価格は，原則として調査しない。また，生鮮食品は，調査日とその前2日間(計3日間）の中値を調査する。,,,,,,,,,,,,,,,,,,,,,,,,
This table shows the results of the Retail Price Survey， conducted on either Wednesday， Thursday， or Friday of the week that includes the 12th of the month. However， for fresh foods， the survey is conducted three times on either Wednesday， Thursday， or Friday of the weeks including the 5th， 12th， and 22nd. In principle， prices from short-term bargain， discount， or clearance sales are not surveyed. For fresh foods， the median prices of three consecutive days (the survey date and two days prior to it) are surveyed.,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 東京都全体の数値。,,,,,,,,,,,,,,,,,,,,,,,,
2) ※印月から基本銘柄改正。,,,,,,,,,,,,,,,,,,,,,,,,
3) 全国の数値。,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) The average of all universities that meet the criteria in Tokyo.,,,,,,,,,,,,,,,,,,,,,,,,
2) ※indicates the month when the basic criteria were revised.,,,,,,,,,,,,,,,,,,,,,,,,
3) Nationwide average.,,,,,,,,,,,,,,,,,,,,,,,,
資料：総務省 「小売物価統計調査年報」 Source: Ministry of Internal Affairs and Communications,,,,,,,,,,,,,,,,,,,,,,,,
（単位　　円） (In yen),,,,,,,,,,,,,,,,,,,,,,,,
