地域階層,地域コード,項番 Item number,地域,District,出生 Livebirths／計 Total,出生 Livebirths／男 Male,出生 Livebirths／女 Female,死亡 Deaths／計 Total,死亡 Deaths／男 Male,死亡 Deaths／女 Female,自然増減 Natural change／計 Total,自然増減 Natural change／男 Male,自然増減 Natural change／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／女 Female,死産 Foetal deaths／計 Total,死産 Foetal deaths／自然 Spontaneous,死産 Foetal deaths／人工 Artificial,合計特殊出生率 Total fertility rate,婚姻 Marriages,離婚 Divorces
2,13206,6,府中市,Fuchu-shi,1784,945,839,2171,1181,990,-387,-236,-151,2,2,-,-,-,-,37,16,21,1.22,1054,373
2,13207,7,昭島市,Akishima-shi,780,412,368,1176,629,547,-396,-217,-179,2,-,2,1,-,1,13,7,6,1.31,474,200
2,13208,8,調布市,Chofu-shi,1750,889,861,1895,994,901,-145,-105,-40,2,1,1,1,-,1,31,21,10,1.14,1139,298
2,13209,9,町田市,Machida-shi,2407,1231,1176,4078,2203,1875,-1671,-972,-699,5,3,2,3,1,2,48,23,25,1.18,1339,603
2,13210,10,小金井市,Koganei-shi,944,453,491,961,487,474,-17,-34,17,2,2,-,-,-,-,16,9,7,1.15,594,181
2,13211,11,小平市,Kodaira-shi,1379,720,659,1722,894,828,-343,-174,-169,2,1,1,1,1,-,23,7,16,1.25,741,234
2,13212,12,日野市,Hino-shi,1352,690,662,1596,841,755,-244,-151,-93,2,1,1,2,1,1,22,5,17,1.33,765,215
2,13213,13,東村山市,Higashimurayama-shi,942,481,461,1643,858,785,-701,-377,-324,1,-,1,1,-,1,20,11,9,1.22,487,217
2,13214,14,国分寺市,Kokubunji-shi,933,507,426,984,481,503,-51,26,-77,1,1,-,-,-,-,13,9,4,1.18,548,155
2,13215,15,国立市,Kunitachi-shi,474,247,227,665,320,345,-191,-73,-118,1,-,1,1,-,1,10,5,5,1.11,292,89
2,13218,16,福生市,Fussa-shi,335,181,154,613,309,304,-278,-128,-150,-,-,-,-,-,-,8,3,5,1.21,282,108
2,13219,17,狛江市,Komae-shi,619,335,284,763,406,357,-144,-71,-73,1,-,1,-,-,-,14,4,10,1.15,342,99
2,13220,18,東大和市,Higashiyamato-shi,558,301,257,812,449,363,-254,-148,-106,-,-,-,-,-,-,15,6,9,1.31,325,132
2,13221,19,清瀬市,Kiyose-shi,443,238,205,877,466,411,-434,-228,-206,-,-,-,-,-,-,13,6,7,1.18,243,96
2,13222,20,東久留米市,Higashikurume-shi,698,353,345,1291,711,580,-593,-358,-235,4,1,3,2,1,1,17,11,6,1.23,365,141
2,13223,21,武蔵村山市,Musashimurayama-shi,461,250,211,675,358,317,-214,-108,-106,-,-,-,-,-,-,10,4,6,1.37,205,118
2,13224,22,多摩市,Tama-shi,774,389,385,1309,701,608,-535,-312,-223,-,-,-,-,-,-,18,9,9,1.06,420,203
2,13225,23,稲城市,Inagi-shi,689,368,321,645,357,288,44,11,33,2,-,2,2,-,2,12,6,6,1.37,363,113
2,13227,24,羽村市,Hamura-shi,303,165,138,528,301,227,-225,-136,-89,-,-,-,-,-,-,3,2,1,1.23,176,90
2,13228,25,あきる野市,Akiruno-shi,419,244,175,958,503,455,-539,-259,-280,1,1,-,-,-,-,6,5,1,1.18,239,126
2,13229,26,西東京市,Nishitokyo-shi,1389,713,676,1845,963,882,-456,-250,-206,-,-,-,-,-,-,30,14,16,1.19,742,242
1,13300,,郡部,All gun,247,128,119,995,478,517,-748,-350,-398,-,-,-,-,-,-,16,4,12,1.1,137,88
2,13303,1,瑞穂町,Mizuho-machi,144,77,67,389,216,173,-245,-139,-106,-,-,-,-,-,-,10,2,8,1.02,91,60
2,13305,2,日の出町,Hinode-machi,82,41,41,342,148,194,-260,-107,-153,-,-,-,-,-,-,4,1,3,1.27,33,22
2,13307,3,檜原村,Hinohara-mura,7,3,4,90,35,55,-83,-32,-51,-,-,-,-,-,-,2,1,1,1.86,3,2
2,13308,4,奥多摩町,Okutama-machi,14,7,7,174,79,95,-160,-72,-88,-,-,-,-,-,-,-,-,-,0.97,10,4
1,13350,,島部,All islands,161,90,71,400,193,207,-239,-103,-136,-,-,-,-,-,-,1,1,-,1.66,95,58
2,13361,1,大島町,Oshima-machi,38,17,21,123,61,62,-85,-44,-41,-,-,-,-,-,-,-,-,-,1.58,24,21
2,13362,2,利島村,Toshima-mura,-,-,-,5,2,3,-5,-2,-3,-,-,-,-,-,-,-,-,-,-,2,-
2,13363,3,新島村,Niijima-mura,16,9,7,44,26,18,-28,-17,-11,-,-,-,-,-,-,1,1,-,1.46,6,3
2,13364,4,神津島村,Kozushima-mura,14,8,6,25,14,11,-11,-6,-5,-,-,-,-,-,-,-,-,-,1.83,7,5
2,13381,5,三宅村,Miyake-mura,18,14,4,48,19,29,-30,-5,-25,-,-,-,-,-,-,-,-,-,2.07,9,3
2,13382,6,御蔵島村,Mikurajima-mura,2,2,-,5,2,3,-3,-,-3,-,-,-,-,-,-,-,-,-,0.63,3,-
2,13401,7,八丈町,Hachijo-machi,41,20,21,132,61,71,-91,-41,-50,-,-,-,-,-,-,-,-,-,1.78,25,21
2,13402,8,青ヶ島村,Aogashima-mura,1,1,-,2,1,1,-1,-,-1,-,-,-,-,-,-,-,-,-,0.36,1,-
2,13421,9,小笠原村,Ogasawara-mura,31,19,12,16,7,9,15,12,3,-,-,-,-,-,-,-,-,-,1.97,18,5
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 )　2  人口・世帯 2  POPULATION AND HOUSEHOLDS,,,,,,,,,,,,,,,,,,,,,,,,,
2-7  人口動態  (3) 地域，男女別（令和2年）  2-7  VITAL STATISTICS  (3) BY DISTRICT AND GENDER ( 2020 ),,,,,,,,,,,,,,,,,,,,,,,,,
「人口動態調査」 による。 数字は日本における日本人に関するもので， その年に発生し， 翌年1月末 （明治34年～大正11年及び昭和19年～46年はその年に発生し翌年3月末） までに届け出のあったものを， 昭和24年以前は発生地， 昭和25年以降は住所地により表章した。,,,,,,,,,,,,,,,,,,,,,,,,,
Data are based on the Vital Statistics Survey. Figures are only for Japanese nationals in Japan. Occurrences during the year stated that had been reported by the end of the following January (by the end of March for 1901-1922 and 1944-1971) are tabulated up to 1949 by place of occurrence， and from 1950 by place of residence. ,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,
