項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,400万円未満／実数（円）,400万円未満／構成比（％）,400万円以上600万円未満／実数（円）,400万円以上600万円未満／構成比（％）,600万円以上800万円未満／実数（円）,600万円以上800万円未満／構成比（％）,800万円以上1000万円未満／実数（円）,800万円以上1000万円未満／構成比（％）,1000万円以上／実数（円）,1000万円以上／構成比（％）
2,6,1,6,1,生鮮果物,3102,0.9,0.4,3277,1.5,3174,1.1,2832,0.9,2687,0.7,3312,0.7
2,6,1,6,2,果物加工品,367,0.1,5.8,346,0.2,362,0.1,333,0.1,349,0.1,446,0.1
2,5,1,7,0,油脂・調味料,3637,1.1,0,3167,1.5,3669,1.2,3684,1.1,3822,1,4091,0.8
2,6,1,7,1,油脂,379,0.1,1.3,352,0.2,381,0.1,392,0.1,375,0.1,406,0.1
2,6,1,7,2,調味料,3258,1,-0.2,2815,1.3,3287,1.1,3292,1,3447,0.9,3686,0.8
2,5,1,8,0,菓子類,6500,2,6.2,5093,2.4,6175,2.1,6815,2.1,7264,2,8025,1.6
2,5,1,9,0,調理食品,12166,3.7,4.4,11122,5.2,11499,3.9,12394,3.8,12687,3.5,13748,2.8
2,6,1,9,1,主食的調理食品,5144,1.6,4.8,4749,2.2,4838,1.6,5266,1.6,5409,1.5,5723,1.2
2,6,1,9,2,他の調理食品,7021,2.1,4.1,6373,3,6660,2.2,7127,2.2,7278,2,8025,1.6
2,5,1,10,0,飲料,4973,1.5,1.6,4027,1.9,4601,1.5,5299,1.6,5693,1.6,5918,1.2
2,6,1,10,1,茶類,1240,0.4,-1.2,1139,0.5,1124,0.4,1242,0.4,1400,0.4,1395,0.3
2,6,1,10,2,コーヒー・ココア,947,0.3,-2,730,0.3,882,0.3,959,0.3,1133,0.3,1193,0.2
2,6,1,10,3,他の飲料,2786,0.9,4.2,2158,1,2595,0.9,3098,1,3160,0.9,3330,0.7
2,5,1,11,0,酒類,3575,1.1,11,2775,1.3,3457,1.2,3672,1.1,3981,1.1,4475,0.9
2,5,1,12,0,外食,18658,5.7,5.3,8725,4,13810,4.6,20876,6.4,22947,6.3,32842,6.7
2,6,1,12,1,一般外食,17845,5.5,5.8,8595,4,13192,4.4,19783,6.1,21325,5.8,31643,6.5
2,6,1,12,2,学校給食,812,0.2,-3.7,130,0.1,619,0.2,1092,0.3,1623,0.4,1199,0.2
2,4,2,0,0,住居,23613,7.2,-1.4,16001,7.4,30601,10.3,23614,7.3,22702,6.2,27157,5.6
2,5,2,1,0,家賃地代,13606,4.2,-8,8695,4,14686,4.9,16949,5.2,16528,4.5,14262,2.9
2,5,2,2,0,設備修繕・維持,10008,3.1,9.2,7306,3.4,15914,5.3,6665,2.1,6174,1.7,12895,2.6
2,6,2,2,1,設備材料,3181,1,19.9,1828,0.8,6007,2,3304,1,2012,0.5,2669,0.5
2,6,2,2,2,工事その他のサービス,6827,2.1,4.9,5478,2.5,9907,3.3,3361,1,4163,1.1,10225,2.1
2,4,3,0,0,光熱・水道,21274,6.5,-0.5,18637,8.6,21240,7.1,21854,6.7,22424,6.1,23746,4.9
2,5,3,1,0,電気代,10138,3.1,0.2,8775,4.1,10261,3.4,10368,3.2,10714,2.9,11308,2.3
2,5,3,2,0,ガス代,5887,1.8,2.1,5229,2.4,5795,1.9,6004,1.8,6017,1.6,6756,1.4
2,5,3,3,0,他の光熱,335,0.1,8.8,571,0.3,395,0.1,216,0.1,187,0.1,148,0
2,5,3,4,0,上下水道料,4914,1.5,-5.3,4062,1.9,4789,1.6,5266,1.6,5506,1.5,5535,1.1
2,4,4,0,0,家具・家事用品,12296,3.8,14.7,9231,4.3,11564,3.9,11875,3.7,12969,3.5,17304,3.5
2,5,4,1,0,家庭用耐久財,4141,1.3,20.7,3680,1.7,3946,1.3,3598,1.1,3736,1,5796,1.2
2,6,4,1,1,家事用耐久財,2205,0.7,30.9,1834,0.8,2456,0.8,1395,0.4,2144,0.6,3296,0.7
2,6,4,1,2,冷暖房用器具,1285,0.4,2.4,1601,0.7,1046,0.4,1719,0.5,881,0.2,918,0.2
2,6,4,1,3,一般家具,651,0.2,32.6,244,0.1,444,0.1,484,0.1,712,0.2,1582,0.3
2,5,4,2,0,室内装備・装飾品,798,0.2,38.5,337,0.2,861,0.3,758,0.2,837,0.2,1380,0.3
2,5,4,3,0,寝具類,980,0.3,25,570,0.3,1035,0.3,1073,0.3,921,0.3,1413,0.3
2,5,4,4,0,家事雑貨,2499,0.8,8.5,1589,0.7,2224,0.7,2355,0.7,3508,1,3551,0.7
2,5,4,5,0,家事用消耗品,3010,0.9,7.3,2398,1.1,2917,1,3249,1,3329,0.9,3532,0.7
2,5,4,6,0,家事サービス,869,0.3,5.6,657,0.3,581,0.2,842,0.3,639,0.2,1634,0.3
2,4,5,0,0,被服及び履物,14047,4.3,2.9,5969,2.8,11027,3.7,14799,4.6,19027,5.2,24599,5
2,5,5,1,0,和服,198,0.1,65,7,0,122,0,612,0.2,93,0,188,0
2,5,5,2,0,洋服,5992,1.8,1.2,1997,0.9,4507,1.5,6057,1.9,8334,2.3,11572,2.4
2,6,5,2,1,男子用洋服,1788,0.5,-9.7,626,0.3,1066,0.4,1692,0.5,3268,0.9,3338,0.7
2,6,5,2,2,婦人用洋服,3655,1.1,7.2,1271,0.6,3038,1,3568,1.1,4175,1.1,7363,1.5
2,6,5,2,3,子供用洋服,549,0.2,2.8,101,0,403,0.1,797,0.2,892,0.2,871,0.2
2,5,5,3,0,シャツ・セーター類,2707,0.8,6.4,1462,0.7,2198,0.7,2996,0.9,3629,1,4134,0.8
2,6,5,3,1,男子用シャツ・セーター類,864,0.3,7.7,488,0.2,647,0.2,782,0.2,1418,0.4,1355,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1686,0.5,6,915,0.4,1430,0.5,1991,0.6,1986,0.5,2551,0.5
2,6,5,3,3,子供用シャツ・セーター類,157,0,3.3,59,0,121,0,222,0.1,225,0.1,228,0
2,5,5,4,0,下着類,1065,0.3,-4.1,652,0.3,992,0.3,1123,0.3,1351,0.4,1486,0.3
2,6,5,4,1,男子用下着類,333,0.1,2.1,277,0.1,332,0.1,330,0.1,390,0.1,372,0.1
2,6,5,4,2,婦人用下着類,626,0.2,-5.9,354,0.2,585,0.2,622,0.2,778,0.2,967,0.2
2,6,5,4,3,子供用下着類,107,0,-10.8,22,0,76,0,171,0.1,184,0.1,147,0
2,5,5,5,0,生地・糸類,174,0.1,38.1,115,0.1,170,0.1,185,0.1,218,0.1,224,0
2,5,5,6,0,他の被服,1032,0.3,6.3,567,0.3,848,0.3,1105,0.3,1301,0.4,1633,0.3
2,5,5,7,0,履物類,1835,0.6,-0.6,740,0.3,1473,0.5,1793,0.6,2606,0.7,3284,0.7
2,5,5,8,0,被服関連サービス,1044,0.3,3.2,429,0.2,717,0.2,929,0.3,1494,0.4,2079,0.4
2,4,6,0,0,保健医療,16717,5.1,3.9,14393,6.7,15162,5.1,17251,5.3,17784,4.8,20455,4.2
2,5,6,1,0,医薬品,2939,0.9,12.1,2851,1.3,2965,1,3105,1,2461,0.7,3173,0.6
2,5,6,2,0,健康保持用摂取品,1315,0.4,1.2,968,0.4,1737,0.6,1319,0.4,1233,0.3,1422,0.3
2,5,6,3,0,保健医療用品・器具,2745,0.8,10.2,2144,1,2223,0.7,3334,1,3179,0.9,3290,0.7
2,5,6,4,0,保健医療サービス,9718,3,0.4,8430,3.9,8237,2.8,9494,2.9,10912,3,12571,2.6
2,4,7,0,0,交通・通信,36545,11.2,2.5,21737,10.1,29754,10,35621,11,42188,11.5,62211,12.7
2,5,7,1,0,交通,9911,3,7.7,3600,1.7,7824,2.6,9219,2.8,13803,3.8,19165,3.9
2,5,7,2,0,自動車等関係費,14168,4.3,4,10078,4.7,10198,3.4,13332,4.1,13412,3.7,25819,5.3
2,6,7,2,1,自動車等購入,3487,1.1,8.4,3350,1.6,931,0.3,3025,0.9,-,-,9480,1.9
2,6,7,2,2,自転車購入,380,0.1,-21.5,281,0.1,348,0.1,370,0.1,343,0.1,576,0.1
2,6,7,2,3,自動車等維持,10302,3.2,3.9,6446,3,8918,3,9937,3.1,13069,3.6,15763,3.2
2,5,7,3,0,通信,12465,3.8,-2.9,8060,3.7,11732,3.9,13070,4,14973,4.1,17227,3.5
2,4,8,0,0,教育,19284,5.9,-5.5,1618,0.7,12343,4.1,17822,5.5,30457,8.3,46519,9.5
2,5,8,1,0,授業料等,14120,4.3,-8.7,1401,0.6,10032,3.4,12163,3.7,20144,5.5,35097,7.2
2,5,8,2,0,教科書・学習参考教材,215,0.1,15.6,27,0,130,0,139,0,381,0.1,537,0.1
2,5,8,3,0,補習教育,4949,1.5,3.9,190,0.1,2181,0.7,5520,1.7,9932,2.7,10885,2.2
2,4,9,0,0,教養娯楽,37513,11.5,4,20534,9.5,31813,10.7,39190,12.1,41974,11.4,62666,12.8
2,5,9,1,0,教養娯楽用耐久財,2568,0.8,16,1141,0.5,1665,0.6,2609,0.8,3026,0.8,5266,1.1
2,5,9,2,0,教養娯楽用品,7539,2.3,8.4,4563,2.1,6481,2.2,8681,2.7,9008,2.5,10899,2.2
2,5,9,3,0,書籍・他の印刷物,3930,1.2,3.1,3724,1.7,3741,1.3,3385,1,4009,1.1,4894,1
2,5,9,4,0,教養娯楽サービス,23477,7.2,1.7,11106,5.1,19926,6.7,24516,7.6,25932,7.1,41607,8.5
2,6,9,4,1,宿泊料,3170,1,27.2,1101,0.5,2207,0.7,2558,0.8,3385,0.9,7515,1.5
2,6,9,4,2,パック旅行費,4987,1.5,-6.8,2114,1,4757,1.6,6094,1.9,3564,1,8828,1.8
2,6,9,4,3,月謝類,4069,1.2,-9.9,1080,0.5,2583,0.9,4848,1.5,6251,1.7,7663,1.6
2,6,9,4,4,他の教養娯楽サービス,11252,3.4,4.9,6812,3.2,10380,3.5,11016,3.4,12733,3.5,17602,3.6
2,4,10,0,0,その他の消費支出,57353,17.6,-1.6,37646,17.4,52690,17.7,51730,15.9,63338,17.3,91809,18.8
2,5,10,1,0,諸雑費,25810,7.9,0.8,16009,7.4,24021,8.1,25774,7.9,29020,7.9,39699,8.1
2,6,10,1,1,理美容サービス,3829,1.2,5,2580,1.2,3431,1.2,3549,1.1,4560,1.2,5817,1.2
2,6,10,1,2,理美容用品,5339,1.6,8.2,3087,1.4,5073,1.7,5436,1.7,7210,2,7512,1.5
2,6,10,1,3,身の回り用品,2612,0.8,12.3,1133,0.5,1748,0.6,2561,0.8,3041,0.8,5336,1.1
2,6,10,1,4,たばこ,777,0.2,-6.8,683,0.3,1122,0.4,779,0.2,772,0.2,541,0.1
2,6,10,1,5,他の諸雑費,13253,4.1,-4.5,8528,3.9,12647,4.2,13451,4.1,13437,3.7,20493,4.2
2,5,10,2,0,こづかい,8531,2.6,-6.3,5143,2.4,6902,2.3,7075,2.2,10639,2.9,14986,3.1
2,5,10,3,0,交際費,20335,6.2,-5.6,16227,7.5,20482,6.9,17530,5.4,20920,5.7,28182,5.8
2,6,10,3,0,食料,5116,1.6,-7.1,3876,1.8,5192,1.7,4912,1.5,5239,1.4,6843,1.4
2,6,10,3,0,家具・家事用品,174,0.1,-16.3,83,0,133,0,128,0,215,0.1,354,0.1
2,6,10,3,0,被服及び履物,570,0.2,-0.2,362,0.2,750,0.3,602,0.2,634,0.2,616,0.1
2,6,10,3,0,教養娯楽,1424,0.4,-39.9,1282,0.6,1274,0.4,735,0.2,1821,0.5,2183,0.4
2,6,10,3,0,他の物品サービス,538,0.2,1.7,424,0.2,335,0.1,357,0.1,520,0.1,1098,0.2
2,6,10,3,6,贈与金,8179,2.5,0.2,7712,3.6,10009,3.4,6726,2.1,6178,1.7,9517,1.9
2,6,10,3,7,他の交際費,4334,1.3,3.3,2488,1.2,2790,0.9,4072,1.3,6313,1.7,7572,1.5
2,5,10,4,0,仕送り金,2677,0.8,33.8,266,0.1,1285,0.4,1351,0.4,2758,0.8,8941,1.8
2,3,0,0,0,土地家屋購入,3716,-,266.8,-,-,-,-,-,-,30572,-,693,-
2,3,0,0,0,（再掲）教育関係費,22296,6.8,-5.8,2202,1,14063,4.7,20830,6.4,35153,9.6,53295,10.9
2,3,0,0,0,（再掲）教養娯楽関係費,43869,13.4,2.6,23749,11,37088,12.5,44646,13.8,49098,13.4,74913,15.3
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10856,3.3,6.8,7978,3.7,11293,3.8,8076,2.5,8936,2.4,18458,3.8
2,3,0,0,0,（再掲）経常消費支出,230898,70.7,0.7,166841,77.3,215906,72.5,239796,73.9,265121,72.2,306140,62.6
2,3,0,0,0,（再掲）情報通信関係費,15783,4.8,-3.7,10701,5,15440,5.2,16618,5.1,18721,5.1,20608,4.2
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,288607,88.4,1.3,188632,87.3,254970,85.6,289877,89.3,335407,91.4,433971,88.7
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成31年・令和元年,,,,,,,,,,,,,,,,,,
第３表　年間収入階級別１世帯当たり年平均１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,
注１）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,
注２）　平成30年１月に調査で使用する家計簿を改正し順次変更を行ったため、「対前年増加率」の値には当該改正の影響による変動が含まれ得る。　,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出）,,,,,,,,,,,,,,,,,,
