実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,生計支出（円）,生計支出／消費支出（円）,生計支出／消費支出／食料（円）,生計支出／消費支出／食料／穀類（円）,生計支出／消費支出／食料／魚介類（円）,生計支出／消費支出／食料／肉類（円）,生計支出／消費支出／食料／乳卵類（円）,生計支出／消費支出／食料／野菜・海藻（円）,生計支出／消費支出／食料／果物（円）,生計支出／消費支出／食料／油脂・調味料（円）,生計支出／消費支出／食料／菓子類（円）,生計支出／消費支出／食料／調理食品（円）,生計支出／消費支出／食料／飲料（円）,生計支出／消費支出／食料／酒類（円）,生計支出／消費支出／食料／外食（円）,生計支出／消費支出／住居（円）,生計支出／消費支出／住居／家賃地代（円）,生計支出／消費支出／住居／設備修繕・維持（円）,生計支出／消費支出／光熱・水道（円）,生計支出／消費支出／光熱・水道／電気代（円）,生計支出／消費支出／光熱・水道／ガス代（円）,生計支出／消費支出／光熱・水道／他の光熱（円）,生計支出／消費支出／光熱・水道／上下水道料（円）,生計支出／消費支出／家具・家事用品（円）,生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,生計支出／消費支出／家具・家事用品／寝具類（円）,生計支出／消費支出／家具・家事用品／家事雑貨（円）,生計支出／消費支出／家具・家事用品／家事用消耗品（円）,生計支出／消費支出／家具・家事用品／家事サービス（円）,生計支出／消費支出／被服及び履物（円）,生計支出／消費支出／被服及び履物／和服（円）,生計支出／消費支出／被服及び履物／洋服（円）,生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,生計支出／消費支出／被服及び履物／下着類（円）,生計支出／消費支出／被服及び履物／生地・糸類（円）,生計支出／消費支出／被服及び履物／他の被服（円）,生計支出／消費支出／被服及び履物／履物類（円）,生計支出／消費支出／被服及び履物／被服関連サービス（円）,生計支出／消費支出／保健医療（円）,生計支出／消費支出／保健医療／医薬品（円）,生計支出／消費支出／保健医療／健康保持用摂取品（円）,生計支出／消費支出／保健医療／保健医療用品・器具（円）,生計支出／消費支出／保健医療／保健医療サービス（円）,生計支出／消費支出／交通・通信（円）,生計支出／消費支出／交通・通信／交通（円）,生計支出／消費支出／交通・通信／自動車等関係費（円）,生計支出／消費支出／交通・通信／通信（円）,生計支出／消費支出／教育（円）,生計支出／消費支出／教育／授業料等（円）,生計支出／消費支出／教育／教科書・学習参考教材（円）,生計支出／消費支出／教育／補習教育（円）,生計支出／消費支出／教養娯楽（円）,生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,生計支出／消費支出／教養娯楽／教養娯楽用品（円）,生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,生計支出／消費支出／その他の消費支出（円）,生計支出／消費支出／その他の消費支出／諸雑費（円）,生計支出／消費支出／その他の消費支出／こづかい（円）,生計支出／消費支出／その他の消費支出／交際費（円）,生計支出／消費支出／その他の消費支出／仕送り金（円）,生計支出／土地家屋購入（円）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
meimoku,tuki,対前年（同月）名目増加率_令和元年 5月,-,-,-,-,14.2,14.2,2.5,2.4,-1.9,-4.7,0.6,-2.1,6.8,-5.7,6.4,4.2,7.5,5.8,6.9,27.2,5.8,84.9,9.3,21.4,20.3,233.3,-22.3,-1.7,-13.9,3,-27.6,-1.1,5.8,56.6,7.2,...,10.3,-4.7,2.1,61.8,-10.3,-1.2,12.8,17.2,31.3,22.8,63.6,2.3,46.5,30,111.8,1.2,35.3,42.6,173.3,-0.8,6.9,83.6,8.3,20.1,-0.1,10.8,14.1,7.9,15.9,-39.7,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 6月,-,-,-,-,11.4,11.1,3.5,1.8,3.3,-5,3.1,2.3,-2.6,-2.2,5.1,9.5,4.7,10,5.4,7.4,4.7,14.1,9.2,9.8,-0.2,465.2,14.9,18.8,62,-24.3,53.1,17.7,-1.5,-16.8,15.7,-91.6,10.6,38.7,17.2,-13.9,30.4,0,23.6,14.4,29.5,6.1,-5.5,16.8,16.1,18.7,34.5,-6.2,-1.4,-8.3,37,13.2,23.8,36.9,16.3,11.9,27.3,14.1,12.7,11.8,21.4,-49.3,...,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 7月,-,-,-,-,-0.4,1.1,1.9,5.1,2.4,-3.6,1,-4.4,-3.3,-0.7,5.8,10.3,-10.4,0.4,5.7,-5,-14,7.1,-4.4,-0.5,3.5,437.5,-18.4,3.8,-3.1,-18.9,27.6,8.9,7.8,12,-2.7,-38.1,6.2,-0.4,-20.9,29.9,8.2,-12.7,-15.3,3.7,17,14.5,1.1,-0.2,-7.6,14.2,-19.1,0,-5.1,-28.3,71.6,26.9,13.4,-27.5,20,2.9,16.9,5,4.7,-3.3,-15.9,385.4,-100,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 8月,-,-,-,-,2.3,3.6,4.7,-0.2,4.8,-5.2,-1.7,-9,1.7,-8.7,2.7,11.5,3,16.2,17.2,-10.1,-20,11.8,-3.9,-11.8,11.1,72.2,1.7,15.3,-1.1,246.6,43.8,9.7,10.3,-10.5,26.7,724,43.4,5.4,-11.9,131.8,49.6,2.9,33.4,19.3,15.7,10.9,4.7,25.8,-1.5,-5.2,12.8,-9.1,34.7,72.3,-40.4,-10.3,-5.8,-11.8,8,4.3,-9.3,4.7,3.3,-1.9,16.8,-40.3,-100,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 9月,-,-,-,-,7.7,7.7,2.2,-0.9,-5.5,-5.4,2.3,-8.2,3.5,-2.7,3.9,5.9,11.3,56,2.1,26.8,-9.7,99.3,-5.2,-4.6,4.3,-36.8,-12.1,74.8,116.4,65.8,86.3,13.2,65.9,107.9,2.5,536.4,-0.2,14.1,21.5,83.3,5.4,7.5,-47.2,16.6,42.3,63.9,44.8,-1.5,8.4,12.5,3.1,9.9,3.3,1,-0.6,14.4,2.2,27.4,20,2.3,-6.7,3.9,9.9,-14.1,1.6,36.1,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年10月,-,-,-,-,-5.8,-5.8,-0.3,4.7,-2.8,0.1,8.4,-7.2,3.4,3.4,9.2,1.3,-0.4,4.3,-5.5,-31.6,-36.2,-22,-5.2,-1.3,-14.1,36.2,-7.2,36.7,115.9,23.5,98.6,14.1,-8.3,2.6,2.2,...,-0.8,-1.9,-16.2,-4.9,30.2,-16.3,7.1,3.7,6.7,-1.3,-3.3,5.3,-10.1,-23.8,-3.7,-3.5,-25.5,-25.9,-3.2,-24.1,3.4,100.7,18.3,0,-4.5,-6.2,-5,-29.7,-15.5,244.9,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年11月,-,-,-,-,2.4,2.4,6.1,5.9,2.5,6.2,10,-0.4,4.7,8.3,12.1,4.2,3.2,25.7,6.7,42,-12.5,115.7,5.4,8.1,11.1,-6.8,-3.7,12.8,-14.7,217.6,42.7,14.9,2.4,26.9,5.4,587.1,1.6,11,5,19.7,-8.9,9.3,9.5,-0.9,16.9,22.4,-17.1,-2.2,-12.3,-10.7,-13.6,-12.2,-25.6,-34.9,101,-13.2,17.6,37.8,37.7,-7.5,14.9,-14,-4.3,-5.1,-29.3,41.7,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年12月,-,-,-,-,-2,-2,3.8,-3.6,-2.6,4.9,8.5,0.4,1.8,-1.4,9.9,4.8,-1.2,17.8,7.8,-11.5,-4.7,-18,-0.7,3.5,-6,-2.3,-1.2,6.4,-7.4,59.4,-37.6,4.5,13.6,58.6,-3.7,-89.5,-5.8,19.2,-11.4,73.5,-1.5,-17.9,11.5,25.2,-6.5,-14.3,97.8,22.5,-2.8,7.5,-9.3,-2.3,-9.8,-20.5,23,8.7,-2.2,-23.5,14.7,0.8,-5.7,-11.7,2.6,-40.5,-15,25.2,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成20年,-,-,-,-,-,-3,-0.6,-1.2,-2.9,4.1,-3.4,2.3,8.1,1,-0.9,-3.2,-3,-5.6,-0.9,-10.4,-14.3,0.5,2,4,2.1,-15.8,0.2,2.1,11.8,-8.4,-8.5,1.2,0.3,-6.8,-7.4,-33.5,-6.7,-8.5,-5.2,-,-1.8,-12.7,1.6,-6.7,6,8.2,-9.8,-9.4,-1,-1.8,-1,-0.2,3.6,3.9,-9.8,3.3,0.7,4.8,-1.8,1.4,2,-,-8.7,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成21年,-,-,-,-,-,5,3.6,3.9,2.5,2.1,2.5,1,6.6,1.9,1.4,3.7,10.4,8.1,5.2,12.8,6.1,29.3,-0.3,-1.8,1.6,7.4,-0.9,11.7,16.3,31.6,17.7,2.1,3.6,26.8,7.5,82.2,5.9,6.4,-0.6,-,13,12.3,3.3,6.4,27.1,0.7,20.9,-0.6,7.8,2,11.8,8,-3.7,-5.6,-6.6,2.3,5.7,56.9,3.2,1.8,2.9,-,7.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成22年,-,-,-,-,-,0.8,-2.2,-2.1,-4,1.7,-1,-5.9,-7.2,-2.3,1.9,3.4,1.2,-7,-4,-0.8,-3.3,4.4,4.8,9.9,-0.3,12,2.8,4.5,17.4,-23.7,-32.7,2.5,5.2,25.3,0.3,-41.6,4.8,-1.1,2.5,-,-3.4,2.4,-3.7,-1.9,13.1,21.4,-6.2,-6.8,1.7,4.2,0.4,1.5,7.5,6.5,44.4,8.5,7.7,66.6,3.9,0,4.3,-,3.5,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成23年,-,-,-,-,-,-4.7,-0.4,0.3,-3.5,-1.2,-3.5,2.3,-0.3,4.2,-1,0.1,8.8,-0.8,-2.7,-5.8,1.6,-20.3,-7.7,-10.4,-7.2,-8.7,-3.7,2,5.8,16,42.7,-4.4,4.1,-25.9,-11.4,-17,-15,-11.2,3.4,-,-3.7,-10.3,-17.4,3.4,0.8,-6.5,-3.9,7.6,-7.3,-13.2,-6.7,-3.2,2.2,7.9,-30.4,-9.7,-11.4,-18.3,-4,-8.5,-13,-,-9.7,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成24年,-,-,-,-,-,2.9,2,-2.4,-0.3,-0.6,7.5,0,-0.2,1.3,-1.2,4.3,3.7,11.4,4.2,8.8,-4.1,40.7,2.5,1,7.5,11.8,-0.7,9.9,15.8,47.9,4.9,3.9,4.8,-3.4,6.1,-3.4,4.6,8.7,7.6,-,6.4,5.4,12.5,0.6,6.2,14.2,6.8,-4.1,5.3,11.6,5.5,0.6,-3.1,-3,0.1,-3.4,2.4,1.3,5,-6.3,3.4,-,7.5,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成25年,-,-,-,-,-,3.4,2.1,1.4,-1,4,1.5,0.1,1.1,1.3,6.1,0,7.4,-0.8,3.6,16.1,15,17.7,-3.5,-1.2,-7.3,-21.5,-0.9,4.1,18.6,-29.7,30.3,-5.4,4.5,3,3.8,3.6,4.2,3.9,2.3,-,-0.2,9.1,-2.2,1.3,2.1,-4.9,7.7,0.3,6.6,2.3,11,3.7,-9.3,-7.4,-10.9,-15.1,5.3,-1.3,2.9,0.5,7.4,-,5.9,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成26年,-,-,-,-,-,-5.6,-2.2,-1.2,-5.4,1.1,1.5,1.3,1.1,1.8,-2.6,0.4,-4.3,1.3,-8,-14.3,-16,-12.1,-4.1,-6.2,-1,13.1,-4.2,2.4,3.5,3.3,-12.7,1.9,1.2,18.9,-2.1,77.1,-4,-2.9,-9.5,-,2.8,5.4,-6.5,-2.9,3.8,1.1,-8.8,-3.9,-5,-10.7,-3.7,-1.9,-14.6,-17,-14.1,-5.5,-3.2,-10.2,3,-3.2,-4.2,-,-6.9,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成27年,-,-,-,-,-,-0.1,0.6,0.2,0.7,-2.3,4,0.9,0.4,0.5,-1.5,0.4,-1.1,-0.3,2.8,-1.4,8.1,-15.9,0.2,-0.6,2.9,-25.7,0.5,-6.8,-11.6,7.4,-16.7,-4.6,-2.7,-7.5,-1,-23.2,7.3,-1.2,-7.2,-,-10.9,-6.9,-11.1,-1.8,-5.7,-3.3,-6.3,1,-3,-1.4,-10.1,6.1,22.6,30.1,11.6,1.5,-3.7,-16.7,-8.3,-3.6,-0.9,-,-2.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成28年,-,-,-,-,-,-1.8,-0.5,-2.7,-2,-0.7,2.1,-4.4,-6.4,-0.4,-2.4,7.3,4.6,-3.8,-0.6,-1.1,-5.3,6.9,-1.8,-1.6,-2.4,-1.1,-1,0.6,0.7,6.6,1.1,-6.9,7.7,-6,-5.5,-20.7,-8.3,-3.5,1.9,-,-11,-6,10.7,-2.2,-1.3,1,8,-5.5,-4.4,0.7,-12.7,1.3,4.1,1.6,-22.4,15.4,-4.6,-4.3,-0.4,-6.3,-5.6,-,0.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成29年,-,-,-,-,-,2.1,0.6,-0.4,-7.7,2.3,0.7,0.9,0.2,4,0.5,1.7,0.1,6,1,-2.8,-7.2,4.7,0.8,-1.7,2.1,19.7,2.7,8.4,12.9,14.6,4.1,7.1,3.7,5.8,-3,-30.6,-0.6,-3.1,-7.3,-,-0.5,-4.3,-9,2.4,4.4,16.4,-0.4,0.7,10.5,0.3,23.8,5,-1.9,0.8,14.5,-11.7,2.1,27.6,5.9,-2.1,-0.3,-,-0.2,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成30年,-,-,-,-,-,-2.9,-0.7,1.5,-7.6,-1.2,-4.4,-2.4,-3.8,-1.1,4.4,1.4,6.7,-10.1,1.4,-0.1,2.2,-3.3,-2.4,-0.4,-5.6,-14.4,-1.5,-11.4,-15.4,-46.3,-10.5,-5,0,-4.5,-3.9,-5,-1.4,-10.3,-2,-,-5,-0.6,-6,1.9,-1.2,-13.2,0.5,5.8,-3.5,4.3,-12.4,2.2,3.5,0.6,-18.2,15.5,-4.5,-8.3,-4.8,-5.1,-3.8,-,-1.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成31年・令和元年,-,-,-,-,-,0.4,1.4,0.7,-2.4,-1.9,-0.8,-1.5,-1.7,0.3,3.2,3.6,1.5,11.6,3.5,-2.3,-8.4,7.2,-3.7,-3.7,-2.3,4.9,-5.5,11.8,12.4,41.3,23,9.8,5.2,3.6,1.7,64.5,0.9,4.9,-6,-,6.1,-3.8,0.6,3,11.8,0.9,9.5,-0.6,3,7.1,3.5,0.1,-4.5,-7.1,15.3,2.4,2.3,15.2,7.9,-0.1,-0.3,-,0.3,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成31年 1月,-,-,-,-,-,1.2,-0.3,-2.7,-2.2,-4.7,-8.9,2.8,5.1,0.6,-1.9,-2.7,-1.7,-17.1,7.7,-2.8,-15.4,32.2,-13.3,-19.2,-6.2,-16.4,-11.1,4.3,-8.5,-2.8,53.7,22.9,-3.1,-31.9,-2.5,-13.3,-9.5,5,6.6,-,6.1,7.7,-4.3,5.1,1.6,3.3,7.5,6.4,10.8,13.1,20.7,2.4,32.8,73.4,157.1,-30,0,60.7,9.7,-0.6,-6.2,-,10.4,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成31年 2月,-,-,-,-,-,1.1,-0.2,-0.5,-5.3,-1.3,-8.6,5.5,-7.3,3.6,2.4,-5.7,0.4,7.7,4.3,27.5,11,91.1,-10.4,-13.6,-11.2,-8.2,-2.8,24,108.3,9.5,-37.1,8.3,-1.3,-27.7,1.1,-64.7,9.2,-5.5,-36.1,-,1.4,-3,22.8,-11.2,-0.4,-31.7,-32.6,-3.3,3.9,19.8,-0.2,2.1,47.2,67.9,63,1.2,-6.7,25.2,-3.7,0.9,-10.4,-,-5.1,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成31年 3月,-,-,-,-,-,-4.7,1.6,3.2,-3.1,-1.2,-3.5,1.6,-5.2,5.6,2.7,0.2,1.9,7.8,5.4,-44,5.1,-81.5,-8.4,-8.1,-7.5,1.8,-13.8,-5.7,-9.4,8.2,38.5,1.6,1.2,-59.4,0.6,-98.2,-2.6,-8,-10,-,6.5,28.1,14.8,-11.1,-11.2,-19.2,50.6,-21.4,5.6,39.3,-13.1,1.9,8.5,-4.9,59.5,41,4.8,7.8,-21.2,-2.9,16.7,-,-5,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成31年 4月,-,-,-,-,-,-12.6,0.6,4,0.5,-2.3,-4.3,-3.3,2.5,0.3,9.5,8,3.3,3.9,-4.8,-10.8,8.4,-32.1,-0.8,-4.1,-8.9,236.1,16.5,-3.2,-4.5,-36.8,17.9,-0.9,-5,18.9,-10.5,-6.1,-15.4,-6.4,-1.2,-,-10.2,-8.6,-14.6,-25.2,20.2,-30.7,-36.3,-31.3,-14.2,3.5,-33.2,-6.8,-41.3,-45.8,-62.2,28.6,-9.6,-1.6,-11.8,-1.8,-10.7,-,-25.5,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和元年 5月,-,-,-,-,-,12.8,1.2,0.8,-4.9,-6.1,-1.3,-3.9,7.3,-5.3,3,3.7,7,7,5.6,26.4,5.2,83.8,4.4,15.1,12.1,210.3,-22.3,-5.2,-24.4,7.3,-28.1,1.9,3.9,54,6.1,-,10.7,-5.8,-0.3,-,-10.3,-5.4,10.3,16,31,22.6,62.3,1,47.5,29.7,109.1,5.4,34.4,41.9,172.8,-2.2,5.4,78.8,8.1,16.5,-1.4,-,13.1,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和元年 6月,-,-,-,-,-,9.8,1.7,-0.3,1.6,-5.8,1.7,-1,-9.5,-2,1.5,8.1,4.6,10.9,4.3,6.7,4.1,13.1,5.4,5.6,-5.7,446.1,14.9,16,50.1,-22.4,51.9,19.4,-2.8,-18.2,14.8,-91.6,11.4,36.8,15.9,-,29.5,-3.9,21.1,13.7,30.7,7.1,-5.5,15.3,17.7,18.7,34.5,-1.8,-2.1,-8.8,36.7,11.6,21.9,36.1,16.1,8.4,25.2,-,11.6,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和元年 7月,-,-,-,-,-,0.1,0.7,3.2,0.7,-4.9,-1.5,-4.6,-5.9,-0.7,2,9.9,-10.9,1.3,4.5,-5.7,-14.4,6.1,-7,-3.8,-0.8,421.8,-18.4,1.2,-9.4,-18.6,25.2,10.4,5.5,10.1,-3.9,-38,6.2,-1.1,-22.9,-,8.4,-17.4,-17,2.9,17.2,14.7,1.1,-1.5,-6.6,14.3,-18.8,3,-5.8,-28.7,71.3,25.1,11.8,-28.9,19.9,-0.3,15.3,-,3.5,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和元年 8月,-,-,-,-,-,3,4.4,-1,4.5,-5.9,-3.1,-3.1,-3.2,-8.4,-1.6,11.3,2.9,17.4,15.9,-10.7,-20.4,10.5,-5.5,-13.7,8.7,70.5,1.7,11.5,-10.6,262.6,41.5,11.8,6.9,-12,25.2,712.6,42.8,4.9,-14,-,50.7,-1.6,30.7,19.4,16,11.2,5.2,25.7,-0.6,-5.5,13.1,-6.5,33.8,71.3,-40.5,-11.5,-6.9,-13.4,7.8,0.9,-10.2,-,2,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和元年 9月,-,-,-,-,-,7.3,1.6,-1.7,-7.4,-4.5,0.5,-4.3,-1.1,-2.6,0.2,4.6,10.7,57.9,1,25.9,-10.1,96.9,-5.4,-5,4.5,-37.8,-12.1,69.4,95.5,70.4,83.2,16.3,62,104.4,2.9,535.8,1,15.5,19.8,-,7.2,5.4,-48.3,16.4,41.6,63.1,45.1,-1.6,9.6,12.3,3.7,13.2,2.6,0.4,-0.8,12.8,1.3,29.9,20.2,-1.1,-7.6,-,8.5,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和元年10月,-,-,-,-,-,-6.3,-1.4,3.8,-7.5,0.3,6.4,-1.4,1.7,4,5.8,-0.7,-0.4,3.2,-8.3,-32.9,-36.4,-25.9,-4.2,-0.1,-12.8,32.6,-7.2,32.2,105.8,22.9,89.5,13.8,-12.5,-1.3,0.5,-,-1.4,-3.5,-18.6,-,30.3,-20,3.1,2.7,4.8,-3,-4.7,4.7,-9.7,-25.2,-4.1,0,-20.7,-19,-4.3,-26,1.2,100.5,17.5,-3.9,-6.8,-,-3.9,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和元年11月,-,-,-,-,-,1.5,3.9,4.9,-0.1,6.9,7.5,-2.9,1.7,9.4,7.8,2.9,2.9,24.8,3,39.5,-12.7,105.2,5.8,8.8,11.5,-6.9,-3.7,9.7,-16.7,216,36.6,13.2,-2.2,22,3.2,573.6,-0.7,11.8,2.5,-,-11.4,4.8,5.4,-1.7,15.2,20.6,-17.5,-2.8,-12.4,-12.5,-14.2,-9.9,-20.8,-28.9,98.8,-15.4,15.2,36.6,36.3,-11,12.4,-,-3.3,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和元年12月,-,-,-,-,-,-3.2,1.5,-4.6,-1.9,5.6,6.4,-5.6,-3.5,-0.4,5.8,2.9,-1.7,16.7,4.3,-13.1,-4.8,-22.2,0,5.2,-4.7,-4.3,-3,3.3,-10.9,57.5,-39.2,3.5,9.1,52.5,-6.6,-89.7,-10.1,17.6,-11.8,-,-1.3,-20.4,8,24.1,-7.6,-15.3,94.5,21.8,-3.7,5.3,-11.1,-0.7,-3.9,-13.1,21.7,5.9,-4.9,-22.4,10.2,-3,-8.2,-,3.7,-,-,-,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成31年・令和元年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第１表　　　　　　　主　な　支　出　及　び　対　前　年　(　同　月  ）　増　加　率            ―　全　世　帯　―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）　平成30年１月に調査で使用する家計簿を改正し順次変更を行ったため、平成30年及び平成31年・令和元年の「対前年(同月)増加率」の値には当該改正の影響による変動が含まれ得る。　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注２）　平成31年・令和元年からは、調査対象に農林漁家世帯を含めている。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou3,hyoutou3,hyoutou3,hyoutou3,hyoutou3,,,
bunrui0,bunrui0,bunrui0,bunrui0,bunrui2,bunrui3,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui3,bunrui1,bunrui1,bunrui1,bunrui2,bunrui2,,,
youto001,youto002,youto003,youto004,youto005,youto006,youto007,youto008,youto009,youto010,youto011,youto012,youto013,youto014,youto015,youto016,youto017,youto018,youto019,youto020,youto021,youto022,youto023,youto024,youto025,youto026,youto027,youto028,youto029,youto030,youto031,youto032,youto033,youto034,youto035,youto036,youto037,youto038,youto039,youto040,youto041,youto042,youto043,youto044,youto045,youto046,youto047,youto048,youto049,youto050,youto051,youto052,youto053,youto054,youto055,youto056,youto057,youto058,youto059,youto060,youto061,youto062,youto063,youto064,youto065,youto066,youto067,youto068,youto069,youto070,youto071,youto072,,,
