項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,65歳未満／実数（円）,65歳未満／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
1,4,0,0,0,仕送り金,1249,0.6,-34.2,3721,2.3,1023,0.4,929,0.4
1,2,0,0,0,特別収入,5873,2.6,-15.4,10326,6.5,5401,2.4,4619,2.1
1,3,0,0,0,受贈金,1319,0.6,-31.8,447,0.3,1402,0.6,1481,0.7
1,3,0,0,0,他の特別収入,4554,2,-9.1,9880,6.2,3999,1.7,3139,1.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),349287,-,3.4,411987,-,343420,-,308897,-
1,2,0,0,0,預貯金引出,255470,-,-0.7,306160,-,250681,-,237756,-
1,2,0,0,0,保険金,29023,-,13.3,39157,-,28078,-,23788,-
1,3,0,0,0,個人・企業年金保険金,26517,-,7.2,33403,-,25772,-,23047,-
1,3,0,0,0,他の保険金,2507,-,185.2,5754,-,2306,-,741,-
1,2,0,0,0,有価証券売却,71,-,-98.3,-,-,78,-,124,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,184,-,-33.1,-,-,202,-,321,-
1,2,0,0,0,分割払購入借入金,1008,-,-54.1,201,-,1089,-,1459,-
1,2,0,0,0,一括払購入借入金,54960,-,14.7,66427,-,53964,-,40957,-
1,2,0,0,0,土地家屋売却,7908,-,...,-,-,8599,-,3843,-
1,2,0,0,0,実収入以外の受取のその他,663,-,108.5,43,-,730,-,651,-
1,1,0,0,0,繰入金,87261,-,3.9,54477,-,90573,-,90515,-
2,0,0,0,0,支払,659773,-,5.5,625371,-,663514,-,617176,-
2,1,0,0,0,実支出,304324,-,0.7,315548,-,303404,-,289480,-
2,2,0,0,0,生計支出,269148,-,-0.4,277077,-,268447,-,256520,-
2,3,0,0,0,消費支出,269148,100,0.5,277077,100,268447,100,256520,100
2,4,1,0,0,食料,78516,29.2,-0.9,82426,29.7,78141,29.1,75554,29.5
2,5,1,1,0,穀類,6397,2.4,0,6692,2.4,6372,2.4,6186,2.4
2,6,1,1,1,米類,1801,0.7,-12.7,1901,0.7,1794,0.7,1851,0.7
2,6,1,1,2,パン,2869,1.1,9.9,2846,1,2871,1.1,2716,1.1
2,6,1,1,3,麺類,1302,0.5,2.7,1418,0.5,1291,0.5,1227,0.5
2,6,1,1,4,他の穀類,425,0.2,-7.2,527,0.2,415,0.2,392,0.2
2,5,1,2,0,魚介類,7235,2.7,-6.4,5766,2.1,7380,2.7,7394,2.9
2,6,1,2,1,生鮮魚介,4075,1.5,-6.9,3638,1.3,4116,1.5,4100,1.6
2,6,1,2,2,塩干魚介,1286,0.5,-11.4,780,0.3,1337,0.5,1388,0.5
2,6,1,2,3,魚肉練製品,770,0.3,-0.4,617,0.2,786,0.3,784,0.3
2,6,1,2,4,他の魚介加工品,1104,0.4,-2.1,731,0.3,1141,0.4,1122,0.4
2,5,1,3,0,肉類,6411,2.4,-10.5,7043,2.5,6350,2.4,6067,2.4
2,6,1,3,1,生鮮肉,5119,1.9,-11.4,5657,2,5067,1.9,4871,1.9
2,6,1,3,2,加工肉,1292,0.5,-6.7,1385,0.5,1283,0.5,1196,0.5
2,5,1,4,0,乳卵類,4064,1.5,-1.3,3804,1.4,4094,1.5,4104,1.6
2,6,1,4,1,牛乳,1368,0.5,1.5,953,0.3,1412,0.5,1445,0.6
2,6,1,4,2,乳製品,1954,0.7,-1.9,2096,0.8,1940,0.7,1917,0.7
2,6,1,4,3,卵,743,0.3,-4.6,756,0.3,742,0.3,741,0.3
2,5,1,5,0,野菜・海藻,10965,4.1,-10.9,9990,3.6,11064,4.1,11110,4.3
2,6,1,5,1,生鮮野菜,7443,2.8,-12.3,6904,2.5,7498,2.8,7604,3
2,6,1,5,2,乾物・海藻,885,0.3,-1.8,833,0.3,890,0.3,876,0.3
2,6,1,5,3,大豆加工品,1207,0.4,-9.7,1092,0.4,1218,0.5,1189,0.5
2,6,1,5,4,他の野菜・海藻加工品,1430,0.5,-9.1,1161,0.4,1457,0.5,1442,0.6
2,5,1,6,0,果物,4104,1.5,-7.5,2809,1,4237,1.6,4367,1.7
2,6,1,6,1,生鮮果物,3687,1.4,-9.1,2366,0.9,3822,1.4,3982,1.6
2,6,1,6,2,果物加工品,417,0.2,8.9,443,0.2,415,0.2,386,0.2
2,5,1,7,0,油脂・調味料,3526,1.3,-4.1,3599,1.3,3520,1.3,3438,1.3
2,6,1,7,1,油脂,377,0.1,-6.5,390,0.1,376,0.1,363,0.1
2,6,1,7,2,調味料,3150,1.2,-3.8,3209,1.2,3145,1.2,3075,1.2
2,5,1,8,0,菓子類,5664,2.1,6.1,5947,2.1,5636,2.1,5250,2
2,5,1,9,0,調理食品,11907,4.4,8.3,12466,4.5,11859,4.4,11514,4.5
2,6,1,9,1,主食的調理食品,5090,1.9,18.7,5177,1.9,5087,1.9,4993,1.9
2,6,1,9,2,他の調理食品,6817,2.5,1.7,7289,2.6,6772,2.5,6522,2.5
2,5,1,10,0,飲料,4335,1.6,1.9,5456,2,4228,1.6,3909,1.5
2,6,1,10,1,茶類,1272,0.5,2,1594,0.6,1240,0.5,1158,0.5
2,6,1,10,2,コーヒー・ココア,834,0.3,10.2,1389,0.5,780,0.3,682,0.3
2,6,1,10,3,他の飲料,2229,0.8,-0.9,2473,0.9,2207,0.8,2068,0.8
2,5,1,11,0,酒類,3002,1.1,2.8,2867,1,3016,1.1,2882,1.1
2,5,1,12,0,外食,10905,4.1,10,15989,5.8,10386,3.9,9335,3.6
2,6,1,12,1,一般外食,10889,4,9.8,15824,5.7,10384,3.9,9331,3.6
2,6,1,12,2,学校給食,16,0,...,165,0.1,2,0,3,0
2,4,2,0,0,住居,18849,7,-9.9,14004,5.1,19335,7.2,20312,7.9
2,5,2,1,0,家賃地代,6061,2.3,-18.1,11789,4.3,5474,2,6581,2.6
2,5,2,2,0,設備修繕・維持,12788,4.8,-5.4,2214,0.8,13861,5.2,13731,5.4
2,6,2,2,1,設備材料,4306,1.6,0.1,955,0.3,4653,1.7,5603,2.2
2,6,2,2,2,工事その他のサービス,8482,3.2,-8,1259,0.5,9208,3.4,8129,3.2
2,4,3,0,0,光熱・水道,20576,7.6,-5.3,19884,7.2,20644,7.7,20365,7.9
2,5,3,1,0,電気代,9895,3.7,-3.2,9838,3.6,9897,3.7,9691,3.8
2,5,3,2,0,ガス代,5657,2.1,-2.5,5483,2,5673,2.1,5755,2.2
2,5,3,3,0,他の光熱,494,0.2,8.1,469,0.2,499,0.2,460,0.2
2,5,3,4,0,上下水道料,4529,1.7,-13.6,4095,1.5,4575,1.7,4460,1.7
2,4,4,0,0,家具・家事用品,11172,4.2,9.5,8833,3.2,11419,4.3,10609,4.1
2,5,4,1,0,家庭用耐久財,4560,1.7,15.1,1801,0.6,4841,1.8,4344,1.7
2,6,4,1,1,家事用耐久財,2606,1,53.1,999,0.4,2767,1,2794,1.1
2,6,4,1,2,冷暖房用器具,1657,0.6,-13.8,648,0.2,1762,0.7,1294,0.5
2,6,4,1,3,一般家具,296,0.1,-11.9,153,0.1,312,0.1,256,0.1
2,5,4,2,0,室内装備・装飾品,551,0.2,-5.7,287,0.1,578,0.2,370,0.1
2,5,4,3,0,寝具類,708,0.3,36.4,261,0.1,756,0.3,869,0.3
2,5,4,4,0,家事雑貨,1772,0.7,1.2,2267,0.8,1726,0.6,1456,0.6
2,5,4,5,0,家事用消耗品,2663,1,7.6,3720,1.3,2558,1,2382,0.9
2,5,4,6,0,家事サービス,918,0.3,0.3,497,0.2,959,0.4,1188,0.5
2,4,5,0,0,被服及び履物,8897,3.3,20.3,9366,3.4,8873,3.3,8019,3.1
2,5,5,1,0,和服,332,0.1,145.9,30,0,365,0.1,2,0
2,5,5,2,0,洋服,2902,1.1,24.2,3059,1.1,2894,1.1,2664,1
2,6,5,2,1,男子用洋服,710,0.3,-2.1,762,0.3,707,0.3,604,0.2
2,6,5,2,2,婦人用洋服,2182,0.8,36.1,2253,0.8,2182,0.8,2056,0.8
2,6,5,2,3,子供用洋服,9,0,12.5,43,0,5,0,4,0
2,5,5,3,0,シャツ・セーター類,2136,0.8,34.3,1918,0.7,2161,0.8,2231,0.9
2,6,5,3,1,男子用シャツ・セーター類,576,0.2,19.8,477,0.2,588,0.2,486,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1554,0.6,40.1,1399,0.5,1571,0.6,1744,0.7
2,6,5,3,3,子供用シャツ・セーター類,5,0,400,42,0,2,0,1,0
2,5,5,4,0,下着類,848,0.3,3.3,1216,0.4,814,0.3,829,0.3
2,6,5,4,1,男子用下着類,348,0.1,7.4,364,0.1,348,0.1,387,0.2
2,6,5,4,2,婦人用下着類,497,0.2,0.4,831,0.3,465,0.2,441,0.2
2,6,5,4,3,子供用下着類,3,0,0,21,0,1,0,1,0
2,5,5,5,0,生地・糸類,166,0.1,12.9,72,0,175,0.1,155,0.1
2,5,5,6,0,他の被服,760,0.3,19.7,806,0.3,758,0.3,705,0.3
2,5,5,7,0,履物類,1032,0.4,4.3,1359,0.5,998,0.4,806,0.3
2,5,5,8,0,被服関連サービス,723,0.3,-2.4,905,0.3,707,0.3,626,0.2
2,4,6,0,0,保健医療,17761,6.6,4.5,16244,5.9,17932,6.7,18673,7.3
2,5,6,1,0,医薬品,3400,1.3,6,2577,0.9,3481,1.3,3597,1.4
2,5,6,2,0,健康保持用摂取品,1683,0.6,1.9,882,0.3,1760,0.7,2157,0.8
2,5,6,3,0,保健医療用品・器具,2433,0.9,16.7,2308,0.8,2450,0.9,2616,1
2,5,6,4,0,保健医療サービス,10245,3.8,2,10477,3.8,10241,3.8,10303,4
2,4,7,0,0,交通・通信,25100,9.3,-3.9,41267,14.9,23424,8.7,20320,7.9
2,5,7,1,0,交通,5657,2.1,3.3,8077,2.9,5437,2,4946,1.9
2,5,7,2,0,自動車等関係費,10076,3.7,-15.6,17879,6.5,9211,3.4,7533,2.9
2,6,7,2,1,自動車等購入,2129,0.8,-43.9,9828,3.5,1292,0.5,1506,0.6
2,6,7,2,2,自転車購入,296,0.1,92.2,354,0.1,289,0.1,212,0.1
2,6,7,2,3,自動車等維持,7651,2.8,-4.2,7697,2.8,7631,2.8,5816,2.3
2,5,7,3,0,通信,9367,3.5,7.6,15311,5.5,8777,3.3,7840,3.1
2,4,8,0,0,教育,2119,0.8,69.9,18147,6.5,555,0.2,801,0.3
2,5,8,1,0,授業料等,1699,0.6,54.3,13762,5,555,0.2,801,0.3
2,5,8,2,0,教科書・学習参考教材,11,0,37.5,125,0,-,-,-,-
2,5,8,3,0,補習教育,409,0.2,194.2,4261,1.5,-,-,-,-
2,4,9,0,0,教養娯楽,31913,11.9,7.2,29456,10.6,32185,12,27910,10.9
2,5,9,1,0,教養娯楽用耐久財,1897,0.7,7,3339,1.2,1754,0.7,1371,0.5
2,5,9,2,0,教養娯楽用品,6084,2.3,16.9,5580,2,6153,2.3,4998,1.9
2,5,9,3,0,書籍・他の印刷物,4497,1.7,6.4,3815,1.4,4567,1.7,4667,1.8
2,5,9,4,0,教養娯楽サービス,19435,7.2,4.7,16723,6,19711,7.3,16875,6.6
2,6,9,4,1,宿泊料,1835,0.7,-5.3,1480,0.5,1877,0.7,1815,0.7
2,6,9,4,2,パック旅行費,5356,2,5.8,950,0.3,5807,2.2,4213,1.6
2,6,9,4,3,月謝類,2089,0.8,5.5,1772,0.6,2118,0.8,1973,0.8
2,6,9,4,4,他の教養娯楽サービス,10155,3.8,6,12522,4.5,9909,3.7,8874,3.5
2,4,10,0,0,その他の消費支出,54246,20.2,-0.2,37450,13.5,55940,20.8,53956,21
2,5,10,1,0,諸雑費,23793,8.8,-3.4,23123,8.3,23866,8.9,22592,8.8
2,6,10,1,1,理美容サービス,3712,1.4,7.8,3005,1.1,3785,1.4,4039,1.6
2,6,10,1,2,理美容用品,4285,1.6,13.2,4928,1.8,4225,1.6,4132,1.6
2,6,10,1,3,身の回り用品,1630,0.6,35.8,2352,0.8,1558,0.6,1134,0.4
2,6,10,1,4,たばこ,721,0.3,15.4,1956,0.7,594,0.2,436,0.2
2,6,10,1,5,他の諸雑費,13446,5,-13.7,10882,3.9,13704,5.1,12851,5
2,5,10,2,0,こづかい,5861,2.2,3.4,2215,0.8,6232,2.3,6050,2.4
2,5,10,3,0,交際費,23825,8.9,3.8,12071,4.4,24998,9.3,24630,9.6
2,6,10,3,0,食料,5834,2.2,-12.4,3567,1.3,6068,2.3,5861,2.3
2,6,10,3,0,家具・家事用品,141,0.1,-30.2,201,0.1,134,0,61,0
2,6,10,3,0,被服及び履物,491,0.2,-5,384,0.1,504,0.2,297,0.1
2,6,10,3,0,教養娯楽,1644,0.6,-49.2,482,0.2,1762,0.7,2084,0.8
2,6,10,3,0,他の物品サービス,464,0.2,-15.6,138,0,498,0.2,436,0.2
2,6,10,3,6,贈与金,12412,4.6,30.3,3467,1.3,13294,5,13484,5.3
2,6,10,3,7,他の交際費,2839,1.1,25.5,3832,1.4,2737,1,2408,0.9
2,5,10,4,0,仕送り金,767,0.3,-29.1,40,0,846,0.3,684,0.3
2,3,0,0,0,土地家屋購入,-,-,-100,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,2699,1,49.6,19736,7.1,1036,0.4,1297,0.5
2,3,0,0,0,（再掲）教養娯楽関係費,36844,13.7,0.6,35128,12.7,37064,13.8,32465,12.7
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,13180,4.9,24.2,3508,1.3,14140,5.3,14168,5.5
2,3,0,0,0,（再掲）経常消費支出,193720,72,-0.3,205241,74.1,192637,71.8,185525,72.3
2,3,0,0,0,（再掲）情報通信関係費,12754,4.7,2.1,19423,7,12089,4.5,10832,4.2
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,234990,87.3,1,249738,90.1,233681,87,220534,86
2,2,0,0,0,その他の実支出,35175,-,9.8,38471,-,34957,-,32960,-
2,3,0,0,0,直接税,15193,-,6.9,14445,-,15316,-,14251,-
2,4,0,0,0,勤労所得税,744,-,150.5,2670,-,566,-,541,-
2,4,0,0,0,個人住民税,5395,-,36.4,6315,-,5332,-,4815,-
2,4,0,0,0,他の税,9054,-,-9.1,5460,-,9419,-,8895,-
2,3,0,0,0,社会保険料,19955,-,12.2,23993,-,19614,-,18679,-
2,4,0,0,0,公的年金保険料,3088,-,82.9,15629,-,1896,-,1931,-
2,4,0,0,0,健康保険料,10506,-,2.2,7688,-,10793,-,10059,-
2,4,0,0,0,介護保険料,6322,-,9.2,534,-,6896,-,6658,-
2,4,0,0,0,他の社会保険料,39,-,62.5,142,-,28,-,31,-
2,3,0,0,0,その他,28,-,-20,32,-,27,-,30,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),288557,-,11.1,263590,-,291107,-,262063,-
2,2,0,0,0,預貯金,241746,-,14,183264,-,247445,-,227155,-
2,2,0,0,0,保険料,6392,-,-26.7,4588,-,6574,-,5951,-
2,3,0,0,0,個人・企業年金保険料,479,-,14.3,463,-,480,-,119,-
2,3,0,0,0,他の保険料,5913,-,-28.7,4125,-,6094,-,5832,-
2,2,0,0,0,有価証券購入,1006,-,-78.1,682,-,1044,-,633,-
2,2,0,0,0,土地家屋借金返済,3807,-,40.7,18661,-,2365,-,1604,-
2,2,0,0,0,他の借金返済,589,-,-2.8,-,-,649,-,949,-
2,2,0,0,0,分割払購入借入金返済,1432,-,1.8,582,-,1516,-,1629,-
2,2,0,0,0,一括払購入借入金返済,32126,-,12.1,55551,-,29932,-,22679,-
2,2,0,0,0,実支出以外の支払のその他,1461,-,65.3,263,-,1583,-,1465,-
2,1,0,0,0,繰越金,66892,-,5,46234,-,69003,-,65633,-
3,0,0,0,0,可処分所得,188050,-,9.3,120437,-,194564,-,184804,-
3,0,0,0,0,黒字,-81099,-,15.5,-156641,-,-73883,-,-71716,-
3,1,0,0,0,金融資産純増,-35421,-,42.5,-156784,-,-23774,-,-27929,-
3,3,0,0,0,貯蓄純増,-36356,-,41.4,-157466,-,-24740,-,-28438,-
3,4,0,0,0,預貯金純増,-13724,-,69.6,-122897,-,-3236,-,-10601,-
3,4,0,0,0,保険純増,-22632,-,-34,-34569,-,-21505,-,-17837,-
3,3,0,0,0,有価証券純購入,935,-,114.9,682,-,966,-,510,-
3,1,0,0,0,土地家屋借金純減,3807,-,40.7,18661,-,2365,-,1604,-
3,1,0,0,0,他の借金純減,405,-,22,-,-,447,-,627,-
3,1,0,0,0,分割払購入借入金純減,424,-,153.8,381,-,427,-,170,-
3,1,0,0,0,一括払購入借入金純減,-22834,-,-18.5,-10876,-,-24032,-,-18278,-
3,1,0,0,0,土地家屋純増,-7908,-,-442.9,-,-,-8599,-,-3843,-
3,1,0,0,0,その他の純増,797,-,40.8,220,-,854,-,814,-
3,1,0,0,0,繰越純増,-20369,-,-0.7,-8243,-,-21570,-,-24882,-
,,,,,,,,,,,,,,
東京都生計分析調査　平成31年・令和元年,,,,,,,,,,,,,,
第３３表　世帯主年齢階層別１世帯当たり年平均１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
注１）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,
注２）　平成30年１月に調査で使用する家計簿を改正し順次変更を行ったため、「対前年増加率」の値には当該改正の影響による変動が含まれ得る。　,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,
