項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,20万円未満／実数（円）,20万円未満／構成比（％）,20万円以上30万円未満／実数（円）,20万円以上30万円未満／構成比（％）,30万円以上40万円未満／実数（円）,30万円以上40万円未満／構成比（％）,40万円以上50万円未満／実数（円）,40万円以上50万円未満／構成比（％）,50万円以上60万円未満／実数（円）,50万円以上60万円未満／構成比（％）,60万円以上70万円未満／実数（円）,60万円以上70万円未満／構成比（％）,70万円以上／実数（円）,70万円以上／構成比（％）
1,2,0,0,0,預貯金引出,386430,-,329135,-,302630,-,331939,-,397321,-,405873,-,488208,-,547351,-
1,2,0,0,0,保険金,8852,-,12376,-,11068,-,1534,-,10762,-,3311,-,15061,-,6658,-
1,3,0,0,0,個人・企業年金保険金,4836,-,7219,-,10789,-,1534,-,5541,-,3063,-,748,-,2176,-
1,3,0,0,0,他の保険金,4016,-,5157,-,279,-,-,-,5221,-,247,-,14314,-,4482,-
1,2,0,0,0,有価証券売却,1468,-,-,-,-,-,-,-,5917,-,2965,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,144,-,20,-,103,-,40,-,483,-,115,-,45,-,138,-
1,2,0,0,0,分割払購入借入金,4529,-,763,-,8042,-,5283,-,2877,-,1015,-,5513,-,9413,-
1,2,0,0,0,一括払購入借入金,110187,-,78681,-,81870,-,92774,-,104160,-,124707,-,150775,-,180627,-
1,2,0,0,0,土地家屋売却,384,-,-,-,-,-,493,-,-,-,1993,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,448,-,447,-,146,-,64,-,449,-,1089,-,610,-,615,-
1,1,0,0,0,繰入金,115365,-,76965,-,77758,-,91054,-,101975,-,251402,-,136409,-,107796,-
2,0,0,0,0,支払,1301276,-,739969,-,943609,-,1094954,-,1351900,-,1598460,-,1746342,-,2152336,-
2,1,0,0,0,実支出,501987,-,365898,-,381993,-,411779,-,472304,-,545554,-,681914,-,843529,-
2,2,0,0,0,生計支出,368036,-,331027,-,315432,-,326151,-,330406,-,372605,-,457986,-,529744,-
2,3,0,0,0,消費支出,360606,100,287408,100,314322,100,326151,100,330406,100,372605,100,457986,100,529744,100
2,4,1,0,0,食料,90551,25.1,80829,28.1,85077,27.1,84409,25.9,89459,27.1,94730,25.4,103559,22.6,107524,20.3
2,5,1,1,0,穀類,6925,1.9,6443,2.2,6479,2.1,6344,1.9,7146,2.2,7420,2,7779,1.7,7458,1.4
2,6,1,1,1,米類,1832,0.5,1763,0.6,1837,0.6,1629,0.5,1777,0.5,2142,0.6,1918,0.4,1895,0.4
2,6,1,1,2,パン,3186,0.9,2892,1,2919,0.9,2938,0.9,3315,1,3262,0.9,3738,0.8,3561,0.7
2,6,1,1,3,麺類,1414,0.4,1363,0.5,1314,0.4,1364,0.4,1543,0.5,1497,0.4,1455,0.3,1374,0.3
2,6,1,1,4,他の穀類,493,0.1,424,0.1,409,0.1,413,0.1,512,0.2,519,0.1,669,0.1,627,0.1
2,5,1,2,0,魚介類,5193,1.4,5790,2,5139,1.6,4594,1.4,4601,1.4,5493,1.5,5162,1.1,5711,1.1
2,6,1,2,1,生鮮魚介,3121,0.9,3361,1.2,3137,1,2701,0.8,2737,0.8,3410,0.9,2998,0.7,3578,0.7
2,6,1,2,2,塩干魚介,886,0.2,1047,0.4,799,0.3,838,0.3,772,0.2,917,0.2,897,0.2,952,0.2
2,6,1,2,3,魚肉練製品,457,0.1,539,0.2,517,0.2,368,0.1,448,0.1,428,0.1,449,0.1,431,0.1
2,6,1,2,4,他の魚介加工品,729,0.2,843,0.3,687,0.2,688,0.2,644,0.2,738,0.2,818,0.2,750,0.1
2,5,1,3,0,肉類,7951,2.2,7144,2.5,7032,2.2,7089,2.2,8192,2.5,9028,2.4,8707,1.9,9184,1.7
2,6,1,3,1,生鮮肉,6499,1.8,5790,2,5712,1.8,5792,1.8,6692,2,7373,2,7079,1.5,7601,1.4
2,6,1,3,2,加工肉,1453,0.4,1354,0.5,1320,0.4,1297,0.4,1501,0.5,1655,0.4,1628,0.4,1584,0.3
2,5,1,4,0,乳卵類,4109,1.1,3667,1.3,3665,1.2,3591,1.1,4146,1.3,4333,1.2,4799,1,5293,1
2,6,1,4,1,牛乳,1297,0.4,1118,0.4,1131,0.4,1170,0.4,1310,0.4,1443,0.4,1538,0.3,1598,0.3
2,6,1,4,2,乳製品,2058,0.6,1840,0.6,1832,0.6,1774,0.5,2064,0.6,2075,0.6,2388,0.5,2846,0.5
2,6,1,4,3,卵,754,0.2,709,0.2,703,0.2,647,0.2,772,0.2,815,0.2,873,0.2,849,0.2
2,5,1,5,0,野菜・海藻,8941,2.5,9365,3.3,8431,2.7,7963,2.4,8473,2.6,9506,2.6,9359,2,10040,1.9
2,6,1,5,1,生鮮野菜,6254,1.7,6297,2.2,5962,1.9,5649,1.7,6005,1.8,6706,1.8,6400,1.4,7112,1.3
2,6,1,5,2,乾物・海藻,683,0.2,792,0.3,618,0.2,542,0.2,626,0.2,706,0.2,822,0.2,755,0.1
2,6,1,5,3,大豆加工品,1028,0.3,1030,0.4,969,0.3,880,0.3,1001,0.3,1140,0.3,1148,0.3,1150,0.2
2,6,1,5,4,他の野菜・海藻加工品,975,0.3,1246,0.4,882,0.3,892,0.3,840,0.3,954,0.3,989,0.2,1022,0.2
2,5,1,6,0,果物,2839,0.8,3144,1.1,2700,0.9,2352,0.7,2627,0.8,2763,0.7,2958,0.6,3508,0.7
2,6,1,6,1,生鮮果物,2513,0.7,2833,1,2346,0.7,2136,0.7,2270,0.7,2424,0.7,2633,0.6,3103,0.6
2,6,1,6,2,果物加工品,327,0.1,311,0.1,354,0.1,216,0.1,357,0.1,339,0.1,325,0.1,406,0.1
2,5,1,7,0,油脂・調味料,3575,1,3449,1.2,3484,1.1,3229,1,3561,1.1,3802,1,4014,0.9,3822,0.7
2,6,1,7,1,油脂,351,0.1,368,0.1,362,0.1,287,0.1,329,0.1,319,0.1,400,0.1,427,0.1
2,6,1,7,2,調味料,3224,0.9,3081,1.1,3123,1,2943,0.9,3231,1,3482,0.9,3614,0.8,3395,0.6
2,5,1,8,0,菓子類,7073,2,6470,2.3,6011,1.9,6482,2,7996,2.4,7676,2.1,8425,1.8,7323,1.4
2,5,1,9,0,調理食品,11918,3.3,12108,4.2,12490,4,11378,3.5,11315,3.4,11922,3.2,13157,2.9,11702,2.2
2,6,1,9,1,主食的調理食品,5045,1.4,4945,1.7,5101,1.6,4954,1.5,4810,1.5,4940,1.3,5979,1.3,5053,1
2,6,1,9,2,他の調理食品,6872,1.9,7163,2.5,7389,2.4,6424,2,6505,2,6982,1.9,7178,1.6,6649,1.3
2,5,1,10,0,飲料,5309,1.5,4647,1.6,5307,1.7,5189,1.6,5729,1.7,5346,1.4,5628,1.2,5647,1.1
2,6,1,10,1,茶類,1238,0.3,1139,0.4,1282,0.4,1144,0.4,1346,0.4,1293,0.3,1234,0.3,1287,0.2
2,6,1,10,2,コーヒー・ココア,1008,0.3,932,0.3,941,0.3,986,0.3,1142,0.3,900,0.2,1231,0.3,994,0.2
2,6,1,10,3,他の飲料,3063,0.8,2576,0.9,3084,1,3059,0.9,3241,1,3153,0.8,3163,0.7,3365,0.6
2,5,1,11,0,酒類,3618,1,3245,1.1,4477,1.4,3594,1.1,3650,1.1,2941,0.8,3513,0.8,3742,0.7
2,5,1,12,0,外食,23100,6.4,15358,5.3,19863,6.3,22604,6.9,22022,6.7,24502,6.6,30060,6.6,34093,6.4
2,6,1,12,1,一般外食,21656,6,14689,5.1,19159,6.1,21116,6.5,19999,6.1,22599,6.1,28245,6.2,32389,6.1
2,6,1,12,2,学校給食,1445,0.4,669,0.2,704,0.2,1488,0.5,2023,0.6,1903,0.5,1815,0.4,1704,0.3
2,4,2,0,0,住居,26402,7.3,26280,9.1,28433,9,27335,8.4,23616,7.1,15599,4.2,32220,7,31919,6
2,5,2,1,0,家賃地代,18308,5.1,12870,4.5,20838,6.6,24735,7.6,18365,5.6,12193,3.3,21433,4.7,16184,3.1
2,5,2,2,0,設備修繕・維持,8094,2.2,13411,4.7,7595,2.4,2599,0.8,5251,1.6,3406,0.9,10787,2.4,15735,3
2,6,2,2,1,設備材料,2335,0.6,5188,1.8,2379,0.8,1389,0.4,1044,0.3,1077,0.3,3540,0.8,1901,0.4
2,6,2,2,2,工事その他のサービス,5759,1.6,8224,2.9,5216,1.7,1210,0.4,4208,1.3,2329,0.6,7246,1.6,13834,2.6
2,4,3,0,0,光熱・水道,21172,5.9,19617,6.8,20356,6.5,20132,6.2,21524,6.5,22706,6.1,22486,4.9,22808,4.3
2,5,3,1,0,電気代,9749,2.7,9090,3.2,9305,3,9530,2.9,10151,3.1,10211,2.7,9996,2.2,10443,2
2,5,3,2,0,ガス代,6074,1.7,5388,1.9,6007,1.9,5578,1.7,5757,1.7,6600,1.8,7057,1.5,6973,1.3
2,5,3,3,0,他の光熱,237,0.1,325,0.1,362,0.1,240,0.1,165,0,152,0,210,0,123,0
2,5,3,4,0,上下水道料,5111,1.4,4814,1.7,4682,1.5,4784,1.5,5451,1.6,5743,1.5,5224,1.1,5269,1
2,4,4,0,0,家具・家事用品,12628,3.5,9156,3.2,11138,3.5,10716,3.3,11991,3.6,12192,3.3,15866,3.5,21226,4
2,5,4,1,0,家庭用耐久財,3625,1,2499,0.9,2051,0.7,2226,0.7,3745,1.1,3197,0.9,6996,1.5,7371,1.4
2,6,4,1,1,家事用耐久財,1715,0.5,1504,0.5,672,0.2,1278,0.4,1535,0.5,1948,0.5,3544,0.8,2792,0.5
2,6,4,1,2,冷暖房用器具,1031,0.3,812,0.3,773,0.2,496,0.2,1361,0.4,376,0.1,3031,0.7,1299,0.2
2,6,4,1,3,一般家具,879,0.2,182,0.1,606,0.2,453,0.1,849,0.3,874,0.2,420,0.1,3280,0.6
2,5,4,2,0,室内装備・装飾品,955,0.3,456,0.2,1592,0.5,459,0.1,389,0.1,577,0.2,655,0.1,2919,0.6
2,5,4,3,0,寝具類,1197,0.3,590,0.2,1143,0.4,1913,0.6,1335,0.4,617,0.2,815,0.2,1801,0.3
2,5,4,4,0,家事雑貨,2872,0.8,2275,0.8,2499,0.8,2634,0.8,2761,0.8,3530,0.9,3230,0.7,3666,0.7
2,5,4,5,0,家事用消耗品,3170,0.9,2909,1,3157,1,3033,0.9,3128,0.9,3202,0.9,3437,0.8,3558,0.7
2,5,4,6,0,家事サービス,810,0.2,429,0.1,696,0.2,451,0.1,634,0.2,1069,0.3,734,0.2,1912,0.4
2,4,5,0,0,被服及び履物,16768,4.6,12634,4.4,13956,4.4,15551,4.8,15153,4.6,16326,4.4,19776,4.3,28210,5.3
2,5,5,1,0,和服,162,0,63,0,14,0,426,0.1,126,0,7,0,507,0.1,17,0
2,5,5,2,0,洋服,7728,2.1,5544,1.9,6986,2.2,7379,2.3,6205,1.9,7629,2,8574,1.9,13740,2.6
2,6,5,2,1,男子用洋服,2465,0.7,1801,0.6,2239,0.7,2782,0.9,1764,0.5,2647,0.7,3553,0.8,3425,0.6
2,6,5,2,2,婦人用洋服,4312,1.2,3344,1.2,3995,1.3,3118,1,3205,1,4058,1.1,4477,1,9173,1.7
2,6,5,2,3,子供用洋服,950,0.3,399,0.1,753,0.2,1479,0.5,1236,0.4,923,0.2,545,0.1,1142,0.2
2,5,5,3,0,シャツ・セーター類,2980,0.8,2313,0.8,2172,0.7,3058,0.9,2668,0.8,3058,0.8,3321,0.7,4997,0.9
2,6,5,3,1,男子用シャツ・セーター類,1034,0.3,773,0.3,774,0.2,1083,0.3,1041,0.3,1159,0.3,975,0.2,1634,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1679,0.5,1407,0.5,1199,0.4,1617,0.5,1284,0.4,1581,0.4,2149,0.5,3037,0.6
2,6,5,3,3,子供用シャツ・セーター類,268,0.1,133,0,199,0.1,357,0.1,344,0.1,317,0.1,196,0,326,0.1
2,5,5,4,0,下着類,1168,0.3,928,0.3,1062,0.3,907,0.3,1163,0.4,1376,0.4,1492,0.3,1497,0.3
2,6,5,4,1,男子用下着類,309,0.1,277,0.1,292,0.1,292,0.1,294,0.1,334,0.1,365,0.1,363,0.1
2,6,5,4,2,婦人用下着類,664,0.2,578,0.2,601,0.2,408,0.1,601,0.2,754,0.2,910,0.2,980,0.2
2,6,5,4,3,子供用下着類,195,0.1,74,0,169,0.1,207,0.1,269,0.1,288,0.1,217,0,153,0
2,5,5,5,0,生地・糸類,168,0,223,0.1,219,0.1,142,0,178,0.1,149,0,113,0,91,0
2,5,5,6,0,他の被服,1184,0.3,900,0.3,915,0.3,1004,0.3,1155,0.3,1058,0.3,1233,0.3,2249,0.4
2,5,5,7,0,履物類,2243,0.6,1601,0.6,1648,0.5,1940,0.6,2628,0.8,2095,0.6,3158,0.7,3368,0.6
2,5,5,8,0,被服関連サービス,1136,0.3,1063,0.4,940,0.3,696,0.2,1031,0.3,955,0.3,1378,0.3,2250,0.4
2,4,6,0,0,保健医療,15418,4.3,14689,5.1,12224,3.9,15150,4.6,12120,3.7,15714,4.2,23415,5.1,18869,3.6
2,5,6,1,0,医薬品,2337,0.6,3081,1.1,2192,0.7,1960,0.6,1805,0.5,2307,0.6,1906,0.4,2879,0.5
2,5,6,2,0,健康保持用摂取品,937,0.3,1198,0.4,1134,0.4,780,0.2,780,0.2,635,0.2,707,0.2,1244,0.2
2,5,6,3,0,保健医療用品・器具,2780,0.8,1926,0.7,2343,0.7,3136,1,2670,0.8,3256,0.9,3101,0.7,3570,0.7
2,5,6,4,0,保健医療サービス,9364,2.6,8484,3,6555,2.1,9274,2.8,6866,2.1,9516,2.6,17702,3.9,11176,2.1
2,4,7,0,0,交通・通信,46350,12.9,29825,10.4,43916,14,41970,12.9,40251,12.2,46457,12.5,56691,12.4,80983,15.3
2,5,7,1,0,交通,13316,3.7,8605,3,10307,3.3,11211,3.4,12534,3.8,16160,4.3,20685,4.5,18668,3.5
2,5,7,2,0,自動車等関係費,18341,5.1,10080,3.5,19091,6.1,16086,4.9,12516,3.8,14423,3.9,19014,4.2,45352,8.6
2,6,7,2,1,自動車等購入,5577,1.5,288,0.1,5437,1.7,5122,1.6,-,-,1710,0.5,4127,0.9,28078,5.3
2,6,7,2,2,自転車購入,514,0.1,411,0.1,155,0,458,0.1,860,0.3,1028,0.3,245,0.1,512,0.1
2,6,7,2,3,自動車等維持,12249,3.4,9381,3.3,13499,4.3,10507,3.2,11656,3.5,11685,3.1,14642,3.2,16762,3.2
2,5,7,3,0,通信,14694,4.1,11140,3.9,14518,4.6,14673,4.5,15202,4.6,15875,4.3,16992,3.7,16963,3.2
2,4,8,0,0,教育,32489,9,16359,5.7,18381,5.8,23365,7.2,26331,8,48614,13,53099,11.6,62839,11.9
2,5,8,1,0,授業料等,24202,6.7,11101,3.9,16461,5.2,17984,5.5,19297,5.8,35870,9.6,40179,8.8,45346,8.6
2,5,8,2,0,教科書・学習参考教材,385,0.1,138,0,78,0,226,0.1,324,0.1,690,0.2,676,0.1,834,0.2
2,5,8,3,0,補習教育,7903,2.2,5120,1.8,1843,0.6,5155,1.6,6710,2,12054,3.2,12244,2.7,16658,3.1
2,4,9,0,0,教養娯楽,40890,11.3,33337,11.6,33134,10.5,37352,11.5,39711,12,42010,11.3,46210,10.1,62349,11.8
2,5,9,1,0,教養娯楽用耐久財,3301,0.9,1492,0.5,2196,0.7,3014,0.9,2887,0.9,4085,1.1,3832,0.8,6498,1.2
2,5,9,2,0,教養娯楽用品,8383,2.3,7427,2.6,6269,2,8780,2.7,9263,2.8,7499,2,9135,2,11124,2.1
2,5,9,3,0,書籍・他の印刷物,3651,1,3536,1.2,3412,1.1,2926,0.9,3437,1,3645,1,4512,1,4905,0.9
2,5,9,4,0,教養娯楽サービス,25556,7.1,20883,7.3,21257,6.8,22632,6.9,24125,7.3,26781,7.2,28731,6.3,39822,7.5
2,6,9,4,1,宿泊料,3699,1,2302,0.8,2912,0.9,3664,1.1,2638,0.8,2644,0.7,5811,1.3,8231,1.6
2,6,9,4,2,パック旅行費,4378,1.2,5470,1.9,3916,1.2,4217,1.3,3507,1.1,5514,1.5,3470,0.8,3912,0.7
2,6,9,4,3,月謝類,5618,1.6,3344,1.2,5227,1.7,4400,1.3,5831,1.8,6187,1.7,5646,1.2,10102,1.9
2,6,9,4,4,他の教養娯楽サービス,11861,3.3,9766,3.4,9202,2.9,10351,3.2,12148,3.7,12436,3.3,13804,3,17578,3.3
2,4,10,0,0,その他の消費支出,57937,16.1,44680,15.5,47707,15.2,50171,15.4,50251,15.2,58257,15.6,84663,18.5,93017,17.6
2,5,10,1,0,諸雑費,26231,7.3,21561,7.5,23987,7.6,24880,7.6,24724,7.5,25746,6.9,28600,6.2,38678,7.3
2,6,10,1,1,理美容サービス,3774,1,3315,1.2,3765,1.2,2851,0.9,3682,1.1,4095,1.1,3776,0.8,5452,1
2,6,10,1,2,理美容用品,5814,1.6,5086,1.8,5623,1.8,5631,1.7,5361,1.6,6269,1.7,6943,1.5,6492,1.2
2,6,10,1,3,身の回り用品,3276,0.9,2341,0.8,2270,0.7,3227,1,3166,1,2724,0.7,3632,0.8,6435,1.2
2,6,10,1,4,たばこ,805,0.2,736,0.3,1347,0.4,1173,0.4,1037,0.3,288,0.1,386,0.1,204,0
2,6,10,1,5,他の諸雑費,12564,3.5,10083,3.5,10983,3.5,11999,3.7,11477,3.5,12370,3.3,13863,3,20095,3.8
2,5,10,2,0,こづかい,10653,3,5858,2,6971,2.2,8751,2.7,11055,3.3,11853,3.2,16659,3.6,18676,3.5
2,5,10,3,0,交際費,17012,4.7,16343,5.7,15939,5.1,13477,4.1,13758,4.2,18488,5,18474,4,25912,4.9
2,6,10,3,0,食料,4012,1.1,4346,1.5,3524,1.1,2881,0.9,3184,1,3579,1,4610,1,6871,1.3
2,6,10,3,0,家具・家事用品,178,0,136,0,106,0,115,0,166,0.1,262,0.1,300,0.1,249,0
2,6,10,3,0,被服及び履物,625,0.2,577,0.2,1120,0.4,337,0.1,436,0.1,492,0.1,586,0.1,790,0.1
2,6,10,3,0,教養娯楽,1035,0.3,847,0.3,597,0.2,795,0.2,385,0.1,1391,0.4,1182,0.3,2384,0.5
2,6,10,3,0,他の物品サービス,412,0.1,267,0.1,610,0.2,476,0.1,250,0.1,269,0.1,330,0.1,760,0.1
2,6,10,3,6,贈与金,5338,1.5,6084,2.1,4861,1.5,5135,1.6,3728,1.1,5838,1.6,4310,0.9,7583,1.4
2,6,10,3,7,他の交際費,5413,1.5,4086,1.4,5123,1.6,3740,1.1,5609,1.7,6658,1.8,7158,1.6,7275,1.4
2,5,10,4,0,仕送り金,4041,1.1,918,0.3,809,0.3,3063,0.9,715,0.2,2170,0.6,20930,4.6,9751,1.8
2,3,0,0,0,土地家屋購入,7430,-,43619,-,1110,-,-,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,37307,10.3,18228,6.3,20402,6.5,26523,8.1,30680,9.3,55396,14.9,59743,13,74338,14
2,3,0,0,0,（再掲）教養娯楽関係費,48142,13.4,38592,13.4,36966,11.8,43083,13.2,45291,13.7,50105,13.4,58293,12.7,75489,14.3
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,9380,2.6,7001,2.4,5670,1.8,8197,2.5,4443,1.3,8008,2.1,25240,5.5,17334,3.3
2,3,0,0,0,（再掲）経常消費支出,251186,69.7,207352,72.1,233414,74.3,240373,73.7,249319,75.5,256812,68.9,296764,64.8,312112,58.9
2,3,0,0,0,（再掲）情報通信関係費,18133,5,14465,5,18062,5.7,18132,5.6,18687,5.7,19174,5.1,19792,4.3,20756,3.9
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,319247,88.5,253839,88.3,274783,87.4,285497,87.5,302348,91.5,347288,93.2,396399,86.6,452413,85.4
2,2,0,0,0,その他の実支出,133951,-,34871,-,66561,-,85628,-,141898,-,172949,-,223929,-,313784,-
2,3,0,0,0,直接税,63345,-,14533,-,24939,-,29687,-,57515,-,74395,-,109429,-,194081,-
2,4,0,0,0,勤労所得税,30342,-,3083,-,6467,-,10238,-,21537,-,33121,-,54364,-,119717,-
2,4,0,0,0,個人住民税,25761,-,5327,-,11339,-,14172,-,27026,-,34152,-,45994,-,65274,-
2,4,0,0,0,他の税,7243,-,6123,-,7134,-,5277,-,8952,-,7122,-,9071,-,9090,-
2,3,0,0,0,社会保険料,70554,-,20168,-,41622,-,55897,-,84334,-,98519,-,114483,-,119690,-
2,4,0,0,0,公的年金保険料,42206,-,7710,-,22871,-,34139,-,52512,-,63475,-,71883,-,69458,-
2,4,0,0,0,健康保険料,23205,-,8636,-,15514,-,18357,-,26696,-,29343,-,34123,-,41036,-
2,4,0,0,0,介護保険料,3802,-,3651,-,2650,-,2174,-,3564,-,3894,-,6260,-,6463,-
2,4,0,0,0,他の社会保険料,1341,-,172,-,587,-,1227,-,1562,-,1808,-,2217,-,2733,-
2,3,0,0,0,その他,52,-,169,-,-,-,44,-,49,-,35,-,17,-,14,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),704476,-,317874,-,498680,-,619204,-,795637,-,822100,-,932504,-,1233837,-
2,2,0,0,0,預貯金,547819,-,226848,-,411496,-,496437,-,601612,-,628575,-,708052,-,979980,-
2,2,0,0,0,保険料,26356,-,15579,-,13156,-,23052,-,35853,-,28737,-,40735,-,36869,-
2,3,0,0,0,個人・企業年金保険料,4877,-,1062,-,1764,-,4331,-,5561,-,6141,-,9507,-,10087,-
2,3,0,0,0,他の保険料,21479,-,14517,-,11393,-,18722,-,30293,-,22596,-,31228,-,26782,-
2,2,0,0,0,有価証券購入,3401,-,711,-,1106,-,1038,-,3795,-,6569,-,3991,-,8656,-
2,2,0,0,0,土地家屋借金返済,46472,-,16878,-,19644,-,38030,-,70571,-,68823,-,61147,-,68424,-
2,2,0,0,0,他の借金返済,2007,-,507,-,2065,-,2857,-,2581,-,2115,-,1203,-,2121,-
2,2,0,0,0,分割払購入借入金返済,3857,-,2262,-,2276,-,3880,-,6417,-,2939,-,4442,-,4869,-
2,2,0,0,0,一括払購入借入金返済,73765,-,53458,-,48509,-,53625,-,74422,-,83831,-,111645,-,131560,-
2,2,0,0,0,実支出以外の支払のその他,799,-,1631,-,427,-,285,-,387,-,513,-,1288,-,1359,-
2,1,0,0,0,繰越金,94813,-,56197,-,62935,-,63971,-,83959,-,230807,-,131925,-,74970,-
3,0,0,0,0,可処分所得,539517,-,206712,-,395431,-,486145,-,586059,-,633044,-,725792,-,985953,-
3,0,0,0,0,黒字,178911,-,-80696,-,81109,-,159994,-,255653,-,260440,-,267806,-,456209,-
3,1,0,0,0,金融資産純増,180825,-,-98372,-,112061,-,187055,-,227261,-,251732,-,249509,-,471495,-
3,3,0,0,0,貯蓄純増,178892,-,-99083,-,110955,-,186017,-,229382,-,248129,-,245518,-,462840,-
3,4,0,0,0,預貯金純増,161389,-,-102286,-,108866,-,164498,-,204291,-,222702,-,219844,-,432629,-
