項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
1,2,0,0,0,特別収入,10783,1.6,87.3,3812,1.2,6498,1.5,23367,4.4,10897,1.8,10265,1.5,7778,0.8,12847,1.1
1,3,0,0,0,受贈金,2483,0.4,28.7,448,0.1,3062,0.7,938,0.2,3825,0.6,2970,0.4,1362,0.1,4816,0.4
1,3,0,0,0,他の特別収入,8300,1.2,116.8,3364,1,3436,0.8,22429,4.2,7072,1.2,7294,1,6416,0.7,8032,0.7
1,1,0,0,0,実収入以外の受取(繰入金を除く),512442,-,9.6,296537,-,382748,-,392413,-,478436,-,587334,-,663569,-,783091,-
1,2,0,0,0,預貯金引出,386430,-,2.5,231821,-,296188,-,300028,-,377158,-,444477,-,489413,-,564674,-
1,2,0,0,0,保険金,8852,-,139.6,4542,-,5937,-,10621,-,1913,-,10799,-,15092,-,12667,-
1,3,0,0,0,個人・企業年金保険金,4836,-,40.7,3887,-,4413,-,4038,-,1913,-,9693,-,3845,-,5895,-
1,3,0,0,0,他の保険金,4016,-,...,655,-,1524,-,6582,-,-,-,1106,-,11247,-,6771,-
1,2,0,0,0,有価証券売却,1468,-,859.5,-,-,-,-,-,-,364,-,6749,-,2966,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,144,-,-52.2,56,-,638,-,-,-,70,-,-,-,252,-,-,-
1,2,0,0,0,分割払購入借入金,4529,-,17.1,8844,-,3371,-,1328,-,808,-,663,-,7495,-,8832,-
1,2,0,0,0,一括払購入借入金,110187,-,34.5,51272,-,76183,-,80230,-,97496,-,124363,-,145166,-,195791,-
1,2,0,0,0,土地家屋売却,384,-,...,-,-,-,-,-,-,-,-,-,-,2183,-,545,-
1,2,0,0,0,実収入以外の受取のその他,448,-,17,2,-,431,-,206,-,628,-,282,-,1002,-,583,-
1,1,0,0,0,繰入金,115365,-,43.8,85688,-,113062,-,79415,-,75291,-,70453,-,275350,-,108072,-
2,0,0,0,0,支払,1301276,-,10.3,702964,-,936149,-,1002105,-,1154343,-,1355760,-,1858999,-,2086193,-
2,1,0,0,0,実支出,501987,-,3.8,291720,-,368386,-,389217,-,423088,-,565888,-,663899,-,807314,-
2,2,0,0,0,生計支出,368036,-,3.8,249290,-,296552,-,297955,-,314592,-,423244,-,458579,-,534297,-
2,3,0,0,0,消費支出,360606,100,1.9,249290,100,296552,100,297955,100,314592,100,373419,100,456713,100,534297,100
2,4,1,0,0,食料,90551,25.1,2.5,72516,29.1,79134,26.7,82466,27.7,87411,27.8,93208,25,104388,22.9,114345,21.4
2,5,1,1,0,穀類,6925,1.9,1.3,6347,2.5,6665,2.2,6428,2.2,7175,2.3,7067,1.9,7594,1.7,7172,1.3
2,6,1,1,1,米類,1832,0.5,2.3,1828,0.7,2049,0.7,1614,0.5,1813,0.6,1845,0.5,2026,0.4,1641,0.3
2,6,1,1,2,パン,3186,0.9,1.6,2707,1.1,2819,1,3087,1,3406,1.1,3228,0.9,3406,0.7,3638,0.7
2,6,1,1,3,麺類,1414,0.4,1.1,1375,0.6,1419,0.5,1330,0.4,1534,0.5,1442,0.4,1405,0.3,1385,0.3
2,6,1,1,4,他の穀類,493,0.1,-3.9,438,0.2,378,0.1,398,0.1,422,0.1,551,0.1,758,0.2,508,0.1
2,5,1,2,0,魚介類,5193,1.4,1.3,5450,2.2,4950,1.7,4726,1.6,4570,1.5,5405,1.4,5578,1.2,5692,1.1
2,6,1,2,1,生鮮魚介,3121,0.9,4.8,3070,1.2,3004,1,2904,1,2660,0.8,3276,0.9,3398,0.7,3545,0.7
2,6,1,2,2,塩干魚介,886,0.2,2.3,1035,0.4,842,0.3,754,0.3,869,0.3,912,0.2,874,0.2,916,0.2
2,6,1,2,3,魚肉練製品,457,0.1,-14.1,506,0.2,461,0.2,458,0.2,429,0.1,427,0.1,480,0.1,445,0.1
2,6,1,2,4,他の魚介加工品,729,0.2,-2.8,838,0.3,643,0.2,610,0.2,612,0.2,790,0.2,827,0.2,786,0.1
2,5,1,3,0,肉類,7951,2.2,-0.5,6370,2.6,7611,2.6,7238,2.4,7632,2.4,8123,2.2,9017,2,9664,1.8
2,6,1,3,1,生鮮肉,6499,1.8,0,5064,2,6264,2.1,5918,2,6159,2,6641,1.8,7499,1.6,7948,1.5
2,6,1,3,2,加工肉,1453,0.4,-2.2,1306,0.5,1347,0.5,1319,0.4,1473,0.5,1482,0.4,1519,0.3,1716,0.3
2,5,1,4,0,乳卵類,4109,1.1,0.9,3190,1.3,3958,1.3,3433,1.2,3908,1.2,3972,1.1,4989,1.1,5306,1
2,6,1,4,1,牛乳,1297,0.4,5.9,917,0.4,1317,0.4,1079,0.4,1238,0.4,1110,0.3,1657,0.4,1751,0.3
2,6,1,4,2,乳製品,2058,0.6,-1.9,1643,0.7,1914,0.6,1646,0.6,1891,0.6,2127,0.6,2454,0.5,2735,0.5
2,6,1,4,3,卵,754,0.2,0.7,630,0.3,727,0.2,708,0.2,779,0.2,735,0.2,878,0.2,820,0.2
2,5,1,5,0,野菜・海藻,8941,2.5,-3.5,8323,3.3,8075,2.7,8301,2.8,8803,2.8,9048,2.4,9903,2.2,10112,1.9
2,6,1,5,1,生鮮野菜,6254,1.7,-4.6,5696,2.3,5657,1.9,5789,1.9,6138,2,6420,1.7,6894,1.5,7165,1.3
2,6,1,5,2,乾物・海藻,683,0.2,-1.7,613,0.2,591,0.2,667,0.2,616,0.2,725,0.2,811,0.2,757,0.1
2,6,1,5,3,大豆加工品,1028,0.3,0.2,857,0.3,920,0.3,988,0.3,1088,0.3,992,0.3,1191,0.3,1160,0.2
2,6,1,5,4,他の野菜・海藻加工品,975,0.3,-1.3,1157,0.5,907,0.3,857,0.3,961,0.3,910,0.2,1007,0.2,1030,0.2
2,5,1,6,0,果物,2839,0.8,3.6,2773,1.1,2326,0.8,2641,0.9,2588,0.8,2951,0.8,3343,0.7,3262,0.6
2,6,1,6,1,生鮮果物,2513,0.7,3.8,2490,1,2037,0.7,2367,0.8,2309,0.7,2599,0.7,2882,0.6,2911,0.5
2,6,1,6,2,果物加工品,327,0.1,2.5,283,0.1,289,0.1,274,0.1,279,0.1,352,0.1,460,0.1,351,0.1
2,5,1,7,0,油脂・調味料,3575,1,-0.9,3270,1.3,3355,1.1,3208,1.1,3615,1.1,3801,1,3887,0.9,3887,0.7
2,6,1,7,1,油脂,351,0.1,0.9,347,0.1,319,0.1,325,0.1,346,0.1,366,0.1,375,0.1,384,0.1
2,6,1,7,2,調味料,3224,0.9,-1,2923,1.2,3036,1,2883,1,3269,1,3435,0.9,3512,0.8,3503,0.7
2,5,1,8,0,菓子類,7073,2,3.9,5359,2.1,6817,2.3,6747,2.3,6866,2.2,7706,2.1,8291,1.8,7715,1.4
2,5,1,9,0,調理食品,11918,3.3,3,11553,4.6,10762,3.6,10595,3.6,12083,3.8,11280,3,13605,3,13507,2.5
2,6,1,9,1,主食的調理食品,5045,1.4,-3,4911,2,4497,1.5,4669,1.6,5113,1.6,4860,1.3,5494,1.2,5759,1.1
2,6,1,9,2,他の調理食品,6872,1.9,7.9,6642,2.7,6265,2.1,5926,2,6969,2.2,6420,1.7,8112,1.8,7748,1.5
2,5,1,10,0,飲料,5309,1.5,1.3,4564,1.8,5061,1.7,4927,1.7,5190,1.6,5879,1.6,5280,1.2,6209,1.2
2,6,1,10,1,茶類,1238,0.3,-3.1,1039,0.4,1001,0.3,1089,0.4,1332,0.4,1372,0.4,1354,0.3,1470,0.3
2,6,1,10,2,コーヒー・ココア,1008,0.3,-3.6,870,0.3,848,0.3,892,0.3,1095,0.3,1063,0.3,1074,0.2,1211,0.2
2,6,1,10,3,他の飲料,3063,0.8,5,2654,1.1,3212,1.1,2946,1,2763,0.9,3444,0.9,2852,0.6,3528,0.7
2,5,1,11,0,酒類,3618,1,17.3,3398,1.4,3267,1.1,3534,1.2,3446,1.1,3917,1,2873,0.6,4844,0.9
2,5,1,12,0,外食,23100,6.4,4.9,11920,4.8,16288,5.5,20687,6.9,21536,6.8,24059,6.4,30026,6.6,36976,6.9
2,6,1,12,1,一般外食,21656,6,4.9,10940,4.4,15095,5.1,19199,6.4,19790,6.3,22264,6,28244,6.2,35874,6.7
2,6,1,12,2,学校給食,1445,0.4,3.7,980,0.4,1193,0.4,1488,0.5,1746,0.6,1795,0.5,1782,0.4,1102,0.2
2,4,2,0,0,住居,26402,7.3,-0.9,30330,12.2,24153,8.1,30435,10.2,20843,6.6,17815,4.8,26006,5.7,34440,6.4
2,5,2,1,0,家賃地代,18308,5.1,-8.9,19763,7.9,21413,7.2,25040,8.4,17534,5.6,13475,3.6,15281,3.3,15641,2.9
2,5,2,2,0,設備修繕・維持,8094,2.2,23.7,10568,4.2,2739,0.9,5395,1.8,3309,1.1,4340,1.2,10725,2.3,18799,3.5
2,6,2,2,1,設備材料,2335,0.6,20.6,3300,1.3,1429,0.5,2266,0.8,1321,0.4,1580,0.4,1772,0.4,4562,0.9
2,6,2,2,2,工事その他のサービス,5759,1.6,25,7268,2.9,1310,0.4,3128,1,1988,0.6,2759,0.7,8953,2,14237,2.7
2,4,3,0,0,光熱・水道,21172,5.9,1.6,19148,7.7,19468,6.6,20289,6.8,20651,6.6,22143,5.9,22777,5,24020,4.5
2,5,3,1,0,電気代,9749,2.7,1.2,8761,3.5,9224,3.1,9102,3.1,9678,3.1,10132,2.7,10022,2.2,11457,2.1
2,5,3,2,0,ガス代,6074,1.7,5.5,5509,2.2,5454,1.8,5941,2,5692,1.8,6210,1.7,7083,1.6,6782,1.3
2,5,3,3,0,他の光熱,237,0.1,13.4,525,0.2,300,0.1,163,0.1,143,0,225,0.1,195,0,127,0
2,5,3,4,0,上下水道料,5111,1.4,-2.4,4352,1.7,4489,1.5,5082,1.7,5138,1.6,5576,1.5,5477,1.2,5654,1.1
2,4,4,0,0,家具・家事用品,12628,3.5,11.8,9271,3.7,11477,3.9,10226,3.4,10926,3.5,12207,3.3,13189,2.9,20989,3.9
2,5,4,1,0,家庭用耐久財,3625,1,12.5,2522,1,2659,0.9,2992,1,2534,0.8,3006,0.8,3967,0.9,7637,1.4
2,6,4,1,1,家事用耐久財,1715,0.5,-3.5,1356,0.5,1230,0.4,1054,0.4,1251,0.4,1583,0.4,1822,0.4,3650,0.7
2,6,4,1,2,冷暖房用器具,1031,0.3,24.8,946,0.4,900,0.3,1355,0.5,585,0.2,1158,0.3,1151,0.3,1101,0.2
2,6,4,1,3,一般家具,879,0.2,42.2,220,0.1,529,0.2,582,0.2,698,0.2,265,0.1,994,0.2,2885,0.5
2,5,4,2,0,室内装備・装飾品,955,0.3,52.1,301,0.1,1489,0.5,446,0.1,381,0.1,918,0.2,624,0.1,2484,0.5
2,5,4,3,0,寝具類,1197,0.3,23,1210,0.5,1481,0.5,1133,0.4,1069,0.3,863,0.2,1310,0.3,1348,0.3
2,5,4,4,0,家事雑貨,2872,0.8,10.8,1987,0.8,2301,0.8,2206,0.7,3215,1,3504,0.9,2950,0.6,3942,0.7
2,5,4,5,0,家事用消耗品,3170,0.9,4.5,2578,1,3044,1,3053,1,3187,1,3480,0.9,3378,0.7,3455,0.6
2,5,4,6,0,家事サービス,810,0.2,-4.6,673,0.3,503,0.2,397,0.1,540,0.2,437,0.1,961,0.2,2123,0.4
2,4,5,0,0,被服及び履物,16768,4.6,0.3,9265,3.7,11486,3.9,12692,4.3,16312,5.2,19705,5.3,20354,4.5,27577,5.2
2,5,5,1,0,和服,162,0,67,20,0,24,0,489,0.2,159,0.1,-,-,33,0,396,0.1
2,5,5,2,0,洋服,7728,2.1,1.6,4136,1.7,5255,1.8,4981,1.7,7816,2.5,8768,2.3,9875,2.2,13332,2.5
2,6,5,2,1,男子用洋服,2465,0.7,-2.3,1128,0.5,1729,0.6,1386,0.5,2560,0.8,3603,1,4127,0.9,2770,0.5
2,6,5,2,2,婦人用洋服,4312,1.2,2.9,2380,1,2569,0.9,2835,1,3982,1.3,4000,1.1,4883,1.1,9557,1.8
2,6,5,2,3,子供用洋服,950,0.3,6.9,628,0.3,957,0.3,761,0.3,1274,0.4,1165,0.3,865,0.2,1006,0.2
2,5,5,3,0,シャツ・セーター類,2980,0.8,-0.4,1773,0.7,2081,0.7,2360,0.8,2828,0.9,3816,1,3112,0.7,4844,0.9
2,6,5,3,1,男子用シャツ・セーター類,1034,0.3,7.7,592,0.2,788,0.3,736,0.2,991,0.3,1478,0.4,1194,0.3,1452,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1679,0.5,-5.6,953,0.4,1027,0.3,1382,0.5,1480,0.5,2049,0.5,1720,0.4,3105,0.6
2,6,5,3,3,子供用シャツ・セーター類,268,0.1,5.1,229,0.1,267,0.1,243,0.1,357,0.1,289,0.1,199,0,287,0.1
2,5,5,4,0,下着類,1168,0.3,-7.7,790,0.3,666,0.2,1090,0.4,1294,0.4,1376,0.4,1387,0.3,1571,0.3
2,6,5,4,1,男子用下着類,309,0.1,-4.6,206,0.1,209,0.1,221,0.1,307,0.1,421,0.1,329,0.1,464,0.1
2,6,5,4,2,婦人用下着類,664,0.2,-9.7,454,0.2,294,0.1,669,0.2,695,0.2,733,0.2,850,0.2,958,0.2
2,6,5,4,3,子供用下着類,195,0.1,-6.3,130,0.1,163,0.1,199,0.1,292,0.1,221,0.1,208,0,149,0
2,5,5,5,0,生地・糸類,168,0,47.4,130,0.1,97,0,286,0.1,117,0,325,0.1,135,0,85,0
2,5,5,6,0,他の被服,1184,0.3,1.3,815,0.3,946,0.3,910,0.3,1086,0.3,1256,0.3,1257,0.3,2030,0.4
2,5,5,7,0,履物類,2243,0.6,-6.7,1203,0.5,1438,0.5,1893,0.6,2032,0.6,2928,0.8,2883,0.6,3344,0.6
2,5,5,8,0,被服関連サービス,1136,0.3,5.8,397,0.2,979,0.3,684,0.2,980,0.3,1237,0.3,1673,0.4,1975,0.4
2,4,6,0,0,保健医療,15418,4.3,8.9,11467,4.6,10627,3.6,15153,5.1,14074,4.5,16871,4.5,20945,4.6,18667,3.5
2,5,6,1,0,医薬品,2337,0.6,10.8,2440,1,1843,0.6,2192,0.7,2235,0.7,2405,0.6,2511,0.5,2749,0.5
2,5,6,2,0,健康保持用摂取品,937,0.3,-12.4,768,0.3,747,0.3,896,0.3,1035,0.3,932,0.2,1138,0.2,1048,0.2
2,5,6,3,0,保健医療用品・器具,2780,0.8,-1.5,1959,0.8,2733,0.9,2967,1,2769,0.9,2813,0.8,2908,0.6,3349,0.6
2,5,6,4,0,保健医療サービス,9364,2.6,14.8,6300,2.5,5304,1.8,9099,3.1,8035,2.6,10722,2.9,14388,3.2,11521,2.2
2,4,7,0,0,交通・通信,46350,12.9,7,33373,13.4,35923,12.1,34958,11.7,37257,11.8,45491,12.2,59152,13,77919,14.6
2,5,7,1,0,交通,13316,3.7,8,6324,2.5,9933,3.3,8588,2.9,10443,3.3,16457,4.4,20018,4.4,21396,4
2,5,7,2,0,自動車等関係費,18341,5.1,20.1,16799,6.7,12916,4.4,12876,4.3,12280,3.9,13168,3.5,22517,4.9,37397,7
2,6,7,2,1,自動車等購入,5577,1.5,67.7,8219,3.3,2315,0.8,2998,1,-,-,-,-,5662,1.2,19526,3.7
2,6,7,2,2,自転車購入,514,0.1,-21.8,548,0.2,648,0.2,249,0.1,589,0.2,243,0.1,732,0.2,598,0.1
2,6,7,2,3,自動車等維持,12249,3.4,8.5,8031,3.2,9953,3.4,9629,3.2,11691,3.7,12924,3.5,16122,3.5,17273,3.2
2,5,7,3,0,通信,14694,4.1,-6.6,10250,4.1,13073,4.4,13493,4.5,14534,4.6,15866,4.2,16617,3.6,19127,3.6
2,4,8,0,0,教育,32489,9,-5.6,7655,3.1,29462,9.9,14762,5,26514,8.4,37008,9.9,59193,13,53005,9.9
2,5,8,1,0,授業料等,24202,6.7,-8.7,5208,2.1,24359,8.2,11156,3.7,17597,5.6,26926,7.2,48020,10.5,36431,6.8
2,5,8,2,0,教科書・学習参考教材,385,0.1,26.6,135,0.1,299,0.1,178,0.1,172,0.1,514,0.1,609,0.1,798,0.1
2,5,8,3,0,補習教育,7903,2.2,3.8,2312,0.9,4804,1.6,3428,1.2,8745,2.8,9568,2.6,10563,2.3,15776,3
2,4,9,0,0,教養娯楽,40890,11.3,4.4,19889,8,29019,9.8,38529,12.9,34255,10.9,42896,11.5,53006,11.6,68406,12.8
2,5,9,1,0,教養娯楽用耐久財,3301,0.9,34.7,1280,0.5,2059,0.7,2569,0.9,3308,1.1,3139,0.8,3971,0.9,6720,1.3
2,5,9,2,0,教養娯楽用品,8383,2.3,10.3,4975,2,6355,2.1,8218,2.8,7524,2.4,8830,2.4,8977,2,13797,2.6
2,5,9,3,0,書籍・他の印刷物,3651,1,2.6,3173,1.3,2573,0.9,2760,0.9,3051,1,4067,1.1,5130,1.1,4807,0.9
2,5,9,4,0,教養娯楽サービス,25556,7.1,0,10461,4.2,18033,6.1,24981,8.4,20372,6.5,26860,7.2,34928,7.6,43083,8.1
2,6,9,4,1,宿泊料,3699,1,30.1,1625,0.7,1707,0.6,2493,0.8,2491,0.8,3220,0.9,6331,1.4,7989,1.5
2,6,9,4,2,パック旅行費,4378,1.2,-7.7,1228,0.5,4388,1.5,7167,2.4,2229,0.7,3760,1,4908,1.1,6892,1.3
2,6,9,4,3,月謝類,5618,1.6,-11.6,1378,0.6,3044,1,6199,2.1,4902,1.6,7507,2,9287,2,7023,1.3
2,6,9,4,4,他の教養娯楽サービス,11861,3.3,2.1,6229,2.5,8894,3,9122,3.1,10751,3.4,12372,3.3,14403,3.2,21180,4
2,4,10,0,0,その他の消費支出,57937,16.1,-1.8,36376,14.6,45803,15.4,38445,12.9,46350,14.7,66075,17.7,77704,17,94929,17.8
2,5,10,1,0,諸雑費,26231,7.3,4.6,16458,6.6,22076,7.4,20148,6.8,23576,7.5,30145,8.1,28835,6.3,42315,7.9
2,6,10,1,1,理美容サービス,3774,1,6.8,2277,0.9,2609,0.9,2787,0.9,3498,1.1,4695,1.3,4924,1.1,5603,1
2,6,10,1,2,理美容用品,5814,1.6,6,3786,1.5,5065,1.7,4919,1.7,5668,1.8,7524,2,6827,1.5,6892,1.3
2,6,10,1,3,身の回り用品,3276,0.9,21.6,1809,0.7,1521,0.5,2392,0.8,2980,0.9,2634,0.7,3458,0.8,8129,1.5
2,6,10,1,4,たばこ,805,0.2,-0.7,652,0.3,1891,0.6,886,0.3,592,0.2,686,0.2,254,0.1,648,0.1
2,6,10,1,5,他の諸雑費,12564,3.5,0.2,7934,3.2,10990,3.7,9163,3.1,10838,3.4,14606,3.9,13372,2.9,21043,3.9
2,5,10,2,0,こづかい,10653,3,-14.1,6343,2.5,9488,3.2,5478,1.8,8319,2.6,12473,3.3,17938,3.9,14644,2.7
2,5,10,3,0,交際費,17012,4.7,-10.4,11785,4.7,13614,4.6,11444,3.8,12869,4.1,20661,5.5,20611,4.5,28231,5.3
2,6,10,3,0,食料,4012,1.1,-5.5,3108,1.2,2861,1,2731,0.9,2909,0.9,4951,1.3,4068,0.9,7432,1.4
2,6,10,3,0,家具・家事用品,178,0,-24.3,69,0,114,0,139,0,100,0,196,0.1,279,0.1,342,0.1
2,6,10,3,0,被服及び履物,625,0.2,13.6,206,0.1,1324,0.4,535,0.2,246,0.1,711,0.2,645,0.1,710,0.1
2,6,10,3,0,教養娯楽,1035,0.3,-21.7,595,0.2,892,0.3,371,0.1,496,0.2,1568,0.4,647,0.1,2640,0.5
2,6,10,3,0,他の物品サービス,412,0.1,-12.7,309,0.1,396,0.1,207,0.1,208,0.1,510,0.1,258,0.1,989,0.2
2,6,10,3,6,贈与金,5338,1.5,-17.3,4692,1.9,4384,1.5,3643,1.2,3547,1.1,6285,1.7,6346,1.4,8609,1.6
2,6,10,3,7,他の交際費,5413,1.5,-5.3,2805,1.1,3643,1.2,3818,1.3,5362,1.7,6440,1.7,8368,1.8,7508,1.4
2,5,10,4,0,仕送り金,4041,1.1,58.9,1791,0.7,625,0.2,1375,0.5,1586,0.5,2795,0.7,10320,2.3,9739,1.8
2,3,0,0,0,土地家屋購入,7430,-,...,-,-,-,-,-,-,-,-,49826,-,1866,-,-,-
2,3,0,0,0,（再掲）教育関係費,37307,10.3,-5.5,9570,3.8,32193,10.9,18695,6.3,31204,9.9,41593,11.1,66261,14.5,61775,11.6
2,3,0,0,0,（再掲）教養娯楽関係費,48142,13.4,6,23418,9.4,34460,11.6,43182,14.5,39240,12.5,50633,13.6,60716,13.3,85003,15.9
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,9380,2.6,4.3,6483,2.6,5009,1.7,5018,1.7,5133,1.6,9080,2.4,16666,3.6,18348,3.4
2,3,0,0,0,（再掲）経常消費支出,251186,69.7,0.6,189598,76.1,223533,75.4,229368,77,238015,75.7,266344,71.3,289025,63.3,322072,60.3
2,3,0,0,0,（再掲）情報通信関係費,18133,5,-5.7,12868,5.2,17460,5.9,16835,5.7,18243,5.8,19044,5.1,19736,4.3,22792,4.3
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,319247,88.5,1.4,204257,81.9,265075,89.4,259503,87.1,288616,91.7,346523,92.8,408379,89.4,461983,86.5
2,2,0,0,0,その他の実支出,133951,-,3.8,42430,-,71834,-,91262,-,108496,-,142643,-,205320,-,273016,-
2,3,0,0,0,直接税,63345,-,0.6,13849,-,26356,-,35569,-,43894,-,63987,-,102325,-,155705,-
2,4,0,0,0,勤労所得税,30342,-,0.8,3731,-,8891,-,14675,-,15257,-,25256,-,55086,-,88625,-
2,4,0,0,0,個人住民税,25761,-,3,5490,-,12349,-,16502,-,20128,-,27336,-,40451,-,57937,-
2,4,0,0,0,他の税,7243,-,-8,4628,-,5116,-,4392,-,8509,-,11395,-,6788,-,9143,-
2,3,0,0,0,社会保険料,70554,-,7,28552,-,45378,-,55692,-,64559,-,78652,-,102818,-,117302,-
2,4,0,0,0,公的年金保険料,42206,-,6.1,14210,-,26569,-,33694,-,39193,-,47307,-,63718,-,70154,-
2,4,0,0,0,健康保険料,23205,-,6.4,10560,-,15240,-,18195,-,21435,-,25935,-,32095,-,38732,-
2,4,0,0,0,介護保険料,3802,-,20.5,3357,-,2629,-,2760,-,2735,-,3973,-,4986,-,6107,-
2,4,0,0,0,他の社会保険料,1341,-,10,425,-,940,-,1042,-,1196,-,1437,-,2019,-,2310,-
2,3,0,0,0,その他,52,-,-1.9,30,-,100,-,1,-,43,-,4,-,177,-,10,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),704476,-,11.4,345967,-,470728,-,558270,-,671297,-,737475,-,938956,-,1201108,-
2,2,0,0,0,預貯金,547819,-,11.3,286114,-,375871,-,454049,-,498255,-,571042,-,725381,-,916926,-
2,2,0,0,0,保険料,26356,-,-7.1,12772,-,16406,-,16743,-,37081,-,24843,-,38455,-,38203,-
2,3,0,0,0,個人・企業年金保険料,4877,-,-11.5,587,-,1973,-,2360,-,4027,-,5780,-,8578,-,10830,-
