実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主収入（円）,実収入／経常収入／勤め先収入／世帯主収入／うち男（円）,実収入／経常収入／勤め先収入／世帯主収入／定期収入（円）,実収入／経常収入／勤め先収入／世帯主収入／臨時収入（円）,実収入／経常収入／勤め先収入／世帯主収入／賞与（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入／うち女（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／事業・内職収入／家賃収入（円）,実収入／経常収入／事業・内職収入／他の事業収入（円）,実収入／経常収入／事業・内職収入／内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
meimoku,nen,対前年（同月）名目増加率_平成25年,-,-,-,-,0.6,0.9,1.9,0.9,1.7,0.2,16.7,4.4,10.8,9.2,0.2,-31.8,-9,-69.5,16.3,-18.4,-16.8,0.4,5.8,7.3,4.5,3.8,3.9,-0.5,7.8,0.9,1,-2.9,2.9,10.1,0.3,10,-2.7,6,15.9,18.6,7.7,1.9,9.6,-3.9,-11.3,-3.5,5.6,15.5,-48.4,53.4,1.1,9.5,20.2,3.9,-13,6.1,-0.8,9.7,17,3.8,7.4,-6.2,0.6,2.8,-4.3,2.2,0.1,10.2,1,21.4,4.2,-1.6,0,-1.6,-6.7,1.4,-4.2,4.1,2.5,1.1,2.6,5.3,-13.7,4.6,70.8,86,1.1,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成26年,-,-,-,-,1.2,1,0.7,2.4,0.9,1.6,-0.1,7.3,-9.3,-8.4,-28,65.6,-18.9,347.3,18.2,-2.3,18.6,0.2,-4.7,-7.6,-2.9,0.8,-3.3,6.1,9,5.1,4.5,9.9,3.5,1.4,4.7,-6.1,2.3,-6.2,-11.1,-13,-5,0.2,0,2.2,3.9,-2.3,9.2,19.7,18.1,-10,4,3.9,17.2,2.3,90.7,-0.9,3,0.3,-7.3,4.1,4.9,2.9,-8.1,0.7,-16.9,-4.8,-10.5,-3.1,-5.9,-1.9,-2.7,-8.3,-12.8,-12.9,6.9,2.3,0,3.6,-7.6,3.8,-7.7,-1.2,-11.3,-7.8,-34.8,-83.5,5.4,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成27年,-,-,-,-,-1.9,-1.6,-2.1,-2.6,-0.3,-2.6,4.5,-3,4.3,3.2,-21.7,-19.3,25.9,-34.8,-32.2,20,-19,-1.3,0.3,1.8,0.3,3.2,-1.5,2.1,0.7,5.2,5.2,9.7,1.9,2.1,1.5,-1.3,1.9,6.8,-4.8,-3.2,-9.9,-2.9,-6.1,0.5,-35.6,1.1,-8.1,-15.1,3.8,-5.8,-6.1,-4.6,-3.1,-1.7,-16.2,7.8,-7.3,-7.5,-11.8,-7,-6.6,-13.9,1.9,1.5,11.2,-8.4,4.8,-8.5,-3.3,-21.2,5.8,20,27.2,16.7,0.7,-2.9,-20.1,-7.7,3.3,-0.5,2.6,0.6,-0.1,6.8,6.2,139.8,-4.1,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成28年,-,-,-,-,5.4,5.7,5.6,2.4,0.4,1.9,-2.6,5.4,26.4,26.3,90.6,34.2,112.9,-8.7,-29.3,3.2,-20.9,5.2,0.6,-1.1,0.7,2.1,1.2,-2.6,1.6,6.7,-2.5,-0.5,1.2,0.6,8.9,8.5,-9.6,3.5,-4.5,-1.3,-14.8,-11.7,-12.2,-19.5,-13.2,-0.2,2.8,-1,-0.2,13.5,-3.1,12.2,-0.8,0.1,-72.3,-0.1,4,10.9,-1.5,-8.7,-2.5,14,3,-2.7,22,18.9,-2.6,-7,5.5,-24.9,3.3,13.1,11.6,-22.1,20.3,2.5,7.4,14.1,-7.4,0.4,3,3.6,3.6,-4.6,43.8,-74.5,5.9,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成29年,-,-,-,-,-4.2,-4.4,-4.5,-2.8,-4.2,-0.9,13.3,-14.1,-12.7,-12.9,-32.2,-23,-35.7,-13,27.4,3.3,11.7,-3.3,0.4,3.2,2.1,-0.4,1.6,-5.5,1.9,-6.4,-2.9,-8.2,2,0.9,2.5,-2.8,11.6,-0.7,4.1,-8.2,50.1,4.2,4,5.3,6.7,3.1,-0.4,8.4,-25.3,-25.7,5,0.8,-1.4,-5.3,43,-5,-3.8,-10.5,29.3,0.1,-7.6,-12.2,0.9,7.6,29,-4.4,-2.7,19.4,2.9,60.3,-0.2,-3.8,-3.2,25,-6.7,2.7,39.1,-2.3,-2.3,1.7,-0.8,-5.5,0.3,6.5,-6.7,166.6,-7.7,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成30年,-,-,-,-,9,9.3,8.2,5.2,6.8,0.3,33,33.1,23.7,27.7,101.2,97.8,110.8,102.4,44.7,20,-15.5,7.6,0.1,-4.3,-2.9,0.3,1,-3.2,-1.2,-1.8,1.2,1,-0.7,3.5,2,5.2,-13.6,0.9,-4.3,3.5,-22.2,1.9,5.3,-1.7,18.8,-0.7,-7.8,-21.8,-4.4,17.7,-5.4,-3.4,10.7,-3.7,-21.1,-3.4,-6.4,1.8,-33.7,-5.7,3.7,-10.5,1.6,-8.7,-22.1,-0.7,10.2,-8,3.4,-22,0.7,4.6,6.6,-26.7,-0.1,-7.4,-27,-7.5,-5.7,-5.1,-5.2,-0.6,-7.9,-3.1,-35.9,-91.1,14.8,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成31年・令和元年,-,-,-,-,6.5,5.8,5.5,3.8,3.4,2.7,1.4,9.1,14.4,12.8,20.9,-2,-18.1,-2,74.7,12.6,87.3,7.2,3.8,3.8,1.9,2.5,1.3,1.3,-0.5,0.9,-3.5,3.6,-0.9,3.9,3,1.3,17.3,4.9,-0.9,-8.9,23.7,1.6,1.2,5.5,13.4,-2.4,11.8,12.5,52.1,23,10.8,4.5,-4.6,0.3,67,1.6,-0.4,-7.7,47.4,1.3,-6.7,5.8,8.9,10.8,-12.4,-1.5,14.8,7,8,20.1,-6.6,-5.6,-8.7,26.6,3.8,4.4,34.7,10.3,2.6,0,-1.8,4.6,-14.1,-10.4,58.9,...,3.8,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成31年 1月,-,-,-,-,1.2,1.8,1.7,-2.2,0.3,-4,30.9,40.8,22.1,21.7,61.2,-26.2,8,-75.5,166.7,49.6,-27.3,2.5,-0.8,0.1,1.9,-3.7,-6.1,1.4,-3.9,-3.7,-8.5,6.8,-3.4,-8.1,-3.8,-8.4,-17.5,1.5,-9.2,1.4,-43.8,-7.9,-11.2,-1,-9.7,-11.5,5.2,-18.9,-23.3,284.4,21.3,-6.3,-53.7,-7,-22.9,-19.2,21.7,-10.2,-4.5,0.2,15.9,-11.2,8.3,27.4,-6.8,23.7,-0.6,13.9,13.5,24.3,4.9,37.9,82.8,139.8,-30,-7.1,50.9,8.4,1.9,-15.6,4.4,19.9,21.5,-20.2,43.9,-100,-3.8,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成31年 2月,-,-,-,-,-2.8,-3.1,-2.5,-3.8,-2.9,-2.4,-17.5,-100,10,11.1,-23,13.3,42.5,-33.5,62.7,-9.8,43.7,-0.8,-0.1,3.9,4.1,-1.3,-0.9,-4.3,-1.2,-4.4,-4.9,-2.3,-1.1,3.4,-6.7,-1.6,7.4,2.4,1.8,2.6,-3.6,-0.5,-4.5,3.6,17.1,0.4,-4.9,35.2,-6.4,-37.6,0.3,-7.8,-50,11.8,-98,25.2,1.2,-12,-17.2,-15.6,21.3,8,-6,13.7,2,5,-13.1,19.1,26,33.3,1.9,48.5,57.4,16.3,24.9,-13.2,161.6,-7.9,11.4,-22.1,5.8,17.9,-9.7,12.4,-51,-100,-11,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成31年 3月,-,-,-,-,7.3,6.9,7.1,3.3,5.6,0,-14.3,117.1,38,35.5,3.8,12.3,38,0.7,-36.5,-6.5,31.2,6.3,4,2,0.8,1.2,0.5,6.5,0.3,-0.7,0.4,1.2,-2.1,3.5,0.3,0.9,20.5,-1.1,-12.8,8.5,-69.2,2.2,5.9,3.6,-20.8,-6.9,-23.1,-52.5,13.9,-10.1,8.7,-4.2,-60.3,-1.5,-98.4,-5.5,1.9,-15.2,98.5,6.9,37.6,-14.5,10.2,1.5,-32.6,33.2,9.3,10.8,23.4,18.5,-5.2,5.3,1.5,141.3,4,2.1,52.2,-28.8,-12.2,12.1,-0.4,12,-17.1,-14.1,95.1,...,11.3,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成31年 4月,-,-,-,-,9.9,4,1.4,-0.8,-1.1,0.1,-0.6,-64.4,17.5,16.9,-0.2,31.6,49.4,8.7,67.8,32.6,974.2,12.5,0.3,0.5,-17.9,1.4,4.9,1.6,-2.9,-1.7,4.6,12.5,0.5,16.9,9.7,-1.5,16.8,-9.4,-29.3,9.5,-69.2,11.3,8.1,5.9,158.1,25.3,-9,12.4,-55.5,-2.8,-9.4,-4.8,-39.4,-16.5,...,-31.2,-17.6,-6.2,134.2,-25.8,-1.5,2.3,-11.8,11.8,-33.7,-21.4,-10.8,-2.3,4.8,4.1,-15.5,-52.6,-55.7,-62.7,3.6,0.1,23.2,1.9,-0.6,-4,-12.7,-25.5,-8.1,-14.5,71.2,...,-0.7,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 5月,-,-,-,-,1.1,-0.4,0.5,-1.5,-2.8,-1,-6.4,-43.1,15.9,14.8,-9.6,25.8,576.2,-29.1,-64.3,-50.7,243.7,0.6,17.5,22.9,22.9,6.7,4.7,-1.7,-4.5,2.9,1.8,14.9,0.7,5.3,8.1,3.6,12.5,16.1,44,0.8,375.8,15.9,25,32,322.7,-15.3,-1.9,-25.8,48.7,-57.4,10.3,8,75,14.4,...,31.3,-22.9,-11.1,133.3,-18.5,5.7,54.9,-6.8,-1.1,-13.6,3.7,-10.2,71.4,37.4,212.5,-7,52.2,61.4,195,12.3,3.3,34.4,18.5,20.9,-6.6,18.4,38.4,8.5,-2.7,12,-,3,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 6月,-,-,-,-,1.6,1.2,-1,-5.7,-8.1,1.2,45.9,-13.4,23.1,22.4,128.3,18.3,179,-3.7,-62.2,40.8,120.3,2.9,11,21.9,21.3,5.8,1.8,8.9,-2.5,7.9,4.5,2.5,-0.1,7.8,14.2,6,5.9,6.5,31.6,2.3,371.9,16,14.2,8.9,541.7,23.8,22.1,37.2,6,90.4,16.1,-0.4,27.1,6.5,-69.7,5.1,15.6,6.6,8.1,30.9,-12.9,22.7,40.4,25.8,-2.2,-13.4,66.9,74.5,42.2,231.8,-5.5,4.9,-3.4,42.9,23.6,30,133.7,24.5,21.2,26.7,12.1,28.2,7.7,-1.3,-43.4,...,-2.9,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 7月,-,-,-,-,13.3,12.7,13.4,12.5,12.3,0.9,-30.5,48.6,19.4,16.1,13.4,-17.7,-53.5,73.2,-29.5,-4.8,206.8,14.5,1.2,-2,-2,0.8,8.1,6.9,-0.1,0.8,-5.3,-3.2,-5,-0.4,7,-9.3,2.2,1.5,-35.4,-21.7,-58.1,-4.9,-3,6.2,553.8,-18.5,25.7,56.4,-30.6,87.8,14.2,4.3,-15.9,-9,-22.4,-6.7,0,-19.6,73.2,-2.9,-26,-2.7,11.8,7.9,-10,-7.3,22.7,-25.9,12.4,-43.8,-10.7,12.6,-18.7,117.8,62.3,13.4,-45.5,15.5,1.9,22.4,18.4,19.3,-2.3,-18.9,341.1,-,9.1,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 8月,-,-,-,-,6.6,5.4,3,3.3,2,5.2,38.6,-51.3,1.7,-0.5,1.9,-36.1,-63.9,16.3,18.1,56.2,124.1,7.5,3.7,4.1,4.1,4.3,-0.5,3.7,-5.4,-5.7,-9.5,-0.7,-4.2,-5.1,7.2,6.1,21,15.7,-26.5,-18.1,-56.8,-2.2,-12.1,13.5,0,7.1,31.1,24.1,322.2,7.4,6.7,5.4,-0.1,25.8,13.5,61.3,6,-22.1,73.9,36.4,-1.6,30.6,6.2,-0.8,-16.1,-17.6,22.2,-0.9,-6,18.4,-9.9,48.4,74.3,-40.9,17.3,11.6,66.1,35.6,6.4,4.6,-0.5,1.8,0.3,14.5,-68.6,-,2.3,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 9月,-,-,-,-,5,4.2,5.7,6.4,5.2,5,-15.2,167.5,3.5,2.4,-6.7,-37.5,-56.6,27.4,-38.5,-61.8,228.2,3.9,11.6,12.2,12.2,2.8,-2.1,-5.9,-2.6,-1.7,-11.8,2.2,-1.9,-2.1,4,18.1,55.1,7,54.2,-0.9,352.3,-7,-8,10,-50.5,-14.6,88.6,191.9,7.4,85.7,13.3,66.4,159.2,-2.1,300,2.7,1,31.9,134.9,8.2,-21.7,-40.8,4.7,54.8,49.6,45.3,-18,6.3,2.2,11.2,5.9,25.5,25.2,21.1,27.2,18,39.3,49.5,7.6,7.8,0.3,20.5,-22.3,-8.1,-26,-,9.6,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年10月,-,-,-,-,7.4,7.5,7,10.2,9.9,9.8,8.9,63.9,-4.7,-4.7,-18.9,-3,-36.8,-28.4,247.7,14.4,-15,7.9,-4.4,-7.2,-7.2,-0.6,7.3,0.9,4.1,4.5,-7.7,3.5,-1,9.2,-5,0.9,17.1,-6.3,-26.7,-37.9,112.3,-3.4,1.2,-14.1,166.7,-5.6,-6.8,-16.3,-35.2,74.3,15,-15,-60.8,7.8,-100,13.8,8.2,-4.4,-59.3,33.9,-12.9,14.6,7,8,-44.5,-10.6,21.1,-7.6,-25.4,14,-6.6,-18.5,-14.7,-6.2,-33.6,6.8,209.1,36.2,0.2,-4.1,-16,-31.7,-36.2,-11.5,264,-,5.1,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年11月,-,-,-,-,10.6,11.2,12.2,10.2,8.8,9.9,-17.2,47.9,15.3,13.4,83.5,-20.6,-70,55,273.2,-16,-47.6,11.2,6.5,6,6,8.9,3.1,6.9,10.6,7.2,-0.1,11.2,11.7,11.7,1.2,4,34.4,15.1,80.7,-14.9,377,5.9,8.6,8.1,33.3,-1.8,42.7,32,355.6,33.5,35.9,2.8,51.9,3,-83.3,12,3.2,-9.5,109.5,-3.4,-20,3.3,7.3,-1.1,-25.3,-41.1,40.4,-14.1,-13.1,-10.7,-17.5,-29.2,-33.4,86.5,-23.9,17.4,84.5,41,-10.1,7.5,-13.8,-7.1,-37.9,-12.2,39.8,-,7.9,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和元年12月,-,-,-,-,13,13,13.7,12.7,11.8,9.2,20,15.7,17.1,12.5,53.2,45,-19.1,82.1,304.2,-8.5,13.2,12.7,-2.1,-10.3,-10.3,3.3,-4.4,-3.6,2.3,6.3,-3,-1,-3.7,7.2,2,-1.8,33.9,8.7,-33.1,-19.1,-61.7,-0.4,5,-3.1,-0.5,-5.5,-5.3,-28.2,87,-55.2,6.5,6,48.7,-9.2,366.7,-5.5,-5.3,-9.5,58.6,-4.4,-40.6,5,36.7,-5.4,5.4,7.8,61.7,-12.3,17,-29.3,-11.4,-19.2,-26.5,10.7,-7.3,-15.2,-21.5,-11.4,-4.7,-17,-23.8,-7.3,-54.8,-24.8,63.7,-,14.6,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成20年,-,-,-,-,0.1,0.5,0.6,1.5,2.2,1.2,-18.9,3.7,-3.1,-3.1,-38.9,-20.2,-37.8,9,-30.8,3.7,-18.7,-1,-,-,-1.8,1.5,1.2,-1.2,6.6,-0.4,4,9.2,6.5,1.5,-2.2,-0.4,-7.9,1.6,-11.5,-12.6,-5.4,2.3,5.9,1.3,-16.8,-0.7,7.7,11.4,18.1,17.4,3.5,3,-1.6,-1.6,4.3,1.4,-8,-0.2,-,7,-5.5,-2.4,-1.6,3.4,14.4,-9.1,-1.4,0.1,-0.3,0.8,-0.4,-4,-6.3,-11.4,3.2,4.4,1.8,3.9,3.5,7,-,-1.9,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成21年,-,-,-,-,4.3,3.5,3.3,1.8,0.8,4.5,-14.8,-11,16,17.7,42.9,63.5,162.9,12.1,-8.9,-3.9,50.1,3.2,-,-,5.7,4.7,2.3,4.3,4.4,2.2,0.5,6.2,0.6,-0.3,6.2,9,12.2,7.4,11.5,8.9,26.4,1.6,-0.8,3.1,9.3,2.4,11,17.7,33.7,-8.2,7.1,2.2,25.1,11.2,-70.3,9.9,19.6,3.3,-,13.9,13.8,14.2,5.7,24.7,-1.6,29.7,-4.1,4.6,2.4,2.8,9,8.7,7.8,-3.1,12,9.2,67.6,-0.1,-2.6,9.1,-,0.7,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成22年,-,-,-,-,3.8,4.9,4,5.5,6.6,2.9,35.8,19.6,-15.8,-14.9,49.3,-13.1,0.2,-39.2,-5.6,41,-39.7,3.4,-,-,2.1,-3.1,-1.3,-4.8,0.6,-1.7,-5.5,-7.2,-2.1,0.8,-0.3,1.5,-10.5,-5,1.6,-6.8,41.1,4.3,10,-1.7,7.3,2.9,7.5,27.1,-44.2,-9.1,-0.4,8.1,47.3,3.9,317.1,6.9,-1.7,-0.5,-,-1,1.6,4,1.9,10,48.9,-1.2,-3.1,0.6,9.1,-5.5,1.3,4.5,5,54.8,0.7,9.2,53.8,7.5,1.1,7,-,12.9,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成23年,-,-,-,-,-7.7,-7.8,-7.6,-9.2,-10.1,-6.3,-14,-24.1,12,11.8,-4,-40.5,-70.3,23,15.3,-4.9,-5.2,-7.3,-,-,-6.6,-0.4,1.1,-6.9,-1.7,-3,-1,-2.9,1.9,1.3,-0.3,10.7,1.7,-1.2,-6.8,3.8,-40.9,-8,-11.1,-7.1,-8.6,-3.4,-4.8,-9.6,19.7,6.1,-6.7,2.9,-19,-15.8,0.9,-18.6,-19.6,2.6,-,-9.8,-12.7,-22.3,-1.6,-0.8,-22.4,-8,3.4,-6.1,-15.3,-2.8,-1.8,0.5,5.7,-36.5,-9.5,-12.5,-13,-5.3,-9.9,-15.1,-,-12.7,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成24年,-,-,-,-,2.3,2,2.2,1.1,1.8,0.4,-0.1,6.2,15.1,14.7,-11.3,17.5,31.1,12.2,6.5,-4,25.6,1.8,-,-,3.7,1.5,-3.8,0.3,-0.9,5.5,0.5,-2.2,0.9,-2.6,3.6,1.6,10.2,3.8,8.9,-3.6,78.1,2,0.3,5.9,8,0.7,12.1,22.8,90.8,4.7,4.6,2,-29.5,8.6,-13.7,7.3,15.8,4.1,-,4.8,11,13,5.7,7,12.9,8.6,3.6,8.3,16.2,9.2,1.6,-4.9,-3.8,4.2,-8.3,2.5,-4.7,5.5,-10,5.1,-,3.8,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成25年,-,-,-,-,0.4,0.7,1.7,0.7,1.5,0,16.5,4.2,10.6,9,0,-31.9,-9.2,-69.6,16.1,-18.6,-17,0.2,-,-,4.3,4.2,4.8,0.7,6.5,1.8,0.4,-2.3,3.5,10.4,1.5,12.7,-1.4,5.7,16.5,19.2,8,-3.7,-0.4,-7.1,-17.6,-3.5,8.3,24.5,-46.6,55.7,1.8,10.2,20.3,4.3,-11.5,6,0.4,11,-,4.5,7.9,-6.2,1.2,3.9,-3.2,4.6,0,9.8,1.1,18.9,5,-1.8,-0.2,-4.1,-6.9,2.4,1.7,5.8,2.2,1.5,-,4.3,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成26年,-,-,-,-,-1.7,-1.9,-2.2,-0.6,-2,-1.4,-3,4.2,-11.9,-11.1,-30.1,60.8,-21.3,334.3,14.8,-5.1,15.1,-2.7,-,-,-5.7,-2.5,-2.5,-3.2,2.3,0.5,2.6,5,0.7,-2.2,1,-6.5,0.7,-8.5,-11.6,-12.7,-7.4,-5,-6.8,-2.8,-0.7,-4.1,5.7,12.6,19.8,-12.7,1.6,0.3,16.3,0.5,90.1,-3,1.6,-4.3,-,1.8,6.5,0.4,-8.7,-0.5,-17.9,-5.7,-11,-5.4,-9.4,-4,-3.9,-10.4,-13.9,-14.8,2.8,-1.4,-5.8,-1.1,-9.8,0.3,-,-4.8,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成27年,-,-,-,-,-2.9,-2.6,-3.1,-3.6,-1.3,-3.6,3.5,-4,3.3,2.2,-22.5,-20.1,24.7,-35.4,-32.9,18.8,-19.8,-2.3,-,-,-0.7,0.6,-0.9,-0.4,-3.9,2.6,0.7,3,1.4,-1.7,-0.6,-1.8,2.3,4.5,-4.9,-2.8,-11,-0.3,-3.2,4.7,-22,0.1,-8.5,-15.4,2.1,-6.4,-6.6,-5.2,-2.7,-2.6,-16.6,6.8,-6.5,-11.6,-,-10.1,-7.2,-14.8,0.6,-0.2,9.3,-9.7,3.8,-8,-5.3,-18.6,5.6,18.6,25.7,15.3,-0.4,-4.7,-23.5,-9,1.9,-2.1,-,-0.5,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成28年,-,-,-,-,5.5,5.8,5.7,2.5,0.5,2,-2.5,5.5,26.5,26.4,90.8,34.3,113.1,-8.6,-29.2,3.3,-20.8,5.3,-,-,0.8,0.6,-0.5,-4.2,0.1,6.6,-5,-6.1,0.1,-1.3,7.5,8.2,-9.5,2.6,-3.9,-1.1,-13.8,-1.7,-0.9,-4.2,3.1,-0.2,2.8,-0.4,0.9,13.6,-5.8,13.9,-0.4,-0.6,-72.6,-0.1,4,9.2,-,-9.2,-6.4,13.4,2.1,-2.3,22.5,17,-3.9,-5.9,5.8,-23.4,4.2,12.1,10.7,-22.4,19.1,1,6,12.2,-7.7,-1.3,-,2.9,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成29年,-,-,-,-,-4.4,-4.6,-4.7,-3,-4.4,-1.1,13.1,-14.3,-12.9,-13.1,-32.3,-23.2,-35.8,-13.2,27.1,3.1,11.5,-3.5,-,-,1.9,-0.8,0.7,-9.5,0.3,-5.5,-1.4,-7,2.8,0.3,2.2,-2.7,9.4,-0.9,4.3,-7.8,50,2.8,1,5.5,-6.3,3.1,-0.3,8.1,-26,-27.8,4.3,3.5,-1.2,-5.8,42.9,-5.2,-4.2,-11.1,-,-1.1,-8.2,-12.5,0.2,9,30.7,-4.8,-4.2,20,3.1,57,3.7,-4.1,-3.4,24.3,-7.4,2.2,44,-1.8,-2.8,0.7,-,-5.4,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成30年,-,-,-,-,7.7,8,6.9,4,5.5,-0.9,31.4,31.5,22.2,26.2,98.8,95.5,108.3,100,43,18.6,-16.5,6.3,-,-,-4.1,-1.2,-0.3,-7.2,-2.4,-2.5,-2.3,-2.5,-0.3,3.5,0.9,5.7,-13.4,0.1,-4.3,3.4,-22,-2.2,-0.7,-5.9,5.2,-0.7,-7.3,-20.9,-3.3,18.3,-6.1,-2.8,10.7,-4.2,-18.8,-3.6,-9.3,-0.8,-,-5.4,6.5,-11.4,-0.2,-8.9,-22.3,-1.3,7.3,-8.5,3.3,-23.8,2.2,4.1,6,-26.8,-0.4,-8.6,-25.9,-8,-6.6,-6.8,-,-1.1,-,-,-,-,-,,,,,,
