項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,有業者の有無／有業者なし／実数（円）,有業者の有無／有業者なし／構成比（％）,有業者の有無／有業者あり／実数（円）,有業者の有無／有業者あり／構成比（％）,世帯人員別／2人／実数（円）,世帯人員別／2人／構成比（％）,世帯人員別／3人以上／実数（円）,世帯人員別／3人以上／構成比（％）
2,5,1,3,0,肉類,6411,2.4,6042,2.2,7037,2.7,5701,2.2,8374,2.7
2,6,1,3,1,生鮮肉,5119,1.9,4843,1.8,5583,2.2,4530,1.8,6749,2.2
2,6,1,3,2,加工肉,1292,0.5,1199,0.4,1454,0.6,1171,0.5,1626,0.5
2,5,1,4,0,乳卵類,4064,1.5,3967,1.4,4237,1.6,3694,1.4,5095,1.6
2,6,1,4,1,牛乳,1368,0.5,1303,0.5,1482,0.6,1179,0.5,1897,0.6
2,6,1,4,2,乳製品,1954,0.7,1919,0.7,2016,0.8,1813,0.7,2343,0.8
2,6,1,4,3,卵,743,0.3,745,0.3,739,0.3,702,0.3,855,0.3
2,5,1,5,0,野菜・海藻,10965,4.1,11012,4,10860,4.2,10467,4.1,12338,4
2,6,1,5,1,生鮮野菜,7443,2.8,7433,2.7,7435,2.9,7077,2.8,8451,2.7
2,6,1,5,2,乾物・海藻,885,0.3,925,0.3,820,0.3,866,0.3,937,0.3
2,6,1,5,3,大豆加工品,1207,0.4,1171,0.4,1265,0.5,1124,0.4,1434,0.5
2,6,1,5,4,他の野菜・海藻加工品,1430,0.5,1483,0.5,1341,0.5,1399,0.5,1516,0.5
2,5,1,6,0,果物,4104,1.5,4484,1.6,3465,1.3,4110,1.6,4093,1.3
2,6,1,6,1,生鮮果物,3687,1.4,4051,1.5,3070,1.2,3694,1.4,3674,1.2
2,6,1,6,2,果物加工品,417,0.2,432,0.2,395,0.2,417,0.2,419,0.1
2,5,1,7,0,油脂・調味料,3526,1.3,3480,1.3,3606,1.4,3275,1.3,4221,1.4
2,6,1,7,1,油脂,377,0.1,371,0.1,387,0.1,347,0.1,459,0.1
2,6,1,7,2,調味料,3150,1.2,3109,1.1,3219,1.2,2928,1.1,3763,1.2
2,5,1,8,0,菓子類,5664,2.1,5560,2,5856,2.3,5222,2,6884,2.2
2,5,1,9,0,調理食品,11907,4.4,11777,4.3,12094,4.7,11206,4.4,13828,4.5
2,6,1,9,1,主食的調理食品,5090,1.9,5180,1.9,4945,1.9,4811,1.9,5865,1.9
2,6,1,9,2,他の調理食品,6817,2.5,6597,2.4,7149,2.8,6396,2.5,7963,2.6
2,5,1,10,0,飲料,4335,1.6,4042,1.5,4870,1.9,3873,1.5,5609,1.8
2,6,1,10,1,茶類,1272,0.5,1187,0.4,1420,0.5,1114,0.4,1708,0.6
2,6,1,10,2,コーヒー・ココア,834,0.3,764,0.3,969,0.4,788,0.3,962,0.3
2,6,1,10,3,他の飲料,2229,0.8,2090,0.8,2481,1,1971,0.8,2940,1
2,5,1,11,0,酒類,3002,1.1,3034,1.1,2930,1.1,2956,1.2,3136,1
2,5,1,12,0,外食,10905,4.1,10631,3.9,11347,4.4,10111,4,13132,4.3
2,6,1,12,1,一般外食,10889,4,10614,3.9,11333,4.4,10111,4,13069,4.2
2,6,1,12,2,学校給食,16,0,17,0,14,0,-,-,63,0
2,4,2,0,0,住居,18849,7,20696,7.5,15849,6.1,18290,7.2,20434,6.6
2,5,2,1,0,家賃地代,6061,2.3,5964,2.2,6103,2.4,6192,2.4,5722,1.9
2,5,2,2,0,設備修繕・維持,12788,4.8,14731,5.4,9746,3.8,12099,4.7,14713,4.8
2,6,2,2,1,設備材料,4306,1.6,5935,2.2,1628,0.6,5241,2.1,1638,0.5
2,6,2,2,2,工事その他のサービス,8482,3.2,8797,3.2,8118,3.1,6858,2.7,13075,4.2
2,4,3,0,0,光熱・水道,20576,7.6,20106,7.3,21439,8.3,19203,7.5,24430,7.9
2,5,3,1,0,電気代,9895,3.7,9770,3.6,10164,3.9,9412,3.7,11258,3.6
2,5,3,2,0,ガス代,5657,2.1,5587,2,5788,2.2,5306,2.1,6646,2.2
2,5,3,3,0,他の光熱,494,0.2,455,0.2,561,0.2,475,0.2,549,0.2
2,5,3,4,0,上下水道料,4529,1.7,4294,1.6,4927,1.9,4011,1.6,5977,1.9
2,4,4,0,0,家具・家事用品,11172,4.2,11257,4.1,11084,4.3,10382,4.1,13400,4.3
2,5,4,1,0,家庭用耐久財,4560,1.7,4594,1.7,4533,1.7,4490,1.8,4741,1.5
2,6,4,1,1,家事用耐久財,2606,1,2578,0.9,2692,1,2607,1,2630,0.9
2,6,4,1,2,冷暖房用器具,1657,0.6,1660,0.6,1625,0.6,1544,0.6,1930,0.6
2,6,4,1,3,一般家具,296,0.1,357,0.1,217,0.1,340,0.1,181,0.1
2,5,4,2,0,室内装備・装飾品,551,0.2,661,0.2,410,0.2,569,0.2,505,0.2
2,5,4,3,0,寝具類,708,0.3,748,0.3,645,0.2,653,0.3,874,0.3
2,5,4,4,0,家事雑貨,1772,0.7,1746,0.6,1808,0.7,1581,0.6,2311,0.7
2,5,4,5,0,家事用消耗品,2663,1,2543,0.9,2870,1.1,2384,0.9,3437,1.1
2,5,4,6,0,家事サービス,918,0.3,966,0.4,818,0.3,705,0.3,1532,0.5
2,4,5,0,0,被服及び履物,8897,3.3,8697,3.2,9258,3.6,7739,3,12065,3.9
2,5,5,1,0,和服,332,0.1,423,0.2,193,0.1,105,0,934,0.3
2,5,5,2,0,洋服,2902,1.1,2664,1,3305,1.3,2408,0.9,4246,1.4
2,6,5,2,1,男子用洋服,710,0.3,740,0.3,670,0.3,666,0.3,833,0.3
2,6,5,2,2,婦人用洋服,2182,0.8,1918,0.7,2621,1,1742,0.7,3378,1.1
2,6,5,2,3,子供用洋服,9,0,7,0,15,0,-,-,35,0
2,5,5,3,0,シャツ・セーター類,2136,0.8,2130,0.8,2147,0.8,1973,0.8,2592,0.8
2,6,5,3,1,男子用シャツ・セーター類,576,0.2,634,0.2,485,0.2,589,0.2,544,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1554,0.6,1491,0.5,1658,0.6,1384,0.5,2030,0.7
2,6,5,3,3,子供用シャツ・セーター類,5,0,6,0,4,0,-,-,19,0
2,5,5,4,0,下着類,848,0.3,871,0.3,811,0.3,761,0.3,1092,0.4
2,6,5,4,1,男子用下着類,348,0.1,363,0.1,324,0.1,336,0.1,384,0.1
2,6,5,4,2,婦人用下着類,497,0.2,505,0.2,485,0.2,425,0.2,698,0.2
2,6,5,4,3,子供用下着類,3,0,3,0,2,0,-,-,10,0
2,5,5,5,0,生地・糸類,166,0.1,190,0.1,121,0,186,0.1,109,0
2,5,5,6,0,他の被服,760,0.3,749,0.3,775,0.3,689,0.3,959,0.3
2,5,5,7,0,履物類,1032,0.4,949,0.3,1171,0.5,934,0.4,1297,0.4
2,5,5,8,0,被服関連サービス,723,0.3,720,0.3,735,0.3,683,0.3,837,0.3
2,4,6,0,0,保健医療,17761,6.6,19981,7.3,13922,5.4,18559,7.3,15495,5
2,5,6,1,0,医薬品,3400,1.3,3638,1.3,2969,1.1,3486,1.4,3163,1
2,5,6,2,0,健康保持用摂取品,1683,0.6,1831,0.7,1422,0.5,1835,0.7,1263,0.4
2,5,6,3,0,保健医療用品・器具,2433,0.9,2975,1.1,1508,0.6,2638,1,1867,0.6
2,5,6,4,0,保健医療サービス,10245,3.8,11536,4.2,8023,3.1,10601,4.2,9203,3
2,4,7,0,0,交通・通信,25100,9.3,25520,9.3,24128,9.3,22831,9,31726,10.3
2,5,7,1,0,交通,5657,2.1,5639,2.1,5697,2.2,5268,2.1,6736,2.2
2,5,7,2,0,自動車等関係費,10076,3.7,10679,3.9,8723,3.4,8739,3.4,14109,4.6
2,6,7,2,1,自動車等購入,2129,0.8,2478,0.9,1228,0.5,1464,0.6,4175,1.4
2,6,7,2,2,自転車購入,296,0.1,284,0.1,301,0.1,269,0.1,367,0.1
2,6,7,2,3,自動車等維持,7651,2.8,7917,2.9,7195,2.8,7006,2.7,9566,3.1
2,5,7,3,0,通信,9367,3.5,9203,3.3,9709,3.7,8824,3.5,10881,3.5
2,4,8,0,0,教育,2119,0.8,2314,0.8,1787,0.7,64,0,7937,2.6
2,5,8,1,0,授業料等,1699,0.6,1693,0.6,1776,0.7,54,0,6285,2
2,5,8,2,0,教科書・学習参考教材,11,0,12,0,8,0,7,0,22,0
2,5,8,3,0,補習教育,409,0.2,609,0.2,3,0,3,0,1630,0.5
2,4,9,0,0,教養娯楽,31913,11.9,31390,11.4,32584,12.6,29883,11.7,37453,12.1
2,5,9,1,0,教養娯楽用耐久財,1897,0.7,1653,0.6,2282,0.9,1499,0.6,2935,1
2,5,9,2,0,教養娯楽用品,6084,2.3,5680,2.1,6670,2.6,4903,1.9,9382,3
2,5,9,3,0,書籍・他の印刷物,4497,1.7,4509,1.6,4471,1.7,4385,1.7,4813,1.6
2,5,9,4,0,教養娯楽サービス,19435,7.2,19548,7.1,19162,7.4,19096,7.5,20322,6.6
2,6,9,4,1,宿泊料,1835,0.7,2082,0.8,1422,0.5,1875,0.7,1718,0.6
2,6,9,4,2,パック旅行費,5356,2,5028,1.8,5899,2.3,5097,2,6050,2
2,6,9,4,3,月謝類,2089,0.8,2053,0.7,2142,0.8,1996,0.8,2332,0.8
2,6,9,4,4,他の教養娯楽サービス,10155,3.8,10385,3.8,9699,3.7,10128,4,10223,3.3
2,4,10,0,0,その他の消費支出,54246,20.2,57142,20.8,49369,19,54438,21.4,53605,17.4
2,5,10,1,0,諸雑費,23793,8.8,23437,8.5,24496,9.4,22138,8.7,28390,9.2
2,6,10,1,1,理美容サービス,3712,1.4,3583,1.3,3851,1.5,3380,1.3,4603,1.5
2,6,10,1,2,理美容用品,4285,1.6,4308,1.6,4220,1.6,4061,1.6,4886,1.6
2,6,10,1,3,身の回り用品,1630,0.6,1413,0.5,2060,0.8,1422,0.6,2243,0.7
2,6,10,1,4,たばこ,721,0.3,627,0.2,899,0.3,760,0.3,606,0.2
2,6,10,1,5,他の諸雑費,13446,5,13507,4.9,13466,5.2,12516,4.9,16052,5.2
2,5,10,2,0,こづかい,5861,2.2,6156,2.2,5328,2.1,5438,2.1,6994,2.3
2,5,10,3,0,交際費,23825,8.9,26685,9.7,18934,7.3,26073,10.2,17513,5.7
2,6,10,3,0,食料,5834,2.2,6720,2.4,4354,1.7,6393,2.5,4286,1.4
2,6,10,3,0,家具・家事用品,141,0.1,121,0,179,0.1,150,0.1,112,0
2,6,10,3,0,被服及び履物,491,0.2,496,0.2,498,0.2,525,0.2,398,0.1
2,6,10,3,0,教養娯楽,1644,0.6,2122,0.8,828,0.3,1932,0.8,861,0.3
2,6,10,3,0,他の物品サービス,464,0.2,592,0.2,262,0.1,533,0.2,286,0.1
2,6,10,3,6,贈与金,12412,4.6,14288,5.2,9097,3.5,13468,5.3,9381,3
2,6,10,3,7,他の交際費,2839,1.1,2346,0.9,3717,1.4,3072,1.2,2190,0.7
2,5,10,4,0,仕送り金,767,0.3,865,0.3,611,0.2,789,0.3,709,0.2
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,2699,1,2898,1.1,2379,0.9,452,0.2,9050,2.9
2,3,0,0,0,（再掲）教養娯楽関係費,36844,13.7,36964,13.5,36443,14.1,35116,13.8,41576,13.5
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,13180,4.9,15153,5.5,9708,3.7,14256,5.6,10089,3.3
2,3,0,0,0,（再掲）経常消費支出,193720,72,193881,70.6,193304,74.5,184438,72.3,219464,71.1
2,3,0,0,0,（再掲）情報通信関係費,12754,4.7,12512,4.6,13211,5.1,11972,4.7,14932,4.8
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,234990,87.3,236452,86.1,232515,89.7,220921,86.7,274135,88.8
2,2,0,0,0,その他の実支出,35175,-,33284,-,38489,-,31837,-,44263,-
2,3,0,0,0,直接税,15193,-,14645,-,16146,-,14120,-,18070,-
2,4,0,0,0,勤労所得税,744,-,-,-,2073,-,398,-,1683,-
2,4,0,0,0,個人住民税,5395,-,5364,-,5433,-,5253,-,5784,-
2,4,0,0,0,他の税,9054,-,9281,-,8640,-,8469,-,10604,-
2,3,0,0,0,社会保険料,19955,-,18613,-,22316,-,17709,-,26110,-
2,4,0,0,0,公的年金保険料,3088,-,1442,-,5967,-,1393,-,7735,-
2,4,0,0,0,健康保険料,10506,-,10377,-,10740,-,9875,-,12240,-
2,4,0,0,0,介護保険料,6322,-,6794,-,5504,-,6421,-,6044,-
2,4,0,0,0,他の社会保険料,39,-,-,-,105,-,20,-,90,-
2,3,0,0,0,その他,28,-,26,-,28,-,8,-,83,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),288557,-,277254,-,308491,-,269637,-,341740,-
2,2,0,0,0,預貯金,241746,-,234571,-,254437,-,228809,-,278652,-
2,2,0,0,0,保険料,6392,-,5828,-,7304,-,5680,-,8310,-
2,3,0,0,0,個人・企業年金保険料,479,-,258,-,870,-,331,-,865,-
2,3,0,0,0,他の保険料,5913,-,5571,-,6434,-,5349,-,7444,-
2,2,0,0,0,有価証券購入,1006,-,687,-,1641,-,710,-,1806,-
2,2,0,0,0,土地家屋借金返済,3807,-,3342,-,4651,-,2528,-,7371,-
2,2,0,0,0,他の借金返済,589,-,689,-,428,-,689,-,307,-
2,2,0,0,0,分割払購入借入金返済,1432,-,1402,-,1488,-,1318,-,1739,-
2,2,0,0,0,一括払購入借入金返済,32126,-,29171,-,37227,-,28351,-,42323,-
2,2,0,0,0,実支出以外の支払のその他,1461,-,1564,-,1315,-,1552,-,1232,-
2,1,0,0,0,繰越金,66892,-,68847,-,63283,-,69484,-,59904,-
3,0,0,0,0,可処分所得,188050,-,171576,-,216918,-,175774,-,222164,-
3,0,0,0,0,黒字,-81099,-,-103202,-,-42381,-,-79158,-,-86670,-
3,1,0,0,0,金融資産純増,-35421,-,-47460,-,-14887,-,-32703,-,-42473,-
3,3,0,0,0,貯蓄純増,-36356,-,-48034,-,-16527,-,-33316,-,-44279,-
3,4,0,0,0,預貯金純増,-13724,-,-22419,-,1464,-,-8588,-,-27097,-
3,4,0,0,0,保険純増,-22632,-,-25615,-,-17991,-,-24728,-,-17182,-
3,3,0,0,0,有価証券純購入,935,-,574,-,1641,-,613,-,1806,-
3,1,0,0,0,土地家屋借金純減,3807,-,3342,-,4651,-,2528,-,7371,-
3,1,0,0,0,他の借金純減,405,-,428,-,390,-,441,-,307,-
3,1,0,0,0,分割払購入借入金純減,424,-,182,-,870,-,176,-,1093,-
3,1,0,0,0,一括払購入借入金純減,-22834,-,-25266,-,-18434,-,-22386,-,-24145,-
3,1,0,0,0,土地家屋純増,-7908,-,-12173,-,-,-,-7781,-,-9060,-
3,1,0,0,0,その他の純増,797,-,879,-,686,-,881,-,586,-
3,1,0,0,0,繰越純増,-20369,-,-23135,-,-15658,-,-20314,-,-20349,-
,,,,,,,,,,,,,,,
東京都生計分析調査　平成31年・令和元年,,,,,,,,,,,,,,,
第３２表　有業者の有無別及び世帯人員別１世帯当たり年平均１か月間の収入と用途別生計支出　―　無職世帯　―,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,
