項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,ローン返済世帯／実数（円）,ローン返済世帯／構成比（％）,ローン返済世帯／40歳未満／実数（円）,ローン返済世帯／40歳未満／構成比（％）,ローン返済世帯／40～49歳／実数（円）,ローン返済世帯／40～49歳／構成比（％）,ローン返済世帯／50歳以上／実数（円）,ローン返済世帯／50歳以上／構成比（％）,ローン返済のない世帯／実数（円）,ローン返済のない世帯／構成比（％）,ローン返済のない世帯／40歳未満／実数（円）,ローン返済のない世帯／40歳未満／構成比（％）,ローン返済のない世帯／40～49歳／実数（円）,ローン返済のない世帯／40～49歳／構成比（％）,ローン返済のない世帯／50歳以上／実数（円）,ローン返済のない世帯／50歳以上／構成比（％）
1,4,0,0,0,内職収入,1527,0.2,2765,0.3,-,-,978,0.1,6055,0.7,790,0.1,-,-,1063,0.2,874,0.1
1,3,0,0,0,他の経常収入,30302,4.5,16398,2.1,32066,4.6,12796,1.6,14514,1.7,38542,6.4,13135,2.2,15462,2.6,55107,9.1
1,4,0,0,0,財産収入,1543,0.2,230,0,6,0,175,0,389,0,2296,0.4,0,0,384,0.1,3723,0.6
1,4,0,0,0,社会保障給付,28658,4.3,16148,2,32060,4.6,12588,1.6,14109,1.7,36099,6,13120,2.2,14511,2.4,51382,8.5
1,5,0,0,0,公的年金給付,20220,3,5014,0.6,-,-,1414,0.2,11325,1.3,29275,4.8,939,0.2,3050,0.5,48101,7.9
1,5,0,0,0,他の社会保障給付,8438,1.3,11134,1.4,32060,4.6,11175,1.4,2784,0.3,6824,1.1,12181,2,11462,1.9,3281,0.5
1,4,0,0,0,仕送り金,102,0,20,0,-,-,33,0,17,0,147,0,14,0,567,0.1,2,0
1,2,0,0,0,特別収入,10783,1.6,11243,1.4,23523,3.4,12034,1.5,6018,0.7,10595,1.8,8328,1.4,5044,0.9,13506,2.2
1,3,0,0,0,受贈金,2483,0.4,3026,0.4,9280,1.3,3518,0.4,893,0.1,2269,0.4,1415,0.2,2134,0.4,2566,0.4
1,3,0,0,0,他の特別収入,8300,1.2,8217,1,14243,2,8516,1.1,5125,0.6,8326,1.4,6913,1.1,2909,0.5,10940,1.8
1,1,0,0,0,実収入以外の受取(繰入金を除く),512442,-,637449,-,489231,-,611675,-,729707,-,438618,-,326268,-,439183,-,466650,-
1,2,0,0,0,預貯金引出,386430,-,487431,-,365716,-,458005,-,571799,-,326464,-,217329,-,342770,-,347772,-
1,2,0,0,0,保険金,8852,-,11439,-,-,-,2392,-,26926,-,7567,-,-,-,1350,-,12166,-
1,3,0,0,0,個人・企業年金保険金,4836,-,3447,-,-,-,218,-,8299,-,5774,-,-,-,-,-,9699,-
1,3,0,0,0,他の保険金,4016,-,7992,-,-,-,2174,-,18627,-,1792,-,-,-,1350,-,2467,-
1,2,0,0,0,有価証券売却,1468,-,2760,-,-,-,5810,-,349,-,640,-,3824,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,144,-,56,-,-,-,-,-,137,-,202,-,157,-,412,-,134,-
1,2,0,0,0,分割払購入借入金,4529,-,5312,-,812,-,1798,-,10898,-,4070,-,600,-,704,-,6307,-
1,2,0,0,0,一括払購入借入金,110187,-,128875,-,122624,-,143142,-,116331,-,99238,-,104215,-,93737,-,99646,-
1,2,0,0,0,土地家屋売却,384,-,876,-,-,-,-,-,2152,-,118,-,-,-,-,-,209,-
1,2,0,0,0,実収入以外の受取のその他,448,-,699,-,80,-,529,-,1116,-,320,-,145,-,211,-,418,-
1,1,0,0,0,繰入金,115365,-,148346,-,80745,-,241866,-,72314,-,97767,-,117213,-,86085,-,96434,-
2,0,0,0,0,支払,1301276,-,1579345,-,1268097,-,1638941,-,1651771,-,1140387,-,1049778,-,1118615,-,1171058,-
2,1,0,0,0,実支出,501987,-,545219,-,421274,-,535218,-,611124,-,476613,-,401508,-,487027,-,490705,-
2,2,0,0,0,生計支出,368036,-,380081,-,298863,-,374748,-,421874,-,360654,-,296042,-,377367,-,369394,-
2,3,0,0,0,消費支出,360606,100,380081,100,298863,100,374748,100,421874,100,349443,100,296042,100,334698,100,368940,100
2,4,1,0,0,食料,90551,25.1,94008,24.7,79847,26.7,95827,25.6,97734,23.2,88521,25.3,74008,25,87076,26,92885,25.2
2,5,1,1,0,穀類,6925,1.9,7179,1.9,6270,2.1,7610,2,7122,1.7,6764,1.9,5627,1.9,6471,1.9,7190,1.9
2,6,1,1,1,米類,1832,0.5,1775,0.5,1237,0.4,1848,0.5,1924,0.5,1865,0.5,1570,0.5,1703,0.5,2013,0.5
2,6,1,1,2,パン,3186,0.9,3431,0.9,3341,1.1,3605,1,3303,0.8,3034,0.9,2457,0.8,2888,0.9,3244,0.9
2,6,1,1,3,麺類,1414,0.4,1432,0.4,1232,0.4,1559,0.4,1384,0.3,1402,0.4,1165,0.4,1442,0.4,1449,0.4
2,6,1,1,4,他の穀類,493,0.1,541,0.1,461,0.2,599,0.2,510,0.1,464,0.1,435,0.1,437,0.1,483,0.1
2,5,1,2,0,魚介類,5193,1.4,4975,1.3,3390,1.1,4581,1.2,6095,1.4,5309,1.5,2783,0.9,4207,1.3,6443,1.7
2,6,1,2,1,生鮮魚介,3121,0.9,3058,0.8,1938,0.6,2814,0.8,3810,0.9,3147,0.9,1563,0.5,2419,0.7,3868,1
2,6,1,2,2,塩干魚介,886,0.2,826,0.2,613,0.2,782,0.2,961,0.2,922,0.3,523,0.2,786,0.2,1087,0.3
2,6,1,2,3,魚肉練製品,457,0.1,415,0.1,267,0.1,355,0.1,552,0.1,481,0.1,265,0.1,372,0.1,586,0.2
2,6,1,2,4,他の魚介加工品,729,0.2,676,0.2,572,0.2,631,0.2,772,0.2,760,0.2,432,0.1,630,0.2,901,0.2
2,5,1,3,0,肉類,7951,2.2,8536,2.2,6288,2.1,8776,2.3,9224,2.2,7581,2.2,5360,1.8,7792,2.3,8057,2.2
2,6,1,3,1,生鮮肉,6499,1.8,6990,1.8,4995,1.7,7165,1.9,7639,1.8,6185,1.8,4431,1.5,6352,1.9,6556,1.8
2,6,1,3,2,加工肉,1453,0.4,1546,0.4,1293,0.4,1611,0.4,1585,0.4,1395,0.4,928,0.3,1440,0.4,1501,0.4
2,5,1,4,0,乳卵類,4109,1.1,4459,1.2,4385,1.5,4561,1.2,4394,1,3902,1.1,3098,1,3847,1.1,4129,1.1
2,6,1,4,1,牛乳,1297,0.4,1425,0.4,1457,0.5,1448,0.4,1384,0.3,1222,0.3,868,0.3,1287,0.4,1285,0.3
2,6,1,4,2,乳製品,2058,0.6,2226,0.6,2216,0.7,2255,0.6,2217,0.5,1958,0.6,1640,0.6,1877,0.6,2069,0.6
2,6,1,4,3,卵,754,0.2,808,0.2,713,0.2,859,0.2,793,0.2,723,0.2,590,0.2,683,0.2,775,0.2
2,5,1,5,0,野菜・海藻,8941,2.5,8988,2.4,7011,2.3,8651,2.3,10170,2.4,8905,2.5,6221,2.1,7801,2.3,10074,2.7
2,6,1,5,1,生鮮野菜,6254,1.7,6417,1.7,5257,1.8,6212,1.7,7111,1.7,6153,1.8,4500,1.5,5521,1.6,6844,1.9
2,6,1,5,2,乾物・海藻,683,0.2,655,0.2,445,0.1,677,0.2,715,0.2,699,0.2,466,0.2,552,0.2,824,0.2
2,6,1,5,3,大豆加工品,1028,0.3,1047,0.3,787,0.3,982,0.3,1235,0.3,1016,0.3,729,0.2,927,0.3,1131,0.3
2,6,1,5,4,他の野菜・海藻加工品,975,0.3,869,0.2,521,0.2,780,0.2,1109,0.3,1037,0.3,526,0.2,802,0.2,1275,0.3
2,5,1,6,0,果物,2839,0.8,2638,0.7,2276,0.8,2479,0.7,2977,0.7,2961,0.8,1955,0.7,2352,0.7,3472,0.9
2,6,1,6,1,生鮮果物,2513,0.7,2360,0.6,2103,0.7,2239,0.6,2613,0.6,2606,0.7,1756,0.6,2007,0.6,3072,0.8
2,6,1,6,2,果物加工品,327,0.1,278,0.1,173,0.1,240,0.1,363,0.1,355,0.1,198,0.1,345,0.1,400,0.1
2,5,1,7,0,油脂・調味料,3575,1,3751,1,3125,1,3760,1,4002,0.9,3475,1,2653,0.9,3351,1,3745,1
2,6,1,7,1,油脂,351,0.1,358,0.1,247,0.1,362,0.1,396,0.1,346,0.1,226,0.1,337,0.1,381,0.1
2,6,1,7,2,調味料,3224,0.9,3393,0.9,2877,1,3398,0.9,3606,0.9,3128,0.9,2427,0.8,3014,0.9,3363,0.9
2,5,1,8,0,菓子類,7073,2,7531,2,7177,2.4,8014,2.1,7122,1.7,6806,1.9,6245,2.1,7549,2.3,6620,1.8
2,5,1,9,0,調理食品,11918,3.3,11824,3.1,10213,3.4,11207,3,13206,3.1,11988,3.4,9537,3.2,10882,3.3,13065,3.5
2,6,1,9,1,主食的調理食品,5045,1.4,5134,1.4,4273,1.4,4964,1.3,5693,1.3,4995,1.4,4152,1.4,4636,1.4,5350,1.5
2,6,1,9,2,他の調理食品,6872,1.9,6691,1.8,5941,2,6243,1.7,7513,1.8,6993,2,5385,1.8,6246,1.9,7715,2.1
2,5,1,10,0,飲料,5309,1.5,5437,1.4,5022,1.7,5493,1.5,5508,1.3,5230,1.5,4414,1.5,5286,1.6,5419,1.5
2,6,1,10,1,茶類,1238,0.3,1233,0.3,924,0.3,1157,0.3,1436,0.3,1240,0.4,838,0.3,1155,0.3,1389,0.4
2,6,1,10,2,コーヒー・ココア,1008,0.3,1035,0.3,924,0.3,1049,0.3,1064,0.3,991,0.3,642,0.2,994,0.3,1081,0.3
2,6,1,10,3,他の飲料,3063,0.8,3169,0.8,3174,1.1,3288,0.9,3008,0.7,2999,0.9,2934,1,3137,0.9,2949,0.8
2,5,1,11,0,酒類,3618,1,3412,0.9,2036,0.7,3195,0.9,4229,1,3730,1.1,1907,0.6,3776,1.1,4224,1.1
2,5,1,12,0,外食,23100,6.4,25279,6.7,22655,7.6,27499,7.3,23686,5.6,21872,6.3,24211,8.2,23762,7.1,20448,5.5
2,6,1,12,1,一般外食,21656,6,23074,6.1,20757,6.9,24127,6.4,22694,5.4,20865,6,23130,7.8,21395,6.4,20029,5.4
2,6,1,12,2,学校給食,1445,0.4,2204,0.6,1898,0.6,3373,0.9,992,0.2,1007,0.3,1080,0.4,2367,0.7,419,0.1
2,4,2,0,0,住居,26402,7.3,9082,2.4,3197,1.1,6411,1.7,14871,3.5,36547,10.5,51866,17.5,40080,12,30948,8.4
2,5,2,1,0,家賃地代,18308,5.1,732,0.2,1629,0.5,669,0.2,346,0.1,28745,8.2,50625,17.1,37662,11.3,18982,5.1
2,5,2,2,0,設備修繕・維持,8094,2.2,8350,2.2,1569,0.5,5742,1.5,14525,3.4,7802,2.2,1241,0.4,2418,0.7,11967,3.2
2,6,2,2,1,設備材料,2335,0.6,1361,0.4,231,0.1,2376,0.6,706,0.2,2878,0.8,730,0.2,1081,0.3,4237,1.1
2,6,2,2,2,工事その他のサービス,5759,1.6,6989,1.8,1337,0.4,3366,0.9,13819,3.3,4924,1.4,512,0.2,1337,0.4,7730,2.1
2,4,3,0,0,光熱・水道,21172,5.9,23191,6.1,20069,6.7,22972,6.1,24729,5.9,19969,5.7,15147,5.1,19211,5.7,21529,5.8
2,5,3,1,0,電気代,9749,2.7,11011,2.9,9913,3.3,11088,3,11399,2.7,9017,2.6,6827,2.3,8605,2.6,9761,2.6
2,5,3,2,0,ガス代,6074,1.7,6457,1.7,5444,1.8,6270,1.7,7090,1.7,5847,1.7,4689,1.6,5412,1.6,6324,1.7
2,5,3,3,0,他の光熱,237,0.1,134,0,180,0.1,95,0,153,0,296,0.1,85,0,122,0,423,0.1
2,5,3,4,0,上下水道料,5111,1.4,5590,1.5,4532,1.5,5520,1.5,6086,1.4,4809,1.4,3546,1.2,5073,1.5,5020,1.4
2,4,4,0,0,家具・家事用品,12628,3.5,15347,4,12947,4.3,16708,4.5,14934,3.5,10952,3.1,10891,3.7,10742,3.2,11024,3
2,5,4,1,0,家庭用耐久財,3625,1,4988,1.3,3342,1.1,4752,1.3,6012,1.4,2757,0.8,2646,0.9,2853,0.9,2692,0.7
2,6,4,1,1,家事用耐久財,1715,0.5,1785,0.5,744,0.2,2037,0.5,2002,0.5,1649,0.5,1208,0.4,1915,0.6,1622,0.4
2,6,4,1,2,冷暖房用器具,1031,0.3,1380,0.4,1421,0.5,1664,0.4,971,0.2,798,0.2,1151,0.4,488,0.1,816,0.2
2,6,4,1,3,一般家具,879,0.2,1823,0.5,1177,0.4,1051,0.3,3039,0.7,310,0.1,287,0.1,450,0.1,254,0.1
2,5,4,2,0,室内装備・装飾品,955,0.3,1238,0.3,605,0.2,1966,0.5,633,0.2,778,0.2,495,0.2,374,0.1,1043,0.3
2,5,4,3,0,寝具類,1197,0.3,1390,0.4,1203,0.4,1426,0.4,1431,0.3,1087,0.3,683,0.2,1696,0.5,959,0.3
2,5,4,4,0,家事雑貨,2872,0.8,3129,0.8,3580,1.2,3368,0.9,2649,0.6,2736,0.8,3891,1.3,2367,0.7,2587,0.7
2,5,4,5,0,家事用消耗品,3170,0.9,3418,0.9,3453,1.2,3333,0.9,3526,0.8,3025,0.9,2740,0.9,3044,0.9,3085,0.8
2,5,4,6,0,家事サービス,810,0.2,1185,0.3,764,0.3,1863,0.5,685,0.2,570,0.2,436,0.1,409,0.1,658,0.2
2,4,5,0,0,被服及び履物,16768,4.6,17966,4.7,17450,5.8,17803,4.8,18329,4.3,16048,4.6,15426,5.2,14164,4.2,16947,4.6
2,5,5,1,0,和服,162,0,59,0,58,0,16,0,104,0,212,0.1,41,0,10,0,339,0.1
2,5,5,2,0,洋服,7728,2.1,8547,2.2,9579,3.2,8751,2.3,7798,1.8,7244,2.1,7436,2.5,6147,1.8,7633,2.1
2,6,5,2,1,男子用洋服,2465,0.7,2873,0.8,3078,1,2509,0.7,3160,0.7,2231,0.6,2018,0.7,1447,0.4,2616,0.7
2,6,5,2,2,婦人用洋服,4312,1.2,4379,1.2,3312,1.1,4620,1.2,4516,1.1,4266,1.2,3516,1.2,3277,1,4873,1.3
2,6,5,2,3,子供用洋服,950,0.3,1294,0.3,3189,1.1,1622,0.4,123,0,747,0.2,1902,0.6,1423,0.4,144,0
2,5,5,3,0,シャツ・セーター類,2980,0.8,3356,0.9,2423,0.8,3001,0.8,4156,1,2761,0.8,2961,1,2186,0.7,2936,0.8
2,6,5,3,1,男子用シャツ・セーター類,1034,0.3,1164,0.3,858,0.3,963,0.3,1525,0.4,959,0.3,978,0.3,647,0.2,1087,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1679,0.5,1835,0.5,756,0.3,1625,0.4,2524,0.6,1583,0.5,1352,0.5,1237,0.4,1783,0.5
2,6,5,3,3,子供用シャツ・セーター類,268,0.1,357,0.1,808,0.3,413,0.1,107,0,219,0.1,632,0.2,302,0.1,66,0
2,5,5,4,0,下着類,1168,0.3,1275,0.3,1127,0.4,1274,0.3,1344,0.3,1101,0.3,1198,0.4,1053,0.3,1105,0.3
2,6,5,4,1,男子用下着類,309,0.1,303,0.1,158,0.1,264,0.1,413,0.1,311,0.1,162,0.1,238,0.1,382,0.1
2,6,5,4,2,婦人用下着類,664,0.2,696,0.2,374,0.1,665,0.2,870,0.2,642,0.2,695,0.2,531,0.2,686,0.2
2,6,5,4,3,子供用下着類,195,0.1,276,0.1,595,0.2,345,0.1,62,0,148,0,340,0.1,285,0.1,37,0
2,5,5,5,0,生地・糸類,168,0,165,0,162,0.1,150,0,183,0,168,0,170,0.1,103,0,192,0.1
2,5,5,6,0,他の被服,1184,0.3,1230,0.3,1238,0.4,1162,0.3,1307,0.3,1155,0.3,1193,0.4,1103,0.3,1156,0.3
2,5,5,7,0,履物類,2243,0.6,2249,0.6,2347,0.8,2568,0.7,1858,0.4,2238,0.6,1926,0.7,2482,0.7,2203,0.6
2,5,5,8,0,被服関連サービス,1136,0.3,1085,0.3,515,0.2,881,0.2,1579,0.4,1170,0.3,502,0.2,1079,0.3,1383,0.4
2,4,6,0,0,保健医療,15418,4.3,15994,4.2,14415,4.8,19432,5.2,13676,3.2,15124,4.3,13728,4.6,13174,3.9,16280,4.4
2,5,6,1,0,医薬品,2337,0.6,2148,0.6,1365,0.5,1872,0.5,2797,0.7,2446,0.7,1195,0.4,2025,0.6,2943,0.8
2,5,6,2,0,健康保持用摂取品,937,0.3,635,0.2,252,0.1,630,0.2,796,0.2,1120,0.3,460,0.2,772,0.2,1449,0.4
2,5,6,3,0,保健医療用品・器具,2780,0.8,3000,0.8,3922,1.3,3194,0.9,2371,0.6,2671,0.8,3833,1.3,2654,0.8,2357,0.6
2,5,6,4,0,保健医療サービス,9364,2.6,10211,2.7,8876,3,13736,3.7,7711,1.8,8887,2.5,8240,2.8,7724,2.3,9530,2.6
2,4,7,0,0,交通・通信,46350,12.9,50433,13.3,38016,12.7,43567,11.6,62566,14.8,44145,12.6,31431,10.6,38837,11.6,49490,13.4
2,5,7,1,0,交通,13316,3.7,15006,3.9,11078,3.7,14852,4,16624,3.9,12397,3.5,11414,3.9,11751,3.5,12845,3.5
2,5,7,2,0,自動車等関係費,18341,5.1,18757,4.9,13257,4.4,12241,3.3,27777,6.6,18205,5.2,9317,3.1,14226,4.3,22100,6
2,6,7,2,1,自動車等購入,5577,1.5,5470,1.4,-,-,1339,0.4,11977,2.8,5691,1.6,-,-,3384,1,8118,2.2
2,6,7,2,2,自転車購入,514,0.1,491,0.1,608,0.2,484,0.1,439,0.1,539,0.2,570,0.2,861,0.3,373,0.1
2,6,7,2,3,自動車等維持,12249,3.4,12796,3.4,12649,4.2,10419,2.8,15361,3.6,11975,3.4,8746,3,9980,3,13609,3.7
2,5,7,3,0,通信,14694,4.1,16670,4.4,13681,4.6,16474,4.4,18165,4.3,13543,3.9,10700,3.6,12860,3.8,14545,3.9
2,4,8,0,0,教育,32489,9,43327,11.4,24710,8.3,43878,11.7,51692,12.3,26248,7.5,10986,3.7,33727,10.1,27095,7.3
2,5,8,1,0,授業料等,24202,6.7,31911,8.4,17518,5.9,26729,7.1,44575,10.6,19831,5.7,9166,3.1,22078,6.6,21633,5.9
2,5,8,2,0,教科書・学習参考教材,385,0.1,445,0.1,90,0,683,0.2,329,0.1,356,0.1,307,0.1,640,0.2,235,0.1
2,5,8,3,0,補習教育,7903,2.2,10971,2.9,7103,2.4,16466,4.4,6789,1.6,6061,1.7,1513,0.5,11009,3.3,5227,1.4
2,4,9,0,0,教養娯楽,40890,11.3,47175,12.4,42361,14.2,49529,13.2,46829,11.1,37169,10.6,37574,12.7,32768,9.8,38700,10.5
2,5,9,1,0,教養娯楽用耐久財,3301,0.9,3094,0.8,2121,0.7,2968,0.8,3600,0.9,3435,1,3239,1.1,2810,0.8,3690,1
2,5,9,2,0,教養娯楽用品,8383,2.3,9288,2.4,10323,3.5,9445,2.5,8919,2.1,7861,2.2,6030,2,7815,2.3,8280,2.2
2,5,9,3,0,書籍・他の印刷物,3651,1,3668,1,2543,0.9,3418,0.9,4434,1.1,3655,1,1969,0.7,3295,1,4246,1.2
2,5,9,4,0,教養娯楽サービス,25556,7.1,31125,8.2,27374,9.2,33698,9,29877,7.1,22220,6.4,26336,8.9,18848,5.6,22485,6.1
2,6,9,4,1,宿泊料,3699,1,4136,1.1,3687,1.2,4302,1.1,4144,1,3414,1,5238,1.8,2788,0.8,3140,0.9
2,6,9,4,2,パック旅行費,4378,1.2,4838,1.3,3133,1,4786,1.3,5455,1.3,4126,1.2,6491,2.2,1469,0.4,4676,1.3
2,6,9,4,3,月謝類,5618,1.6,8498,2.2,8032,2.7,11782,3.1,5109,1.2,3885,1.1,4256,1.4,5552,1.7,3037,0.8
2,6,9,4,4,他の教養娯楽サービス,11861,3.3,13653,3.6,12521,4.2,12829,3.4,15169,3.6,10795,3.1,10352,3.5,9039,2.7,11633,3.2
2,4,10,0,0,その他の消費支出,57937,16.1,63558,16.7,45851,15.3,58621,15.6,76513,18.1,54719,15.7,34984,11.8,44919,13.4,64043,17.4
2,5,10,1,0,諸雑費,26231,7.3,29909,7.9,26254,8.8,29330,7.8,32034,7.6,24140,6.9,20174,6.8,21544,6.4,26159,7.1
2,6,10,1,1,理美容サービス,3774,1,4180,1.1,3513,1.2,4225,1.1,4403,1,3544,1,1917,0.6,3014,0.9,4194,1.1
2,6,10,1,2,理美容用品,5814,1.6,6007,1.6,5032,1.7,6037,1.6,6284,1.5,5718,1.6,4683,1.6,5730,1.7,5968,1.6
2,6,10,1,3,身の回り用品,3276,0.9,3425,0.9,2060,0.7,3647,1,3736,0.9,3160,0.9,2586,0.9,2564,0.8,3560,1
2,6,10,1,4,たばこ,805,0.2,539,0.1,415,0.1,605,0.2,513,0.1,965,0.3,571,0.2,1010,0.3,1063,0.3
2,6,10,1,5,他の諸雑費,12564,3.5,15759,4.1,15235,5.1,14816,4,17099,4.1,10753,3.1,10418,3.5,9227,2.8,11375,3.1
2,5,10,2,0,こづかい,10653,3,12705,3.3,4743,1.6,10975,2.9,17853,4.2,9516,2.7,4399,1.5,9785,2.9,10758,2.9
2,5,10,3,0,交際費,17012,4.7,19003,5,14629,4.9,16674,4.4,23505,5.6,15824,4.5,9498,3.2,11310,3.4,19354,5.2
2,6,10,3,0,食料,4012,1.1,3659,1,3080,1,2994,0.8,4593,1.1,4216,1.2,2546,0.9,3161,0.9,5107,1.4
2,6,10,3,0,家具・家事用品,178,0,168,0,148,0,134,0,213,0.1,187,0.1,279,0.1,159,0,168,0
2,6,10,3,0,被服及び履物,625,0.2,424,0.1,221,0.1,222,0.1,716,0.2,743,0.2,504,0.2,252,0.1,1006,0.3
2,6,10,3,0,教養娯楽,1035,0.3,992,0.3,474,0.2,546,0.1,1707,0.4,1066,0.3,278,0.1,1439,0.4,1126,0.3
2,6,10,3,0,他の物品サービス,412,0.1,388,0.1,124,0,543,0.1,315,0.1,429,0.1,280,0.1,328,0.1,511,0.1
2,6,10,3,6,贈与金,5338,1.5,5191,1.4,3790,1.3,4443,1.2,6696,1.6,5396,1.5,2932,1,3034,0.9,7029,1.9
2,6,10,3,7,他の交際費,5413,1.5,8181,2.2,6793,2.3,7792,2.1,9267,2.2,3787,1.1,2680,0.9,2937,0.9,4408,1.2
2,5,10,4,0,仕送り金,4041,1.1,1942,0.5,226,0.1,1643,0.4,3121,0.7,5239,1.5,914,0.3,2280,0.7,7772,2.1
2,3,0,0,0,土地家屋購入,7430,-,-,-,-,-,-,-,-,-,11211,-,-,-,42668,-,454,-
2,3,0,0,0,（再掲）教育関係費,37307,10.3,49310,13,27577,9.2,50962,13.6,57799,13.7,30334,8.7,13142,4.4,38607,11.5,31361,8.5
2,3,0,0,0,（再掲）教養娯楽関係費,48142,13.4,54670,14.4,48375,16.2,57225,15.3,54654,13,44267,12.7,43936,14.8,38815,11.6,46377,12.6
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,9380,2.6,7133,1.9,4016,1.3,6086,1.6,9816,2.3,10635,3,3846,1.3,5314,1.6,14800,4
2,3,0,0,0,（再掲）経常消費支出,251186,69.7,256738,67.5,234490,78.5,257264,68.6,265730,63,248278,71,234834,79.3,248208,74.2,251108,68.1
2,3,0,0,0,（再掲）情報通信関係費,18133,5,21397,5.6,18552,6.2,21263,5.7,22821,5.4,16219,4.6,11922,4,14836,4.4,17904,4.9
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,319247,88.5,358397,94.3,291651,97.6,360912,96.3,385209,91.3,296571,84.9,240330,81.2,285921,85.4,315073,85.4
2,2,0,0,0,その他の実支出,133951,-,165139,-,122410,-,160471,-,189250,-,115959,-,105467,-,109661,-,121312,-
2,3,0,0,0,直接税,63345,-,79238,-,51753,-,75158,-,96155,-,54163,-,45549,-,47195,-,59481,-
2,4,0,0,0,勤労所得税,30342,-,38206,-,21000,-,35508,-,48788,-,25884,-,24571,-,22556,-,27789,-
2,4,0,0,0,個人住民税,25761,-,31502,-,22204,-,31320,-,36050,-,22382,-,18100,-,21368,-,23909,-
2,4,0,0,0,他の税,7243,-,9530,-,8550,-,8331,-,11317,-,5897,-,2878,-,3271,-,7783,-
