事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／超過労働給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／超過労働給与(円),パートタイム労働者／特別に支払われた給与(円)
30人以上,G 電気・ガス・熱供給・水道業,平成19,2007,8月,503299,503299,447892,55407,0,201319,201319,193758,7561,0
30人以上,G 電気・ガス・熱供給・水道業,平成19,2007,9月,503891,503891,452600,51291,0,197341,197341,187805,9536,0
30人以上,G 電気・ガス・熱供給・水道業,平成19,2007,10月,547320,511408,458117,53291,35912,222237,206174,196231,9943,16063
30人以上,G 電気・ガス・熱供給・水道業,平成19,2007,11月,671622,510434,459539,50895,161188,208044,202849,192899,9950,5195
30人以上,G 電気・ガス・熱供給・水道業,平成19,2007,12月,1467225,502898,458330,44568,964327,452064,195193,185331,9862,256871
30人以上,H 情報通信業,平成17,2005,年平均,571766,440194,388179,52015,131572,140787,133544,119489,14055,7243
30人以上,H 情報通信業,平成18,2006,年平均,566767,435999,385914,50085,130768,138755,133753,118226,15527,5002
30人以上,H 情報通信業,平成19,2007,年平均,528784,402000,360585,41415,126784,123198,121305,108445,12860,1893
30人以上,H 情報通信業,平成19,2007,1月,405755,396156,357836,38320,9599,104996,104836,92445,12391,160
30人以上,H 情報通信業,平成19,2007,2月,394357,390744,351407,39337,3613,110714,110653,99171,11482,61
30人以上,H 情報通信業,平成19,2007,3月,458110,406267,363252,43015,51843,126902,126329,112796,13533,573
30人以上,H 情報通信業,平成19,2007,4月,426975,410266,364399,45867,16709,123465,123136,109670,13466,329
30人以上,H 情報通信業,平成19,2007,5月,447405,398195,356096,42099,49210,124199,122911,110398,12513,1288
30人以上,H 情報通信業,平成19,2007,6月,883510,403103,364512,38591,480407,133608,126035,113339,12696,7573
30人以上,H 情報通信業,平成19,2007,7月,564402,399431,358567,40864,164971,128243,127360,112465,14895,883
30人以上,H 情報通信業,平成19,2007,8月,411907,402097,359180,42917,9810,127767,127658,115389,12269,109
30人以上,H 情報通信業,平成19,2007,9月,434293,407003,367920,39083,27290,117788,117373,103210,14163,415
30人以上,H 情報通信業,平成19,2007,10月,410750,402156,361853,40303,8594,123108,121982,110198,11784,1126
30人以上,H 情報通信業,平成19,2007,11月,480885,402958,359428,43530,77927,127063,126594,115234,11360,469
30人以上,H 情報通信業,平成19,2007,12月,1013419,405361,362290,43071,608058,132132,122191,108449,13742,9941
30人以上,I 運輸業,平成17,2005,年平均,460653,377833,320491,57342,82820,124497,112074,96765,15309,12423
30人以上,I 運輸業,平成18,2006,年平均,486164,390801,329567,61234,95363,113873,103310,83204,20106,10563
30人以上,I 運輸業,平成19,2007,年平均,479479,387581,329861,57720,91898,140328,136959,120710,16249,3369
30人以上,I 運輸業,平成19,2007,1月,404496,387235,329012,58223,17261,135751,135495,117486,18009,256
30人以上,I 運輸業,平成19,2007,2月,392369,388826,331541,57285,3543,141567,140831,125349,15482,736
30人以上,I 運輸業,平成19,2007,3月,410660,389619,330649,58970,21041,146327,143654,126495,17159,2673
30人以上,I 運輸業,平成19,2007,4月,439652,401119,337770,63349,38533,139610,139026,122359,16667,584
30人以上,I 運輸業,平成19,2007,5月,386956,377303,321317,55986,9653,133691,132103,118302,13801,1588
30人以上,I 運輸業,平成19,2007,6月,649788,383340,327023,56317,266448,143232,135616,120988,14628,7616
30人以上,I 運輸業,平成19,2007,7月,555211,385949,330098,55851,169262,145170,138235,121144,17091,6935
30人以上,I 運輸業,平成19,2007,8月,402304,385618,329257,56361,16686,137957,136801,121549,15252,1156
30人以上,I 運輸業,平成19,2007,9月,396223,386260,326263,59997,9963,132026,131929,116951,14978,97
30人以上,I 運輸業,平成19,2007,10月,390347,384340,329822,54518,6007,136888,136136,119916,16220,752
30人以上,I 運輸業,平成19,2007,11月,459369,390847,332573,58274,68522,139338,134528,118417,16111,4810
30人以上,I 運輸業,平成19,2007,12月,871334,390397,332961,57436,480937,152906,140512,120727,19785,12394
30人以上,J 卸売・小売業,平成17,2005,年平均,590079,434919,415299,19620,155160,99782,96181,93385,2796,3601
30人以上,J 卸売・小売業,平成18,2006,年平均,596477,435869,414065,21804,160608,109534,106331,103021,3310,3203
30人以上,J 卸売・小売業,平成19,2007,年平均,568691,418794,397068,21726,149897,116492,112168,107745,4423,4324
30人以上,J 卸売・小売業,平成19,2007,1月,431454,415139,394267,20872,16315,110432,109537,105612,3925,895
30人以上,J 卸売・小売業,平成19,2007,2月,432078,415553,394729,20824,16525,106341,106125,102088,4037,216
30人以上,J 卸売・小売業,平成19,2007,3月,446283,417892,396244,21648,28391,106476,105638,101783,3855,838
30人以上,J 卸売・小売業,平成19,2007,4月,452409,424817,401060,23757,27592,116947,115967,111590,4377,980
30人以上,J 卸売・小売業,平成19,2007,5月,436031,414272,392431,21841,21759,113926,111819,107573,4246,2107
30人以上,J 卸売・小売業,平成19,2007,6月,1063678,412821,391673,21148,650857,122220,114402,110657,3745,7818
30人以上,J 卸売・小売業,平成19,2007,7月,644581,419519,397648,21871,225062,130389,113500,108968,4532,16889
30人以上,J 卸売・小売業,平成19,2007,8月,443001,420914,399739,21175,22087,117311,116413,111785,4628,898
30人以上,J 卸売・小売業,平成19,2007,9月,426776,417670,397158,20512,9106,114283,113661,109074,4587,622
30人以上,J 卸売・小売業,平成19,2007,10月,435625,425715,404054,21661,9910,114071,113727,108954,4773,344
30人以上,J 卸売・小売業,平成19,2007,11月,465879,415709,392928,22781,50170,112691,112392,107831,4561,299
30人以上,J 卸売・小売業,平成19,2007,12月,1140751,425601,402937,22664,715150,133387,113483,107703,5780,19904
30人以上,K 金融・保険業,平成17,2005,年平均,690392,514637,478676,35961,175755,195938,182952,176388,6564,12986
30人以上,K 金融・保険業,平成18,2006,年平均,703515,501070,464226,36844,202445,198434,187129,180827,6302,11305
30人以上,K 金融・保険業,平成19,2007,年平均,723364,524406,490107,34299,198958,157475,152722,144878,7844,4753
30人以上,K 金融・保険業,平成19,2007,1月,517967,516528,483502,33026,1439,146932,146642,137952,8690,290
30人以上,K 金融・保険業,平成19,2007,2月,613542,510015,478177,31838,103527,140018,139920,134738,5182,98
30人以上,K 金融・保険業,平成19,2007,3月,653373,529089,493791,35298,124284,152296,151935,143373,8562,361
30人以上,K 金融・保険業,平成19,2007,4月,555757,544003,504908,39095,11754,150022,149325,140550,8775,697
30人以上,K 金融・保険業,平成19,2007,5月,589876,520156,482375,37781,69720,151930,151769,143597,8172,161
30人以上,K 金融・保険業,平成19,2007,6月,1516469,522195,486113,36082,994274,182130,159749,152134,7615,22381
30人以上,K 金融・保険業,平成19,2007,7月,610646,528529,493267,35262,82117,163372,161432,154150,7282,1940
30人以上,K 金融・保険業,平成19,2007,8月,544229,531498,498842,32656,12731,165487,165323,158304,7019,164
30人以上,K 金融・保険業,平成19,2007,9月,534842,521407,491085,30322,13435,153381,153214,144956,8258,167
30人以上,K 金融・保険業,平成19,2007,10月,533129,519205,486983,32222,13924,146598,146314,138511,7803,284
30人以上,K 金融・保険業,平成19,2007,11月,524431,521752,487396,34356,2679,157366,157190,149212,7978,176
30人以上,K 金融・保険業,平成19,2007,12月,1448539,528036,494562,33474,920503,177588,146599,137600,8999,30989
30人以上,L 不動産業,平成17,2005,年平均,551538,415310,391297,24013,136228,97514,93228,90011,3217,4286
30人以上,L 不動産業,平成18,2006,年平均,573335,419290,393898,25392,154045,96129,93432,90568,2864,2697
30人以上,L 不動産業,平成19,2007,年平均,541352,406957,381852,25105,134395,93777,91648,89997,1651,2129
30人以上,L 不動産業,平成19,2007,1月,430109,405326,380806,24520,24783,86062,85709,83254,2455,353
30人以上,L 不動産業,平成19,2007,2月,411956,408343,384206,24137,3613,90236,90053,88647,1406,183
30人以上,L 不動産業,平成19,2007,3月,449847,409760,383557,26203,40087,91963,91619,90004,1615,344
30人以上,L 不動産業,平成19,2007,4月,450331,413992,386103,27889,36339,89607,89498,87696,1802,109
30人以上,L 不動産業,平成19,2007,5月,430518,406082,380119,25963,24436,89903,89573,87693,1880,330
30人以上,L 不動産業,平成19,2007,6月,863193,403039,378574,24465,460154,96327,93860,92609,1251,2467
30人以上,L 不動産業,平成19,2007,7月,619866,406957,382190,24767,212909,100759,91683,90300,1383,9076
30人以上,L 不動産業,平成19,2007,8月,420036,403814,379421,24393,16222,93883,92675,91169,1506,1208
30人以上,L 不動産業,平成19,2007,9月,437133,406123,383266,22857,31010,94416,94211,92540,1671,205
30人以上,L 不動産業,平成19,2007,10月,422290,407898,383410,24488,14392,93506,93361,91584,1777,145
30人以上,L 不動産業,平成19,2007,11月,429850,404675,378508,26167,25175,96255,95881,94228,1653,374
30人以上,L 不動産業,平成19,2007,12月,1123934,407600,382203,25397,716334,101046,91354,89914,1440,9692
30人以上,"M 飲食店,宿泊業",平成17,2005,年平均,348147,300577,281463,19114,47570,91371,89648,84374,5274,1723
30人以上,"M 飲食店,宿泊業",平成18,2006,年平均,342746,294307,275217,19090,48439,84630,83878,78134,5744,752
30人以上,"M 飲食店,宿泊業",平成19,2007,年平均,476183,388640,360806,27834,87543,96417,95297,89824,5473,1120
30人以上,"M 飲食店,宿泊業",平成19,2007,1月,390888,389511,362511,27000,1377,94519,94450,89432,5018,69
30人以上,"M 飲食店,宿泊業",平成19,2007,2月,391001,391001,365325,25676,0,91944,91944,86650,5294,0
30人以上,"M 飲食店,宿泊業",平成19,2007,3月,546790,378650,356306,22344,168140,99902,98563,93161,5402,1339
30人以上,"M 飲食店,宿泊業",平成19,2007,4月,391642,389060,363115,25945,2582,103346,103312,96923,6389,34
30人以上,"M 飲食店,宿泊業",平成19,2007,5月,425128,405753,378650,27103,19375,98952,98872,91923,6949,80
30人以上,"M 飲食店,宿泊業",平成19,2007,6月,662933,385867,360264,25603,277066,96525,95512,90825,4687,1013
30人以上,"M 飲食店,宿泊業",平成19,2007,7月,495124,396091,368759,27332,99033,102605,94541,89320,5221,8064
30人以上,"M 飲食店,宿泊業",平成19,2007,8月,427893,379306,348081,31225,48587,94944,94944,89129,5815,0
30人以上,"M 飲食店,宿泊業",平成19,2007,9月,394015,387385,358740,28645,6630,95249,95249,89800,5449,0
30人以上,"M 飲食店,宿泊業",平成19,2007,10月,396033,394711,362650,32061,1322,92351,92319,87280,5039,32
30人以上,"M 飲食店,宿泊業",平成19,2007,11月,401577,383336,353364,29972,18241,91748,91410,86454,4956,338
30人以上,"M 飲食店,宿泊業",平成19,2007,12月,797531,383287,351935,31352,414244,95076,92967,87458,5509,2109
30人以上,"N 医療,福祉",平成17,2005,年平均,501498,383501,355388,28113,117997,128695,123484,118781,4703,5211
30人以上,"N 医療,福祉",平成18,2006,年平均,503056,379359,351133,28226,123697,120661,116182,111106,5076,4479
30人以上,"N 医療,福祉",平成19,2007,年平均,483375,376967,352686,24281,106408,136123,133092,128902,4190,3031
30人以上,"N 医療,福祉",平成19,2007,1月,377176,376486,350984,25502,690,121741,121354,116835,4519,387
30人以上,"N 医療,福祉",平成19,2007,2月,369288,367388,340672,26716,1900,135425,135338,131494,3844,87
30人以上,"N 医療,福祉",平成19,2007,3月,408812,364791,342279,22512,44021,130769,129853,125934,3919,916
30人以上,"N 医療,福祉",平成19,2007,4月,389518,383219,358874,24345,6299,132146,131044,126848,4196,1102
30人以上,"N 医療,福祉",平成19,2007,5月,399473,373058,348528,24530,26415,133796,133167,128672,4495,629
30人以上,"N 医療,福祉",平成19,2007,6月,753902,371223,346448,24775,382679,151938,140616,136249,4367,11322
30人以上,"N 医療,福祉",平成19,2007,7月,490420,369814,346445,23369,120606,145426,140050,135454,4596,5376
30人以上,"N 医療,福祉",平成19,2007,8月,379774,378325,354886,23439,1449,137169,137004,133179,3825,165
30人以上,"N 医療,福祉",平成19,2007,9月,384570,382347,359733,22614,2223,133693,133030,128002,5028,663
30人以上,"N 医療,福祉",平成19,2007,10月,399486,388521,365372,23149,10965,133067,132089,128162,3927,978
30人以上,"N 医療,福祉",平成19,2007,11月,421247,383690,359011,24679,37557,137670,133863,130275,3588,3807
30人以上,"N 医療,福祉",平成19,2007,12月,1026929,385366,359648,25718,641563,140633,129833,125783,4050,10800
30人以上,"O 教育,学習支援業",平成17,2005,年平均,638764,459564,447161,12403,179200,101142,97239,95413,1826,3903
30人以上,"O 教育,学習支援業",平成18,2006,年平均,646643,464361,451230,13131,182282,100020,97627,95816,1811,2393
30人以上,"O 教育,学習支援業",平成19,2007,年平均,628004,452498,429999,22499,175506,99074,93052,91567,1485,6022
30人以上,"O 教育,学習支援業",平成19,2007,1月,449037,448779,429176,19603,258,82067,81816,81348,468,251
30人以上,"O 教育,学習支援業",平成19,2007,2月,462642,457448,432910,24538,5194,92824,91656,90864,792,1168
30人以上,"O 教育,学習支援業",平成19,2007,3月,545570,466219,441001,25218,79351,113281,86031,83309,2722,27250
30人以上,"O 教育,学習支援業",平成19,2007,4月,507270,464647,437925,26722,42623,92682,90888,86663,4225,1794
30人以上,"O 教育,学習支援業",平成19,2007,5月,498690,454619,426409,28210,44071,89868,89323,88583,740,545
30人以上,"O 教育,学習支援業",平成19,2007,6月,1199553,448559,424927,23632,750994,101551,88267,87537,730,13284
30人以上,"O 教育,学習支援業",平成19,2007,7月,528414,441827,422705,19122,86587,93320,87177,86127,1050,6143
30人以上,"O 教育,学習支援業",平成19,2007,8月,453727,435866,415681,20185,17861,76933,76112,75274,838,821
30人以上,"O 教育,学習支援業",平成19,2007,9月,453891,444469,427564,16905,9422,85837,85689,83201,2488,148
30人以上,"O 教育,学習支援業",平成19,2007,10月,488439,454798,437191,17607,33641,93788,92130,89598,2532,1658
30人以上,"O 教育,学習支援業",平成19,2007,11月,575981,467559,444070,23489,108422,135645,127840,127149,691,7805
30人以上,"O 教育,学習支援業",平成19,2007,12月,1362459,446431,421492,24939,916028,123962,112383,111506,877,11579
30人以上,P 複合サービス事業,平成17,2005,年平均,512918,395781,360972,34809,117137,121488,115365,100517,14848,6123
30人以上,P 複合サービス事業,平成18,2006,年平均,529348,400406,356471,43935,128942,125586,118854,101413,17441,6732
30人以上,P 複合サービス事業,平成19,2007,年平均,551690,435023,398435,36588,116667,153407,147043,128272,18771,6364
30人以上,P 複合サービス事業,平成19,2007,1月,454567,449386,397795,51591,5181,137827,137827,115860,21967,0
30人以上,P 複合サービス事業,平成19,2007,2月,435446,435131,397761,37370,315,131848,131848,115576,16272,0
30人以上,P 複合サービス事業,平成19,2007,3月,425448,423720,391603,32117,1728,148692,148570,129518,19052,122
30人以上,P 複合サービス事業,平成19,2007,4月,463206,422760,392728,30032,40446,144541,144264,126833,17431,277
30人以上,P 複合サービス事業,平成19,2007,5月,408972,405754,372417,33337,3218,145250,144605,128069,16536,645
30人以上,P 複合サービス事業,平成19,2007,6月,1134698,421416,394125,27291,713282,198626,153824,136006,17818,44802
30人以上,P 複合サービス事業,平成19,2007,7月,414875,405653,369437,36216,9222,151092,151026,133017,18009,66
30人以上,P 複合サービス事業,平成19,2007,8月,439929,434759,406519,28240,5170,155668,155624,138831,16793,44
30人以上,P 複合サービス事業,平成19,2007,9月,424873,420664,378409,42255,4209,142539,142489,121876,20613,50
30人以上,P 複合サービス事業,平成19,2007,10月,515966,475374,435786,39588,40592,152979,152979,133977,19002,0
30人以上,P 複合サービス事業,平成19,2007,11月,451637,451625,419047,32578,12,154263,154263,135503,18760,0
30人以上,P 複合サービス事業,平成19,2007,12月,995895,459552,412749,46803,536343,205602,160850,133394,27456,44752
30人以上,Q サービス業（他に分類されないもの）,平成17,2005,年平均,508947,408816,378558,30258,100131,124514,120879,114924,5955,3635
30人以上,Q サービス業（他に分類されないもの）,平成18,2006,年平均,505235,398809,367675,31134,106426,128529,125443,120098,5345,3086
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,年平均,484249,381381,349635,31746,102868,124950,120252,115302,4950,4698
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,1月,401442,376831,346659,30172,24611,117589,115380,110355,5025,2209
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,2月,388137,373712,343378,30334,14425,115798,115047,110694,4353,751
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,3月,414801,378082,344795,33287,36719,120611,119900,115490,4410,711
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,4月,406549,384894,351889,33005,21655,119507,116607,111624,4983,2900
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,5月,389088,377793,345619,32174,11295,118537,117294,112588,4706,1243
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,6月,778379,382501,349957,32544,395878,132526,124196,119532,4664,8330
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,7月,502780,383133,350073,33060,119647,134865,123846,119093,4753,11019
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,8月,391173,381713,350922,30791,9460,122290,120925,115953,4972,1365
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,9月,392322,381359,352095,29264,10963,121461,120842,115679,5163,619
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,10月,394199,384328,353377,30951,9871,126797,124460,118845,5615,2337
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,11月,465796,388133,355116,33017,77663,129752,124427,118888,5539,5325
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,12月,874949,383659,351359,32300,491290,140319,120236,114995,5241,20083
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成19年確報,,,,,,,,,,,,,,
第２－２表　産業、就業形態別労働者の１人平均月間現金給与額　（事業所規模３０人以上）,,,,,,,,,,,,,,
