"全国地方公共団体コード","ID","地方公共団体名","施設名称","施設名称_カナ","施設名称_英字","営業の種類","業態","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","施設所在地_都道府県","施設所在地_市区町村","施設所在地_町字","施設所在地_番地以下","施設方書","緯度","経度","施設電話番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人名","法人番号","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"132136","132136E00011","東村山市","むなかた","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目11-1グリーンS1F","東京都","東村山市","栄町1丁目","11-1 グリーンS1F","","35.748765","139.474471","","","","","1890013","","","","2022-10-13","","","","","新規","",""
"132136","132136E00012","東村山市","おふくろの味 まりこ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目11-1グリーンハイツSⅡ","東京都","東村山市","栄町1丁目","11-1 グリーンハイツSⅡ","","35.748765","139.474471","","","","","1890013","","","","2006-09-29","","","","","更新","",""
"132136","132136E00013","東村山市","しふぉんけーきのお店 ＭＩＭＯＳＡ","","","菓子製造業(生菓子製造業)","","132136","","東京都東村山市栄町1丁目11-3","東京都","東村山市","栄町1丁目","11-3","","35.748845","139.474620","(042)306-1370","","","","1890013","Ｌｌａｎｄａｆｆ Ｃｒｅａｔｅ株式会社","","","2021-09-28","","","","","新規","",""
"132136","132136E00014","東村山市","らんらん","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目11-60","東京都","東村山市","栄町1丁目","11-60","","35.748188","139.475046","(042)308-1888","","","","1890013","","","","2022-12-15","","","","","新規","",""
"132136","132136E00015","東村山市","Ｓｈｏｐ ｍｉｍｉ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目11-67遠藤マンション203","東京都","東村山市","栄町1丁目","11-67 遠藤マンション203","","35.748564","139.475089","","","","","1890013","","","","2020-11-27","","","","","新規","",""
"132136","132136E00016","東村山市","Ｓｈｏｐ ｍｉｍｉ","","","菓子製造業(その他の菓子製造業)","","132136","","東京都東村山市栄町1丁目11-67遠藤マンション203","東京都","東村山市","栄町1丁目","11-67 遠藤マンション203","","35.748564","139.475089","","","","","1890013","","","","2020-03-23","","","","","新規","",""
"132136","132136E00017","東村山市","やきとり とりまる","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目12-5","東京都","東村山市","栄町1丁目","12-5","","35.749192","139.475111","(042)391-2655","","","","1890013","","","","2021-12-01","","","","","新規","",""
"132136","132136E00018","東村山市","肉の村田","","","飲食店営業(そうざい店)","","132136","","東京都東村山市栄町1丁目15-57","東京都","東村山市","栄町1丁目","15-57","","35.748635","139.476742","(042)393-5627","","","","1890013","","","","1994-04-28","","","","","更新","",""
"132136","132136E00019","東村山市","肉の村田","","","食肉販売業(一般)","","132136","","東京都東村山市栄町1丁目15-57","東京都","東村山市","栄町1丁目","15-57","","35.748635","139.476742","(042)393-5627","","","","1890013","","","","1994-04-28","","","","","更新","",""
"132136","132136E00020","東村山市","久米川 ウィングホテル","","","飲食店営業(旅館・ホテル)","","132136","","東京都東村山市栄町1丁目15-6","東京都","東村山市","栄町1丁目","15-6","","35.749198","139.476925","(042)397-3131","","","","1890013","株式会社 野村商事","","","2000-06-01","","","","","更新","",""
"132136","132136E00021","東村山市","ダイヤ寿司","","","飲食店営業(すし屋)","","132136","","東京都東村山市栄町1丁目16","東京都","東村山市","栄町1丁目","16","","35.749069","139.477680","(042)393-0162","","","","1890013","","","","2003-02-12","","","","","更新","",""
"132136","132136E00022","東村山市","CONTACT・SPACE","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目1-18ラポール久米川ビル201","東京都","東村山市","栄町1丁目","1-18 ラポール久米川ビル201","","35.750562","139.471991","(042)313-3411","","","","1890013","株式会社CONTACT・WORKSHOP","","","2021-11-01","","","","","新規","",""
"132136","132136E00023","東村山市","メリケン","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目1-18ラポール久米川101","東京都","東村山市","栄町1丁目","1-18 ラポール久米川101","","35.750562","139.471991","","","","","1890013","有限会社スプラウト","","","2021-09-01","","","","","新規","",""
"132136","132136E00024","東村山市","旬味酒処 も暖亭","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目1-37","東京都","東村山市","栄町1丁目","1-37","","35.751064","139.471436","(042)306-1357","","","","1890013","","","","2022-03-15","","","","","新規","",""
"132136","132136E00025","東村山市","ＢＯＪＡＮＧＬＥ（ボージャングル）","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目1-39","東京都","東村山市","栄町1丁目","1-39","","35.751036","139.471463","(042)397-5885","","","","1890013","","","","2023-04-07","","","","","新規","",""
"132136","132136E00026","東村山市","東京油組総本店 久米川組","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目22-8","東京都","東村山市","栄町1丁目","22-8","","35.749971","139.475763","(042)306-0988","","","","1890013","株式会社ホットランドネクステージ","","","2021-08-18","","","","","新規","",""
"132136","132136E00027","東村山市","ミュージックスタジオ オリエント","","","飲食店営業(バー・キャバレー)","","132136","","東京都東村山市栄町1丁目23-6菊水ビル1F","東京都","東村山市","栄町1丁目","23-6 菊水ビル1F","","35.750417","139.474359","(042)395-9582","","","","1890013","","","","2021-06-21","","","","","新規","",""
"132136","132136E00028","東村山市","有限会社佐藤水産","","","飲食店営業(そうざい店)","","132136","","東京都東村山市栄町1丁目24-28第3荒野ビル1階","東京都","東村山市","栄町1丁目","24-28 第3荒野ビル1階","","35.750814","139.473270","(042)397-7031","","","","1890013","有限会社佐藤水産","","","2023-04-26","","","","","新規","",""
"132136","132136E00029","東村山市","有限会社佐藤水産","","","魚介類販売業(一般)","","132136","","東京都東村山市栄町1丁目24-28第3荒野ビル1階","東京都","東村山市","栄町1丁目","24-28 第3荒野ビル1階","","35.750814","139.473270","(042)397-7031","","","","1890013","有限会社佐藤水産","","","2023-04-26","","","","","新規","",""
"132136","132136E00030","東村山市","海鮮鮨 義 久米川店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目24-28","東京都","東村山市","栄町1丁目","24-28","","35.750814","139.473270","(042)392-8891","","","","1890013","有限会社義栄フーズ","","","2023-03-29","","","","","新規","",""
"132136","132136E00031","東村山市","ほや","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目27-47","東京都","東村山市","栄町1丁目","27-47","","35.751450","139.474504","(042)392-5488","","","","1890013","","","","2017-11-15","","","","","新規","",""
"132136","132136E00032","東村山市","ロンドフィットネスクラブ東村山","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目28-1","東京都","東村山市","栄町1丁目","28-1","","35.751474","139.475204","(042)392-7811","","","","1890013","株式会社 ロンド・スポーツ","","","2021-06-23","","","","","新規","",""
"132136","132136E00033","東村山市","株式会社ロンド・スポーツ","","","喫茶店営業(店舗)","","132136","","東京都東村山市栄町1丁目28-4","東京都","東村山市","栄町1丁目","28-4","","35.751826","139.475792","(042)391-3955","","","","1890013","株式会社ロンド・スポーツ","","","2011-07-27","","","","","更新","",""
"132136","132136E00034","東村山市","セブン－イレブン 東村山栄町１丁目東店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目28-5","東京都","東村山市","栄町1丁目","28-5","","35.752038","139.475048","","","","","1890013","","","","2018-02-27","","","","","新規","",""
"132136","132136E00035","東村山市","セブン－イレブン 東村山栄町１丁目東店","","","食料品等販売業(店舗)","","132136","","東京都東村山市栄町1丁目28-5","東京都","東村山市","栄町1丁目","28-5","","35.752038","139.475048","","","","","1890013","","","","2018-02-27","","","","","新規","",""
"132136","132136E00036","東村山市","庄や 久米川北口店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目2-3イズリントンコート1階","東京都","東村山市","栄町1丁目","2-3 イズリントンコート1階","","35.750592","139.472694","(042)399-2777","","","","1890013","株式会社 ジーディーコーポレイション","","","2001-08-23","","","","","更新","",""
"132136","132136E00037","東村山市","スナックディグラス","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目2-3イズリントンコート2F","東京都","東村山市","栄町1丁目","2-3 イズリントンコート2F","","35.750592","139.472694","(042)394-4534","","","","1890013","","","","2022-10-13","","","","","新規","",""
"132136","132136E00038","東村山市","久兵衛屋 東村山店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目36-86","東京都","東村山市","栄町1丁目","36-86","","35.752202","139.477828","(042)390-6989","","","","1890013","株式会社久兵衛屋","","","2014-06-23","","","","","更新","",""
"132136","132136E00039","東村山市","小厨房 夢や","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目38-9鈴屋ハウス101","東京都","東村山市","栄町1丁目","38-9 鈴屋ハウス101","","35.751444","139.476235","(042)306-2891","","","","1890013","","","","2012-10-11","","","","","更新","",""
"132136","132136E00040","東村山市","MELONLAB.久米川","","","菓子製造業(パン製造業)","","132136","","東京都東村山市栄町1丁目3-32ビュー久米川102","東京都","東村山市","栄町1丁目","3-32 ビュー久米川102","","35.750295","139.473368","","","","","1890013","","","","2022-01-28","","","","","新規","",""
"132136","132136E00041","東村山市","心音","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目3-32ビュー久米川101","東京都","東村山市","栄町1丁目","3-32 ビュー久米川101","","35.750295","139.473368","","","","","1890013","","","","2018-07-31","","","","","新規","",""
"132136","132136E00042","東村山市","パブ クラリネット","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目3-32ビュー久米川B101","東京都","東村山市","栄町1丁目","3-32 ビュー久米川B101","","35.750295","139.473368","(042)397-5005","","","","1890013","","","","2014-10-08","","","","","更新","",""
"132136","132136E00043","東村山市","モスバーガー久米川北口店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目3-61","東京都","東村山市","栄町1丁目","3-61","","35.750335","139.472989","(042)392-3933","","","","1890013","有限会社 フードデザイン","","","2021-07-02","","","","","新規","",""
"132136","132136E00044","東村山市","もんじゃ焼め組 久米川本店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目3-66第3シーマビル3F","東京都","東村山市","栄町1丁目","3-66 第3シーマビル3F","","35.750348","139.473209","(042)395-5100","","","","1890013","有限会社トッププランニング","","","2019-11-20","","","","","新規","",""
"132136","132136E00045","東村山市","セブン-イレブン 久米川駅北口店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目3-66","東京都","東村山市","栄町1丁目","3-66","","35.750348","139.473209","(042)398-5510","","","","1890013","","","","2021-06-14","","","","","新規","",""
"132136","132136E00046","東村山市","じゃんぼ 久米川店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目4-22オーエムヒルズ1F","東京都","東村山市","栄町1丁目","4-22 オーエムヒルズ1F","","35.750229","139.472277","(042)397-7700","","","","1890013","ドリームアドバンス株式会社","","","2008-03-21","","","","","更新","",""
"132136","132136E00047","東村山市","ｃａｓｕａｌ ｇａｌ’ｓ ｂaｒ ＲｅｌａＣｕｔｅ","","","飲食店営業(バー・キャバレー)","","132136","","東京都東村山市栄町1丁目4-22オーエムヒルズ301","東京都","東村山市","栄町1丁目","4-22 オーエムヒルズ301","","35.750229","139.472277","(042)306-4648","","","","1890013","株式会社Ｔ’ｓ ｓｔｙｌｅ","","","2014-05-22","","","","","更新","",""
"132136","132136E00048","東村山市","フローリッシュ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目4-22オーエムヒルズ2F","東京都","東村山市","栄町1丁目","4-22 オーエムヒルズ2F","","35.750229","139.472277","(042)313-0862","","","","1890013","","","","2013-05-23","","","","","更新","",""
"132136","132136E00049","東村山市","ファミリーマート久米川駅北口店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目4-23","東京都","東村山市","栄町1丁目","4-23","","35.750120","139.472321","(042)390-2351","","","","1890013","有限会社武蔵野商事","","","2017-10-18","","","","","新規","",""
"132136","132136E00050","東村山市","ファミリーマート久米川駅北口店","","","菓子製造業(その他の菓子製造業)","","132136","","東京都東村山市栄町1丁目4-23","東京都","東村山市","栄町1丁目","4-23","","35.750120","139.472321","(042)390-2351","","","","1890013","有限会社武蔵野商事","","","2017-10-18","","","","","新規","",""
"132136","132136E00051","東村山市","サンマルクカフェ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目4-26清光ビル1F","東京都","東村山市","栄町1丁目","4-26 清光ビル1F","","35.749923","139.472560","(042)390-6525","","","","1890013","株式会社サンマルクカフェ","","","2007-03-26","","","","","更新","",""
"132136","132136E00052","東村山市","サンマルクカフェ","","","菓子製造業(パン製造業)","","132136","","東京都東村山市栄町1丁目4-26清光ビル1F","東京都","東村山市","栄町1丁目","4-26 清光ビル1F","","35.749923","139.472560","(042)390-6525","","","","1890013","株式会社サンマルクカフェ","","","2007-03-26","","","","","更新","",""
"132136","132136E00053","東村山市","スーパーあまいけ久米川店","","","飲食店営業(弁当屋)","","132136","","東京都東村山市栄町1丁目4-6ハイツ久米川","東京都","東村山市","栄町1丁目","4-6 ハイツ久米川","","35.749476","139.473181","(042)395-0881","","","","1890013","株式会社 あまいけ","","","1997-05-08","","","","","更新","",""
"132136","132136E00054","東村山市","スーパーあまいけ久米川店","","","飲食店営業(そうざい店)","","132136","","東京都東村山市栄町1丁目4-6ハイツ久米川","東京都","東村山市","栄町1丁目","4-6 ハイツ久米川","","35.749476","139.473181","(042)395-0881","","","","1890013","株式会社 あまいけ","","","1997-05-08","","","","","更新","",""
"132136","132136E00055","東村山市","スーパーあまいけ久米川店","","","食肉販売業(一般)","","132136","","東京都東村山市栄町1丁目4-6ハイツ久米川","東京都","東村山市","栄町1丁目","4-6 ハイツ久米川","","35.749476","139.473181","(042)395-0881","","","","1890013","株式会社 あまいけ","","","1997-05-08","","","","","更新","",""
"132136","132136E00056","東村山市","スーパーあまいけ久米川店","","","魚介類販売業(一般)","","132136","","東京都東村山市栄町1丁目4-6ハイツ久米川","東京都","東村山市","栄町1丁目","4-6 ハイツ久米川","","35.749476","139.473181","(042)395-0881","","","","1890013","株式会社 あまいけ","","","1997-05-08","","","","","更新","",""
"132136","132136E00057","東村山市","みずほ銀行 久米川支店食堂","","","飲食店営業(集団給食)","","132136","","東京都東村山市栄町1丁目5-1","東京都","東村山市","栄町1丁目","5-1","","35.750096","139.473330","(042)393-1515","","","","1890013","栄養食株式会社","","","2000-12-01","","","","","更新","",""
"132136","132136E00058","東村山市","和楽","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目5-13","東京都","東村山市","栄町1丁目","5-13","","35.749717","139.473788","(042)391-0086","","","","1890013","山口商事株式会社","","","1981-11-26","","","","","更新","",""
"132136","132136E00059","東村山市","松屋 久米川店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目5-2","東京都","東村山市","栄町1丁目","5-2","","35.749853","139.473254","(042)390-4361","","","","1890013","株式会社 松屋フーズ","","","2021-11-18","","","","","新規","",""
"132136","132136E00060","東村山市","和牛亭 あらかわ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目6-2リシェス久米川2館1F","東京都","東村山市","栄町1丁目","6-2 リシェス久米川2館1F","","35.749757","139.474197","(042)396-7711","","","","1890013","有限会社 良和","","","2007-02-19","","","","","更新","",""
"132136","132136E00061","東村山市","和牛亭 あらかわ","","","食肉販売業(一般)","","132136","","東京都東村山市栄町1丁目6-2リシェス久米川2館1F","東京都","東村山市","栄町1丁目","6-2 リシェス久米川2館1F","","35.749757","139.474197","(042)396-7711","","","","1890013","有限会社 良和","","","2021-12-17","","","","","新規","",""
"132136","132136E00062","東村山市","旬彩 味香家","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目8-20","東京都","東村山市","栄町1丁目","8-20","","35.748848","139.474285","(042)395-4437","","","","1890013","","","","2021-10-06","","","","","新規","",""
"132136","132136E00063","東村山市","居酒屋 ひょうたん","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目8-21","東京都","東村山市","栄町1丁目","8-21","","35.748824","139.474310","(042)398-5668","","","","1890013","","","","2023-02-08","","","","","新規","",""
"132136","132136E00064","東村山市","Hime’s 餃子工房","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目8-22-1F","東京都","東村山市","栄町1丁目","8-22 1F","","35.748894","139.474379","(042)313-3224","","","","1890013","","","","2023-04-05","","","","","新規","",""
"132136","132136E00065","東村山市","銀のさら 東村山店","","","飲食店営業(仕出し屋)","","132136","","東京都東村山市栄町1丁目8-7","東京都","東村山市","栄町1丁目","8-7","","35.749036","139.474531","(042)390-2421","","","","1890013","第一太陽株式会社","","","2008-06-19","","","","","更新","",""
"132136","132136E00066","東村山市","カラオケ＆焼豚 なを","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目9-1野崎ビル地下","東京都","東村山市","栄町1丁目","9-1 野崎ビル地下","","35.749252","139.473407","(042)396-7535","","","","1890013","樋栄商事株式会社","","","2011-08-30","","","","","更新","",""
"132136","132136E00067","東村山市","ＢＵＺＺ","","","飲食店営業(バー・キャバレー)","","132136","","東京都東村山市栄町1丁目9-1野崎ビル地下1階","東京都","東村山市","栄町1丁目","9-1 野崎ビル地下1階","","35.749252","139.473407","","","","","1890013","","","","2018-03-12","","","","","新規","",""
"132136","132136E00068","東村山市","Fairy（フェアリー）","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目9-1野崎ビルB1F","東京都","東村山市","栄町1丁目","9-1 野崎ビルB1F","","35.749252","139.473407","(042)397-5686","","","","1890013","","","","2017-05-16","","","","","新規","",""
"132136","132136E00069","東村山市","魚がし寿司","","","飲食店営業(すし屋)","","132136","","東京都東村山市栄町1丁目9-14IGコーポ1F","東京都","東村山市","栄町1丁目","9-14 IGコーポ1F","","35.748754","139.474135","(042)313-3104","","","","1890013","","","","2019-04-16","","","","","新規","",""
"132136","132136E00070","東村山市","松屋","","","菓子製造業(生菓子製造業)","","132136","","東京都東村山市栄町1丁目9-18","東京都","東村山市","栄町1丁目","9-18","","35.748808","139.474073","(042)394-0477","","","","1890013","","","","2023-03-13","","","","","新規","",""
"132136","132136E00071","東村山市","アカシア","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目9-4坂田ビル2階","東京都","東村山市","栄町1丁目","9-4 坂田ビル2階","","35.748958","139.473629","(042)390-3346","","","","1890013","樋栄建設株式会社","","","2017-12-15","","","","","新規","",""
"132136","132136E00072","東村山市","CASUAL BAR 愛華","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目9-4野崎ビルⅡ2F","東京都","東村山市","栄町1丁目","9-4 野崎ビルⅡ2F","","35.748958","139.473629","","","","","1890013","有限会社ラッシュ","","","2020-08-12","","","","","新規","",""
"132136","132136E00073","東村山市","ANGEL","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目9-4野崎ビルⅡ2F","東京都","東村山市","栄町1丁目","9-4 野崎ビルⅡ2F","","35.748958","139.473629","","","","","1890013","","","","2020-01-10","","","","","新規","",""
"132136","132136E00074","東村山市","ＮＥＷ ストーリー","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目9-4野崎ビルⅡ","東京都","東村山市","栄町1丁目","9-4 野崎ビルⅡ","","35.748958","139.473629","","","","","1890013","","","","2020-02-14","","","","","新規","",""
"132136","132136E00075","東村山市","ＮＥＷストーリー","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目9-4野崎ビルⅡ1階","東京都","東村山市","栄町1丁目","9-4 野崎ビルⅡ1階","","35.748958","139.473629","","","","","1890013","","","","2020-10-06","","","","","新規","",""
"132136","132136E00076","東村山市","小料理 ニューまりも","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目9-4坂田ビル1F","東京都","東村山市","栄町1丁目","9-4 坂田ビル1F","","35.748958","139.473629","(042)396-3756","","","","1890013","","","","2012-01-13","","","","","更新","",""
"132136","132136E00077","東村山市","花みずき","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目9-4坂田ビル2階","東京都","東村山市","栄町1丁目","9-4 坂田ビル2階","","35.748958","139.473629","","","","","1890013","","","","2019-12-11","","","","","新規","",""
"132136","132136E00078","東村山市","スナック ミミ","","","飲食店営業(バー・キャバレー)","","132136","","東京都東村山市栄町1丁目9-4坂田ビル2階","東京都","東村山市","栄町1丁目","9-4 坂田ビル2階","","35.748958","139.473629","(042)394-5412","","","","1890013","","","","2018-03-12","","","","","新規","",""
"132136","132136E00079","東村山市","アベル","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町1丁目9-9","東京都","東村山市","栄町1丁目","9-9","","35.749082","139.473749","(042)391-3438","","","","1890013","","","","1975-06-19","","","","","更新","",""
"132136","132136E00080","東村山市","鍋香居","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目10-14","東京都","東村山市","栄町2丁目","10-14","","35.750254","139.471259","(042)407-6364","","","","1890013","株式会社浩宇","","","2019-10-01","","","","","新規","",""
"132136","132136E00081","東村山市","ENCOUNTER","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目10-2プランドール久米川101","東京都","東村山市","栄町2丁目","10-2 プランドール久米川101","","35.750617","139.470785","","","","","1890013","","","","2022-04-28","","","","","新規","",""
"132136","132136E00082","東村山市","魚鮮水産 久米川南口店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目10-20白鳥ビル1階、2階","東京都","東村山市","栄町2丁目","10-20 白鳥ビル1階、2階","","35.750133","139.471192","(042)390-8410","","","","1890013","長谷川プラスイット株式会社","","","2017-09-27","","","","","新規","",""
"132136","132136E00083","東村山市","PINOYMART Philippines Restaurant","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目10-26-1F","東京都","東村山市","栄町2丁目","10-26 1F","","35.750279","139.470958","","","","","1890013","","","","2017-09-21","","","","","新規","",""
"132136","132136E00084","東村山市","手しごと屋ささき","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目10-28","東京都","東村山市","栄町2丁目","10-28","","35.750406","139.470818","(042)398-3319","","","","1890013","","","","2007-04-20","","","","","更新","",""
"132136","132136E00085","東村山市","いのしかちょう 奏","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目10-3久米川システムビル3F","東京都","東村山市","栄町2丁目","10-3 久米川システムビル3F","","35.750573","139.470814","(042)306-4643","","","","1890013","Ｖｕｚｚ株式会社","","","2022-06-13","","","","","新規","",""
"132136","132136E00086","東村山市","プチクラ エルス","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目10-3久米川システムビルB1F","東京都","東村山市","栄町2丁目","10-3 久米川システムビルB1F","","35.750573","139.470814","(042)306-3966","","","","1890013","Vuzz株式会社","","","2022-05-09","","","","","新規","",""
"132136","132136E00087","東村山市","Ｑｕｅｅｎ","","","飲食店営業(バー・キャバレー)","","132136","","東京都東村山市栄町2丁目10-3久米川システムビル5階","東京都","東村山市","栄町2丁目","10-3 久米川システムビル5階","","35.750573","139.470814","(042)306-1880","","","","1890013","合同会社ＴＰＡ","","","2017-07-25","","","","","新規","",""
"132136","132136E00088","東村山市","Ｂａｒ＆Ｄｉｎｉｎｇ 氣ごころ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目10-3久米川システムビル2階","東京都","東村山市","栄町2丁目","10-3 久米川システムビル2階","","35.750573","139.470814","(042)309-5660","","","","1890013","","","","2007-11-29","","","","","更新","",""
"132136","132136E00089","東村山市","酒々丸","","","飲食店営業(バー・キャバレー)","","132136","","東京都東村山市栄町2丁目10-3久米川システムビル4階","東京都","東村山市","栄町2丁目","10-3 久米川システムビル4階","","35.750573","139.470814","(042)306-0386","","","","1890013","","","","2014-07-22","","","","","更新","",""
"132136","132136E00090","東村山市","バーラウンジ レッドライオン","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目10-3久米川システムビル1F","東京都","東村山市","栄町2丁目","10-3 久米川システムビル1F","","35.750573","139.470814","(042)306-1248","","","","1890013","","","","2020-04-10","","","","","新規","",""
