"全国地方公共団体コード","法人番号","ID","地方公共団体名","イベント名","言語コード","イベント通称","サブタイトル","イベント名_カナ","イベント名_英語","コンテンツURL","状態","キーワード","タグ","対象となる産業","開催パターン","開始日","終了日","開始時間","終了時間","開始日時特記事項","所要時間","掲載開始日","掲載終了日","概要","説明","サブイベント","イベント種類","料金(基本)","料金(詳細)","連絡先名称","連絡先電話番号","連絡先内線番号","主催者","共催団体","関連組織","対象者","対象者備考","場所名称","集合（受付）場所","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","アクセス方法","駐車場情報","駐車場料金","駐輪場情報","Web開催","Web開催URL","ツール・環境","定員","定員備考","料金種別","決済種別","外国語対応","外国語対応備考","開催条件","参加申込終了日","参加申込終了時間","参加申込方法","申込開始日","申込開始時刻","申込URL","URL","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","画像","画像_ライセンス","備考"
"132136","","132136B00018","東村山市","災害時外国人支援ボランティア養成講座","","","","","","","","","","","","","","","","開催日時未定　市報及び市ホームページによりお知らせします","","","","","災害時外国人支援について学ぶ講座を実施","","","","無","","","","","","","","","未定","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00019","東村山市","外国人のためのリレー専門家無料相談会","","","","","","","","","","","","","","","","開催日時未定　市報及び市ホームページによりお知らせします","","","","","外国人のかたを対象とした専門家相談会（予約制）","","","","無","","","","","","","","","東村山市立中央公民館","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00020","東村山市","語学学習による多言語スピーチ大会","","","","","","","","","","","","","","","","開催日時未定　市報及び市ホームページによりお知らせします","","","","","母語以外の言語の学習者がスピーチ発表を行う","","","","無","","","","","","","","","未定","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00022","東村山市","ふぃーりんぐフェス","","","","","","","","","","","","","","","","開催日時 未定","","","","","男女共同参画推進イベントを実地（年１回）","","","","無","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00023","東村山市","ワーク・ライフ・バランス推進講座","","","","","","","","","","","","","","","","開催日時 未定","","","","","ワーク・ライフ・バランスに関する啓発となる講座を実施（年１回）","","","","無","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00024","東村山市","男女共同参画推進講座","","","","","","","","","","","","","","","","開催日時 未定","","","","","男女共同参画に関する啓発となる講座を実施（年２回）","","","","無","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00025","東村山市","LGBTQ講座","","","","","","","","","","","","","","","","開催日時 未定","","","","","LGBTQの啓発となる講座を実施（年１回）","","","","無","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00026","東村山市","人権パネル展","","","","","","","","","","","","","","","","開催日時 未定","","","","","人権週間での人権啓発活動の展示","","","","無","","","","","","","","","中央公民館（予定）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00027","東村山市","親子バス見学会","","","","","","","","","","","","","","","","開催日時 未定","","","","","エシカル消費をテーマにした見学会","","","","無","","","","","","","","","市内施設、市外工場など","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00028","東村山市","環境にやさしい消費啓発事業","","","","","","","","","","","","","","","","開催日時 未定","","","","","エシカル消費をテーマにした講座","","","","無","","","","","","","","","市民センター","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00029","東村山市","エンディングノートを書いてみよう","","","","","","","","","","","","","","","","開催日時 未定","","","","","終活と市で作成したエンディングノートを書いてみる講座","","","","無","","","","","","","","","市民センター","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00030","東村山市","市民文化のつどい","","","","","","","","","","","","","","","","開催日時 未定","","","","作成した作品を展示する展示部門、市民の方が自由に参加できる催しをする集会部門、舞台で出し物を発表するホール部門の各参加団体が、日頃の活動の成果を披露します。","展示部門：絵画、生け花、書道などの作品を展示いたします。集会部門：お茶席など、市民の方が自由に参加できる催しを行います。ホール部門：公民館ホール（舞台）で催し物を上演、発表いたします。","","","","","市民文化のつどい実行委員会事務局東村山市教育委員会教育部社会教育課","(042)397-5431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00031","東村山市","東村山市青少年健全育成大会","","","","","","","","","","","","","","","","開催日時 未定","","","","東村山市青少年健全育成大会は、広く市民のみなさまに青少年の活躍の様子をお伝えすることにより、青少年に対する理解をより一層深め、今後の健全育成への一助としていただくことを目的としています。","作文部門：学校、家庭、地域社会で体験、経験したさまざまなことの中で、人とのかかわりを通して気付いたことや考えさせられた事（将来の夢や生き方、身近な生活や社会に対する考え方、家族の大切さ、ボランティア活動、コロナ禍における新しい日常等）をテーマにした作文の発表;絵画・イラスト部門：「生きる力」、「将来について」、「わたしの大切なもの」、「家族」、「団らん」の5つのテーマの中から1つを選び、絵画・イラストで表現した作品の発表","","","","","東村山市教育部社会教育課","(042)393-5111","","東村山市青少年問題協議会、東村山市、東村山市教育委員会","東村山防犯協会","","","","","","132136","","","","","","","","35.759786","139.466863","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00032","東村山市","多摩六都ヤングライブフェスティバル","","","","","","","","","","","","","","","","令和5年2月12日（日） 演奏時間：午前10時から午後3時（演奏状況によっては時間が前後する場合があります）","","","","","","","","","","","","","","","","","","","","132136","","","","","","","","35.759786","139.466863","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00033","東村山市","東村山フレッシュコンサート出演者オーディション","","","","","","","","","","","","","","","","開始日 8月上旬頃;終了日 8月上旬頃","","","","","","","","","","東村山市教育委員会教育部中央公民館","(042)395-7511","","東村山市;東村山市教育委員会","特定非営利活動法人 東村山市文化協会","","（１）新人部門 大学、大学院、専攻科又は研究科等で音楽を専攻した卒業・修了者及びこれに準ずる令和４年４月１日現在３０歳までの者（２）学生部門 大学、大学院、専攻科又は研究科等で音楽を専攻している学生で学長又は学部長もしくは担当教授の推薦を受けた者※他府県在住者の応募も可。※応募用紙記載事項に虚偽または欠落がある場合は、参加を取り消すこともあります。","","東村山市立中央公民館ホール","","132136","","東京都東村山市本町2-33-2","東京都","東村山市","本町2丁目","33-2","","35.759786","139.466863","","","","","","","","","","","","","","","","","別紙「東村山フレッシュコンサートオーディション応募用紙」に必要事項を記載のうえ、送付してください。","","","","","","","","","","","",""
"132136","","132136B00034","東村山市","東村山市民文化祭","","","","","","","","","","","","","","","","開催日時 未定","","","","東村山市民文化祭は、昭和49年から毎年秋に市民の生涯学習活動の発表の場として開催しています。数多くの団体が参加し、日頃の活動の成果を市内公民館を会場として披露しています。","展示部門：絵画、生け花、書道などの作品を展示いたします。集会部門：お茶席など、市民の方が自由に参加できる催しを行います。ホール部門：公民館ホール（舞台）で催し物を上演、発表いたします。","","","","","教育部社会教育課","(042)393-5111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00036","東村山市","輝け！東村山っ子育成塾","","","","","","","","","","","","","","","","開催日時 未定","","","","説明会；仲間づくり；東村山を探検；異文化交流もしくはパラスポーツ体験；地元を楽しむもしくはものづくり体験；自然体験；1年間のふりかえり","育成塾では、「いのちの大切さを知り、共に生きる！」のテーマのもと、班に分かれ、青少年委員や育成塾の先輩リーダーと一緒にいろいろな体験にチャレンジしていきます。","","","","","東村山市教育部社会教育課社会教育係","(042)393-5111","","","","","市内在住の小学校5年生、6年生、および中学生","","","","","","","","","","","","","","","","","","","","","","応募者多数の場合は抽選となります","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00038","東村山市","東村山市消防団出初式","","","","","","","","","","","","1月10日","1月10日","","","","","","","","消防団による消防ポンプ車の分列行進や一斉放水は迫力満点です。","","","","","","","","","","","","","東村山駅東口","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00039","東村山市","節分祭","","","","","","","","","","","","2月3日","2月3日","","","","","","","","","","","","","","","","","","","","","大善院","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00041","東村山市","さくらまつり","","","","","","","","","","","","","","","","開始日 4月上旬;終了日 4月上旬","","","","","桜の開花に合わせて、東村山市内各所で開催されます。","","","","","","","","","","","","","市内各所","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00042","東村山市","大岱稲荷神社春の例大祭","","","","","","","","","","","","","","","","開始日 4月中旬;終了日 4月中旬","","","","","","","","","","","","","","","","","","大岱稲荷神社","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00043","東村山市","東村山春の緑の祭典","","","","","","","","","","","","4月29日","4月29日","","","","","","","","緑の大切さを伝えるため、毎年春と秋の年2回開催。フリーマーケットも行われます。","","","","","","","","","","","","","都立 東村山中央公園","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00044","東村山市","さやまKIDS DAY","","","","","","","","","","","","5月5日","5月5日","","","","","","","","","","","","","","","","","","","","","都立 狭山公園","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00045","東村山市","空堀川・川まつり","","","","","","","","","","","","","","","","開始日 5月下旬;終了日 5月下旬","","","","","","","","","","","","","","","","","","空堀川周辺","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00046","東村山市","東村山菖蒲まつり","","","","","","","","","","","","","","","","開始日 6月上～中旬;終了日 6月上～中旬","","","","","新東京百景に選ばれている北山公園菖蒲苑では、毎年6月上旬より約600種10万本の花菖蒲が咲き揃います。花摘み娘による花がら摘みや花菖蒲のライトアップ&ミニライブなどイベントも盛り沢山。東村山ならではのグルメも楽しめます。","","","","","","","","","","","","","北山公園","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00047","東村山市","野際神社夏祭り","","","","","","","","","","","","","","","","開始日 7月中旬の土曜;終了日 7月中旬の日曜","","","","","","","","","","","","","","","","","","野際神社","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00048","東村山市","八坂神社例大祭","","","","","","","","","","","","","","","","開始日 7月中旬の土曜;終了日 7月中旬の日曜","","","","","","","","","","","","","","","","","","八坂神社","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00049","東村山市","秋津神社例大祭","","","","","","","","","","","","7月27日","7月28日","","","","","","","","","","","","","","","","","","","","","秋津神社","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00050","東村山市","北山わんぱく夏まつり","","","","","","","","","","","","","","","","開始日 8月上旬;終了日 8月上旬","","","","","","","","","","","","","","","","","","北山公園","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00051","東村山市","全生園納涼祭","","","","","","","","","","","","","","","","開始日 8月上旬;終了日 8月上旬","","","","","","","","","","","","","","","","","","多磨全生園","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00052","東村山市","猿田彦神社例大祭","","","","","","","","","","","","","","","","開始日 8月上旬の土曜;終了日 8月上旬の日曜","","","","","","","","","","","","","","","","","","猿田彦神社","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00053","東村山市","東村山 久米川阿波踊り大会","","","","","","","","","","","","","","","","開始日 8月中旬;終了日 8月中旬","","","","","久米川・八坂界隈を阿波踊りの熱で盛り上げる夏の風物詩です。飛び入り参加で踊ろう。","","","","","","","","","","","","","久米川駅南口","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00054","東村山市","諏訪神社例大祭","","","","","","","","","","","","8月26日","8月27日","","","","","","","","","","","","","","","","","","","","","諏訪神社","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00055","東村山市","萩山八幡神社例大祭","","","","","","","","","","","","","","","","開始日 9月第1日曜;終了日 9月第1日曜","","","","","","","","","","","","","","","","","","萩山八幡神社","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00056","東村山市","多摩湖町氷川神社例大祭","","","","","","","","","","","","","","","","開始日 9月上旬;終了日 9月上旬","","","","","","","","","","","","","","","","","","氷川神社","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00057","東村山市","金山神社例大祭","","","","","","","","","","","","","","","","開始日 9月中旬の土曜;終了日 9月中旬の日曜","","","","","","","","","","","","","","","","","","金山神社","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00058","東村山市","どんこい祭","","","","","","","","","","","","","","","","開始日 9月中旬;終了日 9月中旬","","","","","地元チームの演舞と、うどんを中心とする東村山グルメが楽しめます。","","","","","","","","","","","","","天王森公園","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00059","東村山市","てんしゃばフェスタ","","","","","","","","","","","","","","","","開始日 9月下旬;終了日 9月下旬","","","","","","","","","","","","","","","","","","東村山駅西口","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00060","東村山市","秋津町氷川神社例大祭","","","","","","","","","","","","","","","","開始日 10月上旬;終了日 10月上旬","","","","","","","","","","","","","","","","","","氷川神社","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00061","東村山市","天王森de劇場まつり","","","","","","","","","","","","","","","","開始日 10月下旬;終了日 10月下旬","","","","","","","","","","","","","","","","","","天王森公園","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00062","東村山市","地蔵まつり","","","","","","","","","","","","11月3日","11月3日","","","","","","","","","","","","","","","","","","","","","正福寺","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00063","東村山市","SAYAMA HILLS DAY","","","","","","","","","","","","11月3日","11月3日","","","","","","","","狭山丘陵の魅力を発信するイベント。自然の中で野外ライブやマルシェが楽しめます。","","","","","","","","","","","","","都立 狭山公園","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00064","東村山市","東村山市民産業まつり","","","","","","","","","","","","","","","","開始日 11月第2土曜;終了日 11月第2日曜","","","","","神輿や山車の練り歩きは迫力満点。ほかにもさまざまな催しが開催されます。","","","","","","","","","","","","","東村山市役所周辺","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00065","東村山市","豊島屋フェスタ","","","","","","","","","","","","","","","","開始日 11月中旬;終了日 11月中旬","","","","","","","","","","","","","","","","","","豊島屋居酒造","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00066","東村山市","マルシェ久米川 周年イベント","","","","","","","","","","","","","","","","開始日 12月第3日曜;終了日 12月第3日曜","","","","","","","","","","","","","","","","","","久米川駅北口","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","","132136B00067","東村山市","東村山フレッシュコンサート","","","","","","","","","","","","","","","","開始日 10月上旬頃;終了日 10月上旬頃","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
