全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,画像1,画像1_ライセンス,画像2,画像2_ライセンス,外部利用不可,備考
132136,1.32137E+11,東村山市,第1化成児童クラブ,ダイ1カセイジドウクラブ,,132136,,東京都東村山市諏訪町1丁目4-1,東京都,東村山市,諏訪町1丁目,4-1,,35.764986,139.465841,,,,(042)393-9999,,,,,1890021,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,美住リサイクルショップ,ミスミリサイクルショップ,,132136,,東京都東村山市美住町2丁目11-32,東京都,東村山市,美住町2丁目,11-32,,35.757021,139.461892,,,,(042)394-1141,,,,,1890023,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,中央公民館,チュウオウコウミンカン,,132136,,東京都東村山市本町2丁目33-2,東京都,東村山市,本町2丁目,33-2,,35.759786,139.466863,,,,(042)395-7511,,,,,1890014,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,富士見公民館（富士見児童館、富士見憩いの家）,フジミコウミンカン（フジミジドウカン、フジミイコイノイエ）,,132136,,東京都東村山市富士見町5丁目4-51,東京都,東村山市,富士見町5丁目,4-51,,35.746615,139.462885,,,,(042)397-9581,,,,,1890024,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,萩山公民館（萩山図書館）,ハギヤマコウミンカン（ハギヤマトショカン）,,132136,,東京都東村山市萩山町2丁目13-1,東京都,東村山市,萩山町2丁目,13-1,,35.741586,139.478676,,,,(042)393-3170,,,,,1890012,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,秋津公民館（秋津図書館）,アキツコウミンカン（アキツトショカン）,,132136,,東京都東村山市秋津町2丁目17-10,東京都,東村山市,秋津町2丁目,17-10,,35.771015,139.486598,,,,(042)391-6166,,,,,1890001,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,廻田公民館（廻田図書館）,メグリタコウミンカン（メグリタトショカン）,,132136,,東京都東村山市廻田町4丁目19-1,東京都,東村山市,廻田町4丁目,19-1,,35.759623,139.452093,,,,(042)392-2822,,,,,1890025,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,中央図書館,チュウオウトショカン,,132136,,東京都東村山市本町1丁目1-10,東京都,東村山市,本町1丁目,1-10,,35.755239,139.468209,,,,(042)394-2900,,,,,1890014,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,富士見図書館,フジミトショカン,,132136,,東京都東村山市富士見町1丁目7-35,東京都,東村山市,富士見町1丁目,7-35,,35.744004,139.461263,,,,(042)395-7241,,,,,1890024,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,市民スポーツセンター,シミンスポーツセンター,,132136,,東京都東村山市久米川町3丁目30-5,東京都,東村山市,久米川町3丁目,30-5,,35.761085,139.479636,,,,(042)393-9222,,,,,1890003,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,運動公園管理事務所,ウンドウコウエンカンリジムショ,,132136,,東京都東村山市恩多町1丁目51-1,東京都,東村山市,恩多町1丁目,51-1,,35.754234,139.489705,,,,(042)394-1955,,,,,1890011,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,ふるさと歴史館,フルサトレキシカン,,132136,,東京都東村山市諏訪町1丁目6-3,東京都,東村山市,諏訪町1丁目,6-3,,35.766268,139.466058,,,,(042)396-3800,,,,,1890021,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,八国山たいけんの里,ハチコクヤマタイケンノサト,,132136,,東京都東村山市野口町3丁目48-1,東京都,東村山市,野口町3丁目,48-1,,35.766135,139.454245,,,,(042)390-2161,,,,,1890022,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,東村山市シルバー人材センター,ヒガシムラヤマシシルバージンザイセンター,,132136,,東京都東村山市久米川町4丁目9-19,東京都,東村山市,久米川町4丁目,9-19,,35.761612,139.469155,,,,(042)395-1851,,,,,1890003,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,化成小学校,カセイショウガッコウ,,132136,,東京都東村山市諏訪町1-4-1,東京都,東村山市,諏訪町1丁目,4-1,,35.764986,139.465841,,,,,,,,,1890021,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,回田小学校,メグリタショウガッコウ,,132136,,東京都東村山市廻田町3-28-1,東京都,東村山市,廻田町3丁目,28-1,,35.759008,139.446259,,,,,,,,,1890025,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,大岱小学校,オンタショウガッコウ,,132136,,東京都東村山市恩多町4-17-1,東京都,東村山市,恩多町4丁目,17-1,,35.756545,139.478064,,,,,,,,,1890011,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,秋津小学校,アキツショウガッコウ,,132136,,東京都東村山市秋津町3-48-1,東京都,東村山市,秋津町3丁目,48-1,,35.772788,139.481994,,,,,,,,,1890001,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,八坂小学校,ヤサカショウガッコウ,,132136,,東京都東村山市栄町3-34-1,東京都,東村山市,栄町3丁目,34-1,,35.749013,139.465727,,,,,,,,,1890013,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,萩山小学校,ハギヤマショウガッコウ,,132136,,東京都東村山市萩山町4-16-1,東京都,東村山市,萩山町4丁目,16-1,,35.743933,139.477817,,,,,,,,,1890012,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,南台小学校,ミナミダイショウガッコウ,,132136,,東京都東村山市富士見町1-16-12,東京都,東村山市,富士見町1丁目,16-12,,35.74438,139.455407,,,,,,,,,1890024,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,久米川小学校,クメガワショウガッコウ,,132136,,東京都東村山市久米川町4-11-1,東京都,東村山市,久米川町4丁目,11-1,,35.762047,139.471642,,,,,,,,,1890003,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,東萩山小学校,ヒガシハギヤマショウガッコウ,,132136,,東京都東村山市萩山町5-7-1,東京都,東村山市,萩山町5丁目,7-1,,35.745691,139.478585,,,,,,,,,1890012,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,青葉小学校,アオバショウガッコウ,,132136,,東京都東村山市青葉町2-33-1,東京都,東村山市,青葉町2丁目,33-1,,35.76467,139.49011,,,,,,,,,1890002,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,北山小学校,キタヤマショウガッコウ,,132136,,東京都東村山市野口町3-45-1,東京都,東村山市,野口町3丁目,45-1,,35.766343,139.455667,,,,,,,,,1890022,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,秋津東小学校,アキツヒガシショウガッコウ,,132136,,東京都東村山市秋津町4-35-11,東京都,東村山市,秋津町4丁目,35-11,,35.774834,139.488824,,,,,,,,,1890001,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,野火止小学校,ノビドメショウガッコウ,,132136,,東京都東村山市恩多町5-47-1,東京都,東村山市,恩多町5丁目,47-1,,35.75631,139.485649,,,,,,,,,1890011,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,久米川東小学校,クメガワヒガシショウガッコウ,,132136,,東京都東村山市久米川町2-40-10,東京都,東村山市,久米川町2丁目,40-10,,35.765645,139.482639,,,,,,,,,1890003,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,富士見小学校,フジミショウガッコウ,,132136,,東京都東村山市富士見町5-4-57,東京都,東村山市,富士見町5丁目,4-57,,35.74667,139.458438,,,,,,,,,1890024,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,東村山第一中学校,ヒガシムラヤマダイイチチュウガッコウ,,132136,,東京都東村山市富士見町1-5-2,東京都,東村山市,富士見町1丁目,5-2,,35.742164,139.459624,,,,,,,,,1890024,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,東村山第二中学校,ヒガシムラヤマダイニチュウガッコウ,,132136,,東京都東村山市久米川町2-4-1,東京都,東村山市,久米川町2丁目,4-1,,35.770055,139.474812,,,,,,,,,1890003,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,東村山第三中学校,ヒガシムラヤマダイサンチュウガッコウ,,132136,,東京都東村山市萩山町5-2-1,東京都,東村山市,萩山町5丁目,2-1,,35.747922,139.476758,,,,,,,,,1890012,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,東村山第三中学校萩山分校,ヒガシムラヤマダイサンチュウガッコウハギヤマブンコウ,,132136,,東京都東村山市萩山町1-37-1,東京都,東村山市,萩山町1丁目,37-1,,35.735563,139.479658,,,,,,,,,1890012,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,東村山第四中学校,ヒガシムラヤマダイヨンチュウガッコウ,,132136,,東京都東村山市野口町3-24-1,東京都,東村山市,野口町3丁目,24-1,,35.763999,139.453465,,,,,,,,,1890022,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,東村山第五中学校,ヒガシムラヤマダイゴチュウガッコウ,,132136,,東京都東村山市恩多町4-38-1,東京都,東村山市,恩多町4丁目,38-1,,35.760687,139.480776,,,,,,,,,1890011,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,東村山第六中学校,ヒガシムラヤマダイロクチュウガッコウ,,132136,,東京都東村山市秋津町2-29-14,東京都,東村山市,秋津町2丁目,29-14,,35.769799,139.48991,,,,,,,,,1890001,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,東村山第七中学校,ヒガシムラヤマダイナナチュウガッコウ,,132136,,東京都東村山市美住町2-23-1,東京都,東村山市,美住町2丁目,23-1,,35.755463,139.459433,,,,,,,,,1890023,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,北山公園,キタヤマコウエン,,132136,,東京都東村山市野口町3丁目地内、４丁目地内,東京都,東村山市,野口町3丁目地内、4丁目地内,,,35.761981,139.457978,,,,,,,,,1890022,,,,,,,,,,,,,,
132136,1.32137E+11,東村山市,農とみどりの体験パーク,ノウトミドリノタイケンパーク,,132136,,東京都東村山市秋津町1-9-2,東京都,東村山市,秋津町１丁目,9-2,,35.774162,139.492967,,,,,,,,,1890001,,,,,,,,,,,,,,
