全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,画像1,画像1_ライセンス,画像2,画像2_ライセンス,外部利用不可,備考,
132098,1100001,東京都町田市,忠生市民センター,タダオシミンセンター,,132098,,東京都町田市忠生3-14-2,東京都,町田市,忠生,3-14-2,,35.57844903,139.4160658,,,1Fコピーコーナー前,042-791-2802,,,,,,6000020132098,町田市,月火水木金土日,8:00,22:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/touroku/shisetsu/01/index.html,,,,,,,
132098,1200001,東京都町田市,鶴川市民センター,ツルカワシミンセンター,,132098,,東京都町田市大蔵町1981-4,東京都,町田市,大蔵町,1981-4,,35.58886858,139.4673957,,,1F警備員室窓口横,042-735-5704,,,,,,6000020132098,町田市,月火水木金土日,8:30,22:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/touroku/shisetsu/02/index.html,,,,,,,
132098,1300001,東京都町田市,南市民センター,ミナミシミンセンター,,132098,,東京都町田市金森4-5-6,東京都,町田市,金森,4-5-6,,35.52375397,139.4667849,,,1Fロビー,042-795-3165,,,,,,6000020132098,町田市,月火水木金土日,8:30,22:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/touroku/shisetsu/03/index.html,,,,,,窓口は月曜日～金曜日、第2・4日曜日の8:30～17:00に開設。,
132098,1400001,東京都町田市,なるせ駅前市民センター,ナルセエキマエシミンセンター,,132098,,東京都町田市南成瀬1-2-5,東京都,町田市,南成瀬,1-2-5,,35.53679762,139.4730119,,,1F玄関ホール,042-724-2511,,,,,,6000020132098,町田市,月火水木金土日,8:30,22:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/touroku/shisetsu/04/index.html,,,,,,,
132098,1500001,東京都町田市,堺市民センター,サカイシミンセンター,,132098,,東京都町田市相原町795-1,東京都,町田市,相原町,795-1,,35.60426226,139.3333939,,,1Fロビー,042-774-0003,,,,,,6000020132098,町田市,月火水木金土日,8:30,22:00,,有,https://www.city.machida.tokyo.jp/kurashi/touroku/shisetsu/05/index.html,,,,,,,
132098,1600001,東京都町田市,小山市民センター,オヤマシミンセンター,,132098,,東京都町田市小山町2507-1,東京都,町田市,小山町,2507-1,,35.59714914,139.3689941,,,1Fロビー,042-798-1927,,,,,,6000020132098,町田市,月火水木金土日,8:30,22:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/kurashi/touroku/shisetsu/06/index.html,,,,,,,
132098,1700001,東京都町田市,町田市民ホール,マチダシミンホール,,132098,,東京都町田市森野2-2-36,東京都,町田市,森野,2-2-36,,35.54641003,139.4395229,,,1Fエントランス(階段付近),042-728-4300,,,,,,6000020132098,町田市,月火水木金土日,8:30,17:00,第1・第3月曜日（祝休日の場合は翌日）、年末年始（12/28～1/4）は終日利用不可。,有,https://www.m-shimin-hall.jp/,,,,,,時間外については残っている施設職員や警備員が対応。2021年11月1日から2023年1月（予定）まで改修工事に伴う休館のため、ＡＥＤ使用不可。,
132098,1800001,東京都町田市,市立博物館,シリツハクブツカン,,132098,,東京都町田市本町田3562,東京都,町田市,本町田,3562,,35.56732763,139.4512262,,,受付,042-726-1531,,,,,,6000020132098,町田市,月火水木金,9:00,16:30,祝休日、年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/bunka/bunka_geijutsu/cul/museum/index.html,,,,,,,
132098,1900001,東京都町田市,和光大学ポプリホール鶴川,ワコウダイガクポプリホールツルカワ,,132098,,東京都町田市能ヶ谷1-2-1,東京都,町田市,能ヶ谷,1-2-1,,35.58282711,139.4789096,,,1F総合案内前,042-737-0252,,,,,,6000020132098,町田市,月火水木金土日,8:30,19:00,土曜日、日曜日、祝休日の利用可能時間は17:00まで。第1・第3月曜日、年末年始（12/29～1/3）は終日利用不可。,有,https://www.m-shimin-hall.jp/tsurukawa/,,,,,,時間外については残っている施設職員や警備員が対応。,
132098,2000001,東京都町田市,市立総合体育館,シリツソウゴウタイイクカン,,132098,,東京都町田市南成瀬5-12,東京都,町田市,南成瀬,5-12,,35.53616143,139.4791437,,,総合受付前,042-724-4036,,,,,,6000020132098,町田市,月火水木金土日,9:00,21:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/bunka/sport/sport/sport07.html,,,,,,,
132098,2000002,東京都町田市,市立総合体育館,シリツソウゴウタイイクカン,,132098,,東京都町田市南成瀬5-12,東京都,町田市,南成瀬,5-12,,35.53616143,139.4791437,,,B1F警備員室前,042-724-4036,,,,,,6000020132098,町田市,月火水木金土日,9:00,21:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/bunka/sport/sport/sport07.html,,,,,,,
132098,2000003,東京都町田市,市立総合体育館,シリツソウゴウタイイクカン,,132098,,東京都町田市南成瀬5-12,東京都,町田市,南成瀬,5-12,,35.53616143,139.4791437,,,2Fトレーニング室前,042-724-4036,,,,,,6000020132098,町田市,月火水木金土日,9:00,21:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/bunka/sport/sport/sport07.html,,,,,,,
132098,2000004,東京都町田市,市立総合体育館,シリツソウゴウタイイクカン,,132098,,東京都町田市南成瀬5-12,東京都,町田市,南成瀬,5-12,,35.53616143,139.4791437,,,4F和洋弓場,042-724-4036,,,,,,6000020132098,町田市,月火水木金土日,9:00,21:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/bunka/sport/sport/sport07.html,,,,,,,
132098,2100001,東京都町田市,成瀬クリーンセンターテニスコート,ナルセクリーンセンターテニスコート,,132098,,東京都町田市南成瀬8-1-1,東京都,町田市,南成瀬,8-1-1,,35.535287,139.4863539,,,受付事務所内,042-727-6240,,,,,,6000020132098,町田市,月火水木金土日,9:00,21:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/bunka/sport/sport/tenniscourt/narusekurinsenta.html,,,,,,,
132098,2200001,東京都町田市,三輪みどり山球場管理事務所,ミワミドリヤマキュウジョウカンリジムショ,,132098,,東京都町田市三輪緑山1-24-1,東京都,町田市,三輪緑山,1-24-1,,35.57217466,139.492573,,,受付事務所内,044-987-1444,,,,,,6000020132098,町田市,月火水木金土日,9:00,21:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/bunka/sport/sport/yakyujo/midorigaoka.html,,,,,,,
132098,2300001,東京都町田市,緑ヶ丘グラウンド,ミドリガオカグラウンド,,132098,,東京都町田市本町田2380-6,東京都,町田市,本町田,2380-6,,35.56427919,139.4365047,,,倉庫前,042-792-7071,,,,,,6000020132098,町田市,月火水木金土日,9:00,17:00,年末年始（12/29～1/3）は終日利用不可。,有,https://www.city.machida.tokyo.jp/bunka/sport/sport/yakyujo/miwamidoriyama_q.html,,,,,,,
132098,2400001,東京都町田市,町田市立町田第一中学校温水プール,マチダシリツマチダダイイチチュウガッコウオンスイプール,,132098,,東京都町田市中町1-27-5,東京都,町田市,中町,1-27-5,,35.55107972,139.4459759,,,地下1階監視室内,042-727-7009,,,,,,6000020132098,町田市,月火土日,18:30,20:30,8月の利用可能時間は16:00以降。土曜日、日曜日、祝休日の利用可能時間は10:00～17:30まで。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/sport05.html,,,,,,利用対象は町田市在住・在勤・在学のいずれかの方で小学生以上（小学生の場合は一緒に入る保護者が必要。保護者1名で小学生2名まで）。,
132098,2500001,東京都町田市,町田市立南中学校温水プール,マチダシリツミナミチュウガッコウオンスイプール,,132098,,東京都町田市金森3-27-1,東京都,町田市,金森,3-27-1,,35.52683847,139.4617776,,,地下1階救護室内,042-799-2421,,,,,,6000020132098,町田市,木金土日,18:30,20:30,8月の利用可能時間は16:00以降。土曜日、日曜日、祝休日の利用可能時間は10:00～17:30まで。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/sport05.html,,,,,,利用対象は町田市在住・在勤・在学のいずれかの方で小学生以上（小学生の場合は一緒に入る保護者が必要。保護者1名で小学生2名まで）。,
132098,2600001,東京都町田市,町田市立鶴川中学校温水プール,マチダシリツツルカワチュウガッコウオンスイプール,,132098,,東京都町田市小野路町1905-1,東京都,町田市,小野路町,1905-1,,35.59367678,139.4537764,,,4階監視室内,042-736-0591,,,,,,6000020132098,町田市,木金土日,18:30,20:30,8月の利用可能時間は16:00以降。土曜日、日曜日、祝休日の利用可能時間は10:00～17:30まで。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/sport05.html,,,,,,利用対象は町田市在住・在勤・在学のいずれかの方で小学生以上（小学生の場合は一緒に入る保護者が必要。保護者1名で小学生2名まで）。,
132098,2700001,東京都町田市,町田第一小学校,マチダダイイチショウガッコウ,,132098,,東京都町田市中町1-20-30,東京都,町田市,中町,1-20-30,,35.54804664,139.4466602,,,体育館棟1F玄関脇,042-722-3105,,,,,,6000020132098,町田市,月火水木金土日,17:00,21:00,土曜日、日曜日、祝休日の利用可能時間は8:00～21:00まで。夏季期間の平日については、8:00～21:00まで利用可能。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/gakkou_kaihou.html,,,,,,学校教育に支障のない範囲で貸出。,
132098,2700002,東京都町田市,町田第一小学校,マチダダイイチショウガッコウ,,132098,,東京都町田市中町1-20-30,東京都,町田市,中町,1-20-30,,35.54804664,139.4466602,,,学校内（教職員用玄関内）,042-722-3105,,,,,,6000020132098,町田市,月火水木金,8:15,16:45,土曜授業日は利用可能。年末年始（12/29～1/3）、学校閉庁期間は終日利用不可。,無,http://www11.schoolweb.ne.jp/swas/index.php?id=1310171,,,,,,,
132098,2800001,東京都町田市,町田第二小学校,マチダダイニショウガッコウ,,132098,,東京都町田市原町田4-26-40,東京都,町田市,原町田,4-26-40,,35.54567303,139.4526508,,,プール更衣室棟1F玄関脇,042-722-3316,,,,,,6000020132098,町田市,月火水木金土日,17:00,21:00,土曜日、日曜日、祝休日の利用可能時間は8:00～21:00まで。夏季期間の平日については、8:00～21:00まで利用可能。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/gakkou_kaihou.html,,,,,,学校教育に支障のない範囲で貸出。,
132098,2800002,東京都町田市,町田第二小学校,マチダダイニショウガッコウ,,132098,,東京都町田市原町田4-26-40,東京都,町田市,原町田,4-26-40,,35.54567303,139.4526508,,,学校内（職員玄関）,042-722-3316,,,,,,6000020132098,町田市,月火水木金,8:15,16:45,土曜授業日は利用可能。年末年始（12/29～1/3）、学校閉庁期間は終日利用不可。,無,http://www11.schoolweb.ne.jp/swas/index.php?id=1310172,,,,,,,
132098,2900001,東京都町田市,町田第三小学校,マチダダイサンショウガッコウ,,132098,,東京都町田市本町田1212,東京都,町田市,本町田,1212,,35.56417222,139.4459431,,,竹の子学童保育玄関脇,042-722-3329,,,,,,6000020132098,町田市,月火水木金土日,17:00,21:00,土曜日、日曜日、祝休日の利用可能時間は8:00～21:00まで。夏季期間の平日については、8:00～21:00まで利用可能。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/gakkou_kaihou.html,,,,,,学校教育に支障のない範囲で貸出。,
132098,2900002,東京都町田市,町田第三小学校,マチダダイサンショウガッコウ,,132098,,東京都町田市本町田1212,東京都,町田市,本町田,1212,,35.56417222,139.4459431,,,学校内（職員玄関）,042-722-3329,,,,,,6000020132098,町田市,月火水木金,8:15,16:45,土曜授業日は利用可能。年末年始（12/29～1/3）、学校閉庁期間は終日利用不可。,無,http://www11.schoolweb.ne.jp/swas/index.php?id=1310173,,,,,,,
132098,3000001,東京都町田市,町田第四小学校,マチダダイヨンショウガッコウ,,132098,,東京都町田市森野2-21-28,東京都,町田市,森野,2-21-28,,35.55010514,139.4391407,,,クラブハウス内,042-722-3727,,,,,,6000020132098,町田市,月火水木金土日,17:00,21:00,土曜日、日曜日、祝休日の利用可能時間は8:00～21:00まで。夏季期間の平日については、8:00～21:00まで利用可能。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/gakkou_kaihou.html,,,,,,学校教育に支障のない範囲で貸出。,
132098,3000002,東京都町田市,町田第四小学校,マチダダイヨンショウガッコウ,,132098,,東京都町田市森野2-21-28,東京都,町田市,森野,2-21-28,,35.55010514,139.4391407,,,学校内（職員室）,042-722-3727,,,,,,6000020132098,町田市,月火水木金,8:15,16:45,土曜授業日は利用可能。年末年始（12/29～1/3）、学校閉庁期間は終日利用不可。,無,http://www11.schoolweb.ne.jp/swas/index.php?id=1310174,,,,,,,
132098,3100001,東京都町田市,町田第五小学校,マチダダイゴショウガッコウ,,132098,,東京都町田市玉川学園4-14-7,東京都,町田市,玉川学園,4-14-7,,35.56470069,139.456834,,,校舎1F図書室外,042-725-8178,,,,,,6000020132098,町田市,月火水木金土日,17:00,21:00,土曜日、日曜日、祝休日の利用可能時間は8:00～21:00まで。夏季期間の平日については、8:00～21:00まで利用可能。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/gakkou_kaihou.html,,,,,,学校教育に支障のない範囲で貸出。,
132098,3100002,東京都町田市,町田第五小学校,マチダダイゴショウガッコウ,,132098,,東京都町田市玉川学園4-14-7,東京都,町田市,玉川学園,4-14-7,,35.56470069,139.456834,,,学校内（職員玄関）,042-725-8178,,,,,,6000020132098,町田市,月火水木金,8:15,16:45,土曜授業日は利用可能。年末年始（12/29～1/3）、学校閉庁期間は終日利用不可。,無,http://www11.schoolweb.ne.jp/swas/index.php?id=1310169,,,,,,,
132098,3200001,東京都町田市,町田第六小学校,マチダダイロクショウガッコウ,,132098,,東京都町田市南大谷1260,東京都,町田市,南大谷,1260,,35.54923989,139.4605403,,,体育館棟1F玄関脇,042-722-3659,,,,,,6000020132098,町田市,月火水木金土日,17:00,21:00,土曜日、日曜日、祝休日の利用可能時間は8:00～21:00まで。夏季期間の平日については、8:00～21:00まで利用可能。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/gakkou_kaihou.html,,,,,,学校教育に支障のない範囲で貸出。,
132098,3200002,東京都町田市,町田第六小学校,マチダダイロクショウガッコウ,,132098,,東京都町田市南大谷1260,東京都,町田市,南大谷,1260,,35.54923989,139.4605403,,,学校内（来客用玄関）,042-722-3659,,,,,,6000020132098,町田市,月火水木金,8:15,16:45,土曜授業日は利用可能。年末年始（12/29～1/3）、学校閉庁期間は終日利用不可。,無,http://www11.schoolweb.ne.jp/swas/index.php?id=1310175,,,,,,,
132098,3300001,東京都町田市,南大谷小学校,ミナミオオヤショウガッコウ,,132098,,東京都町田市南大谷811-1,東京都,町田市,南大谷,811-1,,35.55192458,139.4633146,,,校舎1F体育館側昇降口,042-725-2551,,,,,,6000020132098,町田市,月火水木金土日,17:00,21:00,土曜日、日曜日、祝休日の利用可能時間は8:00～21:00まで。夏季期間の平日については、8:00～21:00まで利用可能。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/gakkou_kaihou.html,,,,,,学校教育に支障のない範囲で貸出。,
132098,3300002,東京都町田市,南大谷小学校,ミナミオオヤショウガッコウ,,132098,,東京都町田市南大谷811-1,東京都,町田市,南大谷,811-1,,35.55192458,139.4633146,,,学校内（保健室前廊下）,042-725-2551,,,,,,6000020132098,町田市,月火水木金,8:15,16:45,土曜授業日は利用可能。年末年始（12/29～1/3）、学校閉庁期間は終日利用不可。,無,http://www11.schoolweb.ne.jp/swas/index.php?id=1310176,,,,,,,
132098,3400001,東京都町田市,藤の台小学校,フジノダイショウガッコウ,,132098,,東京都町田市藤の台3-1-1,東京都,町田市,藤の台,3-1-1,,35.57282567,139.4516909,,,体育館棟1F玄関脇,042-726-1005,,,,,,6000020132098,町田市,月火水木金土日,17:00,21:00,土曜日、日曜日、祝休日の利用可能時間は8:00～21:00まで。夏季期間の平日については、8:00～21:00まで利用可能。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/gakkou_kaihou.html,,,,,,学校教育に支障のない範囲で貸出。,
132098,3400002,東京都町田市,藤の台小学校,フジノダイショウガッコウ,,132098,,東京都町田市藤の台3-1-1,東京都,町田市,藤の台,3-1-1,,35.57282567,139.4516909,,,学校内（職員玄関）,042-726-1005,,,,,,6000020132098,町田市,月火水木金,8:15,16:45,土曜授業日は利用可能。年末年始（12/29～1/3）、学校閉庁期間は終日利用不可。,無,http://www11.schoolweb.ne.jp/swas/index.php?id=1310177,,,,,,,
132098,3500001,東京都町田市,本町田東小学校,ホンマチダヒガシショウガッコウ,,132098,,東京都町田市本町田3350,東京都,町田市,本町田,3350,,35.56964319,139.4438955,,,学校内（職員玄関）,042-722-8193,,,,,,6000020132098,町田市,月火水木金,8:15,16:45,土曜授業日は利用可能。年末年始（12/29～1/3）、学校閉庁期間は終日利用不可。,無,http://www11.schoolweb.ne.jp/swas/index.php?id=1310178,,,,,,,
132098,3500002,東京都町田市,本町田東小学校,ホンマチダヒガシショウガッコウ,,132098,,東京都町田市本町田3350,東京都,町田市,本町田,3350,,35.56964319,139.4438955,,,学校内（体育館入口）,042-722-8193,,,,,,6000020132098,町田市,月火水木金,8:15,16:45,土曜授業日は利用可能。年末年始（12/29～1/3）、学校閉庁期間は終日利用不可。,無,http://www11.schoolweb.ne.jp/swas/index.php?id=1310178,,,,,,,
132098,3600001,東京都町田市,本町田小学校,ホンマチダショウガッコウ,,132098,,東京都町田市本町田2032,東京都,町田市,本町田,2032,,35.56303572,139.4375338,,,校舎1F職員室外,042-721-5561,,,,,,6000020132098,町田市,月火水木金土日,17:00,21:00,土曜日、日曜日、祝休日の利用可能時間は8:00～21:00まで。夏季期間の平日については、8:00～21:00まで利用可能。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/gakkou_kaihou.html,,,,,,学校教育に支障のない範囲で貸出。,
132098,3600002,東京都町田市,本町田小学校,ホンマチダショウガッコウ,,132098,,東京都町田市本町田2032,東京都,町田市,本町田,2032,,35.56303572,139.4375338,,,学校内（職員玄関）,042-721-5561,,,,,,6000020132098,町田市,月火水木金,8:15,16:45,土曜授業日は利用可能。年末年始（12/29～1/3）、学校閉庁期間は終日利用不可。,無,http://www11.schoolweb.ne.jp/swas/index.php?id=1310179,,,,,,,
132098,3700001,東京都町田市,南第一小学校,ミナミダイイチショウガッコウ,,132098,,東京都町田市南町田1-10-1,東京都,町田市,南町田,1-10-1,,35.52200089,139.4678254,,,校舎1F職員・来賓用玄関脇,042-795-2274,,,,,,6000020132098,町田市,月火水木金土日,17:00,21:00,土曜日、日曜日、祝休日の利用可能時間は8:00～21:00まで。夏季期間の平日については、8:00～21:00まで利用可能。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/gakkou_kaihou.html,,,,,,学校教育に支障のない範囲で貸出。,
132098,3700002,東京都町田市,南第一小学校,ミナミダイイチショウガッコウ,,132098,,東京都町田市南町田1-10-1,東京都,町田市,南町田,1-10-1,,35.52200089,139.4678254,,,学校内（正面玄関）,042-795-2274,,,,,,6000020132098,町田市,月火水木金,8:15,16:45,土曜授業日は利用可能。年末年始（12/29～1/3）、学校閉庁期間は終日利用不可。,無,http://www11.schoolweb.ne.jp/swas/index.php?id=1310180,,,,,,,
132098,3800001,東京都町田市,南第二小学校,ミナミダイニショウガッコウ,,132098,,東京都町田市成瀬7-11-1,東京都,町田市,成瀬,7-11-1,,35.53841247,139.4789423,,,校舎1F校庭・体育館連絡通路,042-727-0805,,,,,,6000020132098,町田市,月火水木金土日,17:00,21:00,土曜日、日曜日、祝休日の利用可能時間は8:00～21:00まで。夏季期間の平日については、8:00～21:00まで利用可能。,無,https://www.city.machida.tokyo.jp/bunka/sport/sport/gakkou_kaihou.html,,,,,,学校教育に支障のない範囲で貸出。,
