項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
1,交通・通信,32912,10.3,5,9082,8.5,14645,8.7,19828,9.4,23760,9,29412,9.3,47521,11.9,85790,11.3
2,基礎的支出,8075,2.5,-12.5,3065,2.9,5364,3.2,6784,3.2,7048,2.7,7834,2.5,13422,3.4,12949,1.7
3,選択的支出,24838,7.8,12.2,6018,5.6,9281,5.5,13044,6.2,16711,6.4,21578,6.8,34099,8.5,72841,9.6
1,教育,11594,3.6,6.8,732,0.7,2249,1.3,3973,1.9,5305,2,5077,1.6,16902,4.2,46722,6.1
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,11594,3.6,6.8,732,0.7,2249,1.3,3973,1.9,5305,2,5077,1.6,16902,4.2,46722,6.1
1,教養娯楽,36559,11.5,0.5,10341,9.6,16748,9.9,20637,9.8,25146,9.6,33063,10.4,45702,11.4,103877,13.7
2,基礎的支出,7409,2.3,-9.4,4611,4.3,5384,3.2,6869,3.3,6968,2.6,8041,2.5,9603,2.4,10354,1.4
3,選択的支出,29150,9.1,3.4,5730,5.3,11364,6.8,13767,6.5,18178,6.9,25022,7.9,36099,9,93524,12.3
1,その他の消費支出,52837,16.6,2.4,9073,8.5,22723,13.5,28764,13.6,46516,17.7,58161,18.4,62607,15.6,141405,18.6
2,基礎的支出,21809,6.8,26.7,4208,3.9,8210,4.9,10094,4.8,20320,7.7,20115,6.4,18421,4.6,70986,9.3
3,選択的支出,31029,9.7,-9.7,4865,4.5,14513,8.6,18670,8.9,26196,10,38046,12,44186,11,70418,9.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年11月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
