市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対象設備の有無,URL,備考
131202,23,東京都,練馬区,桜台地区区民館,サクラダイチククミンカン,東京都練馬区桜台3-39-17,,35.74604,139.66324,受付カウンター下,(03)3993-5461,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/sakuradai.html,
131202,24,東京都,練馬区,春日町南地区区民館,カスガチョウミナミチククミンカン,東京都練馬区春日町5-20-25,,35.74772,139.63852,ロビー,(03)3926-4971,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/kasugachominami.html,
131202,25,東京都,練馬区,西大泉地区区民館,ニシオオイズミチククミンカン,東京都練馬区西大泉5-3-32,,35.76004,139.57254,玄関,(03)3921-6493,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/nishioizumi.html,
131202,26,東京都,練馬区,早宮地区区民館,ハヤミヤチククミンカン,東京都練馬区早宮4-14-5,,35.75081,139.65129,1階ロビー,(03)3994-7961,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/hayamiya.html,
131202,27,東京都,練馬区,大泉学園地区区民館,オオイズミガクエンチククミンカン,東京都練馬区大泉学園町8-9-5,,35.77292,139.59271,事務室受付脇,(03)3922-4101,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/oizumigakuen.html,
131202,28,東京都,練馬区,田柄地区区民館,タガラチククミンカン,東京都練馬区田柄3-28-13,,35.76209,139.63724,1階玄関,(03)3926-4932,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/tagara.html,
131202,29,東京都,練馬区,東大泉地区区民館,ヒガシオオイズミチククミンカン,東京都練馬区東大泉3-53-1,,35.75615,139.58782,図書室前,(03)3921-8296,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/higashioizumi.html,
131202,30,東京都,練馬区,南大泉地区区民館,ミナミオオイズミチククミンカン,東京都練馬区南大泉2-19-26,,35.73911,139.57041,1階事務室入口脇,(03)3978-9791,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/minamioizumi.html,
131202,31,東京都,練馬区,氷川台地区区民館,ヒカワダイチククミンカン,東京都練馬区氷川台2-16-14,,35.757,139.66731,玄関ホール,(03)3932-3656,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/hikawadai.html,
131202,32,東京都,練馬区,富士見台地区区民館,フジミダイチククミンカン,東京都練馬区富士見台3-10-1,,35.73875,139.6244,ロビー,(03)3926-1091,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/fujimidai.html,
131202,33,東京都,練馬区,豊玉北地区区民館,トヨタマキタチククミンカン,東京都練馬区豊玉北3-7-9,,35.73268,139.66139,１階トイレ側,(03)3948-3061,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/toyotama.html,
131202,34,東京都,練馬区,北大泉地区区民館,キタオオイズミチククミンカン,東京都練馬区大泉町2-41-26,,35.76472,139.60405,ロビー,(03)3978-0324,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/kitaoizumi.html,
131202,35,東京都,練馬区,北町第二地区区民館,キタマチダイニチククミンカン,東京都練馬区北町6-24-101,,35.76121,139.65548,ロビー,(03)3931-1270,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/kitamachi2.html,
131202,36,東京都,練馬区,北町地区区民館,キタマチチククミンカン,東京都練馬区北町2-26-1,,35.76746,139.66028,１階　エレベーター脇,(03)3937-1931,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/kitamachi.html,
131202,37,東京都,練馬区,立野地区区民館,タテノチククミンカン,東京都練馬区立野町15-42,,35.71854,139.58261,１階通路,(03)3928-6216,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chikukuminkan/tateno.html,
131202,38,東京都,練馬区,小竹地域集会所,コタケチイキシュウカイジョ,東京都練馬区小竹町1-63-2,,35.73875,139.67335,玄関口付近,(03)3554-3100,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/kotakecho.html,
131202,39,東京都,練馬区,旭丘地域集会所,アサヒガオカチイキシュウカイジョ,東京都練馬区旭丘1-58-10,,35.73482,139.67414,2階階段前,(03)3950-4842,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/asahigaoka.html,
131202,40,東京都,練馬区,向山地域集会所,コウヤマチイキシュウカイジョ,東京都練馬区向山4-21-12,,35.74353,139.63867,玄関横,(03)3999-9696,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/koyama.html,
131202,41,東京都,練馬区,中村地域集会所,ナカムラチイキシュウカイジョ,東京都練馬区中村南2-23-12,,35.7298,139.64277,玄関口付近,(03)3999-9560,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/nakamura.html,
131202,42,東京都,練馬区,三原台地域集会所,ミハラダイチイキシュウカイジョ,東京都練馬区三原台3-13-17,,35.75397,139.59941,事務室前横,(03)3925-4790,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/miharadai.html,
131202,43,東京都,練馬区,谷原地域集会所,ヤハラチイキシュウカイジョ,東京都練馬区谷原5-6-7,,35.75143,139.613,玄関口付近,(03)3997-5673,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/yahara.html,
131202,44,東京都,練馬区,高野台地域集会所,タカノダイチイキシュウカイジョ,東京都練馬区高野台3-28-11,,35.74568,139.61192,玄関口付近,(03)5372-1277,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/takanodai.html,
131202,45,東京都,練馬区,南田中地域集会所,ミナミタナカチイキシュウカイジョ,東京都練馬区南田中2-18-36,,35.73322,139.61682,ロビー,(03)3997-5700,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/minamitanaka.html,
131202,46,東京都,練馬区,上石神井北地域集会所,カミシャクジイキタチイキシュウカイジョ,東京都練馬区上石神井2-36-18,,35.7292,139.59233,玄関口付近,(03)5991-3600,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/kamishakujiikita.html,
131202,47,東京都,練馬区,石神井台みどり地域集会所,シャクジイダイミドリチイキシュウカイジョ,東京都練馬区石神井台2-13-6,,35.73649,139.59203,玄関口付近,(03)5393-5200,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/shakujiidaimidori.html,
131202,48,東京都,練馬区,石神井台地域集会所,シャクジイダイチイキシュウカイジョ,東京都練馬区石神井台4-5-14,,35.7317,139.58582,玄関口付近,(03)3594-1203,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/shakujiidai.html,
131202,49,東京都,練馬区,関町地域集会所,セキマチチイキシュウカイジョ,東京都練馬区関町南4-22-1,,35.72137,139.56776,玄関口付近,(03)5991-0555,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/sekimachi.html,
131202,50,東京都,練馬区,大泉学園町地域集会所,オオイズミガクエンチョウチイキシュウカイジョ,東京都練馬区大泉学園町6-20-36,,35.77134,139.58323,玄関口付近,(03)5387-6315,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/oizumigakuencho.html,
131202,51,東京都,練馬区,大泉町地域集会所,オオイズミマチチイキシュウカイジョ,東京都練馬区大泉町4-35-17,,35.76387,139.59582,玄関口付近,(03)5387-5490,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/oizumimachi.html,
131202,52,東京都,練馬区,東大泉地域集会所,ヒガシオオイズミチイキシュウカイジョ,東京都練馬区東大泉7-27-51,,35.74351,139.58043,玄関口付近,(03)3923-3037,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/higashioizumi.html,
131202,53,東京都,練馬区,土支田地域集会所,ドシダチイキシュウカイジョ,東京都練馬区土支田2-40-21,,35.76432,139.61167,玄関口付近,(03)3978-8190,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/doshida.html,
131202,54,東京都,練馬区,北町地域集会所,キタマチチイキシュウカイジョ,東京都練馬区北町8-28-10,,35.76775,139.64969,１階会談前,(03)3550-7719,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/kitamachi.html,
131202,55,東京都,練馬区,桜台地域集会所,サクラダイチイキシュウカイジョ,東京都練馬区桜台1-22-9,,35.73899,139.6667,玄関口付近,(03)3993-6699,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/sakuradai.html,
131202,56,東京都,練馬区,上石神井南地域集会所,カミシャクジイミナミチイキシュウカイジョ,東京都練馬区上石神井1-6-16,,35.72529,139.59251,玄関口付近,(03)3920-0620,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/kamishakujiiminami.html,
131202,57,東京都,練馬区,大泉北地域集会所,オオイズミキタチイキシュウカイジョ,東京都練馬区大泉学園町4-21-1,,35.76565,139.58843,１階廊下,(03)3922-0191,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/oizumikita.html,
131202,58,東京都,練馬区,東大泉中央地域集会所,ヒガシオオイズミチュウオウチイキシュウカイジョ,東京都練馬区東大泉3-18-9大泉区民事務所併設,,35.7515,139.58671,玄関,(03)3922-1260,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/higashioizumichuo.html,
131202,59,東京都,練馬区,南大泉地域集会所,ミナミオオイズミチイキシュウカイジョ,東京都練馬区南大泉5-26-19,,35.75126,139.57353,玄関口付近,(03)3922-1130,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/minamioizumi.html,
131202,60,東京都,練馬区,旭町地域集会所,アサヒチョウチイキシュウカイジョ,東京都練馬区旭町3-11-6,,35.77432,139.62497,玄関口付近,(03)3939-8960,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/asahicho.html,
131202,61,東京都,練馬区,田柄地域集会所,タガラチイキシュウカイジョ,東京都練馬区田柄2-6-22,,35.76362,139.6449,３階ロビー,(03)3939-6735,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/tagara.html,
131202,62,東京都,練馬区,春日町地域集会所,カスガチョウチイキシュウカイジョ,東京都練馬区春日町5-30-1,,35.75054,139.6394,玄関横,(03)3990-4680,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/kasugacho.html,
131202,63,東京都,練馬区,土支田中央地域集会所,ドシダチュウオウチイキシュウカイジョ,東京都練馬区土支田2-32-8,,35.76339,139.61379,玄関口付近,(03)3924-1990,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/doshidachuo.html,
131202,64,東京都,練馬区,早宮地域集会所,ハヤミヤチイキシュウカイジョ,東京都練馬区早宮1-44-19,,35.75409,139.65897,"１階区民事務所
エレベーター脇",(03)3994-6977,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/community/chiikishukaijo/hayamiya.html,
131202,65,東京都,練馬区,向山庭園,コウヤマテイエン,東京都練馬区向山3-1-21,,35.74212,139.64684,受付カウンター,(03)3926-7810,,,,,9:00,17:00,,,https://www.city.nerima.tokyo.jp/shisetsu/koen/koen/kouyama.html,
131202,66,東京都,練馬区,練馬文化センター,ネリマブンカセンター,東京都練馬区練馬1-17-37,,35.7394,139.6535,１階エントランス,(03)3993-3311,,,,,9:00,22:00,,,http://www.neribun.or.jp/nerima.html,
131202,67,東京都,練馬区,練馬区立美術館,ネリマクリツビジュツカン,東京都練馬区貫井1-36-16,,35.73688,139.636,受付カウンター内,(03)3577-1821,,,,,10:00,18:00,,,https://www.neribun.or.jp/museum.html,
131202,68,東京都,練馬区,大泉学園ホール,オオイズミガクエンホール,東京都練馬区東大泉1-29-1,,35.75038,139.58559,５階ロビー,(03)5947-2351,,,,,9:00,22:00,,,http://www.neribun.or.jp/oizumi.html,
131202,70,東京都,練馬区,石神井公園ふるさと文化館,シャクジイコウエンフルサトブンカカン,東京都練馬区石神井町5－12－16,,35.73748,139.59948,１階受付正面,(03)3996-4060,,,,,10:00,18:00,,,https://www.neribun.or.jp/furusato.html,
131202,71,東京都,練馬区,生涯学習センター,ショウガイガクシュウセンター,東京都練馬区豊玉北6-8-1,,35.73423,139.65201,ロビー,(03)3991-1667,,,,,11:00,21:30,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/bunka/kominkan/index.html,
131202,72,東京都,練馬区,生涯学習センター分館,ショウガイガクシュウセンターブンカン,東京都練馬区高野台2-25-1,,35.74808,139.62123,受付カウンター,(03)3904-4881,,,,,12:00,21:30,,,https://www.city.nerima.tokyo.jp/shisetsu/bunka/kominkan/bunkan.html,
131202,73,東京都,練馬区,桜台体育館,サクラダイタイイクカン,東京都練馬区桜台3-28-1,,35.74554,139.66624,１階階段横,(03)3992-9612,,,,,13:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/taiku/sakuradai.html,
131202,74,東京都,練馬区,総合体育館,ソウゴウタイイクカン,東京都練馬区谷原1－7－5,,35.74953,139.6213,"1階トレーニング室
１階ロビー",(03)3995-2805,,,,,14:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/taiku/sogo.html,
131202,75,東京都,練馬区,上石神井体育館,カミシャクジイタイイクカン,東京都練馬区上石神井1-32-37,,35.72262,139.58728,１階通路,(03)5991-6601,,,,,15:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/taiku/kamishakujii.html,
131202,76,東京都,練馬区,大泉学園町体育館,オオイズミガクエンチョウタイイクカン,東京都練馬区大泉学園町5-14-24,,35.76534,139.58412,１階エントランス、地下１階プール受付,(03)5905-1161,,,,,16:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/taiku/oizumigakuen.html,
131202,77,東京都,練馬区,光が丘体育館,ヒカリガオカタイイクカン,東京都練馬区光が丘4-1-4,,35.7639,139.63022,１階エントランス、地下１階プール受付,(03)5383-6611,,,,,17:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/taiku/hikarigaoka.html,
131202,78,東京都,練馬区,平和台体育館,ヘイワダイタイイクカン,東京都練馬区平和台2-12-5,,35.75937,139.66151,１階エントランス、地下１階プール監視室,(03)5920-3411,,,,,18:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/taiku/heiwadai.html,
131202,79,東京都,練馬区,中村南スポーツ交流センター,ナカムラミナミスポーツコウリュウセンター,東京都練馬区中村南1-2-32,,35.72925,139.64874,１階入口横、地下１階トレーニング室,(03)3970-9651,,,,,19:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/taiku/nakamuraminami.html,
131202,80,東京都,練馬区,三原台温水プール,ミハラダイオンスイプール,東京都練馬区三原台2-11-29,,35.75711,139.6065,１階エントランス,(03)3924-8861,,,,,20:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/pool/miharadai.html,
131202,81,東京都,練馬区,石神井プール,シャクジイプール,東京都練馬区石神井町5-12-16,,35.73727,139.59949,プール監視テント内,(03)3997-6131,,,,,7月1日～9月10日9:00～19:00,,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/pool/shaku.html,
131202,82,東京都,練馬区,練馬総合運動場公園,ネリマソウゴウウンドウジョウコウエン,東京都練馬区練馬2-29-10,,35.74588,139.65409,管理棟１階ホール,(03)3994-3086,,,,,6:00～19:00（陸上競技場等は季節によって異なる）,,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/undo/nerima.html,
131202,83,東京都,練馬区,大泉さくら運動公園多目的運動場,オオイズミサクラウンドウコウエンタモクテキウンドウジョウ,東京都練馬区大泉学園町9－4－5,,35.77487,139.6011,管理棟内,(03)3921-7088,,,,,季節によって異なる,,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/undo/oizumisakura.html,
131202,84,東京都,練馬区,大泉学園町希望が丘公園運動場,オオイズミガクエンチョウキボウガオカコウエンウンドウジョウ,東京都練馬区大泉学園町9-1-2,,35.7777,139.59001,管理棟内,(03)3921-6850,,,,,季節によって異なる,,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/undo/kibougaoka_sisetu.html,
131202,85,東京都,練馬区,石神井松の風文化公園,シャクジイマツノカゼブンカコウエン,東京都練馬区石神井台1-33-44,,35.73993,139.59391,管理棟１階エントランス,(03)5372-2455,,,,,季節によって異なる,,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/undo/matunokaze.html,
131202,86,東京都,練馬区,豊玉中公園庭球場,トヨタマナカコウエンテイキュウジョウ,東京都練馬区豊玉中4-1-17,,35.73333,139.65191,管理棟内,(03)3991-3461,,,,,季節によって異なる,,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/undo/toyo.html,
131202,87,東京都,練馬区,学田公園野球場,ガクデンコウエンヤキュウジョウ,東京都練馬区豊玉南3-32-27,,35.73004,139.64913,管理棟内,(03)3992-2070,,,,,季節・曜日によって異なる,,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/undo/gakuden.html,
131202,88,東京都,練馬区,東台野球場,ヒガシダイヤキュウジョウ,東京都練馬区石神井町1-11-32,,35.74148,139.61248,管理棟内,(03)3996-3519,,,,,季節によって異なる,,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/undo/azumadai.html,
131202,89,東京都,練馬区,北大泉野球場,キタオオイズミヤキュウジョウ,東京都練馬区大泉町3-31-44,,35.76715,139.59628,管理棟内,(03)3921-6297,,,,,季節によって異なる,,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/undo/kitaoizumi.html,
131202,90,東京都,練馬区,びくに公園庭球場,ビクニコウエンテイキュウジョウ,東京都練馬区東大泉2-28-31,,35.75608,139.59716,管理棟内,(03)3921-5203,,,,,季節によって異なる,,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/undo/bikuni.html,
131202,91,東京都,練馬区,夏の雲公園庭球場,ナツノクモコウエンテイキュウジョウ,東京都練馬区光が丘3-5-1,,35.75604,139.63174,管理棟内,(03)5997-7630,,,,,9:00,21:00,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/undo/natsunokumo.html,
131202,92,東京都,練馬区,土支田庭球場,ドシダテイキュウジョウ,東京都練馬区土支田4-31-24,,35.76913,139.61518,管理棟内,(03)3921-7566,,,,,季節によって異なる,,,,http://www.city.nerima.tokyo.jp/shisetsu/koen/undo/doshida.html,
131202,93,東京都,練馬区,厚生文化会館,コウセイブンカカイカン,東京都練馬区練馬4-2-3,,35.7403,139.65029,１階玄関ホール,(03)3991-3080,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/hokenfuku/fukushi/koseibunka/index.html,
131202,94,東京都,練馬区,中村橋福祉ケアセンター（中村橋区民センター内）,ナカムラバシフクシケアセンター（ナカムラバシクミンセンターナイ）,東京都練馬区貫井1-9-1,,35.73813,139.63554,1階正面出入口付近,(03)3926-7211,,,,,9:00～21:30,,,,http://www.city.nerima.tokyo.jp/hokenfukushi/shogai/shisetsu/care/index.html,
131202,95,東京都,練馬区,はつらつセンター豊玉,ハツラツセンタートヨタマ,東京都練馬区豊玉中3-3-12,,35.73214,139.65536,1階EV前,(03)5912-6401,,,,,9:00,21:30,,,http://www.city.nerima.tokyo.jp/shisetsu/koreikaigo/koreisha/toyotama.html,
131202,96,東京都,練馬区,はつらつセンター関,ハツラツセンターセキ,東京都練馬区関町北1-7-2(関区民センター2階）,,35.72454,139.57766,2階,(03)3928-1987,,,,,9:00,17:00,,,http://www.city.nerima.tokyo.jp/shisetsu/koreikaigo/koreisha/seki.html,
131202,97,東京都,練馬区,北保健相談所,キタホケンソウダンショ,東京都練馬区北町6-35-7,,35.75716,139.64962,1階共用ホール,(03)3931-1347,,,,,8:30,17:00,,,https://www.city.nerima.tokyo.jp/shisetsu/hokenfuku/hokensodan/kita.html,
