"年月[西暦]","調査項目","設問","取組内容","回答者の属性種別","回答者の属性","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]","十分[%]","まあ十分[%]","やや不十分[%]","不十分[%]","わからない[%]","無回答[%]"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","年齢","30～39歳","6","24","16","9","9","1","9.2","36.9","24.6","13.8","13.8","1.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","年齢","40～49歳","4","46","27","7","12","0","4.2","47.9","28.1","7.3","12.5","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","年齢","50～59歳","8","38","19","14","11","0","8.9","42.2","21.1","15.6","12.2","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","年齢","60～69歳","4","29","17","5","5","0","6.7","48.3","28.3","8.3","8.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","年齢","70歳以上","8","45","17","6","2","6","9.5","53.6","20.2","7.1","2.4","7.1"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","性別","男性","6","37","48","25","38","2","3.8","23.7","30.8","16.0","24.4","1.3"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","性別","女性","3","66","84","37","74","7","1.1","24.4","31.0","13.7","27.3","2.6"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","年齢","18～29歳","1","8","7","6","10","1","3.0","24.2","21.2","18.2","30.3","3.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","年齢","30～39歳","3","13","17","13","18","1","4.6","20.0","26.2","20.0","27.7","1.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","年齢","40～49歳","0","25","30","15","26","0","0.0","26.0","31.3","15.6","27.1","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","年齢","50～59歳","4","15","22","17","32","0","4.4","16.7","24.4","18.9","35.6","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","年齢","60～69歳","0","16","25","4","15","0","0.0","26.7","41.7","6.7","25.0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","年齢","70歳以上","1","27","31","7","11","7","1.2","32.1","36.9","8.3","13.1","8.3"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","性別","男性","13","59","32","39","12","1","8.3","37.8","20.5","25.0","7.7","0.6"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","性別","女性","18","98","80","48","22","5","6.6","36.2","29.5","17.7","8.1","1.8"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","年齢","18～29歳","5","11","7","7","2","1","15.2","33.3","21.2","21.2","6.1","3.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","年齢","30～39歳","6","23","13","15","7","1","9.2","35.4","20.0","23.1","10.8","1.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","年齢","40～49歳","7","33","27","20","9","0","7.3","34.4","28.1","20.8","9.4","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","年齢","50～59歳","4","32","21","21","12","0","4.4","35.6","23.3","23.3","13.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","年齢","60～69歳","1","29","20","10","0","0","1.7","48.3","33.3","16.7","0.0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","年齢","70歳以上","8","29","25","14","4","4","9.5","34.5","29.8","16.7","4.8","4.8"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","性別","男性","4","38","33","37","42","2","2.6","24.4","21.2","23.7","26.9","1.3"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","性別","女性","4","53","72","42","90","10","1.5","19.6","26.6","15.5","33.2","3.7"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","年齢","18～29歳","0","7","10","7","8","1","0.0","21.2","30.3","21.2","24.2","3.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","年齢","30～39歳","4","16","15","7","20","3","6.2","24.6","23.1","10.8","30.8","4.6"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","年齢","40～49歳","1","20","23","14","37","1","1.0","20.8","24.0","14.6","38.5","1.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","年齢","50～59歳","2","15","14","21","38","0","2.2","16.7","15.6","23.3","42.2","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","年齢","60～69歳","0","13","17","12","18","0","0.0","21.7","28.3","20.0","30.0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","年齢","70歳以上","1","21","26","18","11","7","1.2","25.0","31.0","21.4","13.1","8.3"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","性別","男性","9","49","40","36","21","1","5.8","31.4","25.6","23.1","13.5","0.6"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","性別","女性","10","75","81","43","55","7","3.7","27.7","29.9","15.9","20.3","2.6"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","年齢","18～29歳","1","13","9","6","3","1","3.0","39.4","27.3","18.2","9.1","3.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","年齢","30～39歳","6","19","14","13","12","1","9.2","29.2","21.5","20.0","18.5","1.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","年齢","40～49歳","4","22","34","17","19","0","4.2","22.9","35.4","17.7","19.8","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","年齢","50～59歳","2","24","19","21","24","0","2.2","26.7","21.1","23.3","26.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","年齢","60～69歳","2","19","20","6","12","1","3.3","31.7","33.3","10.0","20.0","1.7"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","年齢","70歳以上","4","28","25","16","6","5","4.8","33.3","29.8","19.0","7.1","6.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","性別","男性","5","27","44","36","42","2","3.2","17.3","28.2","23.1","26.9","1.3"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","性別","女性","5","40","80","46","93","7","1.8","14.8","29.5","17.0","34.3","2.6"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","年齢","18～29歳","1","7","11","6","7","1","3.0","21.2","33.3","18.2","21.2","3.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","年齢","30～39歳","4","12","14","14","20","1","6.2","18.5","21.5","21.5","30.8","1.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","年齢","40～49歳","2","14","27","21","32","0","2.1","14.6","28.1","21.9","33.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","年齢","50～59歳","1","9","24","21","34","1","1.1","10.0","26.7","23.3","37.8","1.1"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","年齢","60～69歳","0","11","20","8","21","0","0.0","18.3","33.3","13.3","35.0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","年齢","70歳以上","2","15","28","12","21","6","2.4","17.9","33.3","14.3","25.0","7.1"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","性別","男性","3","28","36","31","56","2","1.9","17.9","23.1","19.9","35.9","1.3"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","性別","女性","6","47","78","28","104","8","2.2","17.3","28.8","10.3","38.4","3.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","年齢","18～29歳","1","8","8","5","10","1","3.0","24.2","24.2","15.2","30.3","3.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","年齢","30～39歳","4","9","14","8","29","1","6.2","13.8","21.5","12.3","44.6","1.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","年齢","40～49歳","2","19","31","12","32","0","2.1","19.8","32.3","12.5","33.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","年齢","50～59歳","1","10","14","19","46","0","1.1","11.1","15.6","21.1","51.1","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","年齢","60～69歳","0","10","20","6","23","1","0.0","16.7","33.3","10.0","38.3","1.7"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","年齢","70歳以上","1","19","28","9","20","7","1.2","22.6","33.3","10.7","23.8","8.3"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","性別","男性","1","24","31","32","65","3","0.6","15.4","19.9","20.5","41.7","1.9"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","性別","女性","4","38","70","26","127","6","1.5","14.0","25.8","9.6","46.9","2.2"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","年齢","18～29歳","0","8","8","5","11","1","0.0","24.2","24.2","15.2","33.3","3.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","年齢","30～39歳","2","11","12","7","32","1","3.1","16.9","18.5","10.8","49.2","1.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","年齢","40～49歳","1","15","18","15","47","0","1.0","15.6","18.8","15.6","49.0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","年齢","50～59歳","0","8","14","13","55","0","0.0","8.9","15.6","14.4","61.1","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","年齢","60～69歳","0","8","18","8","26","0","0.0","13.3","30.0","13.3","43.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","年齢","70歳以上","2","12","32","10","21","7","2.4","14.3","38.1","11.9","25.0","8.3"

"港区の環境に関する区民アンケート（郵送）調査結果・クロス集計表・区の取組Q6","Ver202003",,,,,,,,,,,,,,,,
