全国地方公共団体コード,ID,地方公共団体名,地区名,ゴミの品目,ゴミの品目_カナ,ゴミの品目_英字,分別区分,注意点,備考,粗大ごみ回収料金
132292,132292GMLT000940,西東京市,全域,アルミサッシ,アルミサッシ,Aluminium sash (aluminum),市で収集できない物,,専門業者や購入先にご相談を、または、廃棄物処理業者を紹介します。,
132292,132292GMLT000941,西東京市,全域,アルミ箔容器（うどん等）,アルミハクヨウキ,"Aluminum foil container (udon noodles, etc.)",金属類,,敷地内の収集しやすい場所にカゴ等に入れて出してください。（汚れの落ちないものは不燃ごみ）,
132292,132292GMLT000942,西東京市,全域,アルミホイル,アルミホイル,Aluminum foil,不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000943,西東京市,全域,あんか,アンカ,Foot warmer,不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000944,西東京市,全域,安全ピン,アンゼンピン,Safety pin,金属類,,危険のないように袋や容器に入れて、敷地内の収集しやすい場所にカゴ等に入れて出してください。,
132292,132292GMLT000945,西東京市,全域,アンテナ（テレビ用）,アンテナ,Antenna (for TV),金属類,,敷地内の収集しやすい場所にカゴ等に入れて出してください。 カゴに入らないものは粗大ごみ 申込制 受付専用電話（042-421-5411）処理手数料200円,
132292,132292GMLT000946,西東京市,全域,アンプ（ステレオ用）,アンプ,Amplifier (for stereo),小型家電,,敷地内の収集しやすい場所に出してください。,
132292,132292GMLT000947,西東京市,全域,囲碁盤,イゴバン,Go board,市で収集できない物,,市（柳泉園組合）では処理できません。廃棄物処理業者を紹介します。,
132292,132292GMLT000948,西東京市,全域,石,イシ,Stone,市で収集できない物,,専門業者や購入先にご相談を、または、廃棄物処理業者を紹介します。,
132292,132292GMLT000949,西東京市,全域,衣装ケース（金属製）,イショウケース,Wardrobe case (metal),粗大ごみ,,申込制 受付専用電話（042-421-5411）処理手数料 200円,
132292,132292GMLT000950,西東京市,全域,衣装ケース（プラスチック製）,イショウケース,Plastic wardrobe case,粗大ごみ,,申込制 受付専用電話（042-421-5411）処理手数料 200円 （3個まとめて500円）,
132292,132292GMLT000951,西東京市,全域,いす（金属製・木製・プラスチック製）,イス,"Chairs (metal, wooden, plastic)",粗大ごみ,,申込制 受付専用電話（042-421-5411）処理手数料 200円,
132292,132292GMLT000952,西東京市,全域,板ガラス,イタガラス,Sheet glass,不燃ごみ,,指定収集袋（黄色）で出してください。（一辺が30センチメートル以上のものは粗大ごみ）,
132292,132292GMLT000953,西東京市,全域,板きれ,イタキレ,Piece of wood,可燃ごみ,,指定収集袋（黄色）で出してください。（縦2.5メートル横50センチメートル厚さ15センチメートルまでは粗大ごみ。それ以外のものは、廃棄物処理業者を紹介します。）,
132292,132292GMLT000954,西東京市,全域,一面鏡・姿見,イチメンキョウ・スガタミ,One-panel mirror/viewing mirror,粗大ごみ,,申込制 受付専用電話（042-421-5411）処理手数料 200円,
132292,132292GMLT000955,西東京市,全域,一輪車（作業用）,イチリンシャ,Unicycle (for work),市で収集できない物,,専門業者や購入先にご相談を、または、廃棄物処理業者を紹介します。,
132292,132292GMLT000956,西東京市,全域,一輪車（スポーツ用）,イチリンシャ,Unicycle (for sports),粗大ごみ,,申込制 受付専用電話（042-421-5411）処理手数料 200円,
132292,132292GMLT000957,西東京市,全域,一升瓶,イッショウビン,1 sho bottle (1.8 litres),びん・スプレー缶・ライター,,中身を空にして、すすいで、敷地内の収集しやすい場所にカゴ等に入れて出してください。なるべく販売店に返してください。,
132292,132292GMLT000958,西東京市,全域,一斗缶（18リットル缶）,イットカン,1 Dou can (18 liter can),金属類,,中身を空にして、すすいで、敷地内の収集しやすい場所にカゴ等に入れて出してください。（ペンキの一斗缶は、不燃ごみ）,
132292,132292GMLT000959,西東京市,全域,糸,イト,Thread,可燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000960,西東京市,全域,犬小屋,イヌコヤ,Kennel,粗大ごみ,,申込制 受付専用電話（042-421-5411）処理手数料 500円,
132292,132292GMLT000961,西東京市,全域,医薬品（飲み薬・塗り薬）,イヤクヒン,Medicines (oral and ointment),可燃ごみ,,指定収集袋（黄色）で出してください。 （在宅点滴等のビニール容器など）,
132292,132292GMLT000962,西東京市,全域,イヤホン,イヤホン,Earphone,金属類,,敷地内の収集しやすい場所に出してください。,
132292,132292GMLT000963,西東京市,全域,医療廃棄物（注射針等）,イリョウハイキブツ,"Medical waste (injection needles, etc.)",市で収集できない物,,インスリン自己注射等の在宅医療に伴い排出される注射針は、処方した医療機関又は薬局に返却してください。また、注射針以外の在宅医療廃棄物は、衛生面や感染の恐れがあるので、可燃ごみで出してください。,
132292,132292GMLT000964,西東京市,全域,衣類（古着）,イルイ,Clothing (used clothing),古紙・古布類（衣類等）,,透明・半透明の袋に入れるか、ひも等で束ねて、敷地内の収集しやすい場所に出してください。（濡れると資源になりませんので雨の日は避けてください。）,
132292,132292GMLT000965,西東京市,全域,入れ歯,イレバ,Denture,不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000966,西東京市,全域,色鉛筆,イロエンピツ,Color pencil,可燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000967,西東京市,全域,色紙,イロガミ,Colored paper,古紙・古布類（衣類等）,,雑誌・雑紙類と一緒に敷地内の収集しやすい場所に出してください。,
132292,132292GMLT000968,西東京市,全域,印鑑（プラスチック製・象牙）,インカン,Seals (plastic and ivory),不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000969,西東京市,全域,印鑑（木製）,インカン,Wooden seals,可燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000970,西東京市,全域,インクカートリッジ,インクカートリッジ,Ink cartridge,インクカートリッジ,,市内設置の回収ボックスに入れるか、不燃ごみで出してください。,
132292,132292GMLT000971,西東京市,全域,インクリボン（ワープロなど）,インクリボン,"Ink ribbons (e.g., for word processors)",不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000972,西東京市,全域,インスタント写真,インスタントシャシン,Instant Photo,可燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000973,西東京市,全域,インスタント麺のかやく袋・スパイス袋・スープ袋,インスタントメンノカヤクフクロ・スパイスブクロ・スープブクロ,"Instant noodle seasoning bags, spice bags, soup bags",不燃ごみ,,指定収集袋（黄色）で出してください。（洗ってきれいなものはプラスチック容器包装類）,
132292,132292GMLT000974,西東京市,全域,インスタント麺の袋,インスタントメンノフクロ,Packaging for Instant Noodle ,プラスチック容器包装類,,指定収集袋（透明）で出してください。,
132292,132292GMLT000975,西東京市,全域,インターホン,インターホン,Intercom,小型家電,,敷地内の収集しやすい場所に出してください。,
132292,132292GMLT000976,西東京市,全域,飲料容器（アルミコーティングしたもの）,インリョウヨウキ,Beverage containers (aluminum coated),古紙・古布類（衣類等）,,洗って、開いて、乾かして、束ねて、敷地内の収集しやすい場所に出してください。（紙パックとは別にしてください。）,
132292,132292GMLT000977,西東京市,全域,飲料容器（紙パック）,インリョウヨウキ,Beverage containers (paper cartons),古紙・古布類（衣類等）,,洗って、開いて、乾かして、束ねて 、敷地内の収集しやすい場所に出してください。,
132292,132292GMLT000978,西東京市,全域,飲料容器（ペットボトル）,インリョウヨウキ,Beverage containers (PET bottles),ペットボトル,,中身を空にして、すすいで、敷地内の収集しやすい場所にカゴ等に入れて出してください。キャップ・ふたは、品目欄の「キャップ」「ふた」を参照しそれぞれの素材で分別して出してください。ラベルは取り外しプラスチック容器包装類で出してください。,
132292,132292GMLT000979,西東京市,全域,ウイスキーのびん,ウイスキーノビン,Whiskey bottle,びん・スプレー缶・ライター,,中身を空にして、すすいで、敷地内の収集しやすい場所にカゴ等に入れて出してください。キャップ・ふたは、品目欄の「キャップ」「ふた」を参照しそれぞれの素材で分別して出してください。,
132292,132292GMLT000980,西東京市,全域,ウイッグ（練習用マネキン頭部）,ウイッグ,Wigs (mannequin heads for practice),不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000981,西東京市,全域,ウインドサーフィン,ウインドサーフィン,Windsurfing,市で収集できない物,,販売店や購入先にご相談を、または、廃棄物処理業者を紹介します。,
132292,132292GMLT000987,西東京市,全域,植木（鉢植）,ウエキ,Plants (potted plants),せん定枝・落ち葉・草・おむつ,,土を落として、可燃ごみの日に出してください。ひもでまとめるか透明・半透明の袋で、一度に3束・3袋まででお願いします。,
132292,132292GMLT000982,西東京市,全域,植木枝葉,ウエキエダハ,Trees and shrubs,せん定枝・落ち葉・草・おむつ,,可燃ごみの日に出してください。ひもでまとめるか透明・半透明の袋で、太さ5センチメートル・長さ1メートル前後にして一度に3束・3袋までで（超える場合はごみ減量推進課へ連絡（無料）、専門業者が剪定した場合は専門業者へ）お願いします。,
132292,132292GMLT000983,西東京市,全域,植木支柱（金属製）,ウエキシチュウ,Planting prop (metal),金属類,,長さ1メートル以下は敷地内の収集しやすい場所にカゴ等に入れて出してください。,
132292,132292GMLT000984,西東京市,全域,植木支柱（プラスチック製）,ウエキシチュウ,Planting prop (plastic),不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000985,西東京市,全域,植木棚,ウエキダナ,Trellis,粗大ごみ,,申込制 受付専用電話（042-421-5411）処理手数料 200円,
132292,132292GMLT000986,西東京市,全域,植木鉢（陶磁器類・プラスチック類）,ウエキバチ,Plant pots (ceramics and plastics),不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000988,西東京市,全域,ウエットティッシュ,ウエットティッシュ,Wet wipes,可燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000997,西東京市,全域,上置（机用）,ウエ置,Top shelf (for desk),粗大ごみ,,申込制 受付専用電話（042-421-5411）処理手数料 500円,
132292,132292GMLT000989,西東京市,全域,浮き輪,ウキワ,Float,不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000990,西東京市,全域,臼（うす）,ウス,Mortar,市で収集できない物,,専門業者や購入先にご相談を、または、廃棄物処理業者を紹介します。,
132292,132292GMLT000991,西東京市,全域,うちわ（骨組みが竹製）,ウチワ,Uchiwa (bamboo frame),可燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000992,西東京市,全域,うちわ（骨組みがプラスチック製）,ウチワ,Uchiwa (plastic frame),不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT000993,西東京市,全域,ウッドカーペット（6畳以上）,ウッドカーペット,Wood carpet (6 mats or more),粗大ごみ,,"申込制 受付専用電話（042-421-5411）処理手数料 1,500円",
132292,132292GMLT000994,西東京市,全域,ウッドカーペット（6畳未満）,ウッドカーペット,Wood carpet (less than 6 tatami mats),粗大ごみ,,"申込制 受付専用電話（042-421-5411）処理手数料 1,000円",
132292,132292GMLT000995,西東京市,全域,乳母車・ベビーカー,ウバグルマ・ベビーカー,Baby carriages and strollers,粗大ごみ,,申込制 受付専用電話（042-421-5411）処理手数料 200円,
132292,132292GMLT000996,西東京市,全域,羽毛ふとん,ウモウフトン,Down(-filled) quilt (futon),古紙・古布類（衣類等）,,透明・半透明の袋に入れるか、ひもで縛って「羽毛」としるして、敷地内の収集しやすい場所に出してください。（濡れると資源になりませんので雨の日は避けてください。）,
132292,132292GMLT000998,西東京市,全域,運動靴,ウンドウクツ,Sports shoes,不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT001000,西東京市,全域,エアコン（家庭用室外機）,エアコン,Air conditioners (household outdoor units),家電リサイクル法対象製品,,購入した家電販売店に引取りを依頼してください。販売店が不明等の場合は、西東京市運搬代表業者（武蔵野清運 電話：042-438-8938）に依頼してください。,
132292,132292GMLT001001,西東京市,全域,エアコン（家庭用室内機）,エアコン,Air conditioners (indoor units for home use),家電リサイクル法対象製品,,購入した家電販売店に引取りを依頼してください。販売店が不明等の場合は、西東京市運搬代表業者（武蔵野清運 電話：042-438-8938）に依頼してください。,
132292,132292GMLT000999,西東京市,全域,エアコン用窓枠,エアコンヨウマドワク,Window frame for air conditioner,粗大ごみ,,申込制 受付専用電話（042-421-5411）処理手数料 500円,
132292,132292GMLT001002,西東京市,全域,エアロバイク,エアロバイク,Exercise bike,粗大ごみ,,"申込制 受付専用電話（042-421-5411）処理手数料 1,500円",
132292,132292GMLT001003,西東京市,全域,栄養ドリンクのびん,エイヨウドリンクノビン,Nutritional Drink Bottles,びん・スプレー缶・ライター,,中身を空にして、すすいで、敷地内の収集しやすい場所にカゴ等に入れて出してください。キャップ・ふたは、品目欄の「キャップ」「ふた」を参照しそれぞれの素材で分別して出してください。,
132292,132292GMLT001004,西東京市,全域,液晶テレビ（携帯テレビ、浴室テレビ等を除く）,エキショウテレビ,"LCD TVs (excluding portable TVs, bathroom TVs, etc.)",家電リサイクル法対象製品,,購入した家電販売店に引取りを依頼してください。販売店が不明等の場合は、西東京市運搬代表業者（武蔵野清運 電話：042-438-8938）に依頼してください。,
132292,132292GMLT001005,西東京市,全域,エキスパンダー,エキスパンダー,Expander,金属類,,敷地内の収集しやすい場所にカゴ等に入れて出してください。,
132292,132292GMLT001006,西東京市,全域,枝切りばさみ,エダギリバサミ,Pruning shears,有害ごみ・危険物,,不燃ごみの日に透明・半透明の袋で、収集の際、危険のないようにして出してください。（高枝切りばさみは、粗大ごみ）,
132292,132292GMLT001007,西東京市,全域,枝類（剪定）,エダルイ,Branches (pruning),せん定枝・落ち葉・草・おむつ,,可燃ごみの日に出してください。ひもでまとめるか透明・半透明の袋で、太さ5センチメートル・長さ1メートル前後にして一度に3束・3袋までで（超える場合はごみ減量推進課へ連絡（無料）、専門業者が剪定した場合は専門業者へ）お願いします。,
132292,132292GMLT001008,西東京市,全域,絵の具,エノグ,Paints,不燃ごみ,,中身を空にして指定収集袋（黄色）で出してください。（中身は可燃ごみ）,
132292,132292GMLT001009,西東京市,全域,絵はがき,エハガキ,Picture postcard,古紙・古布類（衣類等）,,雑誌・雑紙類と一緒に、敷地内の収集しやすい場所に出してください。,
132292,132292GMLT001010,西東京市,全域,エプロン,エプロン,Apron,古紙・古布類（衣類等）,,透明・半透明の袋に入れるか、ひも等で束ねて、敷地内の収集しやすい場所に出してください。（濡れると資源になりませんので雨の日は避けてください。）,
132292,132292GMLT001011,西東京市,全域,絵本,エホン,Picture book,古紙・古布類（衣類等）,,雑誌・雑紙類と一緒に、敷地内の収集しやすい場所に出してください。,
132292,132292GMLT001012,西東京市,全域,MD（ミニディスク）,エムディー,MD (Mini Disc),不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT001013,西東京市,全域,LD（レーザーディスク）デッキ,エルディーデッキ,LD (Laser Disk) Deck,小型家電,,敷地内の収集しやすい場所に出してください。,
132292,132292GMLT001014,西東京市,全域,園芸用肥料（家庭用）,エンゲイヨウヒリョウ,Gardening fertilizers (household use),市で収集できない物,,販売店や購入先にご相談を、または、廃棄物処理業者を紹介します。,
132292,132292GMLT001015,西東京市,全域,園芸用腐葉土（家庭用）,エンゲイヨウフヨウド,Humus for gardening (household use),市で収集できない物,,販売店や購入先にご相談を、または，廃棄物処理業者を紹介します。,
132292,132292GMLT001016,西東京市,全域,エンジンオイル,エンジンオイル,Engine oil,市で収集できない物,,販売店や購入先にご相談を、または、廃棄物処理業者を紹介します。（固めるなどすれば、可燃ごみ）,
132292,132292GMLT001017,西東京市,全域,延長コード（家庭用）,エンチョウコード,Extension cords (for home use),小型家電,,敷地内の収集しやすい場所に出してください。,
132292,132292GMLT001018,西東京市,全域,煙突（家庭用）,エントツ,Chimneys (household),市で収集できない物,,販売店や購入先にご相談を、または、廃棄物処理業者を紹介します。,
132292,132292GMLT001019,西東京市,全域,鉛筆,エンピツ,Pencil,可燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT001020,西東京市,全域,鉛筆削り,エンピツケズリ,Pencil sharpener,不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT001024,西東京市,全域,オイル（食用）,オイル,Oil (edible),廃食用油,,もれないようにふたの付いた容器に入れて、敷地内の収集しやすい場所に出してください。,
132292,132292GMLT001025,西東京市,全域,オイル（自動車等）,オイル,"Oil (automotive, etc.)",市で収集できない物,,販売店や購入先にご相談を、または、廃棄物処理業者を紹介します。（固めるなどすれば、可燃ごみ、容器は不燃ごみ）,
132292,132292GMLT001021,西東京市,全域,オイル缶（食用）,オイルカン,Oil can (edible),金属類,,中身を空にして、すすいで、敷地内の収集しやすい場所にカゴ等に入れて出してください。（汚れの落ちないものは不燃ごみ）,
132292,132292GMLT001022,西東京市,全域,オイルヒーター,オイルヒーター,Oil-heater,市で収集できない物,,販売店や購入先にご相談を、または、廃棄物処理業者を紹介します。,
132292,132292GMLT001023,西東京市,全域,オイルびん（食用）,オイルビン,Oil bottle (edible),びん・スプレー缶・ライター,,中身を空にして、すすいで、敷地内の収集しやすい場所にカゴ等に入れて出してください。,
132292,132292GMLT001026,西東京市,全域,応接用ソファー1人掛け（スプリング入り除く）,オウセツヨウソファー1ニンカケ,One-seat sofas for parlor (except with springs),粗大ごみ,,申込制 受付専用電話（042-421-5411）処理手数料 500円,
132292,132292GMLT001027,西東京市,全域,応接用ソファー2人掛け（スプリング入り除く）,オウセツヨウソファー2ニンカケ,Reception sofa for two (except with springs),粗大ごみ,,"申込制 受付専用電話（042-421-5411）処理手数料 1,000円",
132292,132292GMLT001028,西東京市,全域,桶（金属製）,オケ,Tub (metal),金属類,,敷地内の収集しやすい場所にカゴ等に入れて出してください。,
132292,132292GMLT001029,西東京市,全域,桶（プラスチック製）,オケ,Tub (plastic),不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT001030,西東京市,全域,桶（木製）,オケ,Tub (wooden),可燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT001031,西東京市,全域,押入れ収納庫,オシイレシュウノウコ,Closet storage,粗大ごみ,,申込制 受付専用電話（042-421-5411）処理手数料 500円,
132292,132292GMLT001032,西東京市,全域,押しピン（がびょう）,オシピン,Push-pin,有害ごみ・危険物,,不燃ごみの日に、透明・半透明の袋で、収集の際、危険がないようにして出してください。,
132292,132292GMLT001033,西東京市,全域,おしゃぶり,オシャブリ,Pacifier,不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT001034,西東京市,全域,お新香の容器（プラスチック製）,オシンコノヨウキ,Plastic container for oshinko,プラスチック容器包装類,,指定収集袋（透明）で出してください。,
132292,132292GMLT001035,西東京市,全域,落ち葉,オチバ,Fallen leaves,せん定枝・落ち葉・草・おむつ,,可燃ごみの日に、透明または半透明の袋に入れて出してください。（1回に3袋までです）超える場合はごみ減量推進課へ連絡してください。,
132292,132292GMLT001036,西東京市,全域,お茶がら,オチャガラ,Tea leaves,可燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT001037,西東京市,全域,帯（おび）,オビ,Obi,古紙・古布類（衣類等）,,透明・半透明の袋に入れるか、ひも等で束ねて、敷地内の収集しやすい場所に出してください。（濡れると資源になりませんので雨の日は避けてください。）,
132292,132292GMLT001038,西東京市,全域,お盆（金属）,オボン,Trays (metal),金属類,,敷地内の収集しやすい場所にカゴ等に入れて出してください。,
132292,132292GMLT001039,西東京市,全域,お盆（木）,オボン,Obon (Thursday),可燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT001040,西東京市,全域,お盆（プラスチック）,オボン,Trays (plastic),不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT001041,西東京市,全域,おまる（子供用）,オマル,Potty (for children),不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT001043,西東京市,全域,おむつ（紙製）,オムツ,Diapers (paper),せん定枝・落ち葉・草・おむつ,,可燃ごみの日に、透明または半透明の袋にオムツと書いて出してください。（汚物はトイレに流してください。）,
132292,132292GMLT001044,西東京市,全域,おむつ（布製）,オムツ,Cloth diaper,せん定枝・落ち葉・草・おむつ,,可燃ごみの日に、透明または半透明の袋にオムツと書いて出してください。（汚物はトイレに流してください。）,
132292,132292GMLT001042,西東京市,全域,おむつカバー（ビニール製）,オムツカバー,Diaper cover (vinyl),不燃ごみ,,指定収集袋（黄色）で出してください。,
132292,132292GMLT001045,西東京市,全域,おもちゃ（金属製）,オモチャ,Metal toy,金属類,,敷地内の収集しやすい場所にカゴ等に入れて出してください。（一辺が30センチメートル以上のものは粗大ごみ）,
132292,132292GMLT001046,西東京市,全域,おもちゃ（電気・電池で動くもの）,オモチャ,Toys (electric or battery-operated),小型家電,,敷地内の収集しやすい場所に出してください。（材質は関係ありません）,
132292,132292GMLT001047,西東京市,全域,おもちゃ（プラスチック製）,オモチャ,Plastic toy,不燃ごみ,,指定収集袋（黄色）で出してください。（一辺が30センチメートル以上のものは粗大ごみ）,
132292,132292GMLT001048,西東京市,全域,おもちゃ（木製）,オモチャ,Toys (wooden),可燃ごみ,,指定収集袋（黄色）で出してください。（一辺が30センチメートル以上のものは粗大ごみ）,
132292,132292GMLT001161,西東京市,全域,玩具（金属製）,オモチャ,Toys (metal),金属類,,敷地内の収集しやすい場所にカゴ等に入れて出してください。（一辺が30センチメートル以上のものは粗大ごみ）,
132292,132292GMLT001162,西東京市,全域,玩具（プラスチック製）,オモチャ,Toys (plastic),不燃ごみ,,指定収集袋（黄色）で出してください。（一辺が30センチメートル以上のものは粗大ごみ）,
132292,132292GMLT001163,西東京市,全域,玩具（木製）,オモチャ,Toys (wooden),可燃ごみ,,指定収集袋（黄色）で出してください。（一辺が30センチメートル以上のものは粗大ごみ）,
132292,132292GMLT001049,西東京市,全域,折り紙,オリガミ,Origami (paper folding),古紙・古布類（衣類等）,,雑誌・雑紙類と一緒に、敷地内の収集しやすい場所に出してください。,
132292,132292GMLT001050,西東京市,全域,折り込みチラシ,オリコミチラシ,Leaflet,古紙・古布類（衣類等）,,雑誌・雑紙類と一緒に、敷地内の収集しやすい場所に出してください。,
