歳入歳出区分,会計名,款,款名,項,項名,目,目名
歳出,一般会計,4,衛生費,1,保健衛生費,3,環境衛生費
歳出,一般会計,4,衛生費,1,保健衛生費,4,環境保全費
歳出,一般会計,4,衛生費,1,保健衛生費,5,公害対策費
歳出,一般会計,4,衛生費,2,清掃費,1,清掃総務費
歳出,一般会計,4,衛生費,2,清掃費,2,塵芥処理費
歳出,一般会計,4,衛生費,2,清掃費,3,し尿処理費
歳出,一般会計,5,労働費,1,労働諸費,1,労働諸費
歳出,一般会計,6,農林業費,1,農業費,1,農業委員会費
歳出,一般会計,6,農林業費,1,農業費,2,農業総務費
歳出,一般会計,6,農林業費,1,農業費,3,農業振興費
歳出,一般会計,7,商工費,1,商工費,1,商工総務費
歳出,一般会計,7,商工費,1,商工費,2,商工振興費
歳出,一般会計,7,商工費,1,商工費,3,消費者対策費
歳出,一般会計,8,土木費,1,土木管理費,1,土木総務費
歳出,一般会計,8,土木費,2,道路橋りょう費,1,道路橋りょう総務費
歳出,一般会計,8,土木費,2,道路橋りょう費,2,道路維持費
歳出,一般会計,8,土木費,2,道路橋りょう費,3,道路新設改良費
歳出,一般会計,8,土木費,2,道路橋りょう費,4,交通安全施設費
歳出,一般会計,8,土木費,2,道路橋りょう費,5,橋りょう維持費
歳出,一般会計,8,土木費,3,都市計画費,1,都市計画総務費
歳出,一般会計,8,土木費,3,都市計画費,4,公園費
歳出,一般会計,8,土木費,3,都市計画費,5,緑化推進対策費
歳出,一般会計,8,土木費,4,住宅費,1,住宅管理費
歳出,一般会計,9,消防費,1,消防費,1,常備消防費
歳出,一般会計,9,消防費,1,消防費,2,非常備消防費
歳出,一般会計,9,消防費,1,消防費,3,消防施設費
歳出,一般会計,9,消防費,1,消防費,4,水防費
歳出,一般会計,9,消防費,1,消防費,5,災害対策費
歳出,一般会計,10,教育費,1,教育総務費,1,教育委員会費
歳出,一般会計,10,教育費,1,教育総務費,2,事務局費
歳出,一般会計,10,教育費,1,教育総務費,3,教育指導費
歳出,一般会計,10,教育費,2,小学校費,1,学校管理費
歳出,一般会計,10,教育費,2,小学校費,2,教育振興費
歳出,一般会計,10,教育費,2,小学校費,3,学校保健衛生費
歳出,一般会計,10,教育費,2,小学校費,4,学校建設費
歳出,一般会計,10,教育費,3,中学校費,1,学校管理費
歳出,一般会計,10,教育費,3,中学校費,2,教育振興費
歳出,一般会計,10,教育費,3,中学校費,3,学校保健衛生費
歳出,一般会計,10,教育費,3,中学校費,4,学校建設費
歳出,一般会計,10,教育費,4,幼稚園費,1,幼稚園費
歳出,一般会計,10,教育費,5,社会教育費,1,社会教育総務費
歳出,一般会計,10,教育費,5,社会教育費,2,公民館費
歳出,一般会計,10,教育費,5,社会教育費,3,図書館費
歳出,一般会計,10,教育費,5,社会教育費,4,社会教育施設費
歳出,一般会計,10,教育費,6,保健体育費,1,保健体育総務費
歳出,一般会計,10,教育費,6,保健体育費,2,体育施設費
歳出,一般会計,10,教育費,6,保健体育費,3,学校給食費
歳出,一般会計,12,公債費,1,公債費,1,元金
歳出,一般会計,12,公債費,1,公債費,2,利子
歳出,国民健康保険特別会計,1,総務費,1,総務管理費,1,一般管理費
歳出,国民健康保険特別会計,1,総務費,1,総務管理費,2,連合会負担金
歳出,国民健康保険特別会計,1,総務費,2,徴税費,1,賦課徴収費
歳出,国民健康保険特別会計,1,総務費,3,運営協議会費,1,運営協議会費
歳出,国民健康保険特別会計,2,保険給付費,1,療養諸費,1,一般被保険者療養給付費
歳出,国民健康保険特別会計,2,保険給付費,1,療養諸費,3,一般被保険者療養費
歳出,国民健康保険特別会計,2,保険給付費,1,療養諸費,5,審査支払手数料
歳出,国民健康保険特別会計,2,保険給付費,2,高額療養費,1,一般被保険者高額療養費
歳出,国民健康保険特別会計,2,保険給付費,2,高額療養費,3,一般被保険者高額介護合算療養費
歳出,国民健康保険特別会計,2,保険給付費,3,移送費,1,一般被保険者移送費
歳出,国民健康保険特別会計,2,保険給付費,4,出産育児諸費,1,出産育児一時金
歳出,国民健康保険特別会計,2,保険給付費,5,葬祭費,1,葬祭費
歳出,国民健康保険特別会計,2,保険給付費,6,結核・精神医療給付金,1,結核・精神医療給付金
歳出,国民健康保険特別会計,2,保険給付費,7,傷病手当金,1,傷病手当金
歳出,国民健康保険特別会計,3,国民健康保険事業費納付金,1,医療給付費分,1,一般被保険者医療給付費分
歳出,国民健康保険特別会計,3,国民健康保険事業費納付金,1,医療給付費分,2,退職被保険者等医療給付費分
歳出,国民健康保険特別会計,3,国民健康保険事業費納付金,2,後期高齢者支援金等分,1,一般被保険者後期高齢者支援金等分
歳出,国民健康保険特別会計,3,国民健康保険事業費納付金,2,後期高齢者支援金等分,2,退職被保険者等後期高齢者支援金等分
歳出,国民健康保険特別会計,3,国民健康保険事業費納付金,3,介護納付金,1,介護納付金
歳出,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費
歳出,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費
歳出,国民健康保険特別会計,6,基金積立金,1,基金積立金,1,基金積立金
歳出,国民健康保険特別会計,8,諸支出金,1,償還金及び還付加算金,1,一般被保険者保険税還付金
歳出,国民健康保険特別会計,8,諸支出金,1,償還金及び還付加算金,6,保険給付費等交付金償還金
歳出,国民健康保険特別会計,9,共同事業拠出金,1,共同事業拠出金,1,その他共同事業事務費拠出金
歳出,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費
歳出,後期高齢者医療特別会計,1,総務費,2,徴収費,1,徴収費
歳出,後期高齢者医療特別会計,2,広域連合納付金,1,広域連合負担金,1,広域連合分賦金
歳出,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,1,健康診査費
歳出,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,2,疾病予防費
歳出,後期高齢者医療特別会計,4,保険給付費,1,葬祭費,1,葬祭費
歳出,後期高齢者医療特別会計,5,諸支出金,1,償還金及び還付加算金,1,保険料還付金
歳出,後期高齢者医療特別会計,5,諸支出金,2,繰出金,1,一般会計繰出金
歳出,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費
歳出,介護保険特別会計,1,総務費,1,総務管理費,2,運営協議会費
歳出,介護保険特別会計,1,総務費,1,総務管理費,3,連合会負担金
歳出,介護保険特別会計,1,総務費,2,徴収費,1,賦課徴収費
歳出,介護保険特別会計,1,総務費,3,介護認定審査会費,1,介護認定審査会費
歳出,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費
歳出,介護保険特別会計,2,保険給付費,1,介護サービス等諸費,1,介護サービス等諸費
歳出,介護保険特別会計,2,保険給付費,2,介護予防サービス等諸費,1,介護予防サービス等諸費
歳出,介護保険特別会計,2,保険給付費,3,その他諸費,1,審査支払手数料
歳出,介護保険特別会計,2,保険給付費,4,高額介護サービス等費,1,高額介護サービス等費
歳出,介護保険特別会計,2,保険給付費,5,高額医療合算介護サービス等費,1,高額医療合算介護サービス等費
歳出,介護保険特別会計,2,保険給付費,6,特定入所者介護サービス等費,1,特定入所者介護サービス等費
歳出,介護保険特別会計,2,保険給付費,7,市町村特別給付費,1,市町村特別給付費
歳出,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費
歳出,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費
歳出,介護保険特別会計,4,地域支援事業,1,地域支援事業,3,一般介護予防事業費
歳出,介護保険特別会計,4,地域支援事業,1,地域支援事業,4,その他の諸経費
歳出,介護保険特別会計,5,基金積立金,1,基金積立金,1,介護保険給付準備基金積立金
歳出,介護保険特別会計,7,諸支出金,1,償還金及び還付加算金,1,第１号被保険者保険料還付金
歳出,介護保険特別会計,7,諸支出金,1,償還金及び還付加算金,3,償還金
歳出,介護保険特別会計,7,諸支出金,3,繰出金,1,他会計繰出金
