事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
30人以上,E 製造業,令和元,2019,12月,409861,3549,2498,410912,20548,563,437,20674
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,17742,234,322,17654,1405,33,13,1426
30人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,16772,232,251,16757,227,2,2,225
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,13500,140,149,13491,229,26,2,253
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,15115,221,106,15229,363,11,3,370
30人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,28644,339,428,28554,638,31,38,631
30人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,25120,453,764,24808,656,8,15,648
30人以上,F 電気・ガス・熱供給・水道業,平成31,2019,1月,27699,443,151,27992,648,5,0,652
30人以上,F 電気・ガス・熱供給・水道業,平成31,2019,2月,27964,519,293,28191,680,21,10,690
30人以上,F 電気・ガス・熱供給・水道業,平成31,2019,3月,28190,399,1208,27383,691,0,42,647
30人以上,F 電気・ガス・熱供給・水道業,平成31,2019,4月,27381,2684,6148,23919,649,49,46,650
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,5月,23918,341,170,24089,651,0,10,641
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,7月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,8月,23509,142,154,23497,633,0,4,629
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,9月,23497,124,44,23577,629,0,9,620
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,10月,23577,434,73,23938,620,16,11,625
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,11月,23924,35,55,23905,639,0,2,636
30人以上,F 電気・ガス・熱供給・水道業,令和元,2019,12月,23851,81,95,23837,690,0,8,682
30人以上,G 情報通信業,平成26,2014,年平均,628384,7363,5916,629822,14408,686,527,14575
30人以上,G 情報通信業,平成27,2015,年平均,622476,9001,8419,623069,24452,894,1717,23618
30人以上,G 情報通信業,平成28,2016,年平均,635212,9482,8963,635706,16923,814,727,17035
30人以上,G 情報通信業,平成29,2017,年平均,651293,10393,8552,653117,18903,935,868,18986
30人以上,G 情報通信業,平成30,2018,年平均,683822,9919,9733,684030,22444,1252,1142,22532
30人以上,G 情報通信業,平成31・令和元,2019,年平均,705364,10586,8050,707962,16423,747,668,16441
30人以上,G 情報通信業,平成31,2019,1月,685842,7640,6666,686855,16128,404,439,16054
30人以上,G 情報通信業,平成31,2019,2月,687766,7057,6341,688482,15143,1055,571,15627
30人以上,G 情報通信業,平成31,2019,3月,688741,9634,9788,688607,15368,701,597,15452
30人以上,G 情報通信業,平成31,2019,4月,688370,40783,13122,716223,15689,898,1728,14667
30人以上,G 情報通信業,令和元,2019,5月,716556,8615,6700,718577,14334,406,1522,13112
30人以上,G 情報通信業,令和元,2019,6月,714269,7656,7343,714615,17420,418,398,17407
30人以上,G 情報通信業,令和元,2019,7月,714754,8847,11224,712381,17268,636,540,17360
30人以上,G 情報通信業,令和元,2019,8月,712580,4551,5519,711612,17161,819,375,17605
30人以上,G 情報通信業,令和元,2019,9月,712066,7807,7502,712371,17151,578,328,17401
30人以上,G 情報通信業,令和元,2019,10月,713258,13287,10987,715553,16514,817,651,16685
30人以上,G 情報通信業,令和元,2019,11月,714453,6268,6158,714554,17785,801,321,18274
30人以上,G 情報通信業,令和元,2019,12月,715713,4888,5249,715709,17115,1436,551,17643
30人以上,"H 運輸業,郵便業",平成26,2014,年平均,300975,4463,4431,301035,63737,1954,1585,64079
30人以上,"H 運輸業,郵便業",平成27,2015,年平均,333511,5285,5235,333544,38483,2026,1645,38882
30人以上,"H 運輸業,郵便業",平成28,2016,年平均,334706,5819,5939,334582,38244,1334,1613,37968
30人以上,"H 運輸業,郵便業",平成29,2017,年平均,334989,5689,5857,334829,37590,1264,752,38093
30人以上,"H 運輸業,郵便業",平成30,2018,年平均,333353,5324,5253,333498,57211,2089,2019,57206
30人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,341475,6483,6157,341858,52923,3664,3476,53055
30人以上,"H 運輸業,郵便業",平成31,2019,1月,337612,4558,4858,337383,50351,617,923,49974
30人以上,"H 運輸業,郵便業",平成31,2019,2月,340433,4851,4538,341401,46924,3401,2625,47045
30人以上,"H 運輸業,郵便業",平成31,2019,3月,335521,6111,5529,336218,52925,5151,5708,52253
30人以上,"H 運輸業,郵便業",平成31,2019,4月,337022,21041,12532,345498,51449,3934,4909,50507
30人以上,"H 運輸業,郵便業",令和元,2019,5月,345879,4767,4265,346360,50126,3637,2567,51217
30人以上,"H 運輸業,郵便業",令和元,2019,6月,344111,4698,6202,342607,53466,4590,3039,55017
30人以上,"H 運輸業,郵便業",令和元,2019,7月,338189,6341,7049,337481,59435,5242,3741,60936
30人以上,"H 運輸業,郵便業",令和元,2019,8月,339939,4325,4581,339581,58478,4593,4130,59043
30人以上,"H 運輸業,郵便業",令和元,2019,9月,343391,4269,4366,343293,55233,5289,4067,56456
30人以上,"H 運輸業,郵便業",令和元,2019,10月,346977,7134,7529,346675,52772,2517,4947,50249
30人以上,"H 運輸業,郵便業",令和元,2019,11月,344017,6232,7060,343191,52907,2569,3045,52429
30人以上,"H 運輸業,郵便業",令和元,2019,12月,344607,3467,5373,342610,51013,2428,2005,51527
30人以上,"I 卸売業,小売業",平成26,2014,年平均,650741,7754,7625,650843,209597,4364,4560,209428
30人以上,"I 卸売業,小売業",平成27,2015,年平均,641657,9890,9611,641954,217625,5177,5570,217215
30人以上,"I 卸売業,小売業",平成28,2016,年平均,639364,9935,9452,639828,218482,5141,5565,218075
30人以上,"I 卸売業,小売業",平成29,2017,年平均,664452,10362,9383,665445,203810,4697,4498,203996
30人以上,"I 卸売業,小売業",平成30,2018,年平均,816464,11576,11502,816518,214910,4098,4349,214679
30人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,812731,13934,12010,814676,229739,4842,4798,229762
30人以上,"I 卸売業,小売業",平成31,2019,1月,793798,8331,7703,794376,232699,2739,4529,230959
30人以上,"I 卸売業,小売業",平成31,2019,2月,789805,5906,9272,786415,235530,3331,5800,233085
30人以上,"I 卸売業,小売業",平成31,2019,3月,786250,13276,10671,788828,233250,4156,7189,230244
30人以上,"I 卸売業,小売業",平成31,2019,4月,794625,65044,31344,828333,224447,8026,6092,226373
30人以上,"I 卸売業,小売業",令和元,2019,5月,831863,22459,21481,832960,222843,7478,5837,224365
30人以上,"I 卸売業,小売業",令和元,2019,6月,831682,7179,13077,825817,225643,5392,3722,227280
30人以上,"I 卸売業,小売業",令和元,2019,7月,834592,10143,11007,833720,218505,4170,6325,216358
30人以上,"I 卸売業,小売業",令和元,2019,8月,817013,6363,5973,817402,233065,4313,3670,233709
30人以上,"I 卸売業,小売業",令和元,2019,9月,816614,6419,7427,815642,234497,3700,3537,234624
30人以上,"I 卸売業,小売業",令和元,2019,10月,822085,11744,11741,822110,228181,5622,4201,229580
30人以上,"I 卸売業,小売業",令和元,2019,11月,822100,6269,7946,820598,229590,4413,3463,230365
30人以上,"I 卸売業,小売業",令和元,2019,12月,812345,4073,6482,809910,238618,4767,3212,240199
30人以上,"J 金融業,保険業",平成26,2014,年平均,290484,4776,4908,290464,30310,500,559,30139
30人以上,"J 金融業,保険業",平成27,2015,年平均,294519,4808,4619,294827,26692,623,469,26728
30人以上,"J 金融業,保険業",平成28,2016,年平均,301007,5322,4577,301753,27175,501,545,27130
30人以上,"J 金融業,保険業",平成29,2017,年平均,306922,4950,4823,307048,28265,555,539,28282
30人以上,"J 金融業,保険業",平成30,2018,年平均,300542,4850,4438,300969,24459,379,447,24376
30人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,315471,5470,5228,315706,13969,220,214,13982
30人以上,"J 金融業,保険業",平成31,2019,1月,314528,6440,4846,316121,10492,170,172,10491
30人以上,"J 金融業,保険業",平成31,2019,2月,316079,2255,2889,315444,10533,827,262,11099
30人以上,"J 金融業,保険業",平成31,2019,3月,316361,1864,3465,314760,10182,136,90,10228
30人以上,"J 金融業,保険業",平成31,2019,4月,314111,23730,14713,323199,10877,173,339,10640
30人以上,"J 金融業,保険業",令和元,2019,5月,322976,5012,3977,323906,10863,255,32,11191
30人以上,"J 金融業,保険業",令和元,2019,6月,318393,2666,3703,317352,16704,252,125,16835
30人以上,"J 金融業,保険業",令和元,2019,7月,317691,5818,9024,314486,16496,83,359,16219
30人以上,"J 金融業,保険業",令和元,2019,8月,314881,3404,4191,314090,15824,157,232,15753
30人以上,"J 金融業,保険業",令和元,2019,9月,313268,3638,3227,313650,16575,117,183,16538
30人以上,"J 金融業,保険業",令和元,2019,10月,314631,5847,7265,313212,15557,116,181,15493
30人以上,"J 金融業,保険業",令和元,2019,11月,311681,2112,3044,310743,17024,138,355,16813
30人以上,"J 金融業,保険業",令和元,2019,12月,311054,2856,2386,311520,16502,213,238,16481
30人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,108776,1542,1410,108911,20733,489,486,20733
30人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,109342,1695,1707,109352,20897,540,586,20828
30人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,110781,1623,1487,110918,20597,786,672,20710
30人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,115796,1593,1578,115811,16822,442,508,16754
30人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,122878,1935,1699,123102,16271,408,303,16388
30人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,123235,1870,1588,123558,19863,386,390,19817
30人以上,"K 不動産業,物品賃貸業",平成31,2019,1月,121881,934,1178,121637,18327,219,209,18337
30人以上,"K 不動産業,物品賃貸業",平成31,2019,2月,121809,783,737,121820,18165,280,248,18232
30人以上,"K 不動産業,物品賃貸業",平成31,2019,3月,123057,1080,900,123197,16995,408,288,17155
30人以上,"K 不動産業,物品賃貸業",平成31,2019,4月,121486,8949,4705,125762,18866,629,593,18870
30人以上,"K 不動産業,物品賃貸業",令和元,2019,5月,125607,2161,1271,126498,19025,431,326,19129
30人以上,"K 不動産業,物品賃貸業",令和元,2019,6月,124848,1151,1454,124543,20779,466,322,20925
30人以上,"K 不動産業,物品賃貸業",令和元,2019,7月,125128,1450,2040,124519,20340,294,302,20351
30人以上,"K 不動産業,物品賃貸業",令和元,2019,8月,123415,903,1340,123418,21455,463,893,20585
30人以上,"K 不動産業,物品賃貸業",令和元,2019,9月,124286,1216,1170,124379,19717,309,527,19452
30人以上,"K 不動産業,物品賃貸業",令和元,2019,10月,122203,2169,1609,122838,21628,311,307,21557
30人以上,"K 不動産業,物品賃貸業",令和元,2019,11月,123045,1031,1863,122213,21350,546,346,21550
30人以上,"K 不動産業,物品賃貸業",令和元,2019,12月,122056,615,792,121878,21707,275,324,21659
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,261184,7152,6140,262192,5609,306,332,5586
30人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,264839,4337,3046,266159,11082,352,366,11037
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,276776,4302,3574,277512,11812,395,280,11917
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,年平均,272267,3700,3436,272552,20788,567,870,20466
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,257379,3704,3319,257742,22661,772,827,22630
30人以上,"L 学術研究,専門・技術サービス業",平成31・令和元,2019,年平均,261919,3473,3589,261840,17490,525,712,17266
30人以上,"L 学術研究,専門・技術サービス業",平成31,2019,1月,263203,2488,4197,261317,18323,363,2969,15894
30人以上,"L 学術研究,専門・技術サービス業",平成31,2019,2月,260630,2106,2385,260254,16581,832,558,16952
30人以上,"L 学術研究,専門・技術サービス業",平成31,2019,3月,260775,2239,3346,259716,16431,556,833,16106
30人以上,"L 学術研究,専門・技術サービス業",平成31,2019,4月,261061,11652,7111,265672,14761,566,841,14416
30人以上,"L 学術研究,専門・技術サービス業",令和元,2019,5月,263592,3487,2585,264557,16496,325,179,16579
30人以上,"L 学術研究,専門・技術サービス業",令和元,2019,6月,263591,2052,2945,262698,17545,567,542,17570
30人以上,"L 学術研究,専門・技術サービス業",令和元,2019,7月,262305,2943,3367,262440,17963,856,199,18061
30人以上,"L 学術研究,専門・技術サービス業",令和元,2019,8月,261840,2373,3660,260540,18661,385,636,18423
30人以上,"L 学術研究,専門・技術サービス業",令和元,2019,9月,260734,2373,2535,260560,18229,383,211,18413
30人以上,"L 学術研究,専門・技術サービス業",令和元,2019,10月,260440,6077,2842,263676,18533,640,429,18743
30人以上,"L 学術研究,専門・技術サービス業",令和元,2019,11月,263702,2149,5258,260592,18717,257,774,18201
30人以上,"L 学術研究,専門・技術サービス業",令和元,2019,12月,261155,1731,2836,260049,17638,570,368,17841
30人以上,"M 宿泊業,飲食サービス業",平成26,2014,年平均,115661,2052,2243,115738,122091,5438,5141,122120
30人以上,"M 宿泊業,飲食サービス業",平成27,2015,年平均,67936,1280,1230,67988,148499,6291,6589,148199
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,年平均,68196,1526,1589,68141,147394,7088,7081,147394
30人以上,"M 宿泊業,飲食サービス業",平成29,2017,年平均,66387,1481,1502,66392,153097,7113,6564,153621
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,年平均,74180,1747,2016,73962,152383,7341,7209,152465
30人以上,"M 宿泊業,飲食サービス業",平成31・令和元,2019,年平均,66607,1501,1440,66669,159740,7453,7370,159822
30人以上,"M 宿泊業,飲食サービス業",平成31,2019,1月,64361,872,1172,64059,162412,4684,8005,159093
30人以上,"M 宿泊業,飲食サービス業",平成31,2019,2月,63611,2309,1793,63363,159541,4135,6167,158273
30人以上,"M 宿泊業,飲食サービス業",平成31,2019,3月,64321,1172,1333,64226,157315,5866,6920,156195
30人以上,"M 宿泊業,飲食サービス業",平成31,2019,4月,63791,2830,2131,64553,156630,12018,13516,155069
30人以上,"M 宿泊業,飲食サービス業",令和元,2019,5月,65609,1520,1208,65860,154013,8573,6473,156174
30人以上,"M 宿泊業,飲食サービス業",令和元,2019,6月,67156,1250,1149,67248,154878,8451,7008,156330
30人以上,"M 宿泊業,飲食サービス業",令和元,2019,7月,66631,1091,1660,66472,164539,9497,7411,166215
30人以上,"M 宿泊業,飲食サービス業",令和元,2019,8月,66381,1107,1378,66174,166306,7746,6803,167185
30人以上,"M 宿泊業,飲食サービス業",令和元,2019,9月,66505,1177,1591,65992,159537,6348,6383,159601
30人以上,"M 宿泊業,飲食サービス業",令和元,2019,10月,66800,2182,1442,67545,166110,6930,7576,165459
30人以上,"M 宿泊業,飲食サービス業",令和元,2019,11月,67878,810,1399,67552,165126,8656,6944,166575
30人以上,"M 宿泊業,飲食サービス業",令和元,2019,12月,76242,1689,1018,76984,150472,6528,5228,151701
30人以上,"N 生活関連サービス業,娯楽業",平成26,2014,年平均,78292,1086,975,78397,39760,1093,920,39940
30人以上,"N 生活関連サービス業,娯楽業",平成27,2015,年平均,72195,1508,1421,72304,47900,1837,1702,48012
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,年平均,65907,1663,1698,65869,58469,2621,2580,58513
30人以上,"N 生活関連サービス業,娯楽業",平成29,2017,年平均,63995,1681,1517,64198,62457,2649,2495,62572
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,年平均,68268,1082,1226,68261,60256,2378,2834,59663
30人以上,"N 生活関連サービス業,娯楽業",平成31・令和元,2019,年平均,68193,1006,762,68432,62906,2988,2530,63370
30人以上,"N 生活関連サービス業,娯楽業",平成31,2019,1月,77641,685,660,77319,50499,1555,2202,50199
30人以上,"N 生活関連サービス業,娯楽業",平成31,2019,2月,72086,1309,1542,72002,55432,2226,1472,56037
30人以上,"N 生活関連サービス業,娯楽業",平成31,2019,3月,66168,1287,464,66990,61871,3351,4097,61126
30人以上,"N 生活関連サービス業,娯楽業",平成31,2019,4月,69198,3260,1361,71097,58918,4004,4159,58763
30人以上,"N 生活関連サービス業,娯楽業",令和元,2019,5月,71597,979,1470,71101,58263,3247,2494,59021
30人以上,"N 生活関連サービス業,娯楽業",令和元,2019,6月,67614,458,459,67641,62508,3543,2157,63866
30人以上,"N 生活関連サービス業,娯楽業",令和元,2019,7月,66912,827,596,67144,64595,4075,3002,65667
30人以上,"N 生活関連サービス業,娯楽業",令和元,2019,8月,65521,306,425,65488,67290,2328,1799,67733
30人以上,"N 生活関連サービス業,娯楽業",令和元,2019,9月,65612,798,431,65979,67609,3392,2544,68457
30人以上,"N 生活関連サービス業,娯楽業",令和元,2019,10月,70118,1112,893,70339,64318,1420,2252,63484
30人以上,"N 生活関連サービス業,娯楽業",令和元,2019,11月,59723,359,527,59555,74100,4352,2418,76034
30人以上,"N 生活関連サービス業,娯楽業",令和元,2019,12月,66126,694,314,66511,69463,2367,1768,70057
30人以上,"O 教育,学習支援業",平成26,2014,年平均,235691,3420,3602,235511,88198,7817,7296,88717
30人以上,"O 教育,学習支援業",平成27,2015,年平均,219756,3246,3120,220068,112104,8675,8482,112110
30人以上,"O 教育,学習支援業",平成28,2016,年平均,227164,3234,3070,227252,105920,9073,8408,106662
30人以上,"O 教育,学習支援業",平成29,2017,年平均,228462,3026,2954,228511,111686,9895,9720,111882
30人以上,"O 教育,学習支援業",平成30,2018,年平均,220211,2944,3337,219824,107566,5860,5808,107612
30人以上,"O 教育,学習支援業",平成31・令和元,2019,年平均,205420,2875,2726,205632,120957,10175,10573,120497
30人以上,"O 教育,学習支援業",平成31,2019,1月,208038,807,987,207857,122884,5106,6040,121951
30人以上,"O 教育,学習支援業",平成31,2019,2月,211772,611,1480,210896,118036,6130,10363,113810
30人以上,"O 教育,学習支援業",平成31,2019,3月,212324,1802,2342,211785,112382,2180,20182,94379
30人以上,"O 教育,学習支援業",平成31,2019,4月,208409,19713,17258,211282,97755,26439,18809,104967
30人以上,"O 教育,学習支援業",令和元,2019,5月,207476,2015,1616,207874,108773,20882,5921,123735
30人以上,"O 教育,学習支援業",令和元,2019,6月,198053,926,1012,197967,133556,8784,6301,136039
30人以上,"O 教育,学習支援業",令和元,2019,7月,206998,728,1513,206213,127008,6889,9377,124520
30人以上,"O 教育,学習支援業",令和元,2019,8月,212027,1005,1318,212045,118706,6814,10411,114778
30人以上,"O 教育,学習支援業",令和元,2019,9月,209440,3920,1923,211437,117383,7539,9103,115819
30人以上,"O 教育,学習支援業",令和元,2019,10月,188721,1496,1492,188723,138535,15024,14184,139377
30人以上,"O 教育,学習支援業",令和元,2019,11月,197115,806,853,197069,130985,9588,7499,133073
30人以上,"O 教育,学習支援業",令和元,2019,12月,204667,669,915,204421,125475,6725,8680,123520
30人以上,"P 医療,福祉",平成26,2014,年平均,291145,3967,3578,291543,91926,2710,2728,91898
30人以上,"P 医療,福祉",平成27,2015,年平均,285522,5153,5075,285688,103867,3979,3478,104280
30人以上,"P 医療,福祉",平成28,2016,年平均,282608,5125,5156,282638,112209,3714,3297,112566
30人以上,"P 医療,福祉",平成29,2017,年平均,279767,4955,4924,279814,119808,4067,3810,120049
30人以上,"P 医療,福祉",平成30,2018,年平均,339255,6197,6304,339141,139365,4048,3888,139533
30人以上,"P 医療,福祉",平成31・令和元,2019,年平均,347363,5862,5521,347722,160957,5847,5802,160985
30人以上,"P 医療,福祉",平成31,2019,1月,330688,4200,8254,326635,164911,5218,2559,167569
30人以上,"P 医療,福祉",平成31,2019,2月,325847,2648,2681,325814,168357,2345,2716,167986
30人以上,"P 医療,福祉",平成31,2019,3月,323991,3133,5326,322405,169809,3427,6989,165640
30人以上,"P 医療,福祉",平成31,2019,4月,323052,28654,14636,336930,164993,12368,13952,163549
30人以上,"P 医療,福祉",令和元,2019,5月,340831,3312,7040,337137,159648,7345,8006,158953
30人以上,"P 医療,福祉",令和元,2019,6月,357693,4310,2975,359048,158389,6876,3948,161297
30人以上,"P 医療,福祉",令和元,2019,7月,364189,4122,6000,362312,156156,5784,4926,157013
30人以上,"P 医療,福祉",令和元,2019,8月,361558,4946,3487,363039,157767,3288,6702,154331
