事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成31・令和元,2019,年平均（前年比（％））,5.9,0,-2.9,15.5,14.3,15.6,8.3,6.9,0.6,4.4,-4.7,-18.8,0.5,-6.1,-7,9.5
30人以上,平成31,2019,1月（前年同月比（％））,6.1,5.4,2.3,40.3,7,9.5,9.4,4.6,3.8,17.2,6.4,-5.2,4.7,-16.6,24.7,10
30人以上,平成31,2019,2月（前年同月比（％））,6.7,0,4,57.8,5.8,21.9,4.5,6.7,-2.2,15.3,14.3,-15.2,3,3.2,-13.7,5.9
30人以上,平成31,2019,3月（前年同月比（％））,3.1,3,-3.1,38.1,5.5,15.7,9,2.4,-2.6,-1.1,5.4,-29.2,12.7,-17.9,-3.5,0.9
30人以上,平成31,2019,4月（前年同月比（％））,9.4,27.4,1.9,33.3,8.8,20,13.1,1.7,-1.9,-1.2,-6.3,-16.3,16.9,8.7,-3,5.6
30人以上,令和元,2019,5月（前年同月比（％））,4.8,9,1.5,-17.1,9.8,12.4,7.7,-5.6,-5.1,2.3,5.4,-19.9,-10.4,-12.6,-6.3,16
30人以上,令和元,2019,6月（前年同月比（％））,2.5,-10.2,-5.6,ｘ,13.1,13.8,10.2,5.1,0.7,-3.5,0,-21.7,-18.6,-4.3,-17.4,2.8
30人以上,令和元,2019,7月（前年同月比（％））,7.5,2.5,-6.9,ｘ,20.9,15.3,8.9,12.2,5.6,-3.2,-6.6,-21.7,-5.8,-1.6,-25,14.2
30人以上,令和元,2019,8月（前年同月比（％））,7.9,2.5,-2.1,-4.9,22.6,13.8,9.3,15.2,2.2,-11.6,-9,-22.2,0,0,-17.8,19.7
30人以上,令和元,2019,9月（前年同月比（％））,11.3,-13.1,4.7,25.3,24.4,18.4,11.8,16.8,10.9,15.7,2.6,-16.8,9.7,-6.7,18.8,21
30人以上,令和元,2019,10月（前年同月比（％））,7.2,-6.1,-5.7,19.9,25.5,19.5,8.4,4.5,4.5,18,-30.7,-20.8,-2.9,-4.7,-15.7,9.9
30人以上,令和元,2019,11月（前年同月比（％））,2.3,-8.4,-16.4,12.9,12.5,8.8,6.3,7.1,-2.4,2.4,-20.9,-25.8,1.4,-7.7,3.4,10.4
30人以上,令和元,2019,12月（前年同月比（％））,4.1,-6.4,-7.4,-19.2,15.8,17.7,2,16,-3.4,8.2,-3.7,-7.5,-4.7,-10.6,-19.9,1.9
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成31年・令和元年年報,,,,,,,,,,,,,,,,,,,
第20表　労働時間指数（所定外労働時間）,,,,,,,,,,,,,,,,,,,
（平成27年平均=100）,,,,,,,,,,,,,,,,,,,
