事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,D 建設業,令和元,2019,6月,20.5,20.9,19,173.4,178.1,152,153.8,156.2,142.8,19.6,21.9,9.2
５人以上,D 建設業,令和元,2019,7月,21.1,21.4,19.5,178.5,183.3,156.4,158.4,161.1,146,20.1,22.2,10.4
５人以上,D 建設業,令和元,2019,8月,19.4,19.8,17.6,165.9,171.5,140.8,146.8,150,132.3,19.1,21.5,8.5
５人以上,D 建設業,令和元,2019,9月,19.6,19.9,17.9,166.8,171,144.3,146.3,148.4,135.1,20.5,22.6,9.2
５人以上,D 建設業,令和元,2019,10月,19.7,19.9,18.5,169.8,173.6,149.6,149.1,150.9,139.6,20.7,22.7,10
５人以上,D 建設業,令和元,2019,11月,20.5,20.8,19,176.9,181.3,154.1,155.4,157.4,144.7,21.5,23.9,9.4
５人以上,D 建設業,令和元,2019,12月,20.1,20.3,19.1,170.8,174.3,152.8,151.5,153,143.8,19.3,21.3,9
５人以上,E 製造業,平成26,2014,年平均,19,19.3,18.3,157.7,161.8,146.1,144.9,148,136.2,12.8,13.8,9.9
５人以上,E 製造業,平成27,2015,年平均,19,19.2,18.2,157.6,163.1,143,145.3,149.3,134.8,12.3,13.8,8.2
５人以上,E 製造業,平成28,2016,年平均,19,19.3,18.2,156.6,162.5,142,145,149.5,133.8,11.6,13,8.2
５人以上,E 製造業,平成29,2017,年平均,19.1,19.3,18.4,157.6,162.7,144.6,146,149.9,136.2,11.6,12.8,8.4
５人以上,E 製造業,平成30,2018,年平均,19,19.3,18.2,158.6,164.7,144.6,145.6,150.1,135.3,13,14.6,9.3
５人以上,E 製造業,平成31・令和元,2019,年平均,18.6,19,17.6,154,159.9,139.9,141.7,146.4,130.3,12.3,13.5,9.6
５人以上,E 製造業,平成31,2019,1月,16.4,16.8,15.4,138.3,143.7,124.6,126.4,130.8,115.1,11.9,12.9,9.5
５人以上,E 製造業,平成31,2019,2月,18.7,19.1,17.7,156.4,162.6,140.9,142.5,147.3,130.5,13.9,15.3,10.4
５人以上,E 製造業,平成31,2019,3月,18.7,19.1,17.6,155.9,161.9,141,142.1,146.9,130.3,13.8,15,10.7
５人以上,E 製造業,平成31,2019,4月,19.3,19.7,18.2,160.8,166.7,146.1,147,151.8,134.9,13.8,14.9,11.2
５人以上,E 製造業,令和元,2019,5月,17.4,17.8,16.3,144.7,150.6,130.4,132.6,137.4,121,12.1,13.2,9.4
５人以上,E 製造業,令和元,2019,6月,19.4,19.9,18.4,160.8,167.1,145.4,148.6,153.7,136.2,12.2,13.4,9.2
５人以上,E 製造業,令和元,2019,7月,19.5,19.9,18.5,160.7,166.9,146.1,149,154.1,137,11.7,12.8,9.1
５人以上,E 製造業,令和元,2019,8月,18.3,18.5,17.6,151,155.9,139.4,139.5,143.4,130.2,11.5,12.5,9.2
５人以上,E 製造業,令和元,2019,9月,18.3,18.6,17.5,150.7,156.2,137.6,139.1,143.5,128.6,11.6,12.7,9
５人以上,E 製造業,令和元,2019,10月,18.5,19,17.5,153,159.1,138.7,141.6,146.6,129.8,11.4,12.5,8.9
５人以上,E 製造業,令和元,2019,11月,19.2,19.6,18.2,158.5,164.4,144,146.8,151.6,135,11.7,12.8,9
５人以上,E 製造業,令和元,2019,12月,19,19.4,18.1,157.2,162.9,143.3,145,149.5,134,12.2,13.4,9.3
５人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,18.4,18.5,18.2,158.9,160.2,149.2,139.4,139.9,135.6,19.5,20.3,13.6
５人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,18.4,18.4,18,159.1,160.1,154.2,143.4,144,140.6,15.7,16.1,13.6
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,18.5,18.7,17.8,162.6,164.9,152.7,145.2,146.7,138.8,17.4,18.2,13.9
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,18.7,18.9,17.7,161,163.1,151.1,147.1,148.5,140.6,13.9,14.6,10.5
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,18.5,18.6,17.9,157.6,159.6,147.3,142.5,143.6,136.6,15.1,16,10.7
５人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,18.2,18.3,17.6,153.8,156.6,139.9,136.3,138.1,127.4,17.5,18.5,12.5
５人以上,F 電気・ガス・熱供給・水道業,平成31,2019,1月,17.3,17.4,16.5,149.3,151.7,134.2,130,131.5,120.5,19.3,20.2,13.7
５人以上,F 電気・ガス・熱供給・水道業,平成31,2019,2月,17.7,17.9,16.4,156.8,160.4,134.3,134.3,136.8,118.4,22.5,23.6,15.9
５人以上,F 電気・ガス・熱供給・水道業,平成31,2019,3月,18.2,18.4,16.7,160.4,163.7,139,137.5,140.1,120.9,22.9,23.6,18.1
５人以上,F 電気・ガス・熱供給・水道業,平成31,2019,4月,17.6,17.6,17.6,149.7,151.1,140.7,133,133.9,127.1,16.7,17.2,13.6
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,5月,17.8,18,17.2,151.9,154.6,137.5,133.7,135.4,124.5,18.2,19.2,13
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,7月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,8月,17.9,18,17.6,147.1,149.2,137.3,134,135.4,127.3,13.1,13.8,10
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,9月,17.4,17.6,16.8,147.4,150.3,133.4,129.5,131.2,121.6,17.9,19.1,11.8
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,10月,19.3,19.5,18.7,163.1,166.6,147.8,143.2,145,135.4,19.9,21.6,12.4
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,11月,18.3,18.4,17.9,152.8,155.4,140.6,136.8,138.5,128.9,16,16.9,11.7
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,12月,18.2,18.3,17.5,148.2,151,134.7,135.6,137.6,126.1,12.6,13.4,8.6
５人以上,G 情報通信業,平成26,2014,年平均,19,19.3,18.2,163.3,167.1,151.3,144.1,146.8,135.6,19.2,20.3,15.7
５人以上,G 情報通信業,平成27,2015,年平均,18.8,19.1,18,162.7,167.3,149,143.7,146.6,134.9,19,20.7,14.1
５人以上,G 情報通信業,平成28,2016,年平均,18.8,19.1,18.1,161.7,165.7,149.8,143.2,146,135,18.5,19.7,14.8
５人以上,G 情報通信業,平成29,2017,年平均,18.9,19.1,18.2,160.9,164.7,149.8,144.2,147,136.2,16.7,17.7,13.6
５人以上,G 情報通信業,平成30,2018,年平均,18.7,18.9,18.1,156.6,160.2,147.2,142.5,145.5,134.6,14.1,14.7,12.6
５人以上,G 情報通信業,平成31・令和元,2019,年平均,18.5,18.7,17.9,156.8,160.6,146.4,140.5,143.3,132.8,16.3,17.3,13.6
５人以上,G 情報通信業,平成31,2019,1月,16.9,17.2,16.2,143.5,147.3,132,129.1,132.2,119.8,14.4,15.1,12.2
５人以上,G 情報通信業,平成31,2019,2月,18,18.2,17.3,152.6,156.3,141.6,136.9,139.7,128.6,15.7,16.6,13
５人以上,G 情報通信業,平成31,2019,3月,18.5,18.8,17.7,157.2,161.3,145,140.9,144.1,131.3,16.3,17.2,13.7
５人以上,G 情報通信業,平成31,2019,4月,19.2,19.4,18.6,163.4,166.8,153.3,147.1,149.8,139,16.3,17,14.3
５人以上,G 情報通信業,令和元,2019,5月,17.9,18.1,17.2,151.7,155.4,140.9,137,140,128.3,14.7,15.4,12.6
５人以上,G 情報通信業,令和元,2019,6月,18.6,18.8,18.1,157.8,161.4,148.3,141.3,143.9,134.5,16.5,17.5,13.8
５人以上,G 情報通信業,令和元,2019,7月,19.7,19.9,19.1,166.5,170.4,156,149.2,151.9,141.9,17.3,18.5,14.1
５人以上,G 情報通信業,令和元,2019,8月,18.6,18.8,18.1,157.2,160.7,148,141,143.4,134.6,16.2,17.3,13.4
５人以上,G 情報通信業,令和元,2019,9月,17.7,17.9,17.1,151,154.5,141.7,133.7,136.1,127.3,17.3,18.4,14.4
５人以上,G 情報通信業,令和元,2019,10月,18.9,19.2,18.2,161,164.9,149.8,143.1,145.9,135.2,17.9,19,14.6
５人以上,G 情報通信業,令和元,2019,11月,18.9,19.1,18.3,160.1,163.8,149.8,143.5,146.2,136.1,16.6,17.6,13.7
５人以上,G 情報通信業,令和元,2019,12月,18.8,19,18.2,159.6,163.3,149.4,143.1,145.7,135.9,16.5,17.6,13.5
５人以上,"H 運輸業,郵便業",平成26,2014,年平均,19,19.3,18.1,164.1,171.6,133.5,144.3,149.6,122.9,19.8,22,10.6
５人以上,"H 運輸業,郵便業",平成27,2015,年平均,19.1,19.5,17.8,166.6,173.5,141,146.8,151.2,130.3,19.8,22.3,10.7
５人以上,"H 運輸業,郵便業",平成28,2016,年平均,19.2,19.5,17.9,166.4,172.9,140.9,147.5,151.7,131.2,18.9,21.2,9.7
５人以上,"H 運輸業,郵便業",平成29,2017,年平均,19.4,19.7,18.1,165.6,171.8,141.3,146.9,150.8,131.6,18.7,21,9.7
５人以上,"H 運輸業,郵便業",平成30,2018,年平均,19,19.4,17.3,157.3,164.4,130.3,139.4,144.3,120.8,17.9,20.1,9.5
５人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,18.7,19.2,17,159.9,168.5,132.1,139.6,145.1,121.7,20.3,23.4,10.4
５人以上,"H 運輸業,郵便業",平成31,2019,1月,17.6,18,16.2,151.2,159.4,127.3,132,137.2,116.7,19.2,22.2,10.6
５人以上,"H 運輸業,郵便業",平成31,2019,2月,18.5,19.1,16.7,159.5,168.5,129.8,138.7,144.5,119.4,20.8,24,10.4
５人以上,"H 運輸業,郵便業",平成31,2019,3月,18.5,19,16.8,159.8,168.4,129.3,138.6,144,119.7,21.2,24.4,9.6
５人以上,"H 運輸業,郵便業",平成31,2019,4月,19.1,19.7,17.1,164.4,173.9,133.1,142.7,149,122.1,21.7,24.9,11
５人以上,"H 運輸業,郵便業",令和元,2019,5月,18.2,18.7,16.6,156.6,164.4,129.9,136.7,141.6,119.8,19.9,22.8,10.1
５人以上,"H 運輸業,郵便業",令和元,2019,6月,19.2,19.8,17.4,163.2,172,134,143.3,149,124.5,19.9,23,9.5
５人以上,"H 運輸業,郵便業",令和元,2019,7月,19.2,19.6,17.9,162.8,169.8,139.1,143.7,148,129,19.1,21.8,10.1
５人以上,"H 運輸業,郵便業",令和元,2019,8月,18.7,19.1,17.3,159.2,166.9,134.1,140,144.9,124.1,19.2,22,10
５人以上,"H 運輸業,郵便業",令和元,2019,9月,18.3,18.9,16.4,156.1,165.2,127.1,136.4,142.4,117.3,19.7,22.8,9.8
５人以上,"H 運輸業,郵便業",令和元,2019,10月,18.9,19.3,17.4,161.7,169.5,137.4,141,146.1,125.1,20.7,23.4,12.3
５人以上,"H 運輸業,郵便業",令和元,2019,11月,19,19.6,16.9,162,171.5,131.1,141.3,147.5,121.2,20.7,24,9.9
５人以上,"H 運輸業,郵便業",令和元,2019,12月,18.9,19.5,17,162.8,172.5,133.2,141,147.1,122.3,21.8,25.4,10.9
５人以上,"I 卸売業,小売業",平成26,2014,年平均,18.5,19.2,17.8,142.3,154.4,127.8,134.4,144.7,122.1,7.9,9.7,5.7
５人以上,"I 卸売業,小売業",平成27,2015,年平均,18.3,19.1,17.2,141.3,154.1,124.7,132.8,143.5,119,8.5,10.6,5.7
５人以上,"I 卸売業,小売業",平成28,2016,年平均,18.2,18.9,17.2,139.6,151.5,123.9,131.5,141.3,118.7,8.1,10.2,5.2
５人以上,"I 卸売業,小売業",平成29,2017,年平均,18.2,18.9,17.1,141.2,153.8,124.8,133,143.5,119.4,8.2,10.3,5.4
５人以上,"I 卸売業,小売業",平成30,2018,年平均,18.1,18.8,17.1,140.1,151.7,124.9,131.7,141.6,118.9,8.4,10.1,6
５人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,17.7,18.5,16.7,138.4,151,122.1,129.7,140.1,116.2,8.7,10.9,5.9
５人以上,"I 卸売業,小売業",平成31,2019,1月,16.6,17.2,15.8,129.1,139.9,115.5,120.6,129.2,109.8,8.5,10.7,5.7
５人以上,"I 卸売業,小売業",平成31,2019,2月,17.5,18.2,16.6,135,147.6,119.6,126.5,136.8,114,8.5,10.8,5.6
５人以上,"I 卸売業,小売業",平成31,2019,3月,17.6,18.4,16.6,137.3,150,121.1,128.5,139,115.1,8.8,11,6
５人以上,"I 卸売業,小売業",平成31,2019,4月,18.1,18.8,17.1,140.9,153.5,124.7,131.8,142.3,118.2,9.1,11.2,6.5
５人以上,"I 卸売業,小売業",令和元,2019,5月,17.3,17.9,16.5,134.7,145.5,120.9,125.9,134.6,114.7,8.8,10.9,6.2
５人以上,"I 卸売業,小売業",令和元,2019,6月,18.3,19,17.4,142.2,154.1,127.1,133.6,143.3,121.2,8.6,10.8,5.9
５人以上,"I 卸売業,小売業",令和元,2019,7月,18.5,19.4,17.4,145.5,159.6,126.6,136.6,148.3,121,8.9,11.3,5.6
５人以上,"I 卸売業,小売業",令和元,2019,8月,17.4,18.1,16.6,136.8,148.8,121,128.3,138.2,115.4,8.5,10.6,5.6
５人以上,"I 卸売業,小売業",令和元,2019,9月,17.5,18.2,16.6,137.5,149.9,121.4,129,139.3,115.5,8.5,10.6,5.9
５人以上,"I 卸売業,小売業",令和元,2019,10月,17.8,18.7,16.7,140.3,154,122.6,131.2,142.8,116.2,9.1,11.2,6.4
５人以上,"I 卸売業,小売業",令和元,2019,11月,18.1,19,16.9,142,155.7,123.7,133,144.6,117.6,9,11.1,6.1
５人以上,"I 卸売業,小売業",令和元,2019,12月,17.8,18.7,16.7,139.8,153,122.1,131.1,142.2,116.2,8.7,10.8,5.9
５人以上,"J 金融業,保険業",平成26,2014,年平均,18.8,19.4,18.1,154.4,164.3,143.3,137.4,144.5,129.5,17,19.8,13.8
５人以上,"J 金融業,保険業",平成27,2015,年平均,18.4,18.9,17.7,153.1,164.8,139.2,134.6,141.7,126.2,18.5,23.1,13
５人以上,"J 金融業,保険業",平成28,2016,年平均,18.3,19,17.6,152.4,163.8,139.1,134.7,141.9,126.3,17.7,21.9,12.8
５人以上,"J 金融業,保険業",平成29,2017,年平均,18.6,19.1,18,153.7,164.1,141.2,136.3,142.6,128.7,17.4,21.5,12.5
５人以上,"J 金融業,保険業",平成30,2018,年平均,18.8,19.3,18.3,153.1,162.6,142.7,137.5,143.9,130.5,15.6,18.7,12.2
５人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,18.3,18.7,17.9,149,156.5,140.4,132.3,136.8,127.1,16.7,19.7,13.3
５人以上,"J 金融業,保険業",平成31,2019,1月,17.4,17.8,17,139.5,145.5,132.8,124.7,128.8,120.1,14.8,16.7,12.7
５人以上,"J 金融業,保険業",平成31,2019,2月,17.6,17.9,17.2,140.8,146.9,133.7,125.9,130,121.1,14.9,16.9,12.6
５人以上,"J 金融業,保険業",平成31,2019,3月,18.2,18.6,17.8,147.4,153.2,140.7,131.1,134.8,126.8,16.3,18.4,13.9
５人以上,"J 金融業,保険業",平成31,2019,4月,18.6,19.1,18,151.9,158.7,144.2,134.9,139.5,129.7,17,19.2,14.5
５人以上,"J 金融業,保険業",令和元,2019,5月,17.8,18.2,17.3,145.4,151.9,138.1,129.4,133.6,124.7,16,18.3,13.4
５人以上,"J 金融業,保険業",令和元,2019,6月,18.4,18.8,17.9,150.7,159.7,141.1,133.5,138.5,128.1,17.2,21.2,13
５人以上,"J 金融業,保険業",令和元,2019,7月,19.8,20.2,19.4,160.8,170.3,150.4,142.9,148.6,136.7,17.9,21.7,13.7
５人以上,"J 金融業,保険業",令和元,2019,8月,18.6,18.8,18.3,151.1,158.9,142.3,133.7,137.8,129.1,17.4,21.1,13.2
５人以上,"J 金融業,保険業",令和元,2019,9月,17.5,17.8,17.3,143.3,151.2,134.5,126.6,130.9,121.8,16.7,20.3,12.7
５人以上,"J 金融業,保険業",令和元,2019,10月,18.7,19.1,18.2,152.6,161.8,142.3,135.3,141.1,128.8,17.3,20.7,13.5
５人以上,"J 金融業,保険業",令和元,2019,11月,18.6,18.9,18.2,152,160.3,142.9,134.1,138.8,129,17.9,21.5,13.9
５人以上,"J 金融業,保険業",令和元,2019,12月,18.7,18.9,18.3,151.7,160.1,142.3,134.8,139.7,129.3,16.9,20.4,13
５人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,19.2,19.5,18.5,154,160.1,141.4,141.2,145.8,131.6,12.8,14.3,9.8
５人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,19,19.7,17.8,154.4,163.7,135.9,140.3,147.5,126,14.1,16.2,9.9
５人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,19.1,19.8,17.9,155,164.2,137.8,141.4,148.5,128.2,13.6,15.7,9.6
５人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,18.9,19.5,17.9,155.1,163.9,138.5,140.9,147.4,128.7,14.2,16.5,9.8
５人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,18.8,19.4,17.7,152.6,161.6,137,139.2,146.2,127,13.4,15.4,10
５人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,18.3,18.9,17.3,148.3,156.8,134.1,134.5,140.4,124.6,13.8,16.4,9.5
５人以上,"K 不動産業,物品賃貸業",平成31,2019,1月,17.3,17.9,16.2,140.5,149.4,124.8,127.5,134,116.1,13,15.4,8.7
５人以上,"K 不動産業,物品賃貸業",平成31,2019,2月,18.1,18.7,17,147.2,156,132.4,133.3,139.4,123,13.9,16.6,9.4
５人以上,"K 不動産業,物品賃貸業",平成31,2019,3月,18.9,19.4,17.9,154.3,162.7,139.5,139.5,145.8,128.3,14.8,16.9,11.2
５人以上,"K 不動産業,物品賃貸業",平成31,2019,4月,19,19.5,18.1,154.8,162.6,141.8,140.2,146,130.5,14.6,16.6,11.3
５人以上,"K 不動産業,物品賃貸業",令和元,2019,5月,17.8,18.4,16.8,144.7,152.9,130.6,131.1,137.1,120.9,13.6,15.8,9.7
５人以上,"K 不動産業,物品賃貸業",令和元,2019,6月,19,19.6,17.8,154,163.2,138.3,140,146.6,128.7,14,16.6,9.6
５人以上,"K 不動産業,物品賃貸業",令和元,2019,7月,19.1,19.6,18.1,152.8,161.7,137.9,138.9,145.2,128.3,13.9,16.5,9.6
５人以上,"K 不動産業,物品賃貸業",令和元,2019,8月,17.8,18.3,16.8,143,151.3,129.3,130.1,135.7,120.9,12.9,15.6,8.4
５人以上,"K 不動産業,物品賃貸業",令和元,2019,9月,18,18.5,17.2,145.8,153.8,132.8,132.1,137.1,124,13.7,16.7,8.8
５人以上,"K 不動産業,物品賃貸業",令和元,2019,10月,18.3,18.8,17.5,148.4,156.7,134.6,133.9,139.1,125.1,14.5,17.6,9.5
５人以上,"K 不動産業,物品賃貸業",令和元,2019,11月,18.6,19.1,17.6,150.2,158.4,136.5,135.9,141.4,126.8,14.3,17,9.7
５人以上,"K 不動産業,物品賃貸業",令和元,2019,12月,17.9,18.5,17,144.2,152.3,130.9,131.4,137,122.2,12.8,15.3,8.7
５人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,19.5,19.9,18.5,165.2,171.9,149.9,144.8,148.5,136.2,20.4,23.4,13.7
５人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,18.6,19.1,17.6,154.4,160.7,141.3,139.3,143.6,130.3,15.1,17.1,11
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,18.6,19,17.6,153.1,158.8,141.2,137.8,141.8,129.4,15.3,17,11.8
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,年平均,18.7,19.1,17.6,155.6,161.4,143.1,139.5,143.5,130.8,16.1,17.9,12.3
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,18.6,19,17.7,153,159.3,140.6,138.9,143.6,129.6,14.1,15.7,11
５人以上,"L 学術研究,専門・技術サービス業",平成31・令和元,2019,年平均,18.3,18.7,17.6,151,156.3,141.3,136.7,140.8,129.2,14.3,15.5,12.1
