事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,"C 鉱業,採石業,砂利採取業",平成27,2015,年平均,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,18.8,154.8,135.1,19.7,12.1,82.9,82.5,0.4
５人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,18.6,154.8,136,18.8,17.8,129.2,129,0.2
５人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,1月,18,147.6,128.1,19.5,17.1,114.5,114.5,－
５人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,2月,18.2,153.6,133.9,19.7,16.2,114,114,－
５人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,3月,19.1,171.2,149.9,21.3,17.7,133,131.2,1.8
５人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,4月,18.8,157.2,138.5,18.7,18.7,138.7,138.7,－
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,5月,18.7,154.5,136.6,17.9,18.4,137.3,137.3,－
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,7月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,8月,18.7,152.3,135.3,17,19,138,138,－
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,9月,17,140.4,122.3,18.1,15.8,117.4,117.4,－
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,10月,18.7,153.2,133.6,19.6,17.5,129.5,129.5,－
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,11月,18.6,153.8,135.4,18.4,18.5,123.8,123.8,－
５人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,12月,18.5,150.4,133.2,17.2,18.5,135.6,135.6,－
５人以上,D 建設業,平成26,2014,年平均,20.6,176.6,155.6,21,16.3,123.9,122.9,1
５人以上,D 建設業,平成27,2015,年平均,20.3,175.6,156.5,19.1,15.8,99.7,97.5,2.2
５人以上,D 建設業,平成28,2016,年平均,20.6,177.5,159.7,17.8,14.7,101.7,98.7,3
５人以上,D 建設業,平成29,2017,年平均,20.7,180.1,158.8,21.3,14,85.3,83.7,1.6
５人以上,D 建設業,平成30,2018,年平均,20.8,180.3,158.4,21.9,12.3,77.9,76.9,1
５人以上,D 建設業,平成31・令和元,2019,年平均,20.1,172.3,151,21.3,14,95.1,92.2,2.9
５人以上,D 建設業,平成31,2019,1月,18.2,152,132.5,19.5,12.4,85.3,83.3,2
５人以上,D 建設業,平成31,2019,2月,20.3,172.5,150.9,21.6,13.3,92,89.5,2.5
５人以上,D 建設業,平成31,2019,3月,20.4,174,151.3,22.7,14.1,96.9,94.2,2.7
５人以上,D 建設業,平成31,2019,4月,21.3,184.3,159.1,25.2,14.1,93,91.2,1.8
５人以上,D 建設業,令和元,2019,5月,19,163.3,141.6,21.7,12.3,79.5,76.9,2.6
５人以上,D 建設業,令和元,2019,6月,20.8,176.7,156.4,20.3,14.2,94.2,91.8,2.4
５人以上,D 建設業,令和元,2019,7月,21.3,181.6,160.8,20.8,15.2,101.1,98.1,3
５人以上,D 建設業,令和元,2019,8月,19.6,168.9,149.1,19.8,14,92.6,89.8,2.8
５人以上,D 建設業,令和元,2019,9月,19.7,169.1,148.1,21,14.2,96.3,91.9,4.4
５人以上,D 建設業,令和元,2019,10月,19.9,172.4,151.1,21.3,14.2,99.4,95.3,4.1
５人以上,D 建設業,令和元,2019,11月,20.7,179.5,157.3,22.2,14.9,106.4,102.8,3.6
５人以上,D 建設業,令和元,2019,12月,20.3,173.3,153.4,19.9,15.1,106.6,102.8,3.8
５人以上,E 製造業,平成26,2014,年平均,19.1,160.5,147.3,13.2,17.1,121.3,113.3,8
５人以上,E 製造業,平成27,2015,年平均,19.2,161.8,148.8,13,16.3,108.8,105.2,3.6
５人以上,E 製造業,平成28,2016,年平均,19.2,161.1,148.8,12.3,16.1,106.5,102.9,3.6
５人以上,E 製造業,平成29,2017,年平均,19.3,161.6,149.4,12.2,15.7,103.5,100.3,3.2
５人以上,E 製造業,平成30,2018,年平均,19.3,163.5,149.6,13.9,15.9,109,105,4
５人以上,E 製造業,平成31・令和元,2019,年平均,18.8,158.2,145.1,13.1,16.1,107.7,104,3.7
５人以上,E 製造業,平成31,2019,1月,16.7,142.2,129.6,12.6,13.7,93.8,89.3,4.5
５人以上,E 製造業,平成31,2019,2月,18.9,160.5,145.7,14.8,16.6,110.7,106.7,4
５人以上,E 製造業,平成31,2019,3月,18.9,160.1,145.4,14.7,16.3,109.6,105.5,4.1
５人以上,E 製造業,平成31,2019,4月,19.5,165.1,150.5,14.6,16.5,112.5,107.6,4.9
５人以上,E 製造業,令和元,2019,5月,17.7,149.2,136.3,12.9,14.4,97.3,93.6,3.7
５人以上,E 製造業,令和元,2019,6月,19.6,164.8,151.8,13,17.2,116.8,113.1,3.7
５人以上,E 製造業,令和元,2019,7月,19.8,165,152.6,12.4,16.7,112.5,108.6,3.9
５人以上,E 製造業,令和元,2019,8月,18.5,155.2,142.9,12.3,15.9,106,102.8,3.2
５人以上,E 製造業,令和元,2019,9月,18.4,154.6,142.2,12.4,16.3,105.7,103.4,2.3
５人以上,E 製造業,令和元,2019,10月,18.8,157.1,145,12.1,15.9,105.8,102.7,3.1
５人以上,E 製造業,令和元,2019,11月,19.5,162.6,150.2,12.4,16.7,111.8,108.6,3.2
５人以上,E 製造業,令和元,2019,12月,19.2,161.4,148.4,13,16.6,109.7,106.4,3.3
５人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,18.8,163.9,142,21.9,15.7,119.7,119,0.7
５人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,18.6,161.6,145.2,16.4,14.1,109,108,1
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,18.7,164.1,146.2,17.9,14.6,114.2,113.2,1
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,18.8,162.9,148.4,14.5,15.6,122.4,119.9,2.5
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,18.5,158.9,143.4,15.5,15.8,107.1,106,1.1
５人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,18.2,155.3,137.3,18,15,99.1,98.4,0.7
５人以上,F 電気・ガス・熱供給・水道業,平成31,2019,1月,17.3,150.6,130.8,19.8,14.8,95.6,95.2,0.4
５人以上,F 電気・ガス・熱供給・水道業,平成31,2019,2月,17.8,158.2,135.1,23.1,15.2,101.2,100.9,0.3
５人以上,F 電気・ガス・熱供給・水道業,平成31,2019,3月,18.3,161.8,138.4,23.4,15.2,101.3,100.8,0.5
５人以上,F 電気・ガス・熱供給・水道業,平成31,2019,4月,17.6,150.9,133.8,17.1,15.1,99.2,98.4,0.8
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,5月,17.9,153.3,134.7,18.6,13.8,89.8,89.1,0.7
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,7月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,8月,18,148.4,135,13.4,14.6,95.8,95.2,0.6
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,9月,17.5,148.8,130.5,18.3,13.9,90.8,90,0.8
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,10月,19.4,164.6,144.2,20.4,16.1,103.3,102,1.3
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,11月,18.4,154.2,137.9,16.3,14.7,94.5,93.7,0.8
５人以上,F 電気・ガス・熱供給・水道業,令和元,2019,12月,18.2,149.6,136.7,12.9,15.1,97,96.3,0.7
５人以上,G 情報通信業,平成26,2014,年平均,19.2,165.5,145.9,19.6,13.4,89.1,84,5.1
５人以上,G 情報通信業,平成27,2015,年平均,19.1,165.5,145.8,19.7,14,96.3,93,3.3
５人以上,G 情報通信業,平成28,2016,年平均,19,164.2,145.2,19,13.2,86.4,83.5,2.9
５人以上,G 情報通信業,平成29,2017,年平均,19.1,163.6,146.4,17.2,12.9,84.3,82.1,2.2
５人以上,G 情報通信業,平成30,2018,年平均,19,159.8,145.2,14.6,12.3,81.9,79.7,2.2
５人以上,G 情報通信業,平成31・令和元,2019,年平均,18.7,160,143.2,16.8,11.8,74.8,72.2,2.6
５人以上,G 情報通信業,平成31,2019,1月,17.2,146.5,131.7,14.8,11.4,74.3,69.1,5.2
５人以上,G 情報通信業,平成31,2019,2月,18.3,155.8,139.6,16.2,11.5,73,70.5,2.5
５人以上,G 情報通信業,平成31,2019,3月,18.8,160.8,143.9,16.9,10.7,68.4,66.7,1.7
５人以上,G 情報通信業,平成31,2019,4月,19.5,166.7,149.8,16.9,11.4,74,72.5,1.5
５人以上,G 情報通信業,令和元,2019,5月,18.1,154.5,139.4,15.1,10.8,68.4,66.6,1.8
５人以上,G 情報通信業,令和元,2019,6月,18.9,160.8,143.8,17,12.4,78.9,76.8,2.1
５人以上,G 情報通信業,令和元,2019,7月,20,169.8,151.9,17.9,12.7,79.2,76.9,2.3
５人以上,G 情報通信業,令和元,2019,8月,18.9,160.4,143.6,16.8,11.6,73.4,71.6,1.8
５人以上,G 情報通信業,令和元,2019,9月,17.9,153.8,135.9,17.9,12,76.8,74.5,2.3
５人以上,G 情報通信業,令和元,2019,10月,19.2,164.2,145.7,18.5,12.1,76.6,74.4,2.2
５人以上,G 情報通信業,令和元,2019,11月,19.2,163.7,146.5,17.2,11.9,75.2,72.3,2.9
５人以上,G 情報通信業,令和元,2019,12月,19,162.7,145.7,17,12.4,78.8,74.9,3.9
５人以上,"H 運輸業,郵便業",平成26,2014,年平均,19.5,177.8,155.7,22.1,16.8,102.9,93.5,9.4
５人以上,"H 運輸業,郵便業",平成27,2015,年平均,19.6,175,153.7,21.3,15.4,108.8,99.1,9.7
５人以上,"H 運輸業,郵便業",平成28,2016,年平均,19.6,173.6,153.7,19.9,15.4,109.9,99,10.9
５人以上,"H 運輸業,郵便業",平成29,2017,年平均,19.8,171.6,152.1,19.5,16.4,117.9,105.8,12.1
５人以上,"H 運輸業,郵便業",平成30,2018,年平均,19.7,166.9,147.4,19.5,15.1,102.9,94,8.9
５人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,19.3,168.9,146.8,22.1,14.5,102.9,93.9,9
５人以上,"H 運輸業,郵便業",平成31,2019,1月,18,159.1,138.3,20.8,14.6,102,92.4,9.6
５人以上,"H 運輸業,郵便業",平成31,2019,2月,19,167.5,145,22.5,15.2,105,95.7,9.3
５人以上,"H 運輸業,郵便業",平成31,2019,3月,19.1,168.9,145.9,23,14.5,105.2,95,10.2
５人以上,"H 運輸業,郵便業",平成31,2019,4月,19.7,172.4,149.1,23.3,14.6,105.4,96,9.4
５人以上,"H 運輸業,郵便業",令和元,2019,5月,18.8,164.4,142.9,21.5,14.2,102.2,93.4,8.8
５人以上,"H 運輸業,郵便業",令和元,2019,6月,19.8,171.9,150.4,21.5,14.9,101.4,93.1,8.3
５人以上,"H 運輸業,郵便業",令和元,2019,7月,20.1,173.5,152.4,21.1,14.4,100.8,93.1,7.7
５人以上,"H 運輸業,郵便業",令和元,2019,8月,19.6,170.6,149.3,21.3,13.5,95.9,88.6,7.3
５人以上,"H 運輸業,郵便業",令和元,2019,9月,19,165.9,144.1,21.8,13.9,99.4,91.5,7.9
５人以上,"H 運輸業,郵便業",令和元,2019,10月,19.6,170.6,148.2,22.4,14.1,102.2,92.6,9.6
５人以上,"H 運輸業,郵便業",令和元,2019,11月,19.6,171.1,148.6,22.5,14.8,104,94.9,9.1
５人以上,"H 運輸業,郵便業",令和元,2019,12月,19.4,171,147.4,23.6,15.4,112.1,101.3,10.8
５人以上,"I 卸売業,小売業",平成26,2014,年平均,20,163.7,153.5,10.2,15.3,92.6,90.3,2.3
５人以上,"I 卸売業,小売業",平成27,2015,年平均,19.7,163.5,152.5,11,15,92.2,89.4,2.8
５人以上,"I 卸売業,小売業",平成28,2016,年平均,19.7,160.8,150.4,10.4,14.9,91.9,89.1,2.8
５人以上,"I 卸売業,小売業",平成29,2017,年平均,19.7,162.4,152.2,10.2,14.6,90.9,87.6,3.3
５人以上,"I 卸売業,小売業",平成30,2018,年平均,19.6,161.5,151.1,10.4,14.4,87.2,83.9,3.3
５人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,19.1,157.9,147.1,10.8,14.3,89.4,85.7,3.7
５人以上,"I 卸売業,小売業",平成31,2019,1月,17.6,146.5,136.2,10.3,14,85.5,81.7,3.8
５人以上,"I 卸売業,小売業",平成31,2019,2月,18.8,155.4,144.8,10.6,14.2,85.8,82.4,3.4
５人以上,"I 卸売業,小売業",平成31,2019,3月,19.1,157.9,147,10.9,13.9,86.5,83,3.5
５人以上,"I 卸売業,小売業",平成31,2019,4月,19.6,161.7,150.4,11.3,14.4,89.9,86.1,3.8
５人以上,"I 卸売業,小売業",令和元,2019,5月,18.4,151.8,141.2,10.6,14.4,88.9,84.9,4
５人以上,"I 卸売業,小売業",令和元,2019,6月,19.7,162.3,151.8,10.5,14.6,90.9,87,3.9
５人以上,"I 卸売業,小売業",令和元,2019,7月,20.1,166.2,155,11.2,14.4,89.6,87.1,2.5
５人以上,"I 卸売業,小売業",令和元,2019,8月,18.7,154.7,144.4,10.3,14.3,91.2,87.5,3.7
５人以上,"I 卸売業,小売業",令和元,2019,9月,18.8,155.5,145.1,10.4,14.3,92.3,88.5,3.8
５人以上,"I 卸売業,小売業",令和元,2019,10月,19.3,159.7,148.6,11.1,14.1,90.1,86.3,3.8
５人以上,"I 卸売業,小売業",令和元,2019,11月,19.6,162.4,151.4,11,14.2,90,86.1,3.9
５人以上,"I 卸売業,小売業",令和元,2019,12月,19.2,159.2,148.5,10.7,14.3,91.5,87.7,3.8
５人以上,"J 金融業,保険業",平成26,2014,年平均,19.1,159.8,141.5,18.3,15.7,102.1,97.9,4.2
５人以上,"J 金融業,保険業",平成27,2015,年平均,18.7,159,138.9,20.1,14.6,91.7,90,1.7
５人以上,"J 金融業,保険業",平成28,2016,年平均,18.7,158.3,139,19.3,14.4,90.2,89.1,1.1
５人以上,"J 金融業,保険業",平成29,2017,年平均,18.9,158.6,139.8,18.8,15.1,96.5,95.6,0.9
５人以上,"J 金融業,保険業",平成30,2018,年平均,19.1,157.1,140.4,16.7,15.5,101.8,100.1,1.7
５人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,18.4,151.5,134.1,17.4,15.7,97.7,95.4,2.3
５人以上,"J 金融業,保険業",平成31,2019,1月,17.5,141.4,126.1,15.3,14.6,92,89.9,2.1
５人以上,"J 金融業,保険業",平成31,2019,2月,17.7,142.6,127.2,15.4,15.3,94.6,92.3,2.3
５人以上,"J 金融業,保険業",平成31,2019,3月,18.3,149.4,132.5,16.9,15.5,99.1,96.5,2.6
５人以上,"J 金融業,保険業",平成31,2019,4月,18.7,154,136.4,17.6,16,100.4,98,2.4
５人以上,"J 金融業,保険業",令和元,2019,5月,17.9,147.4,130.9,16.5,15.2,95.4,93.3,2.1
５人以上,"J 金融業,保険業",令和元,2019,6月,18.5,153.6,135.6,18,15.7,97.5,95.1,2.4
５人以上,"J 金融業,保険業",令和元,2019,7月,20,164,145.2,18.8,16.8,103.5,101.3,2.2
５人以上,"J 金融業,保険業",令和元,2019,8月,18.7,153.9,135.7,18.2,16.1,98.7,96.5,2.2
５人以上,"J 金融業,保険業",令和元,2019,9月,17.7,146.1,128.6,17.5,15.1,92.6,90.5,2.1
５人以上,"J 金融業,保険業",令和元,2019,10月,18.9,155.6,137.5,18.1,15.6,96,93.9,2.1
５人以上,"J 金融業,保険業",令和元,2019,11月,18.7,155.2,136.4,18.8,15.9,98.6,96.2,2.4
５人以上,"J 金融業,保険業",令和元,2019,12月,18.8,154.6,136.9,17.7,16.3,101.6,99.3,2.3
５人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,19.8,165.1,150.9,14.2,15.7,94.3,89.3,5
５人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,19.9,167.9,152,15.9,14.6,88.6,83,5.6
５人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,19.9,166.8,151.7,15.1,14.4,85.5,80.9,4.6
５人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,19.9,167.6,151.7,15.9,13.7,85.6,80.8,4.8
５人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,19.7,165.5,150.1,15.4,13.7,79.9,77.5,2.4
５人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,19.3,162.8,146.6,16.2,13.7,80.7,77.8,2.9
５人以上,"K 不動産業,物品賃貸業",平成31,2019,1月,18.1,152.8,137.6,15.2,13.3,77.8,76,1.8
５人以上,"K 不動産業,物品賃貸業",平成31,2019,2月,18.8,159,142.9,16.1,13.9,81.4,79.7,1.7
５人以上,"K 不動産業,物品賃貸業",平成31,2019,3月,19.6,167,149.8,17.2,14.2,80.2,79.3,0.9
５人以上,"K 不動産業,物品賃貸業",平成31,2019,4月,19.9,169.1,151.9,17.2,14,80.1,78.8,1.3
５人以上,"K 不動産業,物品賃貸業",令和元,2019,5月,18.6,157.4,141.5,15.9,13.4,76.8,75.6,1.2
５人以上,"K 不動産業,物品賃貸業",令和元,2019,6月,19.8,167.6,151.3,16.3,14.6,81.8,79.8,2
５人以上,"K 不動産業,物品賃貸業",令和元,2019,7月,20.3,169.6,153.2,16.4,13.9,83.3,79.8,3.5
５人以上,"K 不動産業,物品賃貸業",令和元,2019,8月,18.8,158.1,143,15.1,13.3,79.6,76,3.6
５人以上,"K 不動産業,物品賃貸業",令和元,2019,9月,19.1,161.3,145.4,15.9,13.5,80.7,76.1,4.6
５人以上,"K 不動産業,物品賃貸業",令和元,2019,10月,19.5,164.3,147.5,16.8,13.5,82.3,77,5.3
５人以上,"K 不動産業,物品賃貸業",令和元,2019,11月,19.7,166.4,149.6,16.8,13.6,80.8,77.3,3.5
５人以上,"K 不動産業,物品賃貸業",令和元,2019,12月,19.1,160.1,145,15.1,13.5,83.1,79.2,3.9
５人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,19.7,168.7,147.4,21.3,13.7,91.4,88.6,2.8
５人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,19,159.2,143.1,16.1,13.4,90.5,88.3,2.2
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,19,157.8,141.5,16.3,13.4,90.8,88.9,1.9
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,年平均,19,160.7,143.4,17.3,14.5,101.2,97.7,3.5
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,19.1,159.8,144.5,15.3,12.6,80.7,78.9,1.8
５人以上,"L 学術研究,専門・技術サービス業",平成31・令和元,2019,年平均,18.9,156.9,141.6,15.3,12.1,81.8,79.1,2.7
５人以上,"L 学術研究,専門・技術サービス業",平成31,2019,1月,17.3,144.6,130.5,14.1,10.6,71.8,69.3,2.5
５人以上,"L 学術研究,専門・技術サービス業",平成31,2019,2月,18.8,157.5,141.7,15.8,13,87.9,85.1,2.8
５人以上,"L 学術研究,専門・技術サービス業",平成31,2019,3月,19.1,158.3,142.4,15.9,13.3,90,86.4,3.6
５人以上,"L 学術研究,専門・技術サービス業",平成31,2019,4月,19.3,160.7,145.3,15.4,12.8,86.9,83.2,3.7
５人以上,"L 学術研究,専門・技術サービス業",令和元,2019,5月,18.3,153.5,137.6,15.9,11.8,78.3,75.4,2.9
５人以上,"L 学術研究,専門・技術サービス業",令和元,2019,6月,19.4,160.2,145.1,15.1,13.1,87.9,85,2.9
５人以上,"L 学術研究,専門・技術サービス業",令和元,2019,7月,20.1,165.9,151.9,14,13,87.9,85.6,2.3
５人以上,"L 学術研究,専門・技術サービス業",令和元,2019,8月,18.7,154.3,140.8,13.5,11.9,81.3,78.9,2.4
５人以上,"L 学術研究,専門・技術サービス業",令和元,2019,9月,18.1,151.2,136,15.2,11.6,78.7,76.2,2.5
５人以上,"L 学術研究,専門・技術サービス業",令和元,2019,10月,19.5,162.8,146,16.8,11.3,75.5,73.1,2.4
５人以上,"L 学術研究,専門・技術サービス業",令和元,2019,11月,19.1,159.3,143,16.3,11.8,79.6,76.9,2.7
５人以上,"L 学術研究,専門・技術サービス業",令和元,2019,12月,18.6,155.2,139.3,15.9,11.7,78.4,75.9,2.5
５人以上,"M 宿泊業,飲食サービス業",平成26,2014,年平均,21.2,183.4,166.1,17.3,13.2,77.8,75.1,2.7
５人以上,"M 宿泊業,飲食サービス業",平成27,2015,年平均,21.4,185,168.1,16.9,13.1,78.4,75.2,3.2
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,年平均,21.5,189,170.9,18.1,12.8,76.9,73.6,3.3
５人以上,"M 宿泊業,飲食サービス業",平成29,2017,年平均,21.3,188.2,167.5,20.7,12.7,75.4,72.8,2.6
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,年平均,21.2,189.6,168.1,21.5,12.4,74.4,71.4,3
５人以上,"M 宿泊業,飲食サービス業",平成31・令和元,2019,年平均,20.5,181.9,162.7,19.2,11.7,69.8,66.5,3.3
５人以上,"M 宿泊業,飲食サービス業",平成31,2019,1月,19.8,178.2,159.7,18.5,11.3,68.2,65.1,3.1
５人以上,"M 宿泊業,飲食サービス業",平成31,2019,2月,19.7,177.5,158.4,19.1,11.3,67.9,64.4,3.5
５人以上,"M 宿泊業,飲食サービス業",平成31,2019,3月,19.9,179,160,19,11.7,71,67.5,3.5
５人以上,"M 宿泊業,飲食サービス業",平成31,2019,4月,20.8,186.1,165.5,20.6,11.8,71.2,68.1,3.1
５人以上,"M 宿泊業,飲食サービス業",令和元,2019,5月,20.4,183.1,163.9,19.2,11.9,71,68,3
５人以上,"M 宿泊業,飲食サービス業",令和元,2019,6月,20.7,185.7,166.5,19.2,11.9,69.6,66.7,2.9
５人以上,"M 宿泊業,飲食サービス業",令和元,2019,7月,20.9,183.2,164,19.2,12,70.4,67,3.4
５人以上,"M 宿泊業,飲食サービス業",令和元,2019,8月,21,184.8,165.5,19.3,11.7,70.8,67,3.8
５人以上,"M 宿泊業,飲食サービス業",令和元,2019,9月,20.4,179.6,160.4,19.2,11.5,69.7,66.1,3.6
５人以上,"M 宿泊業,飲食サービス業",令和元,2019,10月,20.7,181.4,163.1,18.3,11.5,68.2,65,3.2
５人以上,"M 宿泊業,飲食サービス業",令和元,2019,11月,21,185.8,166.3,19.5,11.7,69.4,66,3.4
５人以上,"M 宿泊業,飲食サービス業",令和元,2019,12月,20.1,177.7,158.9,18.8,11.8,70.8,67.4,3.4
５人以上,"N 生活関連サービス業,娯楽業",平成26,2014,年平均,20,168.4,157.1,11.3,14.6,95,90.4,4.6
５人以上,"N 生活関連サービス業,娯楽業",平成27,2015,年平均,20.7,174.5,162.5,12,14.4,91.7,87.7,4
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,年平均,20.7,169.8,160.1,9.7,14.2,93.5,91.5,2
５人以上,"N 生活関連サービス業,娯楽業",平成29,2017,年平均,20.6,171.2,159.1,12.1,12.9,84.8,83.8,1
５人以上,"N 生活関連サービス業,娯楽業",平成30,2018,年平均,20.5,169.7,156.1,13.6,12.9,79.2,77.9,1.3
５人以上,"N 生活関連サービス業,娯楽業",平成31・令和元,2019,年平均,20.1,166.8,154.5,12.3,11.9,68.1,66.6,1.5
５人以上,"N 生活関連サービス業,娯楽業",平成31,2019,1月,19,157.4,145.4,12,11.9,69.7,67.6,2.1
５人以上,"N 生活関連サービス業,娯楽業",平成31,2019,2月,19.3,159.9,147.8,12.1,12.3,70.3,68.8,1.5
５人以上,"N 生活関連サービス業,娯楽業",平成31,2019,3月,19.8,163.9,151.6,12.3,12.4,71.1,69.7,1.4
５人以上,"N 生活関連サービス業,娯楽業",平成31,2019,4月,20.6,169.9,156.7,13.2,12.9,74.6,72.7,1.9
５人以上,"N 生活関連サービス業,娯楽業",令和元,2019,5月,20,164.7,152.6,12.1,12.4,72.4,70.4,2
５人以上,"N 生活関連サービス業,娯楽業",令和元,2019,6月,20.6,169.4,157.1,12.3,12.4,70.5,69,1.5
５人以上,"N 生活関連サービス業,娯楽業",令和元,2019,7月,21,175.6,162.1,13.5,12,67.9,67,0.9
５人以上,"N 生活関連サービス業,娯楽業",令和元,2019,8月,20.3,169.4,156.9,12.5,11.6,67.7,66.4,1.3
５人以上,"N 生活関連サービス業,娯楽業",令和元,2019,9月,20,167.3,155,12.3,11.4,64.8,63.6,1.2
