事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,令和元,2019,6月,971752,1186577,640429,417986,492329,303328,383492,34494,553766,694248,337101
500人以上,令和元,2019,7月,621082,762579,401839,419794,494409,304182,385806,33988,201288,268170,97657
500人以上,令和元,2019,8月,430656,507585,311450,419112,493815,303354,384223,34889,11544,13770,8096
500人以上,令和元,2019,9月,444267,524013,320205,420010,494191,304606,387588,32422,24257,29822,15599
500人以上,令和元,2019,10月,446145,528605,321420,422731,499961,305916,389311,33420,23414,28644,15504
500人以上,令和元,2019,11月,476579,563483,344606,420039,497988,301664,383464,36575,56540,65495,42942
500人以上,令和元,2019,12月,1094181,1342901,709990,419787,495490,302850,384946,34841,674394,847411,407140
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成31年・令和元年年報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,,
