種別,地域階層,地域,和暦（年度）,西暦（年度）,生徒数（人）,生徒数／男（人）,生徒数／女（人）,生徒数／本科（人）,生徒数／本科／男（人）,生徒数／本科／女（人）,生徒数／本科／全日制（人）,生徒数／本科／全日制／男（人）,生徒数／本科／全日制／女（人）,生徒数／本科／全日制／１学年／男（人）,生徒数／本科／全日制／１学年／女（人）,生徒数／本科／全日制／２学年／男（人）,生徒数／本科／全日制／２学年／女（人）,生徒数／本科／全日制／３学年／男（人）,生徒数／本科／全日制／３学年／女（人）,生徒数／本科／定時制（人）,生徒数／本科／定時制／男（人）,生徒数／本科／定時制／女（人）,生徒数／本科／定時制／１学年／男（人）,生徒数／本科／定時制／１学年／女（人）,生徒数／本科／定時制／２学年／男（人）,生徒数／本科／定時制／２学年／女（人）,生徒数／本科／定時制／３学年／男（人）,生徒数／本科／定時制／３学年／女（人）,生徒数／本科／定時制／４学年／男（人）,生徒数／本科／定時制／４学年／女（人）,生徒数／専攻科／男（人）,生徒数／専攻科／女（人）,生徒数／別科／男（人）,生徒数／別科／女（人）,本科の帰国生徒数（再掲）（人）
公立,0,総数,令和4,2022,124723,62797,61926,124723,62797,61926,115059,57703,57356,19852,19456,18750,18673,19101,19227,9664,5094,4570,1411,1404,1352,1194,1459,1332,872,640,－,－,－,－,74
公立,0,総数,令和5,2023,123957,62367,61590,123957,62367,61590,114311,57395,56916,20220,20048,19026,18849,18149,18019,9646,4972,4674,1482,1528,1395,1358,1313,1112,782,676,－,－,－,－,82
公立,1,区部,令和5,2023,76425,37739,38686,76425,37739,38686,68985,34005,34980,12042,12352,11186,11517,10777,11111,7440,3734,3706,1130,1196,1039,1064,947,873,618,573,－,－,－,－,76
公立,2,千代田区,令和5,2023,1623,826,797,1623,826,797,972,516,456,176,152,172,152,168,152,651,310,341,113,126,95,97,70,75,32,43,－,－,－,－,－
公立,2,中央区,令和5,2023,807,237,570,807,237,570,807,237,570,84,196,77,192,76,182,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,3
公立,2,港区,令和5,2023,1943,788,1155,1943,788,1155,1333,602,731,223,273,196,210,183,248,610,186,424,47,126,48,127,61,101,30,70,－,－,－,－,12
公立,2,新宿区,令和5,2023,3092,1358,1734,3092,1358,1734,2393,1010,1383,339,463,334,457,337,463,699,348,351,101,122,95,110,92,79,60,40,－,－,－,－,3
公立,2,文京区,令和5,2023,2393,994,1399,2393,994,1399,2117,875,1242,286,446,304,420,285,376,276,119,157,28,41,27,43,37,40,27,33,－,－,－,－,1
公立,2,台東区,令和5,2023,3089,1558,1531,3089,1558,1531,2568,1287,1281,421,425,437,433,429,423,521,271,250,106,89,62,75,76,72,27,14,－,－,－,－,－
公立,2,墨田区,令和5,2023,3394,1531,1863,3394,1531,1863,3338,1494,1844,552,651,468,581,474,612,56,37,19,10,7,9,4,13,6,5,2,－,－,－,－,1
公立,2,江東区,令和5,2023,5205,2714,2491,5205,2714,2491,4552,2410,2142,854,758,782,685,774,699,653,304,349,76,111,98,87,76,101,54,50,－,－,－,－,1
公立,2,品川区,令和5,2023,2442,1312,1130,2442,1312,1130,2372,1268,1104,432,398,439,353,397,353,70,44,26,9,7,10,5,11,6,14,8,－,－,－,－,－
公立,2,目黒区,令和5,2023,2390,1015,1375,2390,1015,1375,2390,1015,1375,340,485,353,437,322,453,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,50
公立,2,大田区,令和5,2023,4375,2317,2058,4375,2317,2058,4312,2272,2040,802,697,744,709,726,634,63,45,18,6,5,12,5,11,3,16,5,－,－,－,－,－
公立,2,世田谷区,令和5,2023,5682,2586,3096,5682,2586,3096,4965,2242,2723,812,978,720,896,710,849,717,344,373,94,112,79,110,94,81,77,70,－,－,－,－,－
公立,2,渋谷区,令和5,2023,2008,963,1045,2008,963,1045,2008,963,1045,325,368,343,365,295,312,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,中野区,令和5,2023,3213,1677,1536,3213,1677,1536,2396,1229,1167,417,414,418,377,394,376,817,448,369,130,110,125,104,127,97,66,58,－,－,－,－,2
公立,2,杉並区,令和5,2023,4654,2307,2347,4654,2307,2347,4098,1995,2103,684,731,662,708,649,664,556,312,244,108,79,83,60,82,65,39,40,－,－,－,－,2
公立,2,豊島区,令和5,2023,2553,1044,1509,2553,1044,1509,2523,1029,1494,364,521,325,508,340,465,30,15,15,3,4,2,5,7,2,3,4,－,－,－,－,－
公立,2,北区,令和5,2023,2468,897,1571,2468,897,1571,1811,583,1228,242,423,178,412,163,393,657,314,343,100,79,86,84,79,106,49,74,－,－,－,－,1
公立,2,荒川区,令和5,2023,1013,629,384,1013,629,384,982,601,381,227,163,197,128,177,90,31,28,3,2,－,9,2,12,1,5,－,－,－,－,－,－
公立,2,板橋区,令和5,2023,4213,2344,1869,4213,2344,1869,4109,2266,1843,821,652,722,603,723,588,104,78,26,19,2,13,6,22,8,24,10,－,－,－,－,－
公立,2,練馬区,令和5,2023,5255,2636,2619,5255,2636,2619,5255,2636,2619,961,908,847,863,828,848,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,足立区,令和5,2023,5562,3120,2442,5562,3120,2442,5020,2848,2172,1021,799,949,711,878,662,542,272,270,120,141,124,104,13,8,15,17,－,－,－,－,－
公立,2,葛飾区,令和5,2023,3255,1721,1534,3255,1721,1534,3034,1567,1467,578,528,538,474,451,465,221,154,67,40,21,31,14,40,14,43,18,－,－,－,－,－
公立,2,江戸川区,令和5,2023,5796,3165,2631,5796,3165,2631,5630,3060,2570,1081,923,981,843,998,804,166,105,61,18,14,31,22,24,8,32,17,－,－,－,－,－
公立,1,市部,令和5,2023,46385,24094,22291,46385,24094,22291,44246,22904,21342,8022,7469,7665,7164,7217,6709,2139,1190,949,342,330,348,286,356,237,144,96,－,－,－,－,6
公立,2,八王子市,令和5,2023,6555,3222,3333,6555,3222,3333,5643,2714,2929,945,1057,918,981,851,891,912,508,404,163,146,162,137,145,101,38,20,－,－,－,－,－
公立,2,立川市,令和5,2023,1546,804,742,1546,804,742,949,509,440,171,151,177,142,161,147,597,295,302,82,109,92,87,93,88,28,18,－,－,－,－,－
公立,2,武蔵野市,令和5,2023,1041,521,520,1041,521,520,1041,521,520,166,190,178,173,177,157,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,三鷹市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,青梅市,令和5,2023,1311,612,699,1311,612,699,1150,517,633,163,231,174,206,180,196,161,95,66,22,21,27,15,30,18,16,12,－,－,－,－,－
公立,2,府中市,令和5,2023,3729,2050,1679,3729,2050,1679,3664,2018,1646,676,582,692,547,650,517,65,32,33,8,9,8,7,9,7,7,10,－,－,－,－,－
公立,2,昭島市,令和5,2023,1702,874,828,1702,874,828,1702,874,828,306,290,283,280,285,258,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2
公立,2,調布市,令和5,2023,2324,1153,1171,2324,1153,1171,2293,1133,1160,385,413,373,377,375,370,31,20,11,8,4,3,1,2,－,7,6,－,－,－,－,－
公立,2,町田市,令和5,2023,4844,2559,2285,4844,2559,2285,4734,2495,2239,894,780,825,765,776,694,110,64,46,19,15,12,13,21,9,12,9,－,－,－,－,－
公立,2,小金井市,令和5,2023,1394,883,511,1394,883,511,1338,828,510,284,171,264,174,280,165,56,55,1,15,－,16,1,12,－,12,－,－,－,－,－,－
公立,2,小平市,令和5,2023,2475,1150,1325,2475,1150,1325,2475,1150,1325,391,452,373,448,386,425,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,日野市,令和5,2023,2842,1507,1335,2842,1507,1335,2842,1507,1335,522,472,506,441,479,422,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,東村山市,令和5,2023,1157,591,566,1157,591,566,1157,591,566,214,224,202,161,175,181,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,国分寺市,令和5,2023,950,463,487,950,463,487,950,463,487,161,158,154,163,148,166,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2
公立,2,国立市,令和5,2023,1603,744,859,1603,744,859,1570,721,849,254,278,240,282,227,289,33,23,10,6,6,5,2,11,1,1,1,－,－,－,－,－
公立,2,福生市,令和5,2023,1316,859,457,1316,859,457,1261,824,437,274,161,272,156,278,120,55,35,20,8,7,7,4,10,6,10,3,－,－,－,－,1
公立,2,狛江市,令和5,2023,952,487,465,952,487,465,952,487,465,159,162,167,152,161,151,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,東大和市,令和5,2023,1656,896,760,1656,896,760,1656,896,760,327,230,285,269,284,261,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,清瀬市,令和5,2023,823,393,430,823,393,430,823,393,430,157,163,126,143,110,124,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,東久留米市,令和5,2023,1402,730,672,1402,730,672,1303,680,623,243,231,247,220,190,172,99,50,49,9,10,13,19,19,7,9,13,－,－,－,－,－
公立,2,武蔵村山市,令和5,2023,1422,661,761,1422,661,761,1422,661,761,249,268,225,272,187,221,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1
公立,2,多摩市,令和5,2023,876,439,437,876,439,437,876,439,437,160,160,154,152,125,125,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,稲城市,令和5,2023,674,229,445,674,229,445,674,229,445,96,141,82,146,51,158,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,羽村市,令和5,2023,596,302,294,596,302,294,596,302,294,112,119,94,83,96,92,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,あきる野市,令和5,2023,925,590,335,925,590,335,905,577,328,212,103,208,102,157,123,20,13,7,2,3,3,－,4,－,4,4,－,－,－,－,－
公立,2,西東京市,令和5,2023,2270,1375,895,2270,1375,895,2270,1375,895,501,282,446,329,428,284,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,1,郡部,令和5,2023,532,161,371,532,161,371,490,129,361,47,130,41,105,41,126,42,32,10,9,2,4,4,6,1,13,3,－,－,－,－,－
公立,2,瑞穂町,令和5,2023,532,161,371,532,161,371,490,129,361,47,130,41,105,41,126,42,32,10,9,2,4,4,6,1,13,3,－,－,－,－,－
公立,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,1,島部,令和5,2023,615,373,242,615,373,242,590,357,233,109,97,134,63,114,73,25,16,9,1,－,4,4,4,1,7,4,－,－,－,－,－
公立,2,大島町,令和5,2023,302,203,99,302,203,99,293,195,98,57,42,73,27,65,29,9,8,1,－,－,3,－,2,－,3,1,－,－,－,－,－
公立,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,新島村,令和5,2023,34,20,14,34,20,14,34,20,14,5,6,9,5,6,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,神津島村,令和5,2023,46,23,23,46,23,23,46,23,23,5,9,10,4,8,10,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,三宅村,令和5,2023,24,18,6,24,18,6,24,18,6,5,2,9,－,4,4,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,八丈町,令和5,2023,148,75,73,148,75,73,132,67,65,24,22,24,20,19,23,16,8,8,1,－,1,4,2,1,4,3,－,－,－,－,－
