種別,地域階層,地域,和暦（年度）,西暦（年度）,職員数（本務者）（人）,職員数（本務者）／男（人）,職員数（本務者）／女（人）,職員数（本務者）／負担法による者（公立）／事務職員／男（人）,職員数（本務者）／負担法による者（公立）／事務職員／女（人）,職員数（本務者）／負担法による者（公立）／学校栄養職員／男（人）,職員数（本務者）／負担法による者（公立）／学校栄養職員／女（人）,職員数（本務者）／その他の者／「教員数（本務者）」以外の職員／男（人）,職員数（本務者）／その他の者／「教員数（本務者）」以外の職員／女（人）,職員数（本務者）／その他の者／事務職員／男（人）,職員数（本務者）／その他の者／事務職員／女（人）,職員数（本務者）／その他の者／学校図書館事務員／男（人）,職員数（本務者）／その他の者／学校図書館事務員／女（人）,職員数（本務者）／その他の者／養護職員（看護師等）／男（人）,職員数（本務者）／その他の者／養護職員（看護師等）／女（人）,職員数（本務者）／その他の者／学校栄養職員／男（人）,職員数（本務者）／その他の者／学校栄養職員／女（人）,職員数（本務者）／その他の者／学校給食調理従事者／男（人）,職員数（本務者）／その他の者／学校給食調理従事者／女（人）,職員数（本務者）／その他の者／用務員／男（人）,職員数（本務者）／その他の者／用務員／女（人）,職員数（本務者）／その他の者／警備員・その他／男（人）,職員数（本務者）／その他の者／警備員・その他／女（人）
総数（国・公・私立）,2,東村山市,令和5,2023,24,1,23,1,8,－,－,－,－,－,－,－,－,－,－,－,15,－,－,－,－,－,－
総数（国・公・私立）,2,国分寺市,令和5,2023,25,9,16,2,4,－,－,－,－,1,1,－,－,－,1,－,8,－,2,5,－,1,－
総数（国・公・私立）,2,国立市,令和5,2023,14,5,9,3,5,－,－,－,－,2,4,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,福生市,令和5,2023,10,7,3,4,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,3,－,－,－
総数（国・公・私立）,2,狛江市,令和5,2023,10,1,9,－,5,1,1,－,－,－,－,－,－,－,－,－,3,－,－,－,－,－,－
総数（国・公・私立）,2,東大和市,令和5,2023,7,2,5,2,5,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,清瀬市,令和5,2023,11,1,10,－,－,－,3,－,－,－,－,－,－,－,－,－,－,1,6,－,－,－,1
総数（国・公・私立）,2,東久留米市,令和5,2023,18,5,13,4,8,－,2,－,－,1,2,－,－,－,－,－,－,－,1,－,－,－,－
総数（国・公・私立）,2,武蔵村山市,令和5,2023,4,3,1,3,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,多摩市,令和5,2023,24,13,11,4,11,－,－,－,－,－,－,－,－,－,－,－,－,－,－,9,－,－,－
総数（国・公・私立）,2,稲城市,令和5,2023,12,3,9,3,9,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,羽村市,令和5,2023,6,3,3,3,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,あきる野市,令和5,2023,13,4,9,2,8,－,－,－,－,1,－,－,1,－,－,－,－,－,－,1,－,－,－
総数（国・公・私立）,2,西東京市,令和5,2023,60,17,43,6,13,－,11,－,－,－,－,－,－,－,－,－,11,3,6,8,2,－,－
総数（国・公・私立）,1,郡部,令和5,2023,14,8,6,8,3,－,－,－,－,－,3,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,瑞穂町,令和5,2023,5,4,1,4,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,日の出町,令和5,2023,6,1,5,1,2,－,－,－,－,－,3,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,檜原村,令和5,2023,1,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,奥多摩町,令和5,2023,2,2,－,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,1,島部,令和5,2023,28,7,21,6,9,－,8,－,－,－,－,－,－,－,－,－,－,1,4,－,－,－,－
総数（国・公・私立）,2,大島町,令和5,2023,4,1,3,1,2,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,利島村,令和5,2023,4,－,4,－,1,－,1,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－,－
総数（国・公・私立）,2,新島村,令和5,2023,4,1,3,1,1,－,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,神津島村,令和5,2023,2,1,1,1,－,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,三宅村,令和5,2023,2,－,2,－,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,御蔵島村,令和5,2023,3,2,1,1,－,－,－,－,－,－,－,－,－,－,－,－,－,1,1,－,－,－,－
総数（国・公・私立）,2,八丈町,令和5,2023,4,1,3,1,2,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,青ヶ島村,令和5,2023,3,－,3,－,1,－,1,－,－,－,－,－,－,－,－,－,－,－,1,－,－,－,－
総数（国・公・私立）,2,小笠原村,令和5,2023,2,1,1,1,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,0,総数,平成30,2018,3698,1559,2139,537,644,18,469,－,－,26,65,－,－,－,－,5,222,274,284,682,442,17,13
公立,0,総数,令和元,2019,3566,1484,2082,528,660,18,459,－,－,32,54,－,－,－,－,5,221,236,252,654,423,11,13
公立,0,総数,令和2,2020,3458,1456,2002,521,665,16,450,－,－,42,46,－,－,－,－,5,215,214,191,640,423,18,12
公立,0,総数,令和3,2021,3401,1418,1983,526,671,18,454,－,－,41,56,－,2,－,－,5,236,186,169,628,381,14,14
公立,0,総数,令和4,2022,3254,1327,1927,516,673,10,456,－,－,38,66,－,－,－,－,6,249,178,147,570,322,9,14
公立,0,総数,令和5,2023,3138,1237,1901,499,694,11,459,－,－,35,59,－,－,－,－,5,249,156,125,523,304,8,11
公立,1,区部,令和5,2023,2110,829,1281,341,447,7,393,－,－,29,46,－,－,－,－,1,65,59,27,384,292,8,11
公立,2,千代田区,令和5,2023,15,9,6,6,2,－,3,－,－,－,－,－,－,－,－,－,－,－,－,3,1,－,－
公立,2,中央区,令和5,2023,60,16,44,2,14,－,－,－,－,1,－,－,－,－,－,－,7,－,－,13,13,－,10
公立,2,港区,令和5,2023,95,48,47,9,10,1,9,－,－,2,5,－,－,－,－,－,1,－,－,36,22,－,－
公立,2,新宿区,令和5,2023,67,31,36,13,17,1,14,－,－,－,－,－,－,－,－,－,－,－,－,17,5,－,－
公立,2,文京区,令和5,2023,48,17,31,6,14,－,8,－,－,－,－,－,－,－,－,1,6,－,－,10,3,－,－
公立,2,台東区,令和5,2023,28,5,23,5,14,－,8,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,墨田区,令和5,2023,30,2,28,－,－,－,7,－,－,－,－,－,－,－,－,－,18,－,－,2,3,－,－
公立,2,江東区,令和5,2023,83,22,61,13,32,2,19,－,－,－,－,－,－,－,－,－,－,－,－,5,10,2,－
公立,2,品川区,令和5,2023,60,16,44,10,21,－,18,－,－,－,1,－,－,－,－,－,－,－,－,6,4,－,－
公立,2,目黒区,令和5,2023,62,20,42,7,15,－,10,－,－,－,－,－,－,－,－,－,11,－,－,13,5,－,1
公立,2,大田区,令和5,2023,144,66,78,25,34,1,33,－,－,－,－,－,－,－,－,－,－,－,－,34,11,6,－
公立,2,世田谷区,令和5,2023,239,115,124,32,29,－,31,－,－,18,19,－,－,－,－,－,－,－,－,65,45,－,－
公立,2,渋谷区,令和5,2023,92,56,36,10,8,－,10,－,－,3,3,－,－,－,－,－,5,15,1,28,9,－,－
公立,2,中野区,令和5,2023,61,18,43,9,12,－,12,－,－,5,16,－,－,－,－,－,－,－,－,4,3,－,－
公立,2,杉並区,令和5,2023,101,47,54,18,23,1,20,－,－,－,－,－,－,－,－,－,－,12,4,16,7,－,－
公立,2,豊島区,令和5,2023,45,12,33,11,11,－,10,－,－,－,－,－,－,－,－,－,10,－,－,1,2,－,－
公立,2,北区,令和5,2023,78,25,53,10,25,1,14,－,－,－,－,－,－,－,－,－,－,－,－,14,14,－,－
公立,2,荒川区,令和5,2023,61,23,38,12,13,－,12,－,－,－,－,－,－,－,－,－,－,－,－,11,13,－,－
公立,2,板橋区,令和5,2023,123,58,65,28,24,－,20,－,－,－,1,－,－,－,－,－,－,5,4,25,16,－,－
公立,2,練馬区,令和5,2023,167,72,95,26,39,－,33,－,－,－,－,－,－,－,－,－,－,23,14,23,9,－,－
公立,2,足立区,令和5,2023,105,32,73,32,34,－,39,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,葛飾区,令和5,2023,100,38,62,25,21,－,28,－,－,－,－,－,－,－,－,－,－,4,4,9,9,－,－
公立,2,江戸川区,令和5,2023,246,81,165,32,35,－,35,－,－,－,－,－,－,－,－,－,7,－,－,49,88,－,－
公立,1,市部,令和5,2023,986,393,593,144,235,4,58,－,－,6,10,－,－,－,－,4,184,96,94,139,12,－,－
公立,2,八王子市,令和5,2023,179,70,109,27,39,－,－,－,－,－,－,－,－,－,－,－,55,11,15,32,－,－,－
公立,2,立川市,令和5,2023,59,37,22,2,9,－,－,－,－,－,－,－,－,－,－,－,8,25,3,10,2,－,－
公立,2,武蔵野市,令和5,2023,15,8,7,7,6,－,－,－,－,－,－,－,－,－,－,1,1,－,－,－,－,－,－
公立,2,三鷹市,令和5,2023,51,16,35,7,10,－,－,－,－,－,－,－,－,－,－,－,19,－,－,9,6,－,－
公立,2,青梅市,令和5,2023,29,14,15,5,11,－,1,－,－,－,3,－,－,－,－,－,－,－,－,9,－,－,－
公立,2,府中市,令和5,2023,24,7,17,5,17,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－
公立,2,昭島市,令和5,2023,36,19,17,5,8,1,－,－,－,－,3,－,－,－,－,－,3,7,3,6,－,－,－
公立,2,調布市,令和5,2023,83,39,44,8,12,－,4,－,－,－,－,－,－,－,－,1,17,14,11,16,－,－,－
公立,2,町田市,令和5,2023,127,46,81,21,21,1,19,－,－,6,4,－,－,－,－,－,21,12,14,6,2,－,－
公立,2,小金井市,令和5,2023,33,16,17,2,2,1,2,－,－,－,－,－,－,－,－,－,6,6,7,7,－,－,－
公立,2,小平市,令和5,2023,60,10,50,9,10,－,8,－,－,－,－,－,－,－,－,－,9,1,23,－,－,－,－
公立,2,日野市,令和5,2023,70,44,26,9,7,－,7,－,－,－,－,－,－,－,－,2,8,16,4,17,－,－,－
公立,2,東村山市,令和5,2023,24,1,23,1,8,－,－,－,－,－,－,－,－,－,－,－,15,－,－,－,－,－,－
公立,2,国分寺市,令和5,2023,21,7,14,2,4,－,－,－,－,－,－,－,－,－,－,－,8,－,2,5,－,－,－
公立,2,国立市,令和5,2023,8,3,5,3,5,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,福生市,令和5,2023,10,7,3,4,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,3,－,－,－
公立,2,狛江市,令和5,2023,10,1,9,－,5,1,1,－,－,－,－,－,－,－,－,－,3,－,－,－,－,－,－
公立,2,東大和市,令和5,2023,7,2,5,2,5,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,清瀬市,令和5,2023,10,1,9,－,－,－,3,－,－,－,－,－,－,－,－,－,－,1,6,－,－,－,－
公立,2,東久留米市,令和5,2023,14,4,10,4,8,－,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,武蔵村山市,令和5,2023,4,3,1,3,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,多摩市,令和5,2023,24,13,11,4,11,－,－,－,－,－,－,－,－,－,－,－,－,－,－,9,－,－,－
公立,2,稲城市,令和5,2023,12,3,9,3,9,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,羽村市,令和5,2023,6,3,3,3,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,あきる野市,令和5,2023,10,2,8,2,8,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,西東京市,令和5,2023,60,17,43,6,13,－,11,－,－,－,－,－,－,－,－,－,11,3,6,8,2,－,－
公立,1,郡部,令和5,2023,14,8,6,8,3,－,－,－,－,－,3,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,瑞穂町,令和5,2023,5,4,1,4,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,日の出町,令和5,2023,6,1,5,1,2,－,－,－,－,－,3,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,檜原村,令和5,2023,1,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,奥多摩町,令和5,2023,2,2,－,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,1,島部,令和5,2023,28,7,21,6,9,－,8,－,－,－,－,－,－,－,－,－,－,1,4,－,－,－,－
公立,2,大島町,令和5,2023,4,1,3,1,2,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,利島村,令和5,2023,4,－,4,－,1,－,1,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－,－
公立,2,新島村,令和5,2023,4,1,3,1,1,－,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,神津島村,令和5,2023,2,1,1,1,－,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,三宅村,令和5,2023,2,－,2,－,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,御蔵島村,令和5,2023,3,2,1,1,－,－,－,－,－,－,－,－,－,－,－,－,－,1,1,－,－,－,－
公立,2,八丈町,令和5,2023,4,1,3,1,2,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,青ヶ島村,令和5,2023,3,－,3,－,1,－,1,－,－,－,－,－,－,－,－,－,－,－,1,－,－,－,－
公立,2,小笠原村,令和5,2023,2,1,1,1,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,0,総数,平成30,2018,295,100,195,…,…,…,…,…,…,79,126,－,12,－,8,－,11,－,20,11,6,10,12
私立,0,総数,令和元,2019,302,96,206,…,…,…,…,…,…,77,130,－,11,－,9,－,11,－,28,9,4,10,13
私立,0,総数,令和2,2020,286,89,197,…,…,…,…,…,…,70,128,－,10,－,10,－,10,－,25,9,5,10,9
私立,0,総数,令和3,2021,298,93,205,…,…,…,…,…,…,73,135,－,9,－,9,－,10,－,29,11,5,9,8
私立,0,総数,令和4,2022,286,93,193,…,…,…,…,…,…,72,133,－,9,－,9,－,10,2,22,11,3,8,7
私立,0,総数,令和5,2023,293,89,204,…,…,…,…,…,…,70,139,－,8,－,8,－,13,2,22,9,5,8,9
私立,1,区部,令和5,2023,200,60,140,…,…,…,…,…,…,46,87,－,5,－,7,－,13,2,21,8,5,4,2
私立,2,千代田区,令和5,2023,12,4,8,…,…,…,…,…,…,2,7,－,－,－,－,－,－,－,－,2,1,－,－
私立,2,中央区,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,港区,令和5,2023,10,3,7,…,…,…,…,…,…,2,4,－,1,－,－,－,1,－,－,1,1,－,－
私立,2,新宿区,令和5,2023,15,6,9,…,…,…,…,…,…,2,2,－,－,－,1,－,2,－,4,3,－,1,－
私立,2,文京区,令和5,2023,4,－,4,…,…,…,…,…,…,－,4,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,台東区,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,墨田区,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,江東区,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,品川区,令和5,2023,1,1,－,…,…,…,…,…,…,1,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,目黒区,令和5,2023,9,3,6,…,…,…,…,…,…,3,5,－,－,－,－,－,－,－,－,－,1,－,－
私立,2,大田区,令和5,2023,7,3,4,…,…,…,…,…,…,3,4,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,世田谷区,令和5,2023,39,17,22,…,…,…,…,…,…,15,16,－,1,－,1,－,－,－,3,－,－,2,1
私立,2,渋谷区,令和5,2023,44,9,35,…,…,…,…,…,…,6,11,－,3,－,3,－,3,2,14,1,－,－,1
私立,2,中野区,令和5,2023,6,1,5,…,…,…,…,…,…,1,2,－,－,－,－,－,3,－,－,－,－,－,－
私立,2,杉並区,令和5,2023,12,2,10,…,…,…,…,…,…,2,6,－,－,－,－,－,4,－,－,－,－,－,－
私立,2,豊島区,令和5,2023,18,7,11,…,…,…,…,…,…,7,10,－,－,－,1,－,－,－,－,－,－,－,－
私立,2,北区,令和5,2023,14,3,11,…,…,…,…,…,…,1,9,－,－,－,－,－,－,－,－,1,2,1,－
私立,2,荒川区,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,板橋区,令和5,2023,4,－,4,…,…,…,…,…,…,－,4,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,練馬区,令和5,2023,4,1,3,…,…,…,…,…,…,1,2,－,－,－,1,－,－,－,－,－,－,－,－
私立,2,足立区,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,葛飾区,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,江戸川区,令和5,2023,1,－,1,…,…,…,…,…,…,－,1,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,市部,令和5,2023,93,29,64,…,…,…,…,…,…,24,52,－,3,－,1,－,－,－,1,1,－,4,7
私立,2,八王子市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,立川市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,武蔵野市,令和5,2023,38,9,29,…,…,…,…,…,…,7,22,－,1,－,－,－,－,－,－,－,－,2,6
私立,2,三鷹市,令和5,2023,3,－,3,…,…,…,…,…,…,－,2,－,1,－,－,－,－,－,－,－,－,－,－
私立,2,青梅市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,府中市,令和5,2023,6,2,4,…,…,…,…,…,…,2,4,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,昭島市,令和5,2023,5,3,2,…,…,…,…,…,…,3,2,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,調布市,令和5,2023,5,1,4,…,…,…,…,…,…,－,4,－,－,－,－,－,－,－,－,－,－,1,－
私立,2,町田市,令和5,2023,15,4,11,…,…,…,…,…,…,4,11,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小金井市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小平市,令和5,2023,3,3,－,…,…,…,…,…,…,3,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日野市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東村山市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,国分寺市,令和5,2023,4,2,2,…,…,…,…,…,…,1,1,－,－,－,1,－,－,－,－,－,－,1,－
私立,2,国立市,令和5,2023,6,2,4,…,…,…,…,…,…,2,4,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,福生市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,狛江市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東大和市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
