種別,地域階層,地域,和暦（年度）,西暦（年度）,職員数（本務者）（人）,職員数（本務者）／男（人）,職員数（本務者）／女（人）,職員数（本務者）／負担法による者（公立）／事務職員／男（人）,職員数（本務者）／負担法による者（公立）／事務職員／女（人）,職員数（本務者）／負担法による者（公立）／学校栄養職員／男（人）,職員数（本務者）／負担法による者（公立）／学校栄養職員／女（人）,職員数（本務者）／その他の者／「教員数（本務者）」以外の職員／男（人）,職員数（本務者）／その他の者／「教員数（本務者）」以外の職員／女（人）,職員数（本務者）／その他の者／事務職員／男（人）,職員数（本務者）／その他の者／事務職員／女（人）,職員数（本務者）／その他の者／学校図書館事務員／男（人）,職員数（本務者）／その他の者／学校図書館事務員／女（人）,職員数（本務者）／その他の者／養護職員（看護師等）／男（人）,職員数（本務者）／その他の者／養護職員（看護師等）／女（人）,職員数（本務者）／その他の者／学校栄養職員／男（人）,職員数（本務者）／その他の者／学校栄養職員／女（人）,職員数（本務者）／その他の者／学校給食調理従事者／男（人）,職員数（本務者）／その他の者／学校給食調理従事者／女（人）,職員数（本務者）／その他の者／用務員／男（人）,職員数（本務者）／その他の者／用務員／女（人）,職員数（本務者）／その他の者／警備員・その他／男（人）,職員数（本務者）／その他の者／警備員・その他／女（人）
総数（国・公・私立）,2,江戸川区,令和5,2023,121,46,75,13,19,2,19,－,－,－,3,－,－,－,－,－,2,－,－,31,31,－,1
総数（国・公・私立）,1,市部,令和5,2023,474,243,231,98,93,－,12,－,－,54,81,－,5,－,2,－,18,－,3,86,6,5,11
総数（国・公・私立）,2,八王子市,令和5,2023,79,53,26,22,15,－,－,－,－,8,10,－,－,－,－,－,－,－,－,22,－,1,1
総数（国・公・私立）,2,立川市,令和5,2023,13,10,3,2,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,8,－,－,－
総数（国・公・私立）,2,武蔵野市,令和5,2023,33,10,23,4,4,－,1,－,－,5,11,－,－,－,－,－,－,－,－,1,1,－,6
総数（国・公・私立）,2,三鷹市,令和5,2023,30,10,20,2,5,－,－,－,－,2,7,－,－,－,－,－,7,－,－,6,1,－,－
総数（国・公・私立）,2,青梅市,令和5,2023,19,14,5,7,4,－,－,－,－,－,1,－,－,－,－,－,－,－,－,7,－,－,－
総数（国・公・私立）,2,府中市,令和5,2023,19,7,12,1,10,－,－,－,－,3,2,－,－,－,－,－,－,－,－,3,－,－,－
総数（国・公・私立）,2,昭島市,令和5,2023,16,6,10,2,4,－,－,－,－,1,3,－,－,－,－,－,3,－,－,3,－,－,－
総数（国・公・私立）,2,調布市,令和5,2023,36,20,16,4,4,－,－,－,－,8,12,－,－,－,－,－,－,－,－,8,－,－,－
総数（国・公・私立）,2,町田市,令和5,2023,52,26,26,10,10,－,－,－,－,12,15,－,－,－,－,－,－,－,－,4,1,－,－
総数（国・公・私立）,2,小金井市,令和5,2023,19,4,15,－,4,－,－,－,－,2,4,－,1,－,－,－,5,－,－,－,－,2,1
総数（国・公・私立）,2,小平市,令和5,2023,13,6,7,4,4,－,－,－,－,2,3,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,日野市,令和5,2023,23,13,10,6,2,－,6,－,－,－,－,－,－,－,－,－,2,－,－,7,－,－,－
総数（国・公・私立）,2,東村山市,令和5,2023,10,6,4,2,2,－,－,－,－,3,2,－,－,－,－,－,－,－,－,1,－,－,－
総数（国・公・私立）,2,国分寺市,令和5,2023,12,8,4,3,－,－,－,－,－,3,2,－,1,－,1,－,－,－,－,2,－,－,－
総数（国・公・私立）,2,国立市,令和5,2023,10,3,7,－,3,－,－,－,－,1,3,－,1,－,－,－,－,－,－,1,－,1,－
総数（国・公・私立）,2,福生市,令和5,2023,5,3,2,1,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－
総数（国・公・私立）,2,狛江市,令和5,2023,3,－,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,3,－,－
総数（国・公・私立）,2,東大和市,令和5,2023,5,3,2,3,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,清瀬市,令和5,2023,13,7,6,7,1,－,4,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,東久留米市,令和5,2023,17,6,11,4,3,－,－,－,－,2,1,－,2,－,－,－,1,－,3,－,－,－,1
総数（国・公・私立）,2,武蔵村山市,令和5,2023,2,－,2,－,1,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,多摩市,令和5,2023,12,10,2,－,－,－,－,－,－,1,1,－,－,－,1,－,－,－,－,8,－,1,－
総数（国・公・私立）,2,稲城市,令和5,2023,8,5,3,5,1,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－,1
総数（国・公・私立）,2,羽村市,令和5,2023,3,3,－,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,あきる野市,令和5,2023,8,4,4,3,3,－,－,－,－,1,1,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,西東京市,令和5,2023,14,6,8,3,6,－,1,－,－,－,－,－,－,－,－,－,－,－,－,3,－,－,1
総数（国・公・私立）,1,郡部,令和5,2023,7,3,4,3,2,－,－,－,－,－,2,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,瑞穂町,令和5,2023,2,1,1,1,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,日の出町,令和5,2023,3,1,2,1,－,－,－,－,－,－,2,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,檜原村,令和5,2023,1,－,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,奥多摩町,令和5,2023,1,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,1,島部,令和5,2023,14,11,3,10,3,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,大島町,令和5,2023,3,2,1,2,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,利島村,令和5,2023,1,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,新島村,令和5,2023,2,2,－,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,神津島村,令和5,2023,1,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,三宅村,令和5,2023,1,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,御蔵島村,令和5,2023,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,八丈町,令和5,2023,3,2,1,2,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,小笠原村,令和5,2023,2,1,1,1,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,0,総数,平成30,2018,1486,680,806,287,285,11,202,－,－,34,79,－,－,－,－,－,39,50,33,268,168,30,－
公立,0,総数,令和元,2019,1412,640,772,283,288,10,207,－,－,35,78,－,－,－,－,－,38,39,20,247,141,26,－
公立,0,総数,令和2,2020,1387,619,768,274,307,7,207,－,－,34,69,－,－,－,－,－,36,30,17,247,132,27,－
公立,0,総数,令和3,2021,1344,591,753,273,306,6,209,－,－,30,64,－,1,－,－,－,39,21,15,240,117,21,2
公立,0,総数,令和4,2022,1292,576,716,280,302,11,208,－,－,29,58,－,－,－,－,－,37,19,11,219,100,18,－
公立,0,総数,令和5,2023,1244,559,685,283,300,14,198,－,－,27,59,－,－,－,－,－,33,14,6,205,89,16,－
公立,1,区部,令和5,2023,907,362,545,172,202,13,186,－,－,24,51,－,－,－,－,－,16,14,6,123,84,16,－
公立,2,千代田区,令和5,2023,4,1,3,－,2,－,1,－,－,－,－,－,－,－,－,－,－,－,－,1,－,－,－
公立,2,中央区,令和5,2023,11,7,4,3,1,－,－,－,－,2,2,－,－,－,－,－,－,－,－,2,1,－,－
公立,2,港区,令和5,2023,20,7,13,5,5,－,4,－,－,2,4,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,新宿区,令和5,2023,36,10,26,－,10,－,7,－,－,4,6,－,－,－,－,－,－,－,－,6,3,－,－
公立,2,文京区,令和5,2023,24,6,18,1,10,－,6,－,－,－,－,－,－,－,－,－,1,－,－,5,1,－,－
公立,2,台東区,令和5,2023,20,5,15,4,4,－,5,－,－,1,6,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,墨田区,令和5,2023,41,12,29,8,15,－,10,－,－,－,－,－,－,－,－,－,1,－,－,4,3,－,－
公立,2,江東区,令和5,2023,44,13,31,2,11,－,11,－,－,－,－,－,－,－,－,－,－,－,－,6,9,5,－
公立,2,品川区,令和5,2023,17,11,6,7,2,－,4,－,－,－,－,－,－,－,－,－,－,－,－,4,－,－,－
公立,2,目黒区,令和5,2023,22,6,16,3,6,1,4,－,－,－,－,－,－,－,－,－,4,－,－,2,2,－,－
公立,2,大田区,令和5,2023,57,33,24,17,12,4,9,－,－,－,－,－,－,－,－,－,－,－,－,10,3,2,－
公立,2,世田谷区,令和5,2023,54,33,21,21,8,1,5,－,－,2,8,－,－,－,－,－,－,－,－,－,－,9,－
公立,2,渋谷区,令和5,2023,44,27,17,6,2,－,4,－,－,4,3,－,－,－,－,－,4,5,1,12,3,－,－
公立,2,中野区,令和5,2023,26,10,16,4,6,－,6,－,－,5,4,－,－,－,－,－,－,－,－,1,－,－,－
公立,2,杉並区,令和5,2023,50,19,31,9,12,－,10,－,－,－,－,－,－,－,－,－,－,2,2,8,7,－,－
公立,2,豊島区,令和5,2023,33,17,16,5,3,1,3,－,－,－,－,－,－,－,－,－,4,－,－,11,6,－,－
公立,2,北区,令和5,2023,23,5,18,3,9,－,8,－,－,－,－,－,－,－,－,－,－,－,－,2,1,－,－
公立,2,荒川区,令和5,2023,27,8,19,5,5,－,7,－,－,－,－,－,－,－,－,－,－,－,－,3,7,－,－
公立,2,板橋区,令和5,2023,85,26,59,8,14,1,20,－,－,4,18,－,－,－,－,－,－,7,3,6,4,－,－
公立,2,練馬区,令和5,2023,49,19,30,18,16,1,14,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,足立区,令和5,2023,57,23,34,21,14,1,19,－,－,－,－,－,－,－,－,－,－,－,－,1,1,－,－
公立,2,葛飾区,令和5,2023,46,18,28,9,16,1,10,－,－,－,－,－,－,－,－,－,－,－,－,8,2,－,－
公立,2,江戸川区,令和5,2023,117,46,71,13,19,2,19,－,－,－,－,－,－,－,－,－,2,－,－,31,31,－,－
公立,1,市部,令和5,2023,316,183,133,98,93,－,12,－,－,3,6,－,－,－,－,－,17,－,－,82,5,－,－
公立,2,八王子市,令和5,2023,58,43,15,22,15,－,－,－,－,－,－,－,－,－,－,－,－,－,－,21,－,－,－
公立,2,立川市,令和5,2023,13,10,3,2,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,8,－,－,－
公立,2,武蔵野市,令和5,2023,9,4,5,4,4,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,三鷹市,令和5,2023,21,8,13,2,5,－,－,－,－,－,－,－,－,－,－,－,7,－,－,6,1,－,－
公立,2,青梅市,令和5,2023,19,14,5,7,4,－,－,－,－,－,1,－,－,－,－,－,－,－,－,7,－,－,－
公立,2,府中市,令和5,2023,14,4,10,1,10,－,－,－,－,－,－,－,－,－,－,－,－,－,－,3,－,－,－
公立,2,昭島市,令和5,2023,13,5,8,2,4,－,－,－,－,－,1,－,－,－,－,－,3,－,－,3,－,－,－
公立,2,調布市,令和5,2023,16,12,4,4,4,－,－,－,－,－,－,－,－,－,－,－,－,－,－,8,－,－,－
公立,2,町田市,令和5,2023,31,17,14,10,10,－,－,－,－,3,3,－,－,－,－,－,－,－,－,4,1,－,－
公立,2,小金井市,令和5,2023,9,－,9,－,4,－,－,－,－,－,－,－,－,－,－,－,5,－,－,－,－,－,－
公立,2,小平市,令和5,2023,8,4,4,4,4,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,日野市,令和5,2023,23,13,10,6,2,－,6,－,－,－,－,－,－,－,－,－,2,－,－,7,－,－,－
公立,2,東村山市,令和5,2023,4,2,2,2,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,国分寺市,令和5,2023,5,5,－,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－
公立,2,国立市,令和5,2023,3,－,3,－,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,福生市,令和5,2023,5,3,2,1,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－
公立,2,狛江市,令和5,2023,3,－,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,3,－,－
公立,2,東大和市,令和5,2023,5,3,2,3,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,清瀬市,令和5,2023,12,7,5,7,1,－,4,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,東久留米市,令和5,2023,7,4,3,4,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,武蔵村山市,令和5,2023,2,－,2,－,1,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,多摩市,令和5,2023,8,8,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,8,－,－,－
公立,2,稲城市,令和5,2023,6,5,1,5,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,羽村市,令和5,2023,3,3,－,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,あきる野市,令和5,2023,6,3,3,3,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,西東京市,令和5,2023,13,6,7,3,6,－,1,－,－,－,－,－,－,－,－,－,－,－,－,3,－,－,－
公立,1,郡部,令和5,2023,7,3,4,3,2,－,－,－,－,－,2,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,瑞穂町,令和5,2023,2,1,1,1,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,日の出町,令和5,2023,3,1,2,1,－,－,－,－,－,－,2,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,檜原村,令和5,2023,1,－,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,奥多摩町,令和5,2023,1,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,1,島部,令和5,2023,14,11,3,10,3,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,大島町,令和5,2023,3,2,1,2,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,利島村,令和5,2023,1,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,新島村,令和5,2023,2,2,－,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,神津島村,令和5,2023,1,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,三宅村,令和5,2023,1,1,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,御蔵島村,令和5,2023,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,八丈町,令和5,2023,3,2,1,2,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,小笠原村,令和5,2023,2,1,1,1,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,0,総数,平成30,2018,613,265,348,…,…,…,…,…,…,203,270,2,22,－,11,－,4,－,－,27,7,33,34
私立,0,総数,令和元,2019,629,273,356,…,…,…,…,…,…,212,272,3,22,－,8,－,4,－,2,26,7,32,41
私立,0,総数,令和2,2020,639,282,357,…,…,…,…,…,…,213,273,3,19,－,9,－,4,－,1,27,8,39,43
私立,0,総数,令和3,2021,642,275,367,…,…,…,…,…,…,207,280,2,23,－,9,－,4,－,2,30,5,36,44
私立,0,総数,令和4,2022,643,272,371,…,…,…,…,…,…,208,287,2,23,－,11,－,4,－,4,32,5,30,37
私立,0,総数,令和5,2023,645,267,378,…,…,…,…,…,…,207,289,2,22,－,12,－,4,－,3,28,5,30,43
私立,1,区部,令和5,2023,488,208,280,…,…,…,…,…,…,157,214,2,17,－,10,－,3,－,－,24,4,25,32
私立,2,千代田区,令和5,2023,34,13,21,…,…,…,…,…,…,10,18,－,1,－,1,－,－,－,－,1,－,2,1
私立,2,中央区,令和5,2023,3,1,2,…,…,…,…,…,…,1,1,－,－,－,－,－,－,－,－,－,－,－,1
私立,2,港区,令和5,2023,62,25,37,…,…,…,…,…,…,20,32,－,3,－,2,－,－,－,－,3,－,2,－
私立,2,新宿区,令和5,2023,21,12,9,…,…,…,…,…,…,8,5,－,2,－,－,－,－,－,－,3,－,1,2
私立,2,文京区,令和5,2023,58,28,30,…,…,…,…,…,…,20,22,－,1,－,2,－,－,－,－,4,－,4,5
私立,2,台東区,令和5,2023,3,－,3,…,…,…,…,…,…,－,3,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,墨田区,令和5,2023,3,2,1,…,…,…,…,…,…,2,1,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,江東区,令和5,2023,9,3,6,…,…,…,…,…,…,2,5,－,－,－,－,－,－,－,－,－,－,1,1
私立,2,品川区,令和5,2023,16,5,11,…,…,…,…,…,…,5,8,－,2,－,－,－,－,－,－,－,－,－,1
私立,2,目黒区,令和5,2023,11,5,6,…,…,…,…,…,…,5,4,－,－,－,－,－,－,－,－,－,1,－,1
私立,2,大田区,令和5,2023,6,5,1,…,…,…,…,…,…,3,1,－,－,－,－,－,－,－,－,－,－,2,－
私立,2,世田谷区,令和5,2023,68,27,41,…,…,…,…,…,…,21,33,－,3,－,－,－,－,－,－,3,1,3,4
私立,2,渋谷区,令和5,2023,33,16,17,…,…,…,…,…,…,12,13,－,－,－,1,－,－,－,－,2,－,2,3
私立,2,中野区,令和5,2023,16,7,9,…,…,…,…,…,…,7,7,－,－,－,－,－,2,－,－,－,－,－,－
私立,2,杉並区,令和5,2023,34,14,20,…,…,…,…,…,…,11,17,－,－,－,－,－,－,－,－,2,－,1,3
私立,2,豊島区,令和5,2023,33,11,22,…,…,…,…,…,…,7,13,－,3,－,1,－,－,－,－,3,1,1,4
私立,2,北区,令和5,2023,29,10,19,…,…,…,…,…,…,4,15,1,－,－,－,－,－,－,－,－,1,5,3
私立,2,荒川区,令和5,2023,8,3,5,…,…,…,…,…,…,2,2,－,1,－,2,－,－,－,－,1,－,－,－
私立,2,板橋区,令和5,2023,14,7,7,…,…,…,…,…,…,6,6,－,－,－,－,－,1,－,－,－,－,1,－
私立,2,練馬区,令和5,2023,13,10,3,…,…,…,…,…,…,7,3,1,－,－,－,－,－,－,－,2,－,－,－
私立,2,足立区,令和5,2023,6,2,4,…,…,…,…,…,…,2,2,－,1,－,1,－,－,－,－,－,－,－,－
私立,2,葛飾区,令和5,2023,4,2,2,…,…,…,…,…,…,2,－,－,－,－,－,－,－,－,－,－,－,－,2
私立,2,江戸川区,令和5,2023,4,－,4,…,…,…,…,…,…,－,3,－,－,－,－,－,－,－,－,－,－,－,1
私立,1,市部,令和5,2023,157,59,98,…,…,…,…,…,…,50,75,－,5,－,2,－,1,－,3,4,1,5,11
私立,2,八王子市,令和5,2023,21,10,11,…,…,…,…,…,…,8,10,－,－,－,－,－,－,－,－,1,－,1,1
私立,2,立川市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,武蔵野市,令和5,2023,24,6,18,…,…,…,…,…,…,5,11,－,－,－,－,－,－,－,－,1,1,－,6
私立,2,三鷹市,令和5,2023,9,2,7,…,…,…,…,…,…,2,7,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青梅市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,府中市,令和5,2023,5,3,2,…,…,…,…,…,…,3,2,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,昭島市,令和5,2023,3,1,2,…,…,…,…,…,…,1,2,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,調布市,令和5,2023,20,8,12,…,…,…,…,…,…,8,12,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,町田市,令和5,2023,21,9,12,…,…,…,…,…,…,9,12,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小金井市,令和5,2023,9,3,6,…,…,…,…,…,…,1,4,－,1,－,－,－,－,－,－,－,－,2,1
私立,2,小平市,令和5,2023,5,2,3,…,…,…,…,…,…,2,3,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日野市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東村山市,令和5,2023,6,4,2,…,…,…,…,…,…,3,2,－,－,－,－,－,－,－,－,1,－,－,－
私立,2,国分寺市,令和5,2023,7,3,4,…,…,…,…,…,…,3,2,－,1,－,1,－,－,－,－,－,－,－,－
私立,2,国立市,令和5,2023,7,3,4,…,…,…,…,…,…,1,3,－,1,－,－,－,－,－,－,1,－,1,－
私立,2,福生市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,狛江市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東大和市,令和5,2023,－,－,－,…,…,…,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－
