種別,地域階層,地域,和暦（年度）,西暦（年度）,職員数（本務者）（人）,職員数（本務者）／男（人）,職員数（本務者）／女（人）,職員数（本務者）／事務職員／主事・主事補等／男（人）,職員数（本務者）／事務職員／主事・主事補等／女（人）,職員数（本務者）／事務職員／その他／男（人）,職員数（本務者）／事務職員／その他／女（人）,職員数（本務者）／学校図書館事務員／男（人）,職員数（本務者）／学校図書館事務員／女（人）,職員数（本務者）／技術職員／男（人）,職員数（本務者）／技術職員／女（人）,職員数（本務者）／実習助手／男（人）,職員数（本務者）／実習助手／女（人）,職員数（本務者）／看護職員（看護師等）／男（人）,職員数（本務者）／看護職員（看護師等）／女（人）,職員数（本務者）／用務員／男（人）,職員数（本務者）／用務員／女（人）,職員数（本務者）／警備員・その他／男（人）,職員数（本務者）／警備員・その他／女（人）
総数（国・公・私立）,2,台東区,令和5,2023,51,23,28,8,12,6,8,－,3,－,1,9,3,－,1,－,－,－,－
総数（国・公・私立）,2,墨田区,令和5,2023,55,35,20,9,10,11,7,1,－,－,－,12,3,－,－,1,－,1,－
総数（国・公・私立）,2,江東区,令和5,2023,88,46,42,14,18,13,8,－,4,－,2,18,7,－,－,－,－,1,3
総数（国・公・私立）,2,品川区,令和5,2023,86,46,40,10,5,24,27,1,2,1,1,－,4,－,－,8,－,2,1
総数（国・公・私立）,2,目黒区,令和5,2023,87,45,42,5,8,28,23,1,5,2,1,5,4,－,－,4,1,－,－
総数（国・公・私立）,2,大田区,令和5,2023,117,71,46,18,14,19,21,1,3,－,1,25,4,－,1,8,1,－,1
総数（国・公・私立）,2,世田谷区,令和5,2023,280,138,142,17,20,86,81,1,5,1,5,20,18,－,7,11,4,2,2
総数（国・公・私立）,2,渋谷区,令和5,2023,85,40,45,7,5,24,30,2,3,－,－,1,7,－,－,5,－,1,－
総数（国・公・私立）,2,中野区,令和5,2023,107,61,46,13,7,38,32,1,3,－,－,8,4,－,－,1,－,－,－
総数（国・公・私立）,2,杉並区,令和5,2023,175,78,97,6,23,50,47,－,6,1,2,11,14,－,3,8,1,2,1
総数（国・公・私立）,2,豊島区,令和5,2023,136,76,60,9,4,40,41,－,1,－,－,9,4,－,5,9,4,9,1
総数（国・公・私立）,2,北区,令和5,2023,157,86,71,9,7,52,46,1,3,－,2,6,9,－,－,9,3,9,1
総数（国・公・私立）,2,荒川区,令和5,2023,39,24,15,4,4,11,6,－,3,－,－,9,1,－,－,－,1,－,－
総数（国・公・私立）,2,板橋区,令和5,2023,78,44,34,14,10,20,16,－,1,－,3,8,3,－,1,1,－,1,－
総数（国・公・私立）,2,練馬区,令和5,2023,86,45,41,15,20,14,12,2,2,－,－,10,5,－,2,4,－,－,－
総数（国・公・私立）,2,足立区,令和5,2023,62,32,30,21,14,3,8,1,2,1,1,5,5,－,－,1,－,－,－
総数（国・公・私立）,2,葛飾区,令和5,2023,58,31,27,13,9,6,6,－,－,－,2,9,8,－,－,2,2,1,－
総数（国・公・私立）,2,江戸川区,令和5,2023,94,46,48,16,14,11,17,－,1,3,1,5,12,－,－,－,－,11,3
総数（国・公・私立）,1,市部,令和5,2023,845,419,426,139,117,179,193,5,25,4,6,71,57,－,19,16,4,5,5
総数（国・公・私立）,2,八王子市,令和5,2023,99,54,45,19,14,25,23,－,1,－,－,8,7,－,－,1,－,1,－
総数（国・公・私立）,2,立川市,令和5,2023,46,18,28,4,6,10,12,－,2,1,2,2,－,－,5,1,1,－,－
総数（国・公・私立）,2,武蔵野市,令和5,2023,45,20,25,5,2,12,14,－,1,－,－,1,7,－,－,2,1,－,－
総数（国・公・私立）,2,三鷹市,令和5,2023,29,12,17,－,－,9,13,－,1,－,－,2,2,－,1,1,－,－,－
総数（国・公・私立）,2,青梅市,令和5,2023,20,12,8,7,2,－,－,－,－,－,－,5,6,－,－,－,－,－,－
総数（国・公・私立）,2,府中市,令和5,2023,62,37,25,12,8,7,6,－,3,－,1,16,7,－,－,2,－,－,－
総数（国・公・私立）,2,昭島市,令和5,2023,16,11,5,5,3,6,2,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,調布市,令和5,2023,51,25,26,7,6,16,16,2,－,－,－,－,4,－,－,－,－,－,－
総数（国・公・私立）,2,町田市,令和5,2023,87,43,44,15,14,18,18,－,2,－,－,7,6,－,1,3,2,－,1
総数（国・公・私立）,2,小金井市,令和5,2023,49,22,27,5,4,8,11,1,2,－,1,8,5,－,4,－,－,－,－
総数（国・公・私立）,2,小平市,令和5,2023,58,32,26,7,5,22,15,－,3,1,－,1,－,－,3,－,－,1,－
総数（国・公・私立）,2,日野市,令和5,2023,12,6,6,6,6,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,東村山市,令和5,2023,29,14,15,4,4,9,8,－,1,－,－,－,1,－,1,1,－,－,－
総数（国・公・私立）,2,国分寺市,令和5,2023,21,11,10,2,2,5,3,－,2,－,－,1,2,－,1,1,－,2,－
総数（国・公・私立）,2,国立市,令和5,2023,29,13,16,3,5,6,7,1,2,－,－,2,－,－,－,1,－,－,2
総数（国・公・私立）,2,福生市,令和5,2023,18,11,7,4,4,－,－,－,1,－,－,7,2,－,－,－,－,－,－
総数（国・公・私立）,2,狛江市,令和5,2023,5,3,2,3,1,－,－,－,－,－,－,－,1,－,－,－,－,－,－
総数（国・公・私立）,2,東大和市,令和5,2023,11,5,6,5,3,－,－,－,2,－,－,－,1,－,－,－,－,－,－
総数（国・公・私立）,2,清瀬市,令和5,2023,8,2,6,1,3,1,2,－,1,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,東久留米市,令和5,2023,25,9,16,3,6,3,8,－,1,1,1,2,－,－,－,－,－,－,－
総数（国・公・私立）,2,武蔵村山市,令和5,2023,20,8,12,3,5,4,5,－,－,－,－,1,－,－,2,－,－,－,－
総数（国・公・私立）,2,多摩市,令和5,2023,15,4,11,1,3,2,6,－,－,－,－,1,1,－,1,－,－,－,－
総数（国・公・私立）,2,稲城市,令和5,2023,13,5,8,1,3,3,4,1,－,－,－,－,1,－,－,－,－,－,－
総数（国・公・私立）,2,羽村市,令和5,2023,4,4,－,4,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,あきる野市,令和5,2023,18,13,5,6,2,4,1,－,－,1,1,－,1,－,－,1,－,1,－
総数（国・公・私立）,2,西東京市,令和5,2023,55,25,30,7,6,9,19,－,－,－,－,7,3,－,－,2,－,－,2
総数（国・公・私立）,1,郡部,令和5,2023,21,15,6,4,－,－,－,－,－,－,1,8,5,－,－,3,－,－,－
総数（国・公・私立）,2,瑞穂町,令和5,2023,21,15,6,4,－,－,－,－,－,－,1,8,5,－,－,3,－,－,－
総数（国・公・私立）,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,1,島部,令和5,2023,66,38,28,27,12,－,－,－,1,－,4,6,10,－,－,5,1,－,－
総数（国・公・私立）,2,大島町,令和5,2023,29,14,15,9,5,－,－,－,1,－,3,3,5,－,－,2,1,－,－
総数（国・公・私立）,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,新島村,令和5,2023,4,4,－,4,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,神津島村,令和5,2023,4,3,1,3,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,三宅村,令和5,2023,11,9,2,6,－,－,－,－,－,－,－,2,2,－,－,1,－,－,－
総数（国・公・私立）,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,八丈町,令和5,2023,14,5,9,2,5,－,－,－,－,－,1,1,3,－,－,2,－,－,－
総数（国・公・私立）,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,小笠原村,令和5,2023,4,3,1,3,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,0,総数のうち全日制（再掲）,令和5,2023,3175,1628,1547,379,331,798,789,19,97,11,7,243,218,1,52,117,31,60,22
総数（国・公・私立）,0,総数のうち定時制（再掲）,令和5,2023,148,71,77,27,30,8,3,－,4,2,27,32,12,－,1,2,－,－,－
公立,0,総数,平成30,2018,1355,756,599,449,357,－,－,10,53,11,30,249,136,－,－,35,23,2,－
公立,0,総数,令和元,2019,1319,731,588,435,354,－,－,10,48,9,31,244,133,－,－,31,22,2,－
公立,0,総数,令和2,2020,1279,701,578,420,356,－,－,10,40,－,30,241,136,－,－,30,16,－,－
公立,0,総数,令和3,2021,1261,689,572,416,363,－,－,9,36,1,28,239,135,－,－,24,10,－,－
公立,0,総数,令和4,2022,1251,688,563,415,359,－,－,9,33,2,28,236,137,－,－,26,6,－,－
公立,0,総数,令和5,2023,1228,661,567,406,361,－,－,9,32,2,28,222,139,－,－,22,7,－,－
公立,1,区部,令和5,2023,762,400,362,236,232,－,－,6,20,1,18,146,87,－,－,11,5,－,－
公立,2,千代田区,令和5,2023,11,5,6,5,4,－,－,－,1,－,－,－,1,－,－,－,－,－,－
公立,2,中央区,令和5,2023,4,2,2,2,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,港区,令和5,2023,17,7,10,5,7,－,－,－,1,－,－,1,1,－,－,1,1,－,－
公立,2,新宿区,令和5,2023,27,14,13,10,8,－,－,－,1,－,1,2,3,－,－,2,－,－,－
公立,2,文京区,令和5,2023,30,14,16,6,7,－,－,1,1,－,－,7,8,－,－,－,－,－,－
公立,2,台東区,令和5,2023,35,17,18,8,12,－,－,－,2,－,1,9,3,－,－,－,－,－,－
公立,2,墨田区,令和5,2023,33,20,13,9,10,－,－,1,－,－,－,10,3,－,－,－,－,－,－
公立,2,江東区,令和5,2023,62,32,30,14,18,－,－,－,3,－,2,18,7,－,－,－,－,－,－
公立,2,品川区,令和5,2023,18,11,7,10,5,－,－,－,－,1,1,－,1,－,－,－,－,－,－
公立,2,目黒区,令和5,2023,19,6,13,5,8,－,－,－,3,－,－,1,2,－,－,－,－,－,－
公立,2,大田区,令和5,2023,50,32,18,18,14,－,－,－,1,－,1,14,2,－,－,－,－,－,－
公立,2,世田谷区,令和5,2023,71,36,35,17,20,－,－,－,－,－,3,17,11,－,－,2,1,－,－
公立,2,渋谷区,令和5,2023,16,8,8,7,5,－,－,1,－,－,－,－,3,－,－,－,－,－,－
公立,2,中野区,令和5,2023,32,21,11,13,7,－,－,－,1,－,－,8,3,－,－,－,－,－,－
公立,2,杉並区,令和5,2023,59,21,38,6,23,－,－,－,2,－,2,11,10,－,－,4,1,－,－
公立,2,豊島区,令和5,2023,16,11,5,9,4,－,－,－,－,－,－,2,1,－,－,－,－,－,－
公立,2,北区,令和5,2023,23,11,12,9,7,－,－,－,－,－,2,2,3,－,－,－,－,－,－
公立,2,荒川区,令和5,2023,17,12,5,4,4,－,－,－,1,－,－,8,－,－,－,－,－,－,－
公立,2,板橋区,令和5,2023,36,22,14,14,10,－,－,－,1,－,1,8,2,－,－,－,－,－,－
公立,2,練馬区,令和5,2023,50,27,23,15,20,－,－,2,－,－,－,10,3,－,－,－,－,－,－
公立,2,足立区,令和5,2023,47,27,20,21,14,－,－,1,1,－,1,5,4,－,－,－,－,－,－
公立,2,葛飾区,令和5,2023,45,24,21,13,9,－,－,－,－,－,2,9,8,－,－,2,2,－,－
公立,2,江戸川区,令和5,2023,44,20,24,16,14,－,－,－,1,－,1,4,8,－,－,－,－,－,－
公立,1,市部,令和5,2023,379,208,171,139,117,－,－,3,11,1,5,62,37,－,－,3,1,－,－
公立,2,八王子市,令和5,2023,43,24,19,19,14,－,－,－,－,－,－,5,5,－,－,－,－,－,－
公立,2,立川市,令和5,2023,15,5,10,4,6,－,－,－,2,－,1,－,－,－,－,1,1,－,－
公立,2,武蔵野市,令和5,2023,9,5,4,5,2,－,－,－,1,－,－,－,1,－,－,－,－,－,－
公立,2,三鷹市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,青梅市,令和5,2023,20,12,8,7,2,－,－,－,－,－,－,5,6,－,－,－,－,－,－
公立,2,府中市,令和5,2023,47,30,17,12,8,－,－,－,2,－,1,16,6,－,－,2,－,－,－
公立,2,昭島市,令和5,2023,8,5,3,5,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,調布市,令和5,2023,16,8,8,7,6,－,－,1,－,－,－,－,2,－,－,－,－,－,－
公立,2,町田市,令和5,2023,43,22,21,15,14,－,－,－,1,－,－,7,6,－,－,－,－,－,－
公立,2,小金井市,令和5,2023,24,14,10,5,4,－,－,1,－,－,1,8,5,－,－,－,－,－,－
公立,2,小平市,令和5,2023,14,8,6,7,5,－,－,－,1,－,－,1,－,－,－,－,－,－,－
公立,2,日野市,令和5,2023,12,6,6,6,6,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,東村山市,令和5,2023,8,4,4,4,4,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,国分寺市,令和5,2023,6,3,3,2,2,－,－,－,1,－,－,1,－,－,－,－,－,－,－
公立,2,国立市,令和5,2023,11,6,5,3,5,－,－,1,－,－,－,2,－,－,－,－,－,－,－
公立,2,福生市,令和5,2023,18,11,7,4,4,－,－,－,1,－,－,7,2,－,－,－,－,－,－
公立,2,狛江市,令和5,2023,5,3,2,3,1,－,－,－,－,－,－,－,1,－,－,－,－,－,－
公立,2,東大和市,令和5,2023,11,5,6,5,3,－,－,－,2,－,－,－,1,－,－,－,－,－,－
公立,2,清瀬市,令和5,2023,4,1,3,1,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,東久留米市,令和5,2023,12,5,7,3,6,－,－,－,－,－,1,2,－,－,－,－,－,－,－
公立,2,武蔵村山市,令和5,2023,9,4,5,3,5,－,－,－,－,－,－,1,－,－,－,－,－,－,－
公立,2,多摩市,令和5,2023,4,1,3,1,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,稲城市,令和5,2023,4,1,3,1,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,羽村市,令和5,2023,4,4,－,4,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,あきる野市,令和5,2023,10,7,3,6,2,－,－,－,－,1,1,－,－,－,－,－,－,－,－
公立,2,西東京市,令和5,2023,22,14,8,7,6,－,－,－,－,－,－,7,2,－,－,－,－,－,－
公立,1,郡部,令和5,2023,21,15,6,4,－,－,－,－,－,－,1,8,5,－,－,3,－,－,－
公立,2,瑞穂町,令和5,2023,21,15,6,4,－,－,－,－,－,－,1,8,5,－,－,3,－,－,－
公立,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,1,島部,令和5,2023,66,38,28,27,12,－,－,－,1,－,4,6,10,－,－,5,1,－,－
公立,2,大島町,令和5,2023,29,14,15,9,5,－,－,－,1,－,3,3,5,－,－,2,1,－,－
公立,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,新島村,令和5,2023,4,4,－,4,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,神津島村,令和5,2023,4,3,1,3,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,三宅村,令和5,2023,11,9,2,6,－,－,－,－,－,－,－,2,2,－,－,1,－,－,－
公立,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,八丈町,令和5,2023,14,5,9,2,5,－,－,－,－,－,1,1,3,－,－,2,－,－,－
公立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,小笠原村,令和5,2023,4,3,1,3,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,0,総数のうち全日制（再掲）,令和5,2023,1095,598,497,379,331,－,－,9,30,－,1,190,128,－,－,20,7,－,－
公立,0,総数のうち定時制（再掲）,令和5,2023,133,63,70,27,30,－,－,－,2,2,27,32,11,－,－,2,－,－,－
私立,0,総数,平成30,2018,2074,1072,1002,－,－,808,747,15,66,22,10,62,75,－,50,98,32,67,22
私立,0,総数,令和元,2019,2103,1065,1038,－,－,798,765,13,65,20,7,65,86,－,51,99,33,70,31
私立,0,総数,令和2,2020,2095,1053,1042,－,－,782,770,11,68,15,5,67,89,－,45,104,29,74,36
私立,0,総数,令和3,2021,2100,1067,1033,－,－,804,770,11,67,17,8,65,83,－,49,102,28,68,28
私立,0,総数,令和4,2022,2090,1044,1046,－,－,800,779,11,65,12,7,55,92,1,48,100,27,65,28
私立,0,総数,令和5,2023,2066,1027,1039,－,－,797,779,10,67,11,6,53,88,1,53,96,24,59,22
私立,1,区部,令和5,2023,1600,816,784,－,－,618,586,8,53,8,5,44,68,1,34,83,21,54,17
私立,2,千代田区,令和5,2023,122,50,72,－,－,41,49,1,6,－,－,1,10,－,4,3,－,4,3
私立,2,中央区,令和5,2023,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,港区,令和5,2023,107,59,48,－,－,49,34,－,5,－,－,4,7,－,1,3,1,3,－
私立,2,新宿区,令和5,2023,44,24,20,－,－,18,13,－,3,－,－,3,2,－,1,2,－,1,1
私立,2,文京区,令和5,2023,166,75,91,－,－,55,59,－,9,－,－,2,8,1,8,11,7,6,－
私立,2,台東区,令和5,2023,13,6,7,－,－,6,6,－,－,－,－,－,－,－,1,－,－,－,－
私立,2,墨田区,令和5,2023,22,15,7,－,－,11,7,－,－,－,－,2,－,－,－,1,－,1,－
私立,2,江東区,令和5,2023,26,14,12,－,－,13,8,－,1,－,－,－,－,－,－,－,－,1,3
私立,2,品川区,令和5,2023,68,35,33,－,－,24,27,1,2,－,－,－,3,－,－,8,－,2,1
私立,2,目黒区,令和5,2023,68,39,29,－,－,28,23,1,2,2,1,4,2,－,－,4,1,－,－
私立,2,大田区,令和5,2023,67,39,28,－,－,19,21,1,2,－,－,11,2,－,1,8,1,－,1
私立,2,世田谷区,令和5,2023,204,100,104,－,－,84,78,1,5,1,2,3,7,－,7,9,3,2,2
私立,2,渋谷区,令和5,2023,69,32,37,－,－,24,30,1,3,－,－,1,4,－,－,5,－,1,－
私立,2,中野区,令和5,2023,75,40,35,－,－,38,32,1,2,－,－,－,1,－,－,1,－,－,－
私立,2,杉並区,令和5,2023,116,57,59,－,－,50,47,－,4,1,－,－,4,－,3,4,－,2,1
私立,2,豊島区,令和5,2023,120,65,55,－,－,40,41,－,1,－,－,7,3,－,5,9,4,9,1
私立,2,北区,令和5,2023,134,75,59,－,－,52,46,1,3,－,－,4,6,－,－,9,3,9,1
私立,2,荒川区,令和5,2023,22,12,10,－,－,11,6,－,2,－,－,1,1,－,－,－,1,－,－
私立,2,板橋区,令和5,2023,42,22,20,－,－,20,16,－,－,－,2,－,1,－,1,1,－,1,－
私立,2,練馬区,令和5,2023,36,18,18,－,－,14,12,－,2,－,－,－,2,－,2,4,－,－,－
私立,2,足立区,令和5,2023,15,5,10,－,－,3,8,－,1,1,－,－,1,－,－,1,－,－,－
私立,2,葛飾区,令和5,2023,13,7,6,－,－,6,6,－,－,－,－,－,－,－,－,－,－,1,－
私立,2,江戸川区,令和5,2023,50,26,24,－,－,11,17,－,－,3,－,1,4,－,－,－,－,11,3
私立,1,市部,令和5,2023,466,211,255,－,－,179,193,2,14,3,1,9,20,－,19,13,3,5,5
私立,2,八王子市,令和5,2023,56,30,26,－,－,25,23,－,1,－,－,3,2,－,－,1,－,1,－
私立,2,立川市,令和5,2023,31,13,18,－,－,10,12,－,－,1,1,2,－,－,5,－,－,－,－
私立,2,武蔵野市,令和5,2023,36,15,21,－,－,12,14,－,－,－,－,1,6,－,－,2,1,－,－
私立,2,三鷹市,令和5,2023,29,12,17,－,－,9,13,－,1,－,－,2,2,－,1,1,－,－,－
私立,2,青梅市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,府中市,令和5,2023,15,7,8,－,－,7,6,－,1,－,－,－,1,－,－,－,－,－,－
私立,2,昭島市,令和5,2023,8,6,2,－,－,6,2,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,調布市,令和5,2023,35,17,18,－,－,16,16,1,－,－,－,－,2,－,－,－,－,－,－
私立,2,町田市,令和5,2023,44,21,23,－,－,18,18,－,1,－,－,－,－,－,1,3,2,－,1
私立,2,小金井市,令和5,2023,25,8,17,－,－,8,11,－,2,－,－,－,－,－,4,－,－,－,－
私立,2,小平市,令和5,2023,44,24,20,－,－,22,15,－,2,1,－,－,－,－,3,－,－,1,－
私立,2,日野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東村山市,令和5,2023,21,10,11,－,－,9,8,－,1,－,－,－,1,－,1,1,－,－,－
私立,2,国分寺市,令和5,2023,15,8,7,－,－,5,3,－,1,－,－,－,2,－,1,1,－,2,－
私立,2,国立市,令和5,2023,18,7,11,－,－,6,7,－,2,－,－,－,－,－,－,1,－,－,2
私立,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,清瀬市,令和5,2023,4,1,3,－,－,1,2,－,1,－,－,－,－,－,－,－,－,－,－
私立,2,東久留米市,令和5,2023,13,4,9,－,－,3,8,－,1,1,－,－,－,－,－,－,－,－,－
私立,2,武蔵村山市,令和5,2023,11,4,7,－,－,4,5,－,－,－,－,－,－,－,2,－,－,－,－
私立,2,多摩市,令和5,2023,11,3,8,－,－,2,6,－,－,－,－,1,1,－,1,－,－,－,－
私立,2,稲城市,令和5,2023,9,4,5,－,－,3,4,1,－,－,－,－,1,－,－,－,－,－,－
私立,2,羽村市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,あきる野市,令和5,2023,8,6,2,－,－,4,1,－,－,－,－,－,1,－,－,1,－,1,－
私立,2,西東京市,令和5,2023,33,11,22,－,－,9,19,－,－,－,－,－,1,－,－,2,－,－,2
私立,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,0,総数のうち全日制（再掲）,令和5,2023,2051,1019,1032,－,－,789,776,10,65,11,6,53,87,1,52,96,24,59,22
私立,0,総数のうち定時制（再掲）,令和5,2023,15,8,7,－,－,8,3,－,2,－,－,－,1,－,1,－,－,－,－
,,,,,,,,,,,,,,,,,,,,,,,
令和５年度　学校基本統計（学校基本調査報告）,,,,,,,,,,,,,,,,,,,,,,,
７－１１　高等学校（全日制・定時制）　区市町村、職種別職員数,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,,,,
