種別,地域階層,地域,和暦（年度）,西暦（年度）,教員数（本務者）（人）,教員数（本務者）／男（人）,教員数（本務者）／女（人）,教員数（本務者）／校長／男（人）,教員数（本務者）／校長／女（人）,教員数（本務者）／副校長／男（人）,教員数（本務者）／副校長／女（人）,教員数（本務者）／教頭／男（人）,教員数（本務者）／教頭／女（人）,教員数（本務者）／主幹教諭／男（人）,教員数（本務者）／主幹教諭／女（人）,教員数（本務者）／指導教諭／男（人）,教員数（本務者）／指導教諭／女（人）,教員数（本務者）／教諭／男（人）,教員数（本務者）／教諭／女（人）,教員数（本務者）／助教諭／男（人）,教員数（本務者）／助教諭／女（人）,教員数（本務者）／養護教諭／男（人）,教員数（本務者）／養護教諭／女（人）,教員数（本務者）／養護助教諭／男（人）,教員数（本務者）／養護助教諭／女（人）,教員数（本務者）／栄養教諭／男（人）,教員数（本務者）／栄養教諭／女（人）,教員数（本務者）／講師／男（人）,教員数（本務者）／講師／女（人）,教員数（本務者）／うち市町村費負担の者（人）,教員数（本務者）／うち市町村費負担の者／男（人）,教員数（本務者）／うち市町村費負担の者／女（人）,教員数（兼務者）／男（人）,教員数（兼務者）／女（人）
総数（国・公・私立）,2,武蔵村山市,令和5,2023,244,105,139,7,1,8,2,－,－,11,7,1,1,78,117,－,－,－,10,－,－,－,1,－,－,－,－,－,38,35
総数（国・公・私立）,2,多摩市,令和5,2023,462,193,269,12,5,13,5,1,－,28,8,3,4,136,228,－,－,－,18,－,－,－,1,－,－,－,－,－,27,114
総数（国・公・私立）,2,稲城市,令和5,2023,328,136,192,10,2,8,4,－,－,18,10,2,－,98,163,－,－,－,13,－,－,－,－,－,－,－,－,－,1,16
総数（国・公・私立）,2,羽村市,令和5,2023,169,76,93,6,1,4,3,－,－,10,5,－,1,56,74,－,－,－,8,－,－,－,1,－,－,－,－,－,5,24
総数（国・公・私立）,2,あきる野市,令和5,2023,252,116,136,9,1,8,2,－,－,14,6,1,－,82,112,－,－,－,12,－,－,－,1,2,2,－,－,－,18,44
総数（国・公・私立）,2,西東京市,令和5,2023,557,209,348,17,1,14,6,－,－,25,14,－,－,153,302,－,－,－,24,－,－,－,1,－,－,－,－,－,47,140
総数（国・公・私立）,1,郡部,令和5,2023,219,106,113,11,－,10,1,－,－,22,5,－,－,63,94,－,－,－,13,－,－,－,－,－,－,－,－,－,12,26
総数（国・公・私立）,2,瑞穂町,令和5,2023,106,48,58,5,－,4,1,－,－,9,2,－,－,30,49,－,－,－,6,－,－,－,－,－,－,－,－,－,4,10
総数（国・公・私立）,2,日の出町,令和5,2023,67,32,35,3,－,3,－,－,－,6,1,－,－,20,31,－,－,－,3,－,－,－,－,－,－,－,－,－,7,11
総数（国・公・私立）,2,檜原村,令和5,2023,16,8,8,1,－,1,－,－,－,3,1,－,－,3,6,－,－,－,1,－,－,－,－,－,－,－,－,－,1,1
総数（国・公・私立）,2,奥多摩町,令和5,2023,30,18,12,2,－,2,－,－,－,4,1,－,－,10,8,－,－,－,3,－,－,－,－,－,－,－,－,－,－,4
総数（国・公・私立）,1,島部,令和5,2023,207,116,91,10,3,14,1,－,－,22,7,－,－,70,65,－,－,－,15,－,－,－,－,－,－,－,－,－,11,11
総数（国・公・私立）,2,大島町,令和5,2023,48,27,21,3,－,3,－,－,－,7,2,－,－,14,16,－,－,－,3,－,－,－,－,－,－,－,－,－,2,3
総数（国・公・私立）,2,利島村,令和5,2023,9,5,4,－,－,1,－,－,－,1,－,－,－,3,3,－,－,－,1,－,－,－,－,－,－,－,－,－,1,－
総数（国・公・私立）,2,新島村,令和5,2023,27,14,13,2,－,2,－,－,－,2,－,－,－,8,11,－,－,－,2,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,神津島村,令和5,2023,15,10,5,1,－,1,－,－,－,2,－,－,－,6,4,－,－,－,1,－,－,－,－,－,－,－,－,－,1,－
総数（国・公・私立）,2,三宅村,令和5,2023,18,9,9,1,－,－,1,－,－,2,1,－,－,6,6,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,御蔵島村,令和5,2023,11,6,5,－,1,1,－,－,－,1,1,－,－,4,2,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,八丈町,令和5,2023,43,25,18,2,1,3,－,－,－,3,3,－,－,17,11,－,－,－,3,－,－,－,－,－,－,－,－,－,1,2
総数（国・公・私立）,2,青ヶ島村,令和5,2023,8,3,5,－,－,1,－,－,－,－,－,－,－,2,4,－,－,－,1,－,－,－,－,－,－,－,－,－,1,－
総数（国・公・私立）,2,小笠原村,令和5,2023,28,17,11,1,1,2,－,－,－,4,－,－,－,10,8,－,－,－,2,－,－,－,－,－,－,－,－,－,5,6
公立,0,総数,平成30,2018,32922,12750,20172,980,277,879,427,－,－,1590,1046,59,85,9236,16946,－,－,2,1348,－,－,4,43,－,－,94,37,57,1521,3974
公立,0,総数,令和元,2019,33448,13056,20392,955,299,884,416,－,－,1601,999,64,91,9544,17183,－,－,4,1360,－,－,4,44,－,－,91,31,60,1689,4365
公立,0,総数,令和2,2020,33914,13250,20664,944,307,876,427,－,－,1640,993,68,104,9712,17423,－,－,6,1365,－,－,4,45,－,－,82,30,52,1730,4649
公立,0,総数,令和3,2021,34442,13503,20939,939,310,874,431,－,－,1736,1007,73,109,9875,17636,－,－,4,1399,－,－,2,47,－,－,72,27,45,1925,4945
公立,0,総数,令和4,2022,34346,13501,20845,943,306,880,436,－,－,1710,965,69,105,9889,17564,2,4,6,1411,－,－,2,54,－,－,72,29,43,1873,4838
公立,0,総数,令和5,2023,34740,13704,21036,925,319,891,424,－,－,1749,937,71,106,10061,17732,2,3,5,1456,－,－,－,59,－,－,60,21,39,1951,5180
公立,1,区部,令和5,2023,22368,8551,13817,574,228,553,293,－,－,1059,660,43,68,6317,11593,2,3,3,936,－,－,－,36,－,－,60,21,39,840,2687
公立,2,千代田区,令和5,2023,202,72,130,6,2,6,2,－,－,11,8,1,1,48,107,－,－,－,9,－,－,－,1,－,－,－,－,－,10,36
公立,2,中央区,令和5,2023,479,180,299,14,2,12,7,－,－,18,22,1,2,135,244,－,－,－,22,－,－,－,－,－,－,－,－,－,21,73
公立,2,港区,令和5,2023,578,220,358,12,4,16,7,－,－,20,21,4,2,167,301,－,－,1,22,－,－,－,1,－,－,－,－,－,56,76
公立,2,新宿区,令和5,2023,647,262,385,23,6,19,10,－,－,30,28,2,2,188,308,－,－,－,29,－,－,－,2,－,－,－,－,－,25,90
公立,2,文京区,令和5,2023,594,244,350,13,7,14,6,－,－,24,17,4,2,189,293,－,－,－,24,－,－,－,1,－,－,－,－,－,21,100
公立,2,台東区,令和5,2023,431,162,269,15,4,16,3,－,－,30,11,－,7,101,222,－,－,－,20,－,－,－,2,－,－,－,－,－,21,92
公立,2,墨田区,令和5,2023,670,249,421,19,6,14,11,－,－,31,22,1,2,184,351,－,－,－,28,－,－,－,1,－,－,－,－,－,9,63
公立,2,江東区,令和5,2023,1326,470,856,30,15,32,16,－,－,60,32,1,2,347,730,－,－,－,59,－,－,－,2,－,－,－,－,－,16,79
公立,2,品川区,令和5,2023,819,311,508,23,8,23,11,－,－,28,35,－,1,237,413,－,2,－,35,－,－,－,3,－,－,9,5,4,17,60
公立,2,目黒区,令和5,2023,604,215,389,14,8,10,13,－,－,25,21,2,1,164,319,－,－,－,25,－,－,－,2,－,－,－,－,－,30,113
公立,2,大田区,令和5,2023,1644,631,1013,39,20,41,19,－,－,69,51,3,5,479,852,－,－,－,65,－,－,－,1,－,－,－,－,－,17,80
公立,2,世田谷区,令和5,2023,2024,758,1266,45,16,41,27,－,－,79,50,3,4,589,1082,－,－,1,84,－,－,－,3,－,－,－,－,－,28,152
公立,2,渋谷区,令和5,2023,457,169,288,11,6,5,14,－,－,24,17,2,4,127,227,－,1,－,18,－,－,－,1,－,－,－,－,－,19,75
公立,2,中野区,令和5,2023,592,237,355,17,4,13,9,－,－,27,18,2,3,176,295,2,－,－,25,－,－,－,1,－,－,－,－,－,35,85
公立,2,杉並区,令和5,2023,1226,426,800,23,15,33,12,－,－,52,43,2,5,316,679,－,－,－,46,－,－,－,－,－,－,51,16,35,49,182
公立,2,豊島区,令和5,2023,556,211,345,15,7,16,7,－,－,29,21,－,5,151,280,－,－,－,23,－,－,－,2,－,－,－,－,－,15,56
公立,2,北区,令和5,2023,887,316,571,22,12,21,13,－,－,50,26,2,－,221,482,－,－,－,37,－,－,－,1,－,－,－,－,－,15,78
公立,2,荒川区,令和5,2023,566,207,359,14,10,15,9,－,－,29,21,2,3,147,287,－,－,－,27,－,－,－,2,－,－,－,－,－,53,115
公立,2,板橋区,令和5,2023,1319,537,782,33,18,35,17,－,－,70,33,2,5,397,648,－,－,－,58,－,－,－,3,－,－,－,－,－,107,250
公立,2,練馬区,令和5,2023,1823,692,1131,51,13,45,21,－,－,106,32,3,2,486,987,－,－,1,73,－,－,－,3,－,－,－,－,－,127,392
公立,2,足立区,令和5,2023,1832,763,1069,55,11,45,24,－,－,93,44,2,1,568,911,－,－,－,76,－,－,－,2,－,－,－,－,－,4,16
公立,2,葛飾区,令和5,2023,1233,477,756,36,13,34,15,－,－,54,45,1,5,352,627,－,－,－,50,－,－,－,1,－,－,－,－,－,8,74
公立,2,江戸川区,令和5,2023,1859,742,1117,44,21,47,20,－,－,100,42,3,4,548,948,－,－,－,81,－,－,－,1,－,－,－,－,－,137,350
公立,1,市部,令和5,2023,11946,4931,7015,330,88,314,129,－,－,646,265,28,38,3611,5980,－,－,2,492,－,－,－,23,－,－,－,－,－,1088,2456
公立,2,八王子市,令和5,2023,1639,697,942,55,10,53,19,－,－,101,44,3,3,485,787,－,－,－,79,－,－,－,－,－,－,－,－,－,67,220
公立,2,立川市,令和5,2023,536,215,321,17,3,14,7,－,－,28,14,4,2,151,272,－,－,1,22,－,－,－,1,－,－,－,－,－,70,110
公立,2,武蔵野市,令和5,2023,347,144,203,9,3,8,5,－,－,18,11,4,1,104,170,－,－,1,13,－,－,－,－,－,－,－,－,－,10,63
公立,2,三鷹市,令和5,2023,507,206,301,11,4,12,5,－,－,27,5,－,1,156,266,－,－,－,20,－,－,－,－,－,－,－,－,－,490,674
公立,2,青梅市,令和5,2023,388,189,199,14,2,12,5,－,－,25,8,－,3,138,164,－,－,－,17,－,－,－,－,－,－,－,－,－,45,90
公立,2,府中市,令和5,2023,715,278,437,16,6,20,5,－,－,34,12,－,3,208,384,－,－,－,26,－,－,－,1,－,－,－,－,－,27,128
公立,2,昭島市,令和5,2023,349,160,189,12,1,12,1,－,－,18,8,1,－,117,164,－,－,－,14,－,－,－,1,－,－,－,－,－,14,45
公立,2,調布市,令和5,2023,633,249,384,14,6,12,8,－,－,27,16,1,2,195,328,－,－,－,23,－,－,－,1,－,－,－,－,－,18,66
公立,2,町田市,令和5,2023,1258,510,748,30,11,32,12,－,－,70,19,－,5,378,645,－,－,－,52,－,－,－,4,－,－,－,－,－,25,106
公立,2,小金井市,令和5,2023,312,125,187,7,2,6,3,－,－,16,7,－,1,96,162,－,－,－,11,－,－,－,1,－,－,－,－,－,3,31
公立,2,小平市,令和5,2023,584,249,335,15,4,11,8,－,－,31,13,1,3,191,283,－,－,－,21,－,－,－,3,－,－,－,－,－,64,160
公立,2,日野市,令和5,2023,550,221,329,13,4,11,6,－,－,23,14,1,2,173,279,－,－,－,23,－,－,－,1,－,－,－,－,－,29,92
公立,2,東村山市,令和5,2023,398,154,244,12,3,9,6,－,－,26,5,2,3,105,210,－,－,－,17,－,－,－,－,－,－,－,－,－,23,58
公立,2,国分寺市,令和5,2023,333,132,201,7,3,6,6,－,－,16,7,2,2,101,171,－,－,－,12,－,－,－,－,－,－,－,－,－,6,34
公立,2,国立市,令和5,2023,229,95,134,7,1,6,2,－,－,14,4,2,－,66,119,－,－,－,8,－,－,－,－,－,－,－,－,－,3,34
公立,2,福生市,令和5,2023,167,76,91,5,2,7,－,－,－,11,4,－,1,53,75,－,－,－,8,－,－,－,1,－,－,－,－,－,17,42
公立,2,狛江市,令和5,2023,215,89,126,5,1,6,1,－,－,13,2,2,1,63,112,－,－,－,8,－,－,－,1,－,－,－,－,－,15,31
公立,2,東大和市,令和5,2023,251,100,151,7,3,8,2,－,－,13,6,－,1,72,128,－,－,－,11,－,－,－,－,－,－,－,－,－,10,39
公立,2,清瀬市,令和5,2023,233,96,137,6,3,7,2,－,－,13,7,1,－,69,113,－,－,－,10,－,－,－,2,－,－,－,－,－,11,30
公立,2,東久留米市,令和5,2023,339,137,202,7,5,7,5,－,－,16,10,－,1,107,167,－,－,－,13,－,－,－,1,－,－,－,－,－,10,35
公立,2,武蔵村山市,令和5,2023,244,105,139,7,1,8,2,－,－,11,7,1,1,78,117,－,－,－,10,－,－,－,1,－,－,－,－,－,38,35
公立,2,多摩市,令和5,2023,424,175,249,12,5,13,4,－,－,28,7,－,1,122,214,－,－,－,17,－,－,－,1,－,－,－,－,－,25,110
公立,2,稲城市,令和5,2023,328,136,192,10,2,8,4,－,－,18,10,2,－,98,163,－,－,－,13,－,－,－,－,－,－,－,－,－,1,16
公立,2,羽村市,令和5,2023,169,76,93,6,1,4,3,－,－,10,5,－,1,56,74,－,－,－,8,－,－,－,1,－,－,－,－,－,5,24
公立,2,あきる野市,令和5,2023,241,108,133,9,1,8,2,－,－,14,6,1,－,76,111,－,－,－,12,－,－,－,1,－,－,－,－,－,15,43
公立,2,西東京市,令和5,2023,557,209,348,17,1,14,6,－,－,25,14,－,－,153,302,－,－,－,24,－,－,－,1,－,－,－,－,－,47,140
公立,1,郡部,令和5,2023,219,106,113,11,－,10,1,－,－,22,5,－,－,63,94,－,－,－,13,－,－,－,－,－,－,－,－,－,12,26
公立,2,瑞穂町,令和5,2023,106,48,58,5,－,4,1,－,－,9,2,－,－,30,49,－,－,－,6,－,－,－,－,－,－,－,－,－,4,10
公立,2,日の出町,令和5,2023,67,32,35,3,－,3,－,－,－,6,1,－,－,20,31,－,－,－,3,－,－,－,－,－,－,－,－,－,7,11
公立,2,檜原村,令和5,2023,16,8,8,1,－,1,－,－,－,3,1,－,－,3,6,－,－,－,1,－,－,－,－,－,－,－,－,－,1,1
公立,2,奥多摩町,令和5,2023,30,18,12,2,－,2,－,－,－,4,1,－,－,10,8,－,－,－,3,－,－,－,－,－,－,－,－,－,－,4
公立,1,島部,令和5,2023,207,116,91,10,3,14,1,－,－,22,7,－,－,70,65,－,－,－,15,－,－,－,－,－,－,－,－,－,11,11
公立,2,大島町,令和5,2023,48,27,21,3,－,3,－,－,－,7,2,－,－,14,16,－,－,－,3,－,－,－,－,－,－,－,－,－,2,3
公立,2,利島村,令和5,2023,9,5,4,－,－,1,－,－,－,1,－,－,－,3,3,－,－,－,1,－,－,－,－,－,－,－,－,－,1,－
公立,2,新島村,令和5,2023,27,14,13,2,－,2,－,－,－,2,－,－,－,8,11,－,－,－,2,－,－,－,－,－,－,－,－,－,－,－
公立,2,神津島村,令和5,2023,15,10,5,1,－,1,－,－,－,2,－,－,－,6,4,－,－,－,1,－,－,－,－,－,－,－,－,－,1,－
公立,2,三宅村,令和5,2023,18,9,9,1,－,－,1,－,－,2,1,－,－,6,6,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－
公立,2,御蔵島村,令和5,2023,11,6,5,－,1,1,－,－,－,1,1,－,－,4,2,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－
公立,2,八丈町,令和5,2023,43,25,18,2,1,3,－,－,－,3,3,－,－,17,11,－,－,－,3,－,－,－,－,－,－,－,－,－,1,2
公立,2,青ヶ島村,令和5,2023,8,3,5,－,－,1,－,－,－,－,－,－,－,2,4,－,－,－,1,－,－,－,－,－,－,－,－,－,1,－
公立,2,小笠原村,令和5,2023,28,17,11,1,1,2,－,－,－,4,－,－,－,10,8,－,－,－,2,－,－,－,－,－,－,－,－,－,5,6
私立,0,総数,平成30,2018,1465,734,731,35,9,11,4,35,18,12,7,－,6,623,607,1,－,1,46,－,－,－,1,16,33,－,－,－,134,324
私立,0,総数,令和元,2019,1473,741,732,35,10,12,4,35,18,12,7,2,5,623,613,－,－,1,50,－,－,－,2,21,23,－,－,－,133,315
私立,0,総数,令和2,2020,1521,761,760,36,11,15,6,33,19,10,8,2,5,641,635,－,－,1,51,－,－,－,2,23,23,－,－,－,147,333
私立,0,総数,令和3,2021,1511,737,774,35,12,13,4,30,20,12,9,3,4,629,647,－,－,1,55,－,－,－,2,14,21,－,－,－,204,353
私立,0,総数,令和4,2022,1517,735,782,37,11,16,4,29,23,13,10,3,4,618,650,－,－,1,56,－,－,－,3,18,21,－,－,－,218,371
私立,0,総数,令和5,2023,1547,732,815,34,14,14,6,32,19,14,8,3,5,616,679,－,－,1,55,－,－,－,2,18,27,－,－,－,210,349
私立,1,区部,令和5,2023,972,442,530,21,12,8,3,22,13,14,7,－,2,370,449,－,－,1,35,－,－,－,2,6,7,－,－,－,68,195
私立,2,千代田区,令和5,2023,109,50,59,1,2,1,－,2,1,－,－,－,－,46,53,－,－,－,3,－,－,－,－,－,－,－,－,－,9,18
私立,2,中央区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,港区,令和5,2023,59,21,38,1,－,－,1,－,2,1,－,－,－,19,33,－,－,－,2,－,－,－,－,－,－,－,－,－,3,19
私立,2,新宿区,令和5,2023,44,24,20,－,1,－,－,1,－,－,－,－,－,23,17,－,－,－,2,－,－,－,－,－,－,－,－,－,3,6
私立,2,文京区,令和5,2023,34,9,25,－,1,－,－,1,－,－,－,－,－,8,23,－,－,－,1,－,－,－,－,－,－,－,－,－,－,10
私立,2,台東区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
