種別,地域階層,地域,和暦（年度）,西暦（年度）,在学者数（人）,在学者数／幼稚部（人）,在学者数／小学部（人）,在学者数／中学部（人）,在学者数／高等部／本科（人）,在学者数／高等部／専攻科（人）,在学者数／高等部／別科（人）,在学者数／男（人）,在学者数／男／幼稚部（人）,在学者数／男／小学部（人）,在学者数／男／中学部（人）,在学者数／男／高等部／本科（人）,在学者数／男／高等部／専攻科（人）,在学者数／男／高等部／別科（人）,在学者数／女（人）,在学者数／女／幼稚部（人）,在学者数／女／小学部（人）,在学者数／女／中学部（人）,在学者数／女／高等部／本科（人）,在学者数／女／高等部／専攻科（人）,在学者数／女／高等部／別科（人）
総数（国・公・私立）,2,墨田区,令和5,2023,300,－,136,74,90,－,－,212,－,95,58,59,－,－,88,－,41,16,31,－,－
総数（国・公・私立）,2,江東区,令和5,2023,831,－,422,174,235,－,－,578,－,302,126,150,－,－,253,－,120,48,85,－,－
総数（国・公・私立）,2,品川区,令和5,2023,305,12,198,95,－,－,－,192,5,135,52,－,－,－,113,7,63,43,－,－,－
総数（国・公・私立）,2,目黒区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,大田区,令和5,2023,583,－,304,129,150,－,－,393,－,211,81,101,－,－,190,－,93,48,49,－,－
総数（国・公・私立）,2,世田谷区,令和5,2023,751,8,359,174,210,－,－,474,2,244,107,121,－,－,277,6,115,67,89,－,－
総数（国・公・私立）,2,渋谷区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,中野区,令和5,2023,342,－,130,72,140,－,－,247,－,99,55,93,－,－,95,－,31,17,47,－,－
総数（国・公・私立）,2,杉並区,令和5,2023,699,－,180,130,389,－,－,453,－,119,77,257,－,－,246,－,61,53,132,－,－
総数（国・公・私立）,2,豊島区,令和5,2023,183,56,127,－,－,－,－,92,30,62,－,－,－,－,91,26,65,－,－,－,－
総数（国・公・私立）,2,北区,令和5,2023,707,－,325,148,234,－,－,466,－,220,92,154,－,－,241,－,105,56,80,－,－
総数（国・公・私立）,2,荒川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,板橋区,令和5,2023,1000,－,361,182,457,－,－,686,－,246,121,319,－,－,314,－,115,61,138,－,－
総数（国・公・私立）,2,練馬区,令和5,2023,582,－,217,119,216,30,－,393,－,153,80,139,21,－,189,－,64,39,77,9,－
総数（国・公・私立）,2,足立区,令和5,2023,576,－,283,99,194,－,－,370,－,189,58,123,－,－,206,－,94,41,71,－,－
総数（国・公・私立）,2,葛飾区,令和5,2023,983,27,355,144,439,18,－,660,20,236,97,301,6,－,323,7,119,47,138,12,－
総数（国・公・私立）,2,江戸川区,令和5,2023,646,－,274,153,219,－,－,390,－,157,92,141,－,－,256,－,117,61,78,－,－
総数（国・公・私立）,1,市部,令和5,2023,5380,35,1874,1196,2256,19,－,3574,24,1262,768,1508,12,－,1806,11,612,428,748,7,－
総数（国・公・私立）,2,八王子市,令和5,2023,933,1,225,165,531,11,－,641,1,160,106,367,7,－,292,－,65,59,164,4,－
総数（国・公・私立）,2,立川市,令和5,2023,256,13,134,65,36,8,－,160,8,85,38,24,5,－,96,5,49,27,12,3,－
総数（国・公・私立）,2,武蔵野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,三鷹市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,青梅市,令和5,2023,200,－,8,8,184,－,－,137,－,4,4,129,－,－,63,－,4,4,55,－,－
総数（国・公・私立）,2,府中市,令和5,2023,743,－,266,144,333,－,－,469,－,173,77,219,－,－,274,－,93,67,114,－,－
総数（国・公・私立）,2,昭島市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,調布市,令和5,2023,164,－,90,74,－,－,－,129,－,67,62,－,－,－,35,－,23,12,－,－,－
総数（国・公・私立）,2,町田市,令和5,2023,426,17,160,95,154,－,－,293,12,110,68,103,－,－,133,5,50,27,51,－,－
総数（国・公・私立）,2,小金井市,令和5,2023,235,－,158,77,－,－,－,155,－,107,48,－,－,－,80,－,51,29,－,－,－
総数（国・公・私立）,2,小平市,令和5,2023,185,－,86,55,44,－,－,97,－,42,29,26,－,－,88,－,44,26,18,－,－
総数（国・公・私立）,2,日野市,令和5,2023,254,－,107,69,78,－,－,184,－,81,47,56,－,－,70,－,26,22,22,－,－
総数（国・公・私立）,2,東村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,国分寺市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,国立市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,清瀬市,令和5,2023,241,－,139,102,－,－,－,177,－,99,78,－,－,－,64,－,40,24,－,－,－
総数（国・公・私立）,2,東久留米市,令和5,2023,321,4,17,19,281,－,－,199,3,8,8,180,－,－,122,1,9,11,101,－,－
総数（国・公・私立）,2,武蔵村山市,令和5,2023,114,－,59,29,26,－,－,55,－,29,17,9,－,－,59,－,30,12,17,－,－
総数（国・公・私立）,2,多摩市,令和5,2023,376,－,151,103,122,－,－,239,－,102,61,76,－,－,137,－,49,42,46,－,－
総数（国・公・私立）,2,稲城市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,羽村市,令和5,2023,468,－,141,114,213,－,－,329,－,103,73,153,－,－,139,－,38,41,60,－,－
総数（国・公・私立）,2,あきる野市,令和5,2023,298,－,133,77,88,－,－,198,－,92,52,54,－,－,100,－,41,25,34,－,－
総数（国・公・私立）,2,西東京市,令和5,2023,166,－,－,－,166,－,－,112,－,－,－,112,－,－,54,－,－,－,54,－,－
総数（国・公・私立）,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,1,都外,令和5,2023,24,－,5,6,13,－,－,17,－,5,5,7,－,－,7,－,－,1,6,－,－
公立,0,総数,平成30,2018,12732,132,4488,2294,5742,76,－,8307,61,2981,1442,3781,42,－,4425,71,1507,852,1961,34,－
公立,0,総数,令和元,2019,12797,137,4699,2390,5507,64,－,8349,64,3122,1524,3601,38,－,4448,73,1577,866,1906,26,－
公立,0,総数,令和2,2020,12861,128,4913,2456,5315,49,－,8412,65,3295,1569,3456,27,－,4449,63,1618,887,1859,22,－
公立,0,総数,令和3,2021,13045,122,5082,2602,5185,54,－,8591,65,3418,1685,3395,28,－,4454,57,1664,917,1790,26,－
公立,0,総数,令和4,2022,13488,116,5279,2728,5305,60,－,8992,60,3593,1795,3515,29,－,4496,56,1686,933,1790,31,－
公立,0,総数,令和5,2023,13978,105,5525,2855,5439,54,－,9303,61,3742,1859,3613,28,－,4675,44,1783,996,1826,26,－
公立,1,区部,令和5,2023,8697,91,3692,1680,3199,35,－,5782,52,2500,1100,2114,16,－,2915,39,1192,580,1085,19,－
公立,2,千代田区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,中央区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,港区,令和5,2023,401,－,108,52,241,－,－,282,－,74,40,168,－,－,119,－,34,12,73,－,－
公立,2,新宿区,令和5,2023,35,－,23,12,－,－,－,18,－,12,6,－,－,－,17,－,11,6,－,－,－
公立,2,文京区,令和5,2023,51,－,－,－,34,17,－,27,－,－,－,17,10,－,24,－,－,－,17,7,－
公立,2,台東区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,墨田区,令和5,2023,300,－,136,74,90,－,－,212,－,95,58,59,－,－,88,－,41,16,31,－,－
公立,2,江東区,令和5,2023,831,－,422,174,235,－,－,578,－,302,126,150,－,－,253,－,120,48,85,－,－
公立,2,品川区,令和5,2023,235,－,160,75,－,－,－,164,－,117,47,－,－,－,71,－,43,28,－,－,－
公立,2,目黒区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,大田区,令和5,2023,583,－,304,129,150,－,－,393,－,211,81,101,－,－,190,－,93,48,49,－,－
公立,2,世田谷区,令和5,2023,751,8,359,174,210,－,－,474,2,244,107,121,－,－,277,6,115,67,89,－,－
公立,2,渋谷区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,中野区,令和5,2023,342,－,130,72,140,－,－,247,－,99,55,93,－,－,95,－,31,17,47,－,－
公立,2,杉並区,令和5,2023,699,－,180,130,389,－,－,453,－,119,77,257,－,－,246,－,61,53,132,－,－
公立,2,豊島区,令和5,2023,183,56,127,－,－,－,－,92,30,62,－,－,－,－,91,26,65,－,－,－,－
公立,2,北区,令和5,2023,707,－,325,148,234,－,－,466,－,220,92,154,－,－,241,－,105,56,80,－,－
公立,2,荒川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,板橋区,令和5,2023,880,－,307,144,429,－,－,619,－,221,96,302,－,－,261,－,86,48,127,－,－
公立,2,練馬区,令和5,2023,494,－,199,100,195,－,－,337,－,142,68,127,－,－,157,－,57,32,68,－,－
公立,2,足立区,令和5,2023,576,－,283,99,194,－,－,370,－,189,58,123,－,－,206,－,94,41,71,－,－
公立,2,葛飾区,令和5,2023,983,27,355,144,439,18,－,660,20,236,97,301,6,－,323,7,119,47,138,12,－
公立,2,江戸川区,令和5,2023,646,－,274,153,219,－,－,390,－,157,92,141,－,－,256,－,117,61,78,－,－
公立,1,市部,令和5,2023,5257,14,1828,1169,2227,19,－,3504,9,1237,754,1492,12,－,1753,5,591,415,735,7,－
公立,2,八王子市,令和5,2023,933,1,225,165,531,11,－,641,1,160,106,367,7,－,292,－,65,59,164,4,－
公立,2,立川市,令和5,2023,256,13,134,65,36,8,－,160,8,85,38,24,5,－,96,5,49,27,12,3,－
公立,2,武蔵野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,三鷹市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,青梅市,令和5,2023,200,－,8,8,184,－,－,137,－,4,4,129,－,－,63,－,4,4,55,－,－
公立,2,府中市,令和5,2023,743,－,266,144,333,－,－,469,－,173,77,219,－,－,274,－,93,67,114,－,－
公立,2,昭島市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,調布市,令和5,2023,164,－,90,74,－,－,－,129,－,67,62,－,－,－,35,－,23,12,－,－,－
公立,2,町田市,令和5,2023,372,－,131,87,154,－,－,258,－,93,62,103,－,－,114,－,38,25,51,－,－
公立,2,小金井市,令和5,2023,235,－,158,77,－,－,－,155,－,107,48,－,－,－,80,－,51,29,－,－,－
公立,2,小平市,令和5,2023,185,－,86,55,44,－,－,97,－,42,29,26,－,－,88,－,44,26,18,－,－
公立,2,日野市,令和5,2023,254,－,107,69,78,－,－,184,－,81,47,56,－,－,70,－,26,22,22,－,－
公立,2,東村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,国分寺市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,国立市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,清瀬市,令和5,2023,241,－,139,102,－,－,－,177,－,99,78,－,－,－,64,－,40,24,－,－,－
公立,2,東久留米市,令和5,2023,252,－,－,－,252,－,－,164,－,－,－,164,－,－,88,－,－,－,88,－,－
公立,2,武蔵村山市,令和5,2023,114,－,59,29,26,－,－,55,－,29,17,9,－,－,59,－,30,12,17,－,－
公立,2,多摩市,令和5,2023,376,－,151,103,122,－,－,239,－,102,61,76,－,－,137,－,49,42,46,－,－
公立,2,稲城市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,羽村市,令和5,2023,468,－,141,114,213,－,－,329,－,103,73,153,－,－,139,－,38,41,60,－,－
公立,2,あきる野市,令和5,2023,298,－,133,77,88,－,－,198,－,92,52,54,－,－,100,－,41,25,34,－,－
公立,2,西東京市,令和5,2023,166,－,－,－,166,－,－,112,－,－,－,112,－,－,54,－,－,－,54,－,－
公立,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,1,都外,令和5,2023,24,－,5,6,13,－,－,17,－,5,5,7,－,－,7,－,－,1,6,－,－
私立,0,総数,平成30,2018,219,36,87,42,28,26,－,135,23,46,27,20,19,－,84,13,41,15,8,7,－
私立,0,総数,令和元,2019,234,46,88,48,23,29,－,143,28,48,30,17,20,－,91,18,40,18,6,9,－
私立,0,総数,令和2,2020,237,46,87,48,22,34,－,142,26,51,25,16,24,－,95,20,36,23,6,10,－
私立,0,総数,令和3,2021,233,44,83,48,25,33,－,127,19,47,23,15,23,－,106,25,36,25,10,10,－
私立,0,総数,令和4,2022,234,31,110,42,26,25,－,129,12,62,19,16,20,－,105,19,48,23,10,5,－
私立,0,総数,令和5,2023,235,31,106,47,21,30,－,131,19,56,23,12,21,－,104,12,50,24,9,9,－
私立,1,区部,令和5,2023,181,14,77,39,21,30,－,96,7,39,17,12,21,－,85,7,38,22,9,9,－
私立,2,千代田区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,中央区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,港区,令和5,2023,23,2,21,－,－,－,－,12,2,10,－,－,－,－,11,－,11,－,－,－,－
私立,2,新宿区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,文京区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,台東区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,墨田区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,江東区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,品川区,令和5,2023,70,12,38,20,－,－,－,28,5,18,5,－,－,－,42,7,20,15,－,－,－
私立,2,目黒区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大田区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,世田谷区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,渋谷区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,中野区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,杉並区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,豊島区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,北区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,荒川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,板橋区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,練馬区,令和5,2023,88,－,18,19,21,30,－,56,－,11,12,12,21,－,32,－,7,7,9,9,－
私立,2,足立区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,葛飾区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,江戸川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,市部,令和5,2023,54,17,29,8,－,－,－,35,12,17,6,－,－,－,19,5,12,2,－,－,－
私立,2,八王子市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,立川市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,武蔵野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三鷹市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青梅市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,府中市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,昭島市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,調布市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,町田市,令和5,2023,54,17,29,8,－,－,－,35,12,17,6,－,－,－,19,5,12,2,－,－,－
私立,2,小金井市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小平市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,国分寺市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,国立市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,清瀬市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東久留米市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,武蔵村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,多摩市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,稲城市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,羽村市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,あきる野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,西東京市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
