地域階層,地域,和暦（年度）,西暦（年度）,学校数（校）,学校数／国立（校）,学校数／公立（校）,学校数／私立（校）,学校数／私立／学校法人立（校）,学校数／私立／準学校法人立（校）,学校数／私立／財団法人立（校）,学校数／私立／社団法人立（校）,学校数／私立／その他の法人立（校）,学校数／私立／個人立（校）,学校数／高等課程を置く学校（校）,学校数／高等課程を置く学校／国立（校）,学校数／高等課程を置く学校／公立（校）,学校数／高等課程を置く学校／私立（校）,学校数／専門課程を置く学校（校）,学校数／専門課程を置く学校／国立（校）,学校数／専門課程を置く学校／公立（校）,学校数／専門課程を置く学校／私立（校）
2,三鷹市,令和5,2023,2,－,－,2,－,1,1,－,－,－,－,－,－,－,2,－,－,2
2,青梅市,令和5,2023,2,－,1,1,－,1,－,－,－,－,－,－,－,－,2,－,1,1
2,府中市,令和5,2023,2,－,1,1,－,－,－,1,－,－,1,－,－,1,1,－,1,－
2,昭島市,令和5,2023,1,－,－,1,－,1,－,－,－,－,－,－,－,－,1,－,－,1
2,調布市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,町田市,令和5,2023,10,－,－,10,2,8,－,－,－,－,2,－,－,2,8,－,－,8
2,小金井市,令和5,2023,3,－,－,3,－,3,－,－,－,－,－,－,－,－,3,－,－,3
2,小平市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,日野市,令和5,2023,1,－,－,1,－,1,－,－,－,－,－,－,－,－,1,－,－,1
2,東村山市,令和5,2023,1,1,－,－,－,－,－,－,－,－,－,－,－,－,1,1,－,－
2,国分寺市,令和5,2023,3,－,－,3,－,2,－,－,－,1,1,－,－,1,1,－,－,1
2,国立市,令和5,2023,1,－,－,1,1,－,－,－,－,－,－,－,－,－,1,－,－,1
2,福生市,令和5,2023,1,－,－,1,－,1,－,－,－,－,－,－,－,－,1,－,－,1
2,狛江市,令和5,2023,1,－,－,1,1,－,－,－,－,－,－,－,－,－,1,－,－,1
2,東大和市,令和5,2023,1,－,1,－,－,－,－,－,－,－,－,－,－,－,1,－,1,－
2,清瀬市,令和5,2023,1,－,－,1,－,－,－,1,－,－,－,－,－,－,1,－,－,1
2,東久留米市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,武蔵村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,多摩市,令和5,2023,3,－,1,2,－,2,－,－,－,－,2,－,－,2,2,－,1,1
2,稲城市,令和5,2023,1,－,－,1,－,－,－,－,1,－,－,－,－,－,1,－,－,1
2,羽村市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,あきる野市,令和5,2023,1,－,－,1,－,－,－,－,－,1,－,－,－,－,－,－,－,－
2,西東京市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,,
令和５年度　学校基本統計（学校基本調査報告）,,,,,,,,,,,,,,,,,,,,,
１１－１　専修学校　区市町村、設置者、課程別学校数,,,,,,,,,,,,,,,,,,,,,
注）「高等課程を置く学校」「専門課程を置く学校」は、延数である。,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,,
