種別,区分,性別,卒業者数（人）,卒業者数／高等学校等進学者（Ａ）（人）,卒業者数／高等学校等進学者（Ａ）／高等学校本科（人）,卒業者数／高等学校等進学者（Ａ）／高等学校本科／全日制（人）,卒業者数／高等学校等進学者（Ａ）／高等学校本科／定時制（人）,卒業者数／高等学校等進学者（Ａ）／高等学校本科／通信制（人）,卒業者数／高等学校等進学者（Ａ）／中等教育学校後期課程本科（人）,卒業者数／高等学校等進学者（Ａ）／中等教育学校後期課程本科／全日制（人）,卒業者数／高等学校等進学者（Ａ）／中等教育学校後期課程本科／定時制（人）,卒業者数／高等学校等進学者（Ａ）／高等学校別科（人）,卒業者数／高等学校等進学者（Ａ）／中等教育学校後期課程別科（人）,卒業者数／高等学校等進学者（Ａ）／高等専門学校（人）,卒業者数／高等学校等進学者（Ａ）／特別支援学校高等部（人）,卒業者数／高等学校等進学者（Ａ）／特別支援学校高等部／本科（人）,卒業者数／高等学校等進学者（Ａ）／特別支援学校高等部／別科（人）,卒業者数／専修学校（高等課程）進学者（Ｂ）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）／専修学校（一般課程）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）／各種学校（人）,卒業者数／公共職業能力開発施設等入学者（Ｄ）（人）,卒業者数／就職者等（左記Ａ～Ｄを除く（Ｅ）／自営業主等（人）,卒業者数／就職者等（左記Ａ～Ｄを除く（Ｅ）／常用雇用者／無期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く（Ｅ）／常用雇用者／有期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く（Ｅ）／臨時労働者（人）,卒業者数／左記以外の者（F）（人）,卒業者数／不詳・死亡（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ａのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｂのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｃのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｄのうち（人）,左記Ｅ有期雇用労働者のうち雇用契約期間が一年以上、かつフルタイム勤務相当の者（再掲）（人）,左記Ｆのうち社会福祉施設等入所、通所者（再掲）（人）,高等学校等進学率（％）,就職者総数（再掲）（人）,卒業者に占める就職者の割合（％）
総数（国・公・私立）,肢体不自由,男,95,94,2,2,－,－,－,－,－,－,－,－,92,92,－,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－,－,－,1,98.9,－,－
総数（国・公・私立）,肢体不自由,女,86,84,1,1,－,－,－,－,－,－,－,－,83,83,－,－,－,－,－,－,－,－,－,－,2,－,－,－,－,－,－,－,－,97.7,－,－
総数（国・公・私立）,病弱・身体虚弱,総数（男・女）,1,1,1,－,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,病弱・身体虚弱,男,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,病弱・身体虚弱,女,1,1,1,－,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,100,－,－
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和５年度　学校基本統計（学校基本調査報告）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
１８－１　卒業後の状況調査（特別支援学校）　障害種、状況別卒業者数、高等学校等進学率及び卒業者に占める就職者の割合（中学部）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）「就職者総数（再掲）」とは、「自営業主等」、「無期雇用労働者」、「左記A，B，C，Dのうち就職している者(再掲）」及び「左記E有期雇用労働者のうち雇用契約期間が一年以上、かつフルタイム勤務相当の者（再掲）」を合計した数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注２）「左記以外の者」とは、家事手伝いをしている者、外国の高等学校等に入学した者又は進路が未定であることが明らかな者である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
