種別,地域階層,地域,和暦（年度）,西暦（年度）,教員数（本務者）（人）,教員数（本務者）／男（人）,教員数（本務者）／女（人）,教員数（本務者）／校長／男（人）,教員数（本務者）／校長／女（人）,教員数（本務者）／副校長／男（人）,教員数（本務者）／副校長／女（人）,教員数（本務者）／教頭／男（人）,教員数（本務者）／教頭／女（人）,教員数（本務者）／主幹教諭／男（人）,教員数（本務者）／主幹教諭／女（人）,教員数（本務者）／指導教諭／男（人）,教員数（本務者）／指導教諭／女（人）,教員数（本務者）／教諭／男（人）,教員数（本務者）／教諭／女（人）,教員数（本務者）／助教諭／男（人）,教員数（本務者）／助教諭／女（人）,教員数（本務者）／養護教諭／男（人）,教員数（本務者）／養護教諭／女（人）,教員数（本務者）／養護助教諭／男（人）,教員数（本務者）／養護助教諭／女（人）,教員数（本務者）／栄養教諭／男（人）,教員数（本務者）／栄養教諭／女（人）,教員数（本務者）／講師／男（人）,教員数（本務者）／講師／女（人）,教員数（本務者）／うち市町村費負担の者（人）,教員数（本務者）／うち市町村費負担の者／男（人）,教員数（本務者）／うち市町村費負担の者／女（人）,教員数（兼務者）／男（人）,教員数（兼務者）／女（人）
総数（国・公・私立）,2,豊島区,令和5,2023,436,257,179,6,3,7,3,3,1,15,9,7,3,209,123,－,－,－,15,－,－,－,－,10,22,－,－,－,177,126
総数（国・公・私立）,2,北区,令和5,2023,518,274,244,11,1,8,4,4,－,31,9,－,－,215,207,－,－,－,17,－,－,－,1,5,5,－,－,－,149,143
総数（国・公・私立）,2,荒川区,令和5,2023,292,181,111,10,1,10,1,－,1,18,11,－,－,143,87,－,－,－,10,－,－,－,－,－,－,－,－,－,71,57
総数（国・公・私立）,2,板橋区,令和5,2023,689,382,307,20,3,21,1,2,1,44,15,－,1,295,261,－,－,－,23,－,－,－,2,－,－,－,－,－,155,149
総数（国・公・私立）,2,練馬区,令和5,2023,975,567,408,33,1,29,7,2,1,77,16,2,3,424,337,－,－,－,40,－,－,－,2,－,1,－,－,－,302,270
総数（国・公・私立）,2,足立区,令和5,2023,935,537,398,29,5,30,8,－,－,65,21,2,1,399,327,－,－,－,35,－,－,－,－,12,1,－,－,－,15,6
総数（国・公・私立）,2,葛飾区,令和5,2023,644,359,285,22,4,19,6,3,－,50,18,2,1,261,231,－,－,－,23,－,－,－,1,2,1,－,－,－,68,82
総数（国・公・私立）,2,江戸川区,令和5,2023,942,528,414,31,1,31,4,－,－,76,17,4,1,385,352,－,－,－,36,－,－,－,2,1,1,－,－,－,170,176
総数（国・公・私立）,1,市部,令和5,2023,7097,4022,3075,197,30,195,32,24,5,447,131,18,14,3116,2588,－,－,－,252,－,－,1,－,24,23,－,－,－,1486,1687
総数（国・公・私立）,2,八王子市,令和5,2023,1054,602,452,36,3,33,6,3,1,74,24,3,1,447,373,－,－,－,43,－,－,－,－,6,1,－,－,－,238,202
総数（国・公・私立）,2,立川市,令和5,2023,247,142,105,8,1,9,－,－,－,21,5,－,－,104,90,－,－,－,9,－,－,－,－,－,－,－,－,－,47,37
総数（国・公・私立）,2,武蔵野市,令和5,2023,280,162,118,6,1,7,1,1,－,11,6,1,－,136,100,－,－,－,10,－,－,－,－,－,－,－,－,－,76,85
総数（国・公・私立）,2,三鷹市,令和5,2023,272,143,129,7,－,8,1,－,－,12,5,－,－,116,113,－,－,－,10,－,－,－,－,－,－,－,－,－,221,338
総数（国・公・私立）,2,青梅市,令和5,2023,256,145,111,10,1,9,2,－,－,20,4,1,－,105,92,－,－,－,12,－,－,－,－,－,－,－,－,－,61,44
総数（国・公・私立）,2,府中市,令和5,2023,390,213,177,10,1,9,2,1,－,26,4,2,3,159,151,－,－,－,12,－,－,－,－,6,4,－,－,－,43,50
総数（国・公・私立）,2,昭島市,令和5,2023,194,103,91,4,2,5,1,1,－,15,3,－,－,78,76,－,－,－,7,－,－,－,－,－,2,－,－,－,42,46
総数（国・公・私立）,2,調布市,令和5,2023,397,218,179,6,4,7,1,2,－,18,4,1,1,184,157,－,－,－,12,－,－,－,－,－,－,－,－,－,78,87
総数（国・公・私立）,2,町田市,令和5,2023,770,452,318,17,3,16,5,2,1,42,17,2,1,372,265,－,－,－,24,－,－,－,－,1,2,－,－,－,145,127
総数（国・公・私立）,2,小金井市,令和5,2023,241,140,101,3,3,6,－,4,－,12,3,－,－,115,87,－,－,－,8,－,－,－,－,－,－,－,－,－,66,57
総数（国・公・私立）,2,小平市,令和5,2023,320,186,134,11,－,8,2,2,－,21,1,1,－,141,119,－,－,－,11,－,－,1,－,1,1,－,－,－,47,75
総数（国・公・私立）,2,日野市,令和5,2023,271,150,121,7,1,7,1,－,－,14,7,－,－,122,103,－,－,－,9,－,－,－,－,－,－,－,－,－,21,40
総数（国・公・私立）,2,東村山市,令和5,2023,273,154,119,7,1,8,1,2,－,17,3,1,－,119,104,－,－,－,7,－,－,－,－,－,3,－,－,－,50,57
総数（国・公・私立）,2,国分寺市,令和5,2023,173,105,68,5,－,5,1,1,－,13,3,1,1,80,60,－,－,－,3,－,－,－,－,－,－,－,－,－,28,38
総数（国・公・私立）,2,国立市,令和5,2023,147,90,57,3,－,1,2,1,－,7,2,－,1,74,43,－,－,－,5,－,－,－,－,4,4,－,－,－,58,37
総数（国・公・私立）,2,福生市,令和5,2023,90,55,35,3,－,3,－,－,－,8,3,1,1,40,28,－,－,－,3,－,－,－,－,－,－,－,－,－,10,23
総数（国・公・私立）,2,狛江市,令和5,2023,99,55,44,4,－,3,1,－,－,8,4,－,1,40,34,－,－,－,4,－,－,－,－,－,－,－,－,－,15,22
総数（国・公・私立）,2,東大和市,令和5,2023,136,82,54,4,1,5,－,－,－,10,3,－,1,63,44,－,－,－,5,－,－,－,－,－,－,－,－,－,13,17
総数（国・公・私立）,2,清瀬市,令和5,2023,134,77,57,4,1,4,1,－,－,8,2,－,－,61,48,－,－,－,5,－,－,－,－,－,－,－,－,－,19,21
総数（国・公・私立）,2,東久留米市,令和5,2023,209,109,100,9,－,7,－,1,1,13,5,－,1,78,79,－,－,－,12,－,－,－,－,1,2,－,－,－,19,25
総数（国・公・私立）,2,武蔵村山市,令和5,2023,135,83,52,4,1,6,－,－,－,9,1,－,－,64,45,－,－,－,5,－,－,－,－,－,－,－,－,－,20,28
総数（国・公・私立）,2,多摩市,令和5,2023,273,142,131,8,1,8,1,1,1,23,6,3,1,99,110,－,－,－,9,－,－,－,－,－,2,－,－,－,57,79
総数（国・公・私立）,2,稲城市,令和5,2023,161,85,76,4,2,5,1,1,－,8,6,－,－,67,61,－,－,－,6,－,－,－,－,－,－,－,－,－,17,22
総数（国・公・私立）,2,羽村市,令和5,2023,94,61,33,3,－,3,－,－,－,9,－,1,－,45,30,－,－,－,3,－,－,－,－,－,－,－,－,－,13,18
総数（国・公・私立）,2,あきる野市,令和5,2023,175,102,73,6,1,6,－,1,－,11,3,－,－,74,60,－,－,－,7,－,－,－,－,4,2,－,－,－,21,28
総数（国・公・私立）,2,西東京市,令和5,2023,306,166,140,8,2,7,2,－,1,17,7,－,1,133,116,－,－,－,11,－,－,－,－,1,－,－,－,－,61,84
総数（国・公・私立）,1,郡部,令和5,2023,134,77,57,5,1,5,1,－,－,15,－,－,－,52,47,－,－,－,8,－,－,－,－,－,－,－,－,－,17,16
総数（国・公・私立）,2,瑞穂町,令和5,2023,54,32,22,2,－,2,－,－,－,5,－,－,－,23,20,－,－,－,2,－,－,－,－,－,－,－,－,－,2,1
総数（国・公・私立）,2,日の出町,令和5,2023,48,28,20,2,－,2,－,－,－,6,－,－,－,18,16,－,－,－,4,－,－,－,－,－,－,－,－,－,10,11
総数（国・公・私立）,2,檜原村,令和5,2023,16,8,8,－,1,－,1,－,－,2,－,－,－,6,5,－,－,－,1,－,－,－,－,－,－,－,－,－,4,3
総数（国・公・私立）,2,奥多摩町,令和5,2023,16,9,7,1,－,1,－,－,－,2,－,－,－,5,6,－,－,－,1,－,－,－,－,－,－,－,－,－,1,1
総数（国・公・私立）,1,島部,令和5,2023,223,141,82,13,－,13,2,－,－,17,3,－,－,98,65,－,－,－,12,－,－,－,－,－,－,－,－,－,13,21
総数（国・公・私立）,2,大島町,令和5,2023,48,31,17,3,－,3,－,－,－,6,－,－,－,19,14,－,－,－,3,－,－,－,－,－,－,－,－,－,3,8
総数（国・公・私立）,2,利島村,令和5,2023,13,9,4,1,－,1,－,－,－,－,－,－,－,7,4,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1
総数（国・公・私立）,2,新島村,令和5,2023,33,19,14,2,－,2,－,－,－,4,1,－,－,11,10,－,－,－,3,－,－,－,－,－,－,－,－,－,－,1
総数（国・公・私立）,2,神津島村,令和5,2023,15,8,7,1,－,1,－,－,－,1,－,－,－,5,6,－,－,－,1,－,－,－,－,－,－,－,－,－,－,2
総数（国・公・私立）,2,三宅村,令和5,2023,17,9,8,1,－,－,1,－,－,1,－,－,－,7,5,－,－,－,2,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,御蔵島村,令和5,2023,11,7,4,－,－,1,－,－,－,－,1,－,－,6,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2
総数（国・公・私立）,2,八丈町,令和5,2023,47,29,18,3,－,2,1,－,－,5,1,－,－,19,14,－,－,－,2,－,－,－,－,－,－,－,－,－,3,－
総数（国・公・私立）,2,青ヶ島村,令和5,2023,13,11,2,1,－,1,－,－,－,－,－,－,－,9,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1
総数（国・公・私立）,2,小笠原村,令和5,2023,26,18,8,1,－,2,－,－,－,－,－,－,－,15,7,－,－,－,1,－,－,－,－,－,－,－,－,－,7,6
公立,0,総数,平成30,2018,14972,8319,6653,558,49,515,104,－,－,1254,367,32,40,5960,5488,－,－,－,591,－,－,－,14,－,－,16,12,4,1851,2289
公立,0,総数,令和元,2019,15128,8424,6704,556,50,514,107,－,－,1179,379,36,40,6139,5522,－,－,－,593,－,－,－,13,－,－,10,6,4,1920,2353
公立,0,総数,令和2,2020,15263,8465,6798,551,54,513,105,－,－,1147,394,39,42,6213,5601,－,－,－,585,－,－,2,17,－,－,13,8,5,2038,2439
公立,0,総数,令和3,2021,15623,8662,6961,556,49,507,110,－,－,1179,400,43,43,6375,5757,－,－,－,585,－,－,2,17,－,－,21,10,11,2074,2460
公立,0,総数,令和4,2022,15613,8680,6933,544,60,507,110,－,－,1203,420,39,42,6385,5695,－,－,－,588,－,－,2,18,－,－,17,7,10,2078,2522
公立,0,総数,令和5,2023,15693,8710,6983,532,71,507,113,－,－,1198,417,38,37,6433,5727,－,－,－,603,－,－,2,15,－,－,14,5,9,2166,2625
公立,1,区部,令和5,2023,9293,5100,4193,328,42,302,79,－,－,722,284,26,23,3721,3385,－,－,－,365,－,－,1,15,－,－,14,5,9,1225,1402
公立,2,千代田区,令和5,2023,53,25,28,2,－,1,1,－,－,4,3,－,1,18,21,－,－,－,2,－,－,－,－,－,－,－,－,－,10,18
公立,2,中央区,令和5,2023,107,58,49,4,－,3,1,－,－,11,1,3,－,37,40,－,－,－,7,－,－,－,－,－,－,－,－,－,14,16
公立,2,港区,令和5,2023,204,117,87,6,4,9,1,－,－,18,13,－,－,84,60,－,－,－,9,－,－,－,－,－,－,－,－,－,55,107
公立,2,新宿区,令和5,2023,221,123,98,9,1,8,2,－,－,15,11,－,－,91,76,－,－,－,8,－,－,－,－,－,－,－,－,－,23,43
公立,2,文京区,令和5,2023,197,114,83,8,2,6,4,－,－,19,10,1,4,80,53,－,－,－,10,－,－,－,－,－,－,－,－,－,15,22
公立,2,台東区,令和5,2023,191,100,91,8,－,7,1,－,－,17,8,－,－,68,76,－,－,－,6,－,－,－,－,－,－,－,－,－,68,51
公立,2,墨田区,令和5,2023,289,159,130,10,1,8,4,－,－,25,9,－,1,115,103,－,－,－,12,－,－,1,－,－,－,－,－,－,51,50
公立,2,江東区,令和5,2023,531,300,231,20,3,19,4,－,－,38,19,3,1,220,184,－,－,－,19,－,－,－,1,－,－,－,－,－,66,58
公立,2,品川区,令和5,2023,219,114,105,7,2,8,1,－,－,12,5,－,－,87,90,－,－,－,7,－,－,－,－,－,－,8,4,4,22,28
公立,2,目黒区,令和5,2023,209,109,100,8,1,6,3,－,－,10,7,－,1,85,79,－,－,－,9,－,－,－,－,－,－,－,－,－,35,35
公立,2,大田区,令和5,2023,735,411,324,25,3,26,3,－,－,56,20,1,－,303,270,－,－,－,26,－,－,－,2,－,－,1,－,1,63,50
公立,2,世田谷区,令和5,2023,780,422,358,25,4,20,10,－,－,65,23,5,2,307,289,－,－,－,28,－,－,－,2,－,－,3,1,2,85,122
公立,2,渋谷区,令和5,2023,162,75,87,7,1,4,4,－,－,11,9,1,－,52,65,－,－,－,8,－,－,－,－,－,－,－,－,－,25,28
公立,2,中野区,令和5,2023,256,146,110,8,2,10,－,－,－,16,7,－,2,112,87,－,－,－,12,－,－,－,－,－,－,－,－,－,32,46
公立,2,杉並区,令和5,2023,503,259,244,20,3,17,6,－,－,35,24,4,3,183,183,－,－,－,22,－,－,－,3,－,－,2,－,2,61,86
公立,2,豊島区,令和5,2023,183,92,91,6,2,5,3,－,－,14,9,－,2,67,67,－,－,－,8,－,－,－,－,－,－,－,－,－,20,24
公立,2,北区,令和5,2023,335,171,164,11,1,8,4,－,－,27,8,－,－,125,137,－,－,－,13,－,－,－,1,－,－,－,－,－,38,51
公立,2,荒川区,令和5,2023,247,144,103,10,－,10,1,－,－,18,11,－,－,106,81,－,－,－,10,－,－,－,－,－,－,－,－,－,39,45
公立,2,板橋区,令和5,2023,576,304,272,20,2,21,1,－,－,43,15,－,1,220,231,－,－,－,21,－,－,－,1,－,－,－,－,－,87,95
公立,2,練馬区,令和5,2023,884,506,378,33,1,28,7,－,－,77,16,2,3,366,312,－,－,－,37,－,－,－,2,－,－,－,－,－,216,210
公立,2,足立区,令和5,2023,898,505,393,29,5,29,8,－,－,65,21,2,1,380,324,－,－,－,34,－,－,－,－,－,－,－,－,－,10,4
公立,2,葛飾区,令和5,2023,601,331,270,21,3,19,6,－,－,50,18,2,1,239,220,－,－,－,21,－,－,－,1,－,－,－,－,－,51,65
公立,2,江戸川区,令和5,2023,912,515,397,31,1,30,4,－,－,76,17,2,－,376,337,－,－,－,36,－,－,－,2,－,－,－,－,－,139,148
公立,1,市部,令和5,2023,6043,3392,2651,186,28,187,31,－,－,444,130,12,14,2562,2230,－,－,－,218,－,－,1,－,－,－,－,－,－,911,1186
公立,2,八王子市,令和5,2023,897,500,397,34,3,33,6,－,－,74,24,－,1,359,325,－,－,－,38,－,－,－,－,－,－,－,－,－,117,124
公立,2,立川市,令和5,2023,247,142,105,8,1,9,－,－,－,21,5,－,－,104,90,－,－,－,9,－,－,－,－,－,－,－,－,－,47,37
公立,2,武蔵野市,令和5,2023,165,98,67,6,1,6,1,－,－,11,6,1,－,74,52,－,－,－,7,－,－,－,－,－,－,－,－,－,41,44
公立,2,三鷹市,令和5,2023,218,115,103,7,－,7,－,－,－,12,5,－,－,89,90,－,－,－,8,－,－,－,－,－,－,－,－,－,203,320
公立,2,青梅市,令和5,2023,256,145,111,10,1,9,2,－,－,20,4,1,－,105,92,－,－,－,12,－,－,－,－,－,－,－,－,－,61,44
公立,2,府中市,令和5,2023,355,193,162,10,1,9,2,－,－,26,4,2,3,146,141,－,－,－,11,－,－,－,－,－,－,－,－,－,42,47
公立,2,昭島市,令和5,2023,179,95,84,4,2,5,1,－,－,15,3,－,－,71,72,－,－,－,6,－,－,－,－,－,－,－,－,－,19,25
公立,2,調布市,令和5,2023,268,152,116,5,3,7,1,－,－,18,4,1,1,121,98,－,－,－,9,－,－,－,－,－,－,－,－,－,28,21
公立,2,町田市,令和5,2023,641,368,273,17,3,15,5,－,－,42,17,2,1,292,228,－,－,－,19,－,－,－,－,－,－,－,－,－,40,53
公立,2,小金井市,令和5,2023,141,78,63,3,2,5,－,－,－,10,3,－,－,60,53,－,－,－,5,－,－,－,－,－,－,－,－,－,12,15
公立,2,小平市,令和5,2023,262,149,113,8,－,6,2,－,－,21,－,1,－,112,103,－,－,－,8,－,－,1,－,－,－,－,－,－,36,49
公立,2,日野市,令和5,2023,271,150,121,7,1,7,1,－,－,14,7,－,－,122,103,－,－,－,9,－,－,－,－,－,－,－,－,－,21,40
公立,2,東村山市,令和5,2023,226,127,99,6,1,7,1,－,－,17,3,1,－,96,87,－,－,－,7,－,－,－,－,－,－,－,－,－,36,44
公立,2,国分寺市,令和5,2023,146,83,63,5,－,4,1,－,－,13,3,1,1,60,55,－,－,－,3,－,－,－,－,－,－,－,－,－,9,23
公立,2,国立市,令和5,2023,92,50,42,3,－,1,2,－,－,7,2,－,1,39,34,－,－,－,3,－,－,－,－,－,－,－,－,－,12,13
公立,2,福生市,令和5,2023,90,55,35,3,－,3,－,－,－,8,3,1,1,40,28,－,－,－,3,－,－,－,－,－,－,－,－,－,10,23
公立,2,狛江市,令和5,2023,99,55,44,4,－,3,1,－,－,8,4,－,1,40,34,－,－,－,4,－,－,－,－,－,－,－,－,－,15,22
公立,2,東大和市,令和5,2023,136,82,54,4,1,5,－,－,－,10,3,－,1,63,44,－,－,－,5,－,－,－,－,－,－,－,－,－,13,17
公立,2,清瀬市,令和5,2023,124,71,53,4,1,4,1,－,－,8,2,－,－,55,44,－,－,－,5,－,－,－,－,－,－,－,－,－,10,11
公立,2,東久留米市,令和5,2023,183,96,87,7,－,7,－,－,－,13,5,－,1,69,71,－,－,－,10,－,－,－,－,－,－,－,－,－,17,20
公立,2,武蔵村山市,令和5,2023,135,83,52,4,1,6,－,－,－,9,1,－,－,64,45,－,－,－,5,－,－,－,－,－,－,－,－,－,20,28
公立,2,多摩市,令和5,2023,231,121,110,8,1,8,1,－,－,23,6,－,1,82,92,－,－,－,9,－,－,－,－,－,－,－,－,－,32,53
公立,2,稲城市,令和5,2023,150,83,67,4,2,5,1,－,－,8,6,－,－,66,54,－,－,－,4,－,－,－,－,－,－,－,－,－,12,13
公立,2,羽村市,令和5,2023,94,61,33,3,－,3,－,－,－,9,－,1,－,45,30,－,－,－,3,－,－,－,－,－,－,－,－,－,13,18
公立,2,あきる野市,令和5,2023,156,88,68,5,1,6,－,－,－,11,3,－,－,66,58,－,－,－,6,－,－,－,－,－,－,－,－,－,17,23
公立,2,西東京市,令和5,2023,281,152,129,7,2,7,2,－,－,16,7,－,1,122,107,－,－,－,10,－,－,－,－,－,－,－,－,－,28,59
公立,1,郡部,令和5,2023,134,77,57,5,1,5,1,－,－,15,－,－,－,52,47,－,－,－,8,－,－,－,－,－,－,－,－,－,17,16
公立,2,瑞穂町,令和5,2023,54,32,22,2,－,2,－,－,－,5,－,－,－,23,20,－,－,－,2,－,－,－,－,－,－,－,－,－,2,1
公立,2,日の出町,令和5,2023,48,28,20,2,－,2,－,－,－,6,－,－,－,18,16,－,－,－,4,－,－,－,－,－,－,－,－,－,10,11
公立,2,檜原村,令和5,2023,16,8,8,－,1,－,1,－,－,2,－,－,－,6,5,－,－,－,1,－,－,－,－,－,－,－,－,－,4,3
公立,2,奥多摩町,令和5,2023,16,9,7,1,－,1,－,－,－,2,－,－,－,5,6,－,－,－,1,－,－,－,－,－,－,－,－,－,1,1
公立,1,島部,令和5,2023,223,141,82,13,－,13,2,－,－,17,3,－,－,98,65,－,－,－,12,－,－,－,－,－,－,－,－,－,13,21
公立,2,大島町,令和5,2023,48,31,17,3,－,3,－,－,－,6,－,－,－,19,14,－,－,－,3,－,－,－,－,－,－,－,－,－,3,8
公立,2,利島村,令和5,2023,13,9,4,1,－,1,－,－,－,－,－,－,－,7,4,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1
公立,2,新島村,令和5,2023,33,19,14,2,－,2,－,－,－,4,1,－,－,11,10,－,－,－,3,－,－,－,－,－,－,－,－,－,－,1
公立,2,神津島村,令和5,2023,15,8,7,1,－,1,－,－,－,1,－,－,－,5,6,－,－,－,1,－,－,－,－,－,－,－,－,－,－,2
公立,2,三宅村,令和5,2023,17,9,8,1,－,－,1,－,－,1,－,－,－,7,5,－,－,－,2,－,－,－,－,－,－,－,－,－,－,－
公立,2,御蔵島村,令和5,2023,11,7,4,－,－,1,－,－,－,－,1,－,－,6,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2
公立,2,八丈町,令和5,2023,47,29,18,3,－,2,1,－,－,5,1,－,－,19,14,－,－,－,2,－,－,－,－,－,－,－,－,－,3,－
公立,2,青ヶ島村,令和5,2023,13,11,2,1,－,1,－,－,－,－,－,－,－,9,2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1
公立,2,小笠原村,令和5,2023,26,18,8,1,－,2,－,－,－,－,－,－,－,15,7,－,－,－,1,－,－,－,－,－,－,－,－,－,7,6
私立,0,総数,平成30,2018,4190,2511,1679,19,3,15,12,88,18,30,6,14,－,2257,1457,－,－,1,96,－,－,－,1,87,86,－,－,－,2441,2268
私立,0,総数,令和元,2019,4258,2552,1706,18,3,12,11,91,19,28,4,16,－,2290,1464,－,－,1,95,－,－,－,1,96,109,－,－,－,2427,2219
私立,0,総数,令和2,2020,4333,2588,1745,19,4,15,9,94,19,29,8,22,6,2287,1487,－,－,1,108,－,－,－,1,121,103,－,－,－,2512,2235
私立,0,総数,令和3,2021,4416,2608,1808,17,7,21,7,88,25,34,10,22,8,2306,1515,－,－,1,107,－,－,－,1,119,128,－,－,－,2442,2292
私立,0,総数,令和4,2022,4446,2616,1830,18,7,18,6,83,30,31,11,21,9,2314,1551,－,－,－,100,－,－,－,1,131,115,－,－,－,2441,2373
私立,0,総数,令和5,2023,4582,2697,1885,20,7,22,5,80,36,34,14,26,10,2379,1585,－,－,－,101,－,－,－,1,136,126,－,－,－,2499,2354
私立,1,区部,令和5,2023,3550,2080,1470,9,5,15,4,56,31,33,13,20,10,1835,1235,－,－,－,68,－,－,－,1,112,103,－,－,－,1932,1858
私立,2,千代田区,令和5,2023,307,126,181,1,－,－,－,1,7,3,1,3,4,110,154,－,－,－,4,－,－,－,－,8,11,－,－,－,98,207
私立,2,中央区,令和5,2023,39,25,14,－,－,－,1,1,－,1,－,－,－,23,12,－,－,－,1,－,－,－,－,－,－,－,－,－,11,16
私立,2,港区,令和5,2023,420,252,168,2,－,1,－,5,4,12,4,1,－,226,145,－,－,－,7,－,－,－,－,5,8,－,－,－,272,211
私立,2,新宿区,令和5,2023,161,123,38,－,－,－,－,3,1,－,－,－,－,120,34,－,－,－,3,－,－,－,－,－,－,－,－,－,100,72
私立,2,文京区,令和5,2023,313,183,130,－,－,3,2,6,1,2,－,4,－,149,109,－,－,－,4,－,－,－,－,19,14,－,－,－,226,222
私立,2,台東区,令和5,2023,13,5,8,－,－,－,－,－,1,－,－,－,－,5,3,－,－,－,－,－,－,－,－,－,4,－,－,－,40,35
