種別,地域階層,地域,和暦（年度）,西暦（年度）,教員数（本務者）（人）,教員数（本務者）／男（人）,教員数（本務者）／女（人）,教員数（本務者）／園長／男（人）,教員数（本務者）／園長／女（人）,教員数（本務者）／副園長／男（人）,教員数（本務者）／副園長／女（人）,教員数（本務者）／教頭／男（人）,教員数（本務者）／教頭／女（人）,教員数（本務者）／主幹保育教諭／男（人）,教員数（本務者）／主幹保育教諭／女（人）,教員数（本務者）／指導保育教諭／男（人）,教員数（本務者）／指導保育教諭／女（人）,教員数（本務者）／保育教諭／男（人）,教員数（本務者）／保育教諭／女（人）,教員数（本務者）／助保育教諭／男（人）,教員数（本務者）／助保育教諭／女（人）,教員数（本務者）／主幹養護教諭／男（人）,教員数（本務者）／主幹養護教諭／女（人）,教員数（本務者）／養護教諭／男（人）,教員数（本務者）／養護教諭／女（人）,教員数（本務者）／養護助教諭／男（人）,教員数（本務者）／養護助教諭／女（人）,教員数（本務者）／主幹栄養教諭／男（人）,教員数（本務者）／主幹栄養教諭／女（人）,教員数（本務者）／栄養教諭／男（人）,教員数（本務者）／栄養教諭／女（人）,教員数（本務者）／講師／男（人）,教員数（本務者）／講師／女（人）,教員数（兼務者）／男（人）,教員数（兼務者）／女（人）,教諭等／本務者（人）,教諭等／本務者／男（人）,教諭等／本務者／女（人）,教諭等／兼務者／男（人）,教諭等／兼務者／女（人）,保育士／本務者（人）,保育士／本務者／男（人）,保育士／本務者／女（人）,保育士／兼務者／男（人）,保育士／兼務者／女（人）,教育・保育補助員／本務者（人）,教育・保育補助員／本務者／男（人）,教育・保育補助員／本務者／女（人）,教育・保育補助員／兼務者／男（人）,教育・保育補助員／兼務者／女（人）,その他職員数（本務者）（人）,その他職員数（本務者）／男（人）,その他職員数（本務者）／女（人）
総数（公・私立）,2,新宿区,令和5,2023,93,2,91,－,3,－,3,－,－,－,－,－,－,2,84,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－,4,－,4,－,－,－,－,－,－,20,1,－,1
総数（公・私立）,2,文京区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,台東区,令和5,2023,22,－,22,－,1,－,1,－,－,－,－,－,－,－,20,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,墨田区,令和5,2023,93,10,83,1,3,1,3,－,－,－,4,－,－,7,64,－,－,－,－,－,－,－,－,－,－,－,7,1,2,－,1,－,－,－,－,－,25,－,25,－,4,16,3,13,－,17,23,4,19
総数（公・私立）,2,江東区,令和5,2023,89,7,82,3,－,－,2,－,－,－,4,－,3,4,73,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,17,－,－,－,－,－,－,－,－,－,－,3,－,3,－,27,16,4,12
総数（公・私立）,2,品川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,目黒区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,大田区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,世田谷区,令和5,2023,138,9,129,1,4,1,3,－,－,－,7,－,－,7,109,－,－,－,－,－,2,－,－,－,－,－,4,－,－,－,22,1,－,1,－,－,5,－,5,－,6,6,－,6,3,40,28,4,24
総数（公・私立）,2,渋谷区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,中野区,令和5,2023,53,3,50,－,2,－,－,－,－,1,3,－,－,1,42,－,－,－,－,－,－,－,－,－,－,－,3,1,－,－,10,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,6,1,5
総数（公・私立）,2,杉並区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,豊島区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,北区,令和5,2023,11,－,11,－,1,－,1,－,－,－,－,－,－,－,9,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,8,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－
総数（公・私立）,2,荒川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,板橋区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,練馬区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,足立区,令和5,2023,31,－,31,－,2,－,－,－,－,－,－,－,－,－,29,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,6,－,－,－,－,－,－,－,－,－,－,23,－,23,－,11,3,－,3
総数（公・私立）,2,葛飾区,令和5,2023,179,10,169,2,4,2,3,－,1,1,9,1,7,4,145,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,23,3,2,1,－,2,1,－,1,－,9,15,1,14,2,21,31,10,21
総数（公・私立）,2,江戸川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,1,市部,令和5,2023,660,52,608,7,20,3,19,－,－,5,51,1,17,36,455,－,17,－,－,－,4,－,－,－,7,－,8,－,10,3,132,36,1,35,－,11,21,1,20,－,27,85,12,73,8,79,149,27,122
総数（公・私立）,2,八王子市,令和5,2023,302,19,283,4,8,1,7,－,－,1,20,－,13,13,200,－,13,－,－,－,2,－,－,－,5,－,5,－,10,－,18,35,－,35,－,7,10,－,10,－,6,53,1,52,3,12,73,16,57
総数（公・私立）,2,立川市,令和5,2023,24,－,24,－,1,－,1,－,－,－,1,－,1,－,16,－,－,－,－,－,2,－,－,－,－,－,2,－,－,2,9,－,－,－,－,－,3,－,3,－,2,8,－,8,－,4,3,1,2
総数（公・私立）,2,武蔵野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,三鷹市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,青梅市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,府中市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,昭島市,令和5,2023,90,6,84,－,4,1,4,－,－,－,14,－,－,5,58,－,4,－,－,－,－,－,－,－,－,－,－,－,－,－,29,－,－,－,－,－,－,－,－,－,2,－,－,－,－,－,16,1,15
総数（公・私立）,2,調布市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,町田市,令和5,2023,114,16,98,1,3,－,3,－,－,1,9,－,－,14,83,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1,16,1,1,－,－,3,8,1,7,－,8,22,11,11,3,26,24,5,19
総数（公・私立）,2,小金井市,令和5,2023,16,2,14,－,1,1,－,－,－,1,－,－,－,－,13,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,15,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,6,1,5
総数（公・私立）,2,小平市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,日野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,東村山市,令和5,2023,21,2,19,1,－,－,1,－,－,－,1,－,－,1,17,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,8,－,－,－,－,－,－,－,－,－,－,2,－,2,－,2,3,1,2
総数（公・私立）,2,国分寺市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,国立市,令和5,2023,19,1,18,－,1,－,－,－,－,－,1,－,－,1,16,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1,14,9,1,8
総数（公・私立）,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,清瀬市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,東久留米市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,武蔵村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,多摩市,令和5,2023,31,1,30,－,1,－,1,－,－,－,2,－,－,1,24,－,－,－,－,－,－,－,－,－,2,－,－,－,－,－,18,－,－,－,－,1,－,－,－,－,5,－,－,－,1,8,3,－,3
総数（公・私立）,2,稲城市,令和5,2023,23,1,22,1,－,－,1,－,－,－,2,－,－,－,19,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,3,－,－,－,－,－,－,－,－,－,－,－,－,－,－,6,3,1,2
総数（公・私立）,2,羽村市,令和5,2023,20,4,16,－,1,－,1,－,－,2,1,1,3,1,9,－,－,－,－,－,－,－,－,－,－,－,1,－,－,－,16,－,－,－,－,－,－,－,－,－,4,－,－,－,－,7,9,－,9
総数（公・私立）,2,あきる野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,西東京市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,0,総数,平成30,2018,194,9,185,－,9,－,8,－,－,－,－,－,－,9,165,－,－,－,－,－,1,－,－,－,－,－,－,－,2,－,9,－,－,－,－,－,3,－,3,－,1,31,－,31,2,20,5,－,5
公立,0,総数,令和元,2019,197,9,188,－,9,－,7,－,－,－,－,－,－,9,169,－,－,－,－,－,1,－,－,－,－,－,－,－,2,－,16,－,－,－,－,－,2,－,2,－,12,23,－,23,－,10,5,－,5
公立,0,総数,令和2,2020,195,11,184,－,9,1,6,－,－,－,－,－,－,10,168,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,12,－,－,－,－,－,2,－,2,－,13,20,－,20,－,31,6,－,6
公立,0,総数,令和3,2021,199,10,189,－,10,1,7,－,－,－,－,－,－,9,170,－,－,－,－,－,1,－,－,－,－,－,1,－,－,－,8,－,－,－,－,－,1,－,1,－,17,21,－,21,－,31,6,－,6
公立,0,総数,令和4,2022,199,10,189,－,10,－,7,－,－,－,－,－,－,10,172,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,10,－,－,－,－,－,－,－,－,－,13,37,－,37,－,49,9,－,9
公立,0,総数,令和5,2023,196,5,191,－,9,－,7,－,－,－,－,－,－,5,174,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,16,－,－,－,－,－,9,－,9,－,4,23,－,23,－,50,10,－,10
公立,1,区部,令和5,2023,196,5,191,－,9,－,7,－,－,－,－,－,－,5,174,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,16,－,－,－,－,－,9,－,9,－,4,23,－,23,－,50,10,－,10
公立,2,千代田区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,中央区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,港区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,新宿区,令和5,2023,93,2,91,－,3,－,3,－,－,－,－,－,－,2,84,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－,4,－,4,－,－,－,－,－,－,20,1,－,1
公立,2,文京区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,台東区,令和5,2023,22,－,22,－,1,－,1,－,－,－,－,－,－,－,20,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,墨田区,令和5,2023,39,3,36,－,2,－,2,－,－,－,－,－,－,3,32,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－,5,－,5,－,4,－,－,－,－,17,6,－,6
公立,2,江東区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,品川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,目黒区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,大田区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,世田谷区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,渋谷区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,中野区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,杉並区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,豊島区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,北区,令和5,2023,11,－,11,－,1,－,1,－,－,－,－,－,－,－,9,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,8,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－
公立,2,荒川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,板橋区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,練馬区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,足立区,令和5,2023,31,－,31,－,2,－,－,－,－,－,－,－,－,－,29,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,6,－,－,－,－,－,－,－,－,－,－,23,－,23,－,11,3,－,3
公立,2,葛飾区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,江戸川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
