種別,地域階層,地域,和暦（年度）,西暦（年度）,学級数（学級）,学級数／幼稚部（学級）,学級数／幼稚部／同一年齢編（学級）,学級数／幼稚部／複数年齢編（学級）,学級数／小学部（学級）,学級数／小学部／単式学級（学級）,学級数／小学部／複式学級（学級）,学級数／小学部／重複障害学級（再掲）（学級）,学級数／中学部（学級）,学級数／中学部／単式学級（学級）,学級数／中学部／複式学級（学級）,学級数／中学部／重複障害学級（再掲）（学級）,学級数／高等部（学級）,学級数／高等部／本科（学級）,学級数／高等部／本科／単式学級（学級）,学級数／高等部／本科／複式学級（学級）,学級数／高等部／専攻科（学級）,学級数／高等部／別科（学級）,学級数／高等部／重複障害学級（再掲）（学級）
総数（国・公・私立）,2,目黒区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,大田区,令和5,2023,121,－,－,－,67,48,19,19,28,21,7,7,26,26,19,7,－,－,7
総数（国・公・私立）,2,世田谷区,令和5,2023,184,3,3,－,93,58,35,29,46,31,15,12,42,42,32,10,－,－,9
総数（国・公・私立）,2,渋谷区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,中野区,令和5,2023,65,－,－,－,28,21,7,7,15,12,3,3,22,22,18,4,－,－,4
総数（国・公・私立）,2,杉並区,令和5,2023,119,－,－,－,43,29,14,14,29,22,7,7,47,47,43,4,－,－,2
総数（国・公・私立）,2,豊島区,令和5,2023,50,16,14,2,34,28,6,6,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,北区,令和5,2023,159,－,－,－,79,48,31,28,38,20,18,16,42,42,27,15,－,－,14
総数（国・公・私立）,2,荒川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,板橋区,令和5,2023,179,－,－,－,76,56,20,19,40,28,12,14,63,63,55,8,－,－,11
総数（国・公・私立）,2,練馬区,令和5,2023,113,－,－,－,48,32,16,13,26,18,8,7,39,35,27,8,4,－,8
総数（国・公・私立）,2,足立区,令和5,2023,117,－,－,－,62,44,18,18,26,14,12,12,29,29,24,5,－,－,5
総数（国・公・私立）,2,葛飾区,令和5,2023,190,8,8,－,85,62,23,23,35,24,11,11,62,59,51,8,3,－,8
総数（国・公・私立）,2,江戸川区,令和5,2023,128,－,－,－,63,40,23,23,31,24,7,7,34,34,27,7,－,－,7
総数（国・公・私立）,1,市部,令和5,2023,1135,9,7,2,477,321,156,153,296,200,96,96,353,346,277,69,7,－,69
総数（国・公・私立）,2,八王子市,令和5,2023,182,1,1,－,61,43,18,18,43,27,16,16,77,72,63,9,5,－,9
総数（国・公・私立）,2,立川市,令和5,2023,62,4,3,1,32,23,9,9,16,10,6,6,10,8,5,3,2,－,3
総数（国・公・私立）,2,武蔵野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,三鷹市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,青梅市,令和5,2023,29,－,－,－,5,5,－,－,3,3,－,－,21,21,21,－,－,－,－
総数（国・公・私立）,2,府中市,令和5,2023,175,－,－,－,77,48,29,29,43,30,13,13,55,55,42,13,－,－,13
総数（国・公・私立）,2,昭島市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,調布市,令和5,2023,37,－,－,－,22,17,5,5,15,11,4,4,－,－,－,－,－,－,－
総数（国・公・私立）,2,町田市,令和5,2023,90,3,3,－,40,28,12,12,23,19,4,4,24,24,20,4,－,－,4
総数（国・公・私立）,2,小金井市,令和5,2023,49,－,－,－,33,26,7,7,16,14,2,2,－,－,－,－,－,－,－
総数（国・公・私立）,2,小平市,令和5,2023,60,－,－,－,29,10,19,19,20,6,14,14,11,11,5,6,－,－,6
総数（国・公・私立）,2,日野市,令和5,2023,50,－,－,－,23,18,5,5,14,11,3,3,13,13,10,3,－,－,3
総数（国・公・私立）,2,東村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,国分寺市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,国立市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,清瀬市,令和5,2023,55,－,－,－,32,21,11,11,23,14,9,9,－,－,－,－,－,－,－
総数（国・公・私立）,2,東久留米市,令和5,2023,47,1,－,1,3,－,3,－,3,3,－,－,40,40,31,9,－,－,9
総数（国・公・私立）,2,武蔵村山市,令和5,2023,40,－,－,－,21,8,13,13,10,3,7,7,9,9,3,6,－,－,6
総数（国・公・私立）,2,多摩市,令和5,2023,83,－,－,－,36,25,11,11,25,18,7,7,22,22,17,5,－,－,5
総数（国・公・私立）,2,稲城市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,羽村市,令和5,2023,84,－,－,－,30,23,7,7,23,17,6,6,31,31,26,5,－,－,5
総数（国・公・私立）,2,あきる野市,令和5,2023,68,－,－,－,33,26,7,7,19,14,5,5,16,16,13,3,－,－,3
総数（国・公・私立）,2,西東京市,令和5,2023,24,－,－,－,－,－,－,－,－,－,－,－,24,24,21,3,－,－,3
総数（国・公・私立）,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,1,都外,令和5,2023,7,－,－,－,2,1,1,－,2,1,1,－,3,3,2,1,－,－,1
公立,0,総数,平成30,2018,2598,35,30,5,1098,721,377,335,569,378,191,175,896,878,699,179,18,－,172
公立,0,総数,令和元,2019,2619,38,32,6,1139,770,369,335,579,414,165,153,863,846,673,173,17,－,160
公立,0,総数,令和2,2020,2655,35,30,5,1189,795,394,361,593,414,179,164,838,823,642,181,15,－,168
公立,0,総数,令和3,2021,2688,35,31,4,1225,821,404,384,621,431,190,177,807,792,624,168,15,－,161
公立,0,総数,令和4,2022,2757,34,29,5,1252,841,411,387,647,443,204,192,824,809,641,168,15,－,161
公立,0,総数,令和5,2023,2886,32,29,3,1330,916,414,399,681,467,214,205,843,827,663,164,16,－,158
公立,1,区部,令和5,2023,1766,27,25,2,860,600,260,246,389,272,117,109,490,481,387,94,9,－,88
公立,2,千代田区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,中央区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,港区,令和5,2023,68,－,－,－,25,18,7,7,10,10,－,－,33,33,28,5,－,－,5
公立,2,新宿区,令和5,2023,15,－,－,－,10,6,4,4,5,3,2,2,－,－,－,－,－,－,－
公立,2,文京区,令和5,2023,14,－,－,－,－,－,－,－,－,－,－,－,14,8,4,4,6,－,4
公立,2,台東区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,墨田区,令和5,2023,59,－,－,－,30,23,7,7,15,12,3,3,14,14,12,2,－,－,2
公立,2,江東区,令和5,2023,175,－,－,－,97,67,30,25,40,27,13,10,38,38,29,9,－,－,7
公立,2,品川区,令和5,2023,48,－,－,－,32,26,6,6,16,13,3,3,－,－,－,－,－,－,－
公立,2,目黒区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,大田区,令和5,2023,121,－,－,－,67,48,19,19,28,21,7,7,26,26,19,7,－,－,7
公立,2,世田谷区,令和5,2023,184,3,3,－,93,58,35,29,46,31,15,12,42,42,32,10,－,－,9
公立,2,渋谷区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,中野区,令和5,2023,65,－,－,－,28,21,7,7,15,12,3,3,22,22,18,4,－,－,4
公立,2,杉並区,令和5,2023,119,－,－,－,43,29,14,14,29,22,7,7,47,47,43,4,－,－,2
公立,2,豊島区,令和5,2023,50,16,14,2,34,28,6,6,－,－,－,－,－,－,－,－,－,－,－
公立,2,北区,令和5,2023,159,－,－,－,79,48,31,28,38,20,18,16,42,42,27,15,－,－,14
公立,2,荒川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,板橋区,令和5,2023,153,－,－,－,67,50,17,17,31,22,9,9,55,55,49,6,－,－,6
公立,2,練馬区,令和5,2023,101,－,－,－,45,32,13,13,24,17,7,7,32,32,24,8,－,－,8
公立,2,足立区,令和5,2023,117,－,－,－,62,44,18,18,26,14,12,12,29,29,24,5,－,－,5
公立,2,葛飾区,令和5,2023,190,8,8,－,85,62,23,23,35,24,11,11,62,59,51,8,3,－,8
公立,2,江戸川区,令和5,2023,128,－,－,－,63,40,23,23,31,24,7,7,34,34,27,7,－,－,7
公立,1,市部,令和5,2023,1113,5,4,1,468,315,153,153,290,194,96,96,350,343,274,69,7,－,69
公立,2,八王子市,令和5,2023,182,1,1,－,61,43,18,18,43,27,16,16,77,72,63,9,5,－,9
公立,2,立川市,令和5,2023,62,4,3,1,32,23,9,9,16,10,6,6,10,8,5,3,2,－,3
公立,2,武蔵野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,三鷹市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,青梅市,令和5,2023,29,－,－,－,5,5,－,－,3,3,－,－,21,21,21,－,－,－,－
公立,2,府中市,令和5,2023,175,－,－,－,77,48,29,29,43,30,13,13,55,55,42,13,－,－,13
公立,2,昭島市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,調布市,令和5,2023,37,－,－,－,22,17,5,5,15,11,4,4,－,－,－,－,－,－,－
公立,2,町田市,令和5,2023,78,－,－,－,34,22,12,12,20,16,4,4,24,24,20,4,－,－,4
公立,2,小金井市,令和5,2023,49,－,－,－,33,26,7,7,16,14,2,2,－,－,－,－,－,－,－
公立,2,小平市,令和5,2023,60,－,－,－,29,10,19,19,20,6,14,14,11,11,5,6,－,－,6
公立,2,日野市,令和5,2023,50,－,－,－,23,18,5,5,14,11,3,3,13,13,10,3,－,－,3
公立,2,東村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,国分寺市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,国立市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,清瀬市,令和5,2023,55,－,－,－,32,21,11,11,23,14,9,9,－,－,－,－,－,－,－
公立,2,東久留米市,令和5,2023,37,－,－,－,－,－,－,－,－,－,－,－,37,37,28,9,－,－,9
公立,2,武蔵村山市,令和5,2023,40,－,－,－,21,8,13,13,10,3,7,7,9,9,3,6,－,－,6
公立,2,多摩市,令和5,2023,83,－,－,－,36,25,11,11,25,18,7,7,22,22,17,5,－,－,5
公立,2,稲城市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,羽村市,令和5,2023,84,－,－,－,30,23,7,7,23,17,6,6,31,31,26,5,－,－,5
公立,2,あきる野市,令和5,2023,68,－,－,－,33,26,7,7,19,14,5,5,16,16,13,3,－,－,3
公立,2,西東京市,令和5,2023,24,－,－,－,－,－,－,－,－,－,－,－,24,24,21,3,－,－,3
公立,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,1,都外,令和5,2023,7,－,－,－,2,1,1,－,2,1,1,－,3,3,2,1,－,－,1
私立,0,総数,平成30,2018,40,8,6,2,17,12,5,－,9,9,－,－,6,3,3,－,3,－,－
私立,0,総数,令和元,2019,42,9,7,2,18,13,5,－,9,9,－,－,6,3,3,－,3,－,－
私立,0,総数,令和2,2020,42,9,7,2,18,14,4,2,9,9,－,－,6,3,3,－,3,－,－
私立,0,総数,令和3,2021,41,8,7,1,18,13,5,2,8,7,1,－,7,3,3,－,4,－,－
私立,0,総数,令和4,2022,39,7,6,1,18,13,5,2,8,7,1,－,6,3,3,－,3,－,－
私立,0,総数,令和5,2023,41,7,7,－,19,14,5,2,8,7,1,－,7,3,3,－,4,－,－
私立,1,区部,令和5,2023,29,4,4,－,13,8,5,2,5,4,1,－,7,3,3,－,4,－,－
私立,2,千代田区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,中央区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,港区,令和5,2023,5,1,1,－,4,2,2,2,－,－,－,－,－,－,－,－,－,－,－
私立,2,新宿区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,文京区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,台東区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,墨田区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,江東区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,品川区,令和5,2023,12,3,3,－,6,6,－,－,3,3,－,－,－,－,－,－,－,－,－
私立,2,目黒区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大田区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,世田谷区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,渋谷区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,中野区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,杉並区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,豊島区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,北区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,荒川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,板橋区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,練馬区,令和5,2023,12,－,－,－,3,－,3,－,2,1,1,－,7,3,3,－,4,－,－
私立,2,足立区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,葛飾区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,江戸川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,市部,令和5,2023,12,3,3,－,6,6,－,－,3,3,－,－,－,－,－,－,－,－,－
私立,2,八王子市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,立川市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,武蔵野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三鷹市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青梅市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,府中市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,昭島市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,調布市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,町田市,令和5,2023,12,3,3,－,6,6,－,－,3,3,－,－,－,－,－,－,－,－,－
私立,2,小金井市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小平市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,国分寺市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,国立市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,清瀬市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東久留米市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,武蔵村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,多摩市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,稲城市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,羽村市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,あきる野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,西東京市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,都外,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,,,,
令和５年度　学校基本統計（学校基本調査報告）,,,,,,,,,,,,,,,,,,,,,,,
１０－２　特別支援学校　区市町村、部、編制方式別学級数,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部・都外　2:区市町村）,,,,,,,,,,,,,,,,,,,,,,,
