市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
132217,,東京都,清瀬市,杉本医院,スギモトイイン,,清瀬市元町２－７－１,,,,042-492-1199,,,,,,,,,,,内・小,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団秀清会　清瀬ささき眼科クリニック,イリョウホウジンシャダンシュウセイカイキヨセササキガンカクリニック,,清瀬市松山１－２－２３,セントラルプラザ清瀬３階３０１号室,,,042-497-8522,,,,,,,,,,,眼,,,東京都保有のデータ
132217,,東京都,清瀬市,清瀬内科クリニック,キヨセナイカクリニック,,清瀬市松山１－２－２６,中村ビル２階,,,042-493-1630,,,,,,,,,,,循内・糖内・脂内,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団功和会　平野クリニック,イリョウホウジンシャダンコウワカイヒラノクリニック,,清瀬市松山１－４－１９,ＨＲＮビル１・２・３階,,,042-495-7320,,,,,,,,,,,ひ・内・歯,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団弘善会　ふじみクリニック,イリョウホウジンシャダンコウゼンカイフジミクリニック,,清瀬市松山１－５－５,,,,042-495-7121,,,,,,,,,,,精・心内,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団三一会　清瀬南口眼科医院,イリョウホウジンシャダンサンイチカイキヨセミナミグチガンカイイン,,清瀬市松山１－１１－１２,清瀬駅前ビル３階３０１号室,,,042-492-2711,,,,,,,,,,,眼,,,東京都保有のデータ
132217,,東京都,清瀬市,井上内科クリニック,イノウエナイカクリニック,,清瀬市松山１－１１－２１,ブリリアント・Ｉ,,,042-493-3102,,,,,,,,,,,内・呼・ア・小,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団慧悠会　吉森クリニック,イリョウホウジンシャダンケイユウカイヨシモリクリニック,,清瀬市松山１－１２－１４,シャルマン清瀬１階１０２号、２階,,,042-495-9511,,,,,,,,,,,精・心内・内,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団広福会　岩田皮膚科クリニック,イワタヒフカクリニック,,清瀬市松山１－２７－４,Ｍ＆Ｓビル２，３，４，５階,,,042-492-7735,,,,,,,,,,,皮・美皮・歯,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団　大塚耳鼻咽喉科医院,イリョウホウジンシャダンオオツカジビイインコウカイイン,,清瀬市松山１－４０－２１,１階,,,042-492-028７,,,,,,,,,,,耳・気,,,東京都保有のデータ
132217,,東京都,清瀬市,宮本医院,ミヤモトイイン,,清瀬市松山１－４２－６,,,,042-491-0547,,,,,,,,,,,内・小・消・リハ,,,東京都保有のデータ
132217,,東京都,清瀬市,野島整形外科内科,ノジマセイケイゲカナイカ,,清瀬市松山２－１－３,,,,042-491-1616,,,,,,,,,,,整・内・リハ,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団幾瀬会　花園医院,イリョウホウジンシャダンイクセカイハナゾノイイン,,清瀬市松山３－５－１４,,,,042-491-0315,,,,,,,,,,,小・内,,,東京都保有のデータ
132217,,東京都,清瀬市,きこころ皮フ科,キココロヒフカ,,清瀬市竹丘１－１０－６,,,,042-497-2423,,,,,,,,,,,皮,,,東京都保有のデータ
132217,,東京都,清瀬市,川辺内科クリニック,カワベナイカクリニック,,清瀬市竹丘２－１－３,,,,042-496-3311,,,,,,,,,,,内・呼・ア,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団誠徹会　清瀬博済堂クリニック,イリョウホウジンシャダンセイテツカイキヨセハクサイドウクリニック,,清瀬市竹丘２－１５－１５,中原ビル,,,042-410-0001,,,,,,,,,,,内・循内・糖内・腎内・脳内・皮・透内・透外・呼内・血内,,,東京都保有のデータ
132217,,東京都,清瀬市,緑蔭通りクリニック,リョクインドオリクリニック,,清瀬市竹丘３－１０－３１,,,,042-497-1782,,,,,,,,,,,心内・精・神,,,東京都保有のデータ
132217,,東京都,清瀬市,清瀬デンタルクリニック,キヨセデンタルクリニック,,清瀬市下宿１－１２４－１,協和オフィスビル２Ｆ,,,042-495-1489,,,,,,,,,,,歯・小歯・矯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,旭ヶ丘歯科医院,アサヒガオカシカイイン,,清瀬市旭が丘２－５－２－１０１,,,,042-495-8686,,,,,,,,,,,歯・小歯・矯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,筒井歯科医院,ツツイシカイイン,,清瀬市中里３－７７－１２,１階・地下１階,,,042-493-4180,,,,,,,,,,,歯・小歯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団新生会　笹原歯科医院,イリョウホウジンシャダンシンセイカイササハラシカイイン,,清瀬市中里５－２－８,清瀬ハイコーポ１階１１４号室,,,042-492-6688,,,,,,,,,,,歯・矯,,,東京都保有のデータ
132217,,東京都,清瀬市,さわだ歯科クリニック,サワダシカクリニック,,清瀬市野塩１－３４０－２５,,,,042-452-8100,,,,,,,,,,,歯・小歯・矯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,天川歯科医院,アマカワシカイイン,,清瀬市野塩１－３５６,,,,042-491-0667,,,,,,,,,,,歯,,,東京都保有のデータ
132217,,東京都,清瀬市,松村歯科医院,マツムラシカイイン,,清瀬市野塩３－１２－５,,,,042-491-8849,,,,,,,,,,,歯,,,東京都保有のデータ
132217,,東京都,清瀬市,いしかわ歯科クリニック,イシカワシカクリニック,,清瀬市野塩４－６４－１－１０１,,,,042-495-1178,,,,,,,,,,,歯・小歯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,中山歯科医院,ナカヤマシカイイン,,清瀬市野塩４－２２３－１,スクエア清瀬１０５,,,042-492-8814,,,,,,,,,,,歯・矯,,,東京都保有のデータ
132217,,東京都,清瀬市,グリーンタウン歯科,グリーンタウンシカ,,清瀬市下清戸１－２５－８,グリーンタウン清戸,,,042-493-2251,,,,,,,,,,,歯・小歯・矯,,,東京都保有のデータ
132217,,東京都,清瀬市,水上歯科医院,ミズカミシカイイン,,清瀬市中清戸３－３２８,,,,042-495-0648,,,,,,,,,,,歯・小歯・矯,,,東京都保有のデータ
132217,,東京都,清瀬市,けやき歯科クリニック,ケヤキシカクリニック,,清瀬市上清戸１－９－１,シャインＳ　１Ｆ,,,042-495-1817,,,,,,,,,,,歯・小歯,,,東京都保有のデータ
132217,,東京都,清瀬市,なごみ歯科,ナゴミシカ,,清瀬市上清戸１－１３－４２,,,,042-497-3130,,,,,,,,,,,歯・小歯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,清瀬休日歯科応急センター,キヨセキュウジツシカオウキュウセンター,,清瀬市上清戸２－６－１０,,,,042-491-8611,,,,,,,,,,,歯,,,東京都保有のデータ
132217,,東京都,清瀬市,福田歯科医院,フクダシカイイン,,清瀬市元町１－１－５,,,,042-492-6151,,,,,,,,,,,歯・小歯・矯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,清瀬とく歯科クリニック,キヨセトクシカクリニック,,清瀬市元町１－３－３８,レフィアント１階,,,042-496-3755,,,,,,,,,,,歯・矯・小歯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,大西歯科クリニック,オオニシシカクリニック,,清瀬市元町１－４－１５,清瀬薬局ビル２階,,,042-492-8415,,,,,,,,,,,歯・小歯・矯,,,東京都保有のデータ
132217,,東京都,清瀬市,かとうデンタルケアクリニック,カトウデンタルケアクリニック,,清瀬市元町１－８－１,三福ビル３Ｆ,,,042-495-0888,,,,,,,,,,,歯・小歯,,,東京都保有のデータ
132217,,東京都,清瀬市,中川歯科医院,ナカガワシカイイン,,清瀬市元町１－８－２,清水ビル２Ｆ,,,042-492-0380,,,,,,,,,,,歯,,,東京都保有のデータ
132217,,東京都,清瀬市,五十嵐歯科医院,イガラシイカイイン,,清瀬市元町１－８－２３,,,,042-491-0166,,,,,,,,,,,歯,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団敬愛会　岩崎歯科医院,イリョウホウジンシャダンケイアイカイイワサキシカイイン,,清瀬市元町１－８－３７,北口駅前ビル１階,,,042-494-2277,,,,,,,,,,,歯・小歯,,,東京都保有のデータ
132217,,東京都,清瀬市,もとまちスマイル歯科,モトマチスマイルシカ,,清瀬市元町１－１３－２９,１階,,,042-497-2751,,,,,,,,,,,歯・歯外・小歯・矯,,,東京都保有のデータ
132217,,東京都,清瀬市,本村歯科医院,モトムラシカイイン,,清瀬市元町１－１８－１３,,,,042-491-0344,,,,,,,,,,,歯,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団哲富会　小幡歯科クリニック,イリョウホウジンシャダンテツトミカイオバタシカクリニック,,清瀬市松山１－２－２３,オバタビル２階,,,042-493-1001,,,,,,,,,,,歯・小歯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,信宅ビル歯科医院,シンタクビルシカイイン,,清瀬市松山１－４－３,,,,042-493-8255,,,,,,,,,,,歯,,,東京都保有のデータ
132217,,東京都,清瀬市,清瀬矯正歯科,キヨセキョウセイシカ,,清瀬市松山１－１１－２１,ブリリアントＩ　２階,,,042-497-7773,,,,,,,,,,,歯・矯・小歯,,,東京都保有のデータ
132217,,東京都,清瀬市,柳下歯科,ヤギシタシカ,,清瀬市松山１－１１－２５,２Ｆ,,,042-492-7676,,,,,,,,,,,歯・歯外・小歯・矯,,,東京都保有のデータ
132217,,東京都,清瀬市,倉田歯科クリニック,クラタシカクリニック,,清瀬市松山１－１２－１４,シャルマン清瀬１Ｆ,,,042-452-8256,,,,,,,,,,,歯・矯・小歯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団和気歯科クリニック,イリョウホウジンシャダンワケシカクリニック,,清瀬市松山１－１３－３,森田ビル２階,,,042-491-8883,,,,,,,,,,,歯・歯外・小歯,,,東京都保有のデータ
132217,,東京都,清瀬市,松山デンタルクリニック,マツヤマデンタルクリニック,,清瀬市松山１－１４－５,,,,042-491-7802,,,,,,,,,,,歯・小歯・矯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,河野歯科医院,コウノシカイイン,,清瀬市松山１－１６－５,フォーラム清瀬１階,,,042-491-8418,,,,,,,,,,,歯・小歯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団清桜会　清瀬さくらんぼ歯科,イリョウホウジンシャダンセイオウカイキヨセサクランボシカ,,清瀬市松山１－２５－１,アイランドパレス１階－Ａ号室,,,042-493-4618,,,,,,,,,,,歯・小歯・矯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,医療法人社団新発意清瀬いんどう歯科,イリョウホウジンシャダンシンボチキヨセインドウシカ,,清瀬市松山２－１－７,クレア清瀬１０１号室,,,042-496-1200,,,,,,,,,,,歯・小歯・矯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,キートス歯科医院,キートスシカイイン,,清瀬市松山２－８－２４,,,,042-497-2111,,,,,,,,,,,歯・小歯・矯・歯外,,,東京都保有のデータ
132217,,東京都,清瀬市,島崎歯科医院,シマザキシカイイン,,清瀬市竹丘２－３－３９,,,,042-493-9714,,,,,,,,,,,歯,,,東京都保有のデータ
132217,,東京都,清瀬市,畑歯科医院,ハタシカイイン,,清瀬市竹丘２－１４－９,,,,042-493-8241,,,,,,,,,,,歯,,,東京都保有のデータ
